cd_from,cd_to,relationship,iou,from_fraction,to_fraction,overlap_sqm
CD_ON_Dufferin,CD_ON_Dufferin,SAME_AS,1.0,1.0,1.0,1562483660.94
CD_ON_Dundas,CD_ON_Dundas,SAME_AS,1.0,1.0,1.0,1062423675.48
CD_ON_Durham,CD_ON_Durham,SAME_AS,1.0,1.0,1.0,1709702014.32
CD_ON_Elgin_E,CD_ON_Elgin,WITHIN,0.504,1.0,0.504,1004855107.41
CD_ON_Elgin_W-O,CD_ON_Elgin,WITHIN,0.496,1.0,0.496,988736824.91
CD_ON_Essex_N,CD_ON_Essex,WITHIN,0.338,1.0,0.338,674007067.41
CD_ON_Essex_S,CD_ON_Essex,WITHIN,0.662,1.0,0.662,1320180052.76
CD_ON_Frontenac,CD_ON_Frontenac,SAME_AS,0.9978,1.0,0.9978,4377112595.09
CD_ON_Glengarry,CD_ON_Glengarry,SAME_AS,1.0,1.0,1.0,1300967145.42
CD_ON_Grenville,CD_ON_Grenville,SAME_AS,0.996,0.996,1.0,1262200733.99
CD_ON_Grey_E,CD_ON_Grey,WITHIN,0.3988,1.0,0.3988,1891240238.58
CD_ON_Grey_N,CD_ON_Grey,WITHIN,0.2695,1.0,0.2695,1277828161.9
CD_ON_Grey_S,CD_ON_Grey,WITHIN,0.3317,1.0,0.3317,1573044925.91
CD_ON_Haldimand,CD_ON_Haldimand,SAME_AS,1.0,1.0,1.0,1346964335.37
CD_ON_Halton,CD_ON_Halton,SAME_AS,1.0,1.0,1.0,1022520346.0
CD_ON_Hamilton_E,CD_ON_Wentworth,WITHIN,0.009,1.0,0.009,11179126.72
CD_ON_Hamilton_W-O,CD_ON_Wentworth,WITHIN,0.0077,1.0,0.0077,9513343.81
CD_ON_Hastings_E,CD_ON_Hastings,WITHIN,0.5531,0.9927,0.5554,3525035479.36
CD_ON_Hastings_W-O,CD_ON_Hastings,WITHIN,0.4435,0.9944,0.4446,2822270166.26
CD_ON_Huron_E,CD_ON_Huron,WITHIN,0.3263,1.0,0.3263,1174930601.79
CD_ON_Huron_S,CD_ON_Huron,WITHIN,0.3638,1.0,0.3638,1309932367.1
CD_ON_Huron_W-O,CD_ON_Huron,WITHIN,0.3098,1.0,0.3098,1115528109.78
CD_ON_Kent_E,CD_ON_Kent,WITHIN,0.4357,1.0,0.4357,1223274905.29
CD_ON_Kent_W-O,CD_ON_Kent,WITHIN,0.5033,1.0,0.5033,1413220267.27
CD_ON_Kingston,CD_ON_Frontenac,WITHIN,0.0022,1.0,0.0022,9732095.1
CD_ON_Lambton_East,CD_ON_Lambton,WITHIN,0.5097,1.0,0.5097,1550106495.45
CD_ON_Lanark_N,CD_ON_Lanark,WITHIN,0.5116,1.0,0.5116,1690722760.01
CD_ON_Lanark_S,CD_ON_Lanark,WITHIN,0.4869,1.0,0.4869,1608965974.41
CD_ON_Leeds,CD_ON_Leeds,WITHIN,0.6881,1.0,0.6881,1711133721.7
CD_ON_Lennox_&_Addington,CD_ON_Lennox,CONTAINS,0.27,0.27,1.0,848955828.19
CD_ON_Lennox_&_Addington,CD_ON_Addington,CONTAINS,0.7146,0.7146,1.0,2246974553.98
CD_ON_Lincoln,CD_ON_Lincoln,SAME_AS,1.0,1.0,1.0,906381725.77
CD_ON_London,CD_ON_Middlesex,WITHIN,0.0085,1.0,0.0085,30121305.2
CD_ON_Middlesex_E,CD_ON_Middlesex,WITHIN,0.3381,1.0,0.3381,1192958161.06
CD_ON_Middlesex_N,CD_ON_Middlesex,WITHIN,0.3459,1.0,0.3459,1220730004.5
CD_ON_Middlesex_W-O,CD_ON_Middlesex,WITHIN,0.3074,1.0,0.3074,1084864968.86
CD_ON_Muskoka,CD_ON_Muskoka,SAME_AS,0.9847,0.9847,1.0,4464018389.38
CD_ON_Nipissing,CD_ON_Nipissing,CONTAINS,0.3951,0.3965,0.9914,20120667017.88
CD_ON_Norfolk,CD_ON_Norfolk,SAME_AS,1.0,1.0,1.0,1747051915.94
CD_ON_Northumber_Land_E,CD_ON_Northumberland,WITHIN,0.5885,0.9955,0.5901,1253796526.34
CD_ON_Northumber_Land_W-O,CD_ON_Northumberland,WITHIN,0.3665,1.0,0.3665,778812146.28
CD_ON_Ontario_N,CD_ON_Ontario,WITHIN,0.6093,1.0,0.6093,1535132422.48
CD_ON_Ontario_S,CD_ON_Ontario,WITHIN,0.3907,1.0,0.3907,984458219.6
CD_ON_Ottawa_City-Cité_Pt,CD_ON_Carleton,WITHIN,0.0055,1.0,0.0055,14110021.11
CD_ON_Oxford_N,CD_ON_Oxford,WITHIN,0.5421,1.0,0.5421,1168018303.32
CD_ON_Oxford_S,CD_ON_Oxford,WITHIN,0.4579,1.0,0.4579,986739142.77
CD_ON_Parry_Sound,CD_ON_Parry_Sound,WITHIN,0.9773,0.9837,0.9935,10563157498.35
CD_ON_Peel,CD_ON_Peel,SAME_AS,1.0,1.0,1.0,1289853284.16
CD_ON_Perth_N,CD_ON_Perth,WITHIN,0.5069,1.0,0.5069,1185012976.17
CD_ON_Perth_S,CD_ON_Perth,WITHIN,0.4931,1.0,0.4931,1152743093.9
CD_ON_Peterborough_E,CD_ON_Peterborough,WITHIN,0.6271,1.0,0.6271,2525232043.53
CD_ON_Prescott,CD_ON_Prescott,SAME_AS,1.0,1.0,1.0,1289524726.93
CD_ON_Prince_Edward,CD_ON_Prince_Edward,CONTAINS,0.9206,0.9206,1.0,1177762853.16
CD_ON_Renfrew_N,CD_ON_Renfrew,WITHIN,0.357,1.0,0.357,2891637013.72
CD_ON_Renfrew_S,CD_ON_Renfrew,WITHIN,0.5478,1.0,0.5478,4437279332.6
CD_ON_Russell,CD_ON_Russell,CONTAINS,0.5887,0.5887,1.0,1119024019.24
CD_ON_Simcoe_E,CD_ON_Simcoe,WITHIN,0.338,1.0,0.338,1670599570.04
CD_ON_Simcoe_N,CD_ON_Simcoe,WITHIN,0.3387,1.0,0.3387,1673794994.5
CD_ON_Simcoe_S,CD_ON_Simcoe,WITHIN,0.3231,0.9984,0.3233,1597694442.53
CD_ON_Stormont,CD_ON_Stormont,SAME_AS,1.0,1.0,1.0,1073175825.95
CD_ON_Thunder_Bay_&_Rainy_River,CD_ON_Rainy_River,CONTAINS,0.0977,0.0977,1.0,17579091725.39
CD_ON_Toronto_Centre,CD_ON_York,WITHIN,0.0012,1.0,0.0012,3403977.66
CD_ON_Toronto_E,CD_ON_York,WITHIN,0.0039,1.0,0.0039,11005031.56
CD_ON_Toronto_N,CD_ON_York,WITHIN,0.0028,1.0,0.0028,8007697.65
CD_ON_Toronto_S,CD_ON_York,WITHIN,0.0029,0.9998,0.0029,8327256.89
CD_ON_Toronto_W-O,CD_ON_York,WITHIN,0.0043,1.0,0.0043,12205175.09
CD_ON_Victoria,CD_ON_Victoria,CONTAINS,0.398,0.398,1.0,3124320515.93
CD_ON_Victoria,CD_ON_Haliburton,CONTAINS,0.602,0.602,1.0,4726047120.67
CD_ON_Waterloo_N,CD_ON_Waterloo,WITHIN,0.3894,1.0,0.3894,553887373.12
CD_ON_Waterloo_S,CD_ON_Waterloo,WITHIN,0.6106,1.0,0.6106,868405080.38
CD_ON_Welland,CD_ON_Welland,SAME_AS,1.0,1.0,1.0,1082096263.53
CD_ON_Wellington_N,CD_ON_Wellington,WITHIN,0.5704,1.0,0.5704,1611991475.19
CD_ON_Wellington_S,CD_ON_Wellington,WITHIN,0.4296,1.0,0.4296,1213974162.29
CD_ON_Wentworth,CD_ON_Wentworth,SAME_AS,0.9833,1.0,0.9833,1220299124.64
CD_ON_York_Centre,CD_ON_York,WITHIN,0.3267,1.0,0.3267,926665915.86
CD_ON_York_N,CD_ON_York,WITHIN,0.5577,1.0,0.5577,1581899587.48
CD_ON_York_S,CD_ON_York,WITHIN,0.0989,1.0,0.0989,280431877.53
CD_PE_Kings,CD_PE_Kings,SAME_AS,1.0,1.0,1.0,1761486787.06
CD_PE_Prince,CD_PE_Prince,SAME_AS,1.0,1.0,1.0,2123672402.9
CD_PE_Queens,CD_PE_Queens,SAME_AS,1.0,1.0,1.0,2139794787.48
CD_QC_Argenteuil,CD_QC_Argenteuil,SAME_AS,1.0,1.0,1.0,2041411446.16
CD_QC_Bagot,CD_QC_Bagot,SAME_AS,0.9975,0.9975,1.0,910289648.2
CD_QC_Beauharnois,CD_QC_Beauharnois,SAME_AS,1.0,1.0,1.0,393990589.76
CD_QC_Bellechasse,CD_QC_Bellechasse,SAME_AS,0.9843,1.0,0.9843,1768292863.67
CD_QC_Berthier,CD_QC_Berthier,WITHIN,0.9677,1.0,0.9677,5636492882.97
CD_QC_Bonaventure,CD_QC_Bonaventure,SAME_AS,1.0,1.0,1.0,9013421831.7
CD_QC_Brome,CD_QC_Brome,SAME_AS,1.0,1.0,1.0,1312195373.46
CD_QC_Chambly_&_Verchères,CD_QC_Chambly,CONTAINS,0.4019,0.4019,1.0,371183522.97
CD_QC_Chambly_&_Verchères,CD_QC_Verchères,CONTAINS,0.5981,0.5981,1.0,552389685.39
CD_QC_Champlain,CD_QC_Champlain,WITHIN,0.6275,0.9928,0.6303,22997463524.82
CD_QC_Charlevoix,CD_QC_Charlevoix,SAME_AS,1.0,1.0,1.0,5878218941.15
CD_QC_Chicoutimi_&_Saguenay,CD_QC_Lac_St._Jean,CONTAINS,0.1431,0.1431,1.0,61106495246.14
CD_QC_Chicoutimi_&_Saguenay,CD_QC_Chicoutimi,CONTAINS,0.1049,0.1049,1.0,44815614355.89
CD_QC_Châteauguay,CD_QC_Châteauguay,SAME_AS,1.0,1.0,1.0,693171096.15
CD_QC_Compton,CD_QC_Compton,CONTAINS,0.6784,0.6784,1.0,2474872279.86
CD_QC_Deux-Montagnes,CD_QC_Deux_Montagnes,SAME_AS,0.9916,0.9916,1.0,731412758.94
CD_QC_Dorchester,CD_QC_Dorchester,CONTAINS,0.8619,0.8735,0.9848,2152639222.78
CD_QC_Drummond_&_Arthabaska,CD_QC_Drummond,CONTAINS,0.4416,0.4432,0.9923,1425784592.61
CD_QC_Drummond_&_Arthabaska,CD_QC_Arthabaska,CONTAINS,0.555,0.555,1.0,1785702921.12
CD_QC_Gaspé,CD_QC_Gaspé,SAME_AS,1.0,1.0,1.0,12137509877.05
CD_QC_Hochelaga,CD_QC_Montréal_&_Jésus_Islands—Iles,WITHIN,0.0116,1.0,0.0116,8813881.55
CD_QC_Huntingdon,CD_QC_Huntingdon,SAME_AS,1.0,1.0,1.0,987466909.35
CD_QC_Jacques-Cartier,CD_QC_Montréal_&_Jésus_Islands—Iles,WITHIN,0.4118,1.0,0.4118,314095107.94
CD_QC_Joliette,CD_QC_Joliette,SAME_AS,1.0,1.0,1.0,7867085882.12
CD_QC_Kamouraska,CD_QC_Kamouraska,SAME_AS,1.0,1.0,1.0,2842419862.9
CD_QC_L'Assomption,CD_QC_L'Assomption,SAME_AS,1.0,1.0,1.0,672121342.56
CD_QC_L'Islet,CD_QC_L'IsIet,SAME_AS,1.0,1.0,1.0,2134179748.11
CD_QC_Labelle,CD_QC_Labelle,WITHIN,0.9297,0.9852,0.9429,10226918039.11
CD_QC_Laprairie_&_Napierville,CD_QC_Napierville,CONTAINS,0.4645,0.4645,1.0,398282698.88
CD_QC_Laprairie_&_Napierville,CD_QC_Laprairie,CONTAINS,0.5355,0.5355,1.0,459136031.52
CD_QC_Laval,CD_QC_Montréal_&_Jésus_Islands—Iles,WITHIN,0.5041,1.0,0.5041,384486976.02
CD_QC_Lotbinière,CD_QC_Lotbinière,SAME_AS,0.9893,1.0,0.9893,1934833038.24
CD_QC_Lévis,CD_QC_Lévis,SAME_AS,1.0,1.0,1.0,694603546.39
CD_QC_Maisonneuve,CD_QC_Montréal_&_Jésus_Islands—Iles,WITHIN,0.0433,1.0,0.0433,33031113.11
CD_QC_Maskinongé,CD_QC_Maskinongé,WITHIN,0.953,0.953,1.0,3837404233.95
CD_QC_Missisquoi,CD_QC_Missisquoi,SAME_AS,0.9907,1.0,0.9907,968945951.03
CD_QC_Montcalm,CD_QC_Montcalm,CONTAINS,0.9438,0.9438,1.0,10392732775.11
CD_QC_Montmagny,CD_QC_Montmagny,SAME_AS,1.0,1.0,1.0,1735164490.6
CD_QC_Montmorency,CD_QC_Montmorency,SAME_AS,0.9814,0.9814,1.0,5669059908.11
"CD_QC_Montréal,_St._Antoine",CD_QC_Montréal_&_Jésus_Islands—Iles,WITHIN,0.0059,1.0,0.0059,4471403.59
"CD_QC_Montréal,_St._Jacques",CD_QC_Montréal_&_Jésus_Islands—Iles,WITHIN,0.0027,1.0,0.0027,2072523.14
"CD_QC_Montréal,_St._Laurent",CD_QC_Montréal_&_Jésus_Islands—Iles,WITHIN,0.0031,1.0,0.0031,2333571.05
"CD_QC_Montréal,_Ste._Anne",CD_QC_Montréal_&_Jésus_Islands—Iles,WITHIN,0.0056,1.0,0.0056,4298611.3
"CD_QC_Montréal,_Ste._Marie",CD_QC_Montréal_&_Jésus_Islands—Iles,WITHIN,0.0039,1.0,0.0039,2998620.56
CD_QC_Mégantic,CD_QC_Mégantic,SAME_AS,0.99,0.99,1.0,2067876833.71
CD_QC_Nicolet,CD_QC_Nicolet,SAME_AS,0.9966,1.0,0.9966,1684378488.19
CD_QC_Pontiac,CD_QC_Pontiac,CONTAINS,0.4843,0.4843,1.0,26016241143.84
CD_QC_Portneuf,CD_QC_Portneuf,SAME_AS,1.0,1.0,1.0,3918669540.75
CD_QC_Québec_Centre,CD_QC_Québec,WITHIN,0.0005,1.0,0.0005,3756458.12
CD_QC_Québec_County,CD_QC_Québec,SAME_AS,0.9804,1.0,0.9804,7099584716.92
CD_QC_Québec_Est,CD_QC_Québec,WITHIN,0.0037,1.0,0.0037,27103754.75
CD_QC_Québec_W-O,CD_QC_Québec,WITHIN,0.0004,1.0,0.0004,3173774.78
CD_QC_Richelieu,CD_QC_Richelieu,SAME_AS,0.9955,1.0,0.9955,503339142.29
CD_QC_Richmond_&_Wolfe,CD_QC_Richmond,CONTAINS,0.4252,0.4252,1.0,1422438243.33
CD_QC_Richmond_&_Wolfe,CD_QC_Wolfe,CONTAINS,0.556,0.556,1.0,1859707267.36
CD_QC_Rimouski,CD_QC_Rimouski,CONTAINS,0.3634,0.3634,1.0,5300915140.06
CD_QC_Rimouski,CD_QC_Matane,CONTAINS,0.6204,0.6204,1.0,9048419229.2
CD_QC_Rouville,CD_QC_Rouville,SAME_AS,1.0,1.0,1.0,624858536.04
CD_QC_Shefford,CD_QC_Shefford,SAME_AS,1.0,1.0,1.0,1517939334.82
CD_QC_Sherbrooke,CD_QC_Sherbrooke,WITHIN,0.9081,1.0,0.9081,621025095.0
CD_QC_Soulanges,CD_QC_Soulanges,SAME_AS,1.0,1.0,1.0,364501017.9
CD_QC_St._Hyacinthe,CD_QC_St._Hyacinthe,SAME_AS,1.0,1.0,1.0,733407207.75
CD_QC_St._Jean_&_Iberville,CD_QC_St._Jean,CONTAINS,0.483,0.483,1.0,485681398.86
CD_QC_St._Jean_&_Iberville,CD_QC_Iberville,CONTAINS,0.508,0.508,1.0,510913281.02
CD_QC_Stanstead,CD_QC_Stanstead,SAME_AS,1.0,1.0,1.0,1304733563.12
CD_QC_Terrebonne,CD_QC_Terrebonne,SAME_AS,1.0,1.0,1.0,2114609536.39
CD_QC_Trois-Rivières_&_St._Maurice,CD_QC_St._Maurice,CONTAINS,0.0835,0.0835,0.9992,1229001427.31
CD_QC_Témiscouata,CD_QC_Témiscouata,WITHIN,0.9545,1.0,0.9545,4958852602.21
CD_QC_Unorganized_parts_-_Parties_non_organisées,CD_QC_Témiscamingue,WITHIN,0.8745,0.9999,0.8746,195712314892.4
CD_QC_Vaudreuil,CD_QC_Vaudreuil,SAME_AS,1.0,1.0,1.0,518974393.34
CD_QC_Wright,CD_QC_Hull,WITHIN,0.9713,1.0,0.9713,6453709779.74
CD_QC_Yamaska,CD_QC_Yamaska,SAME_AS,0.988,0.988,1.0,911155288.25
CD_SK_Battleford,CD_SK_Division_No._17,CONTAINS,0.1261,0.1261,1.0,17488491083.1
CD_SK_Mackenzie,CD_SK_Division_No._9,CONTAINS,0.6187,0.6187,1.0,13183111850.38
CD_SK_Moosejaw,CD_SK_Division_No._3,CONTAINS,0.2252,0.2252,1.0,19763501889.74
CD_SK_Moosejaw,CD_SK_Division_No._4,CONTAINS,0.2246,0.2246,1.0,19709565460.89
CD_SK_Moosejaw,CD_SK_Division_No._8,CONTAINS,0.2737,0.2737,1.0,24017435902.26
CD_YT_Yukon,CD_YT_Yukon,SAME_AS,0.9998,0.9998,1.0,455568965037.16
