cd_id,year,province,cd_name
CD_MB_Selkirk,1881,MB,Selkirk
CD_MB_Provencher,1881,MB,Provencher
CD_MB_Lisgar,1881,MB,Lisgar
CD_BC_Yale,1881,BC,Yale
CD_BC_Vancouver,1881,BC,Vancouver
CD_BC_Victoria,1881,BC,Victoria
CD_BC_Cariboo,1881,BC,Cariboo
CD_BC_New_Westminster,1881,BC,New Westminster
CD_NB_Carleton,1881,NB,Carleton
CD_NB_Charlotte,1881,NB,Charlotte
CD_NB_Gloucester,1881,NB,Gloucester
CD_NB_Kent,1881,NB,Kent
CD_NB_King's,1881,NB,King's
CD_NB_Albert,1881,NB,Albert
CD_NB_Northumberland,1881,NB,Northumberland
CD_NB_Restigouche,1881,NB,Restigouche
"CD_NB_St._John,_(County-Comté)",1881,NB,"St. John, (County-Comté)"
"CD_NB_St._John,_(City-Ville)",1881,NB,"St. John, (City-Ville)"
CD_NB_Sunbury,1881,NB,Sunbury
CD_NB_Queen's,1881,NB,Queen's
CD_NB_Victoria,1881,NB,Victoria
CD_NB_Westmoreland,1881,NB,Westmoreland
CD_NB_York,1881,NB,York
CD_NS_Annapolis,1881,NS,Annapolis
CD_NS_Antigonish,1881,NS,Antigonish
CD_NS_Victoria,1881,NS,Victoria
CD_NS_Cape_Breton,1881,NS,Cape Breton
CD_NS_Colchester,1881,NS,Colchester
CD_NS_Cumberland,1881,NS,Cumberland
CD_NS_Digby,1881,NS,Digby
CD_NS_Guysborough,1881,NS,Guysborough
CD_NS_Halifax_(County-Comté),1881,NS,Halifax (County-Comté)
CD_NS_Halifax_(City-Ville),1881,NS,Halifax (City-Ville)
CD_NS_Hants,1881,NS,Hants
CD_NS_Inverness,1881,NS,Inverness
CD_NS_King's,1881,NS,King's
CD_NS_Lunenburg,1881,NS,Lunenburg
CD_NS_Pictou,1881,NS,Pictou
CD_NS_Richmond,1881,NS,Richmond
CD_NS_Shelburne,1881,NS,Shelburne
CD_NS_Queens,1881,NS,Queens
CD_NS_Yarmouth,1881,NS,Yarmouth
CD_PE_King's,1881,PE,King's
CD_PE_Prince,1881,PE,Prince
CD_PE_Queen's,1881,PE,Queen's
CD_NL_Newfoundland,1881,NL,Newfoundland
CD_QC_Argenteuil,1881,QC,Argenteuil
CD_QC_Bagot,1881,QC,Bagot
CD_QC_Beauce,1881,QC,Beauce
CD_QC_Beauharnois,1881,QC,Beauharnois
CD_QC_Bellechasse,1881,QC,Bellechasse
CD_QC_Berthier,1881,QC,Berthier
CD_QC_Bonaventure,1881,QC,Bonaventure
CD_QC_Brome,1881,QC,Brome
CD_QC_Chambly,1881,QC,Chambly
CD_QC_Verchères,1881,QC,Verchères
CD_QC_Champlain,1881,QC,Champlain
CD_QC_Charlevoix,1881,QC,Charlevoix
CD_QC_Chateauguay,1881,QC,Chateauguay
CD_QC_Chicoutimi_&_Saguenay,1881,QC,Chicoutimi & Saguenay
CD_QC_Compton,1881,QC,Compton
CD_QC_Deux-Montagnes,1881,QC,Deux-Montagnes
CD_QC_Dorchester,1881,QC,Dorchester
CD_QC_Drummond_&_Arthabaska,1881,QC,Drummond & Arthabaska
CD_QC_Gaspé,1881,QC,Gaspé
CD_QC_Hochelaga,1881,QC,Hochelaga
CD_QC_Huntingdon,1881,QC,Huntingdon
CD_QC_Jacques-Cartier,1881,QC,Jacques-Cartier
CD_QC_Joliette,1881,QC,Joliette
CD_QC_Kamouraska,1881,QC,Kamouraska
CD_QC_Ottawa,1881,QC,Ottawa
CD_QC_Laprairie,1881,QC,Laprairie
CD_QC_Napierville,1881,QC,Napierville
CD_QC_L'Assomption,1881,QC,L'Assomption
CD_QC_Laval,1881,QC,Laval
CD_QC_Lévis,1881,QC,Lévis
CD_QC_L'Islet,1881,QC,L'Islet
CD_QC_Lotbinière,1881,QC,Lotbinière
CD_QC_Maskinongé,1881,QC,Maskinongé
CD_QC_Megantic,1881,QC,Megantic
CD_QC_Missisquoi,1881,QC,Missisquoi
CD_QC_Montcalm,1881,QC,Montcalm
CD_QC_Montmagny,1881,QC,Montmagny
CD_QC_Montmorency,1881,QC,Montmorency
"CD_QC_Montréal,_(City-Ville)",1881,QC,"Montréal, (City-Ville)"
CD_QC_Nicolet,1881,QC,Nicolet
CD_QC_Pontiac,1881,QC,Pontiac
CD_QC_Portneuf,1881,QC,Portneuf
"CD_QC_Quebec,_(City-Ville)",1881,QC,"Quebec, (City-Ville)"
"CD_QC_Quebec,_(County-Comté)",1881,QC,"Quebec, (County-Comté)"
CD_QC_Richelieu,1881,QC,Richelieu
CD_QC_Richmond_&_Wolfe,1881,QC,Richmond & Wolfe
CD_QC_Rimouski,1881,QC,Rimouski
CD_QC_Rouville,1881,QC,Rouville
CD_QC_St._Hyacinthe,1881,QC,St. Hyacinthe
CD_QC_Iberville,1881,QC,Iberville
CD_QC_St._Jean,1881,QC,St. Jean
CD_QC_Shefford,1881,QC,Shefford
CD_QC_Sherbrooke,1881,QC,Sherbrooke
CD_QC_Soulanges,1881,QC,Soulanges
CD_QC_Stanstead,1881,QC,Stanstead
CD_QC_Temiscouata,1881,QC,Temiscouata
CD_QC_Terrebonne,1881,QC,Terrebonne
CD_QC_St._Maurice,1881,QC,St. Maurice
CD_QC_Trois-Rivières,1881,QC,Trois-Rivières
CD_QC_Vaudreuil,1881,QC,Vaudreuil
CD_QC_Yamaska,1881,QC,Yamaska
CD_ON_Algoma,1891,ON,Algoma
CD_ON_Nipissing,1891,ON,Nipissing
"CD_ON_Brant,_North—Nord",1891,ON,"Brant, North—Nord"
"CD_ON_Oxford,_South—Sud",1891,ON,"Oxford, South—Sud"
"CD_ON_Brant,_South—Sud",1891,ON,"Brant, South—Sud"
CD_ON_Brockville,1891,ON,Brockville
"CD_ON_Leeds,_South—Sud",1891,ON,"Leeds, South—Sud"
"CD_ON_Bruce,_North—Nord",1891,ON,"Bruce, North—Nord"
"CD_ON_Bruce,_West—Ouest",1891,ON,"Bruce, West—Ouest"
"CD_ON_Bruce,_East—Est",1891,ON,"Bruce, East—Est"
"CD_ON_Lanark,_North—Nord",1891,ON,"Lanark, North—Nord"
CD_ON_Carleton,1891,ON,Carleton
"CD_ON_Wellington,_North—Nord",1891,ON,"Wellington, North—Nord"
"CD_ON_Wellington,_Centre",1891,ON,"Wellington, Centre"
"CD_ON_Grey,_East—Est",1891,ON,"Grey, East—Est"
CD_ON_Cardwell,1891,ON,Cardwell
"CD_ON_Simcoe,_South—Sud",1891,ON,"Simcoe, South—Sud"
CD_ON_Dundas,1891,ON,Dundas
"CD_ON_Durham,_West—Ouest",1891,ON,"Durham, West—Ouest"
"CD_ON_Durham,_East—Est",1891,ON,"Durham, East—Est"
"CD_ON_Elgin,_East—Est",1891,ON,"Elgin, East—Est"
"CD_ON_Middlesex,_East—Est",1891,ON,"Middlesex, East—Est"
"CD_ON_Elgin,_West—Ouest",1891,ON,"Elgin, West—Ouest"
"CD_ON_Essex,_North—Nord",1891,ON,"Essex, North—Nord"
"CD_ON_Essex,_South—Sud",1891,ON,"Essex, South—Sud"
CD_ON_Addington,1891,ON,Addington
CD_ON_Frontenac,1891,ON,Frontenac
CD_ON_Glengarry,1891,ON,Glengarry
"CD_ON_Grenville,_South—Sud",1891,ON,"Grenville, South—Sud"
"CD_ON_Leeds_&_Grenville,_North—Nord",1891,ON,"Leeds & Grenville, North—Nord"
"CD_ON_Grey,_South—Sud",1891,ON,"Grey, South—Sud"
"CD_ON_Grey,_North—Nord",1891,ON,"Grey, North—Nord"
CD_ON_Monck,1891,ON,Monck
CD_ON_Haldimand,1891,ON,Haldimand
CD_ON_Halton,1891,ON,Halton
"CD_ON_Hamilton,_City—Cité",1891,ON,"Hamilton, City—Cité"
"CD_ON_Hastings,_North—Nord",1891,ON,"Hastings, North—Nord"
"CD_ON_Hastings,_East—Est",1891,ON,"Hastings, East—Est"
"CD_ON_Hastings,_West—Ouest",1891,ON,"Hastings, West—Ouest"
"CD_ON_Huron,_East—Est",1891,ON,"Huron, East—Est"
"CD_ON_Huron,_West—Ouest",1891,ON,"Huron, West—Ouest"
"CD_ON_Huron,_South—Sud",1891,ON,"Huron, South—Sud"
"CD_ON_Middlesex,_North—Nord",1891,ON,"Middlesex, North—Nord"
"CD_ON_Perth,_South—Sud",1891,ON,"Perth, South—Sud"
CD_ON_Bothwell,1891,ON,Bothwell
CD_ON_Kent,1891,ON,Kent
"CD_ON_Kingston,_City—Cité",1891,ON,"Kingston, City—Cité"
"CD_ON_Lambton,_East—Est",1891,ON,"Lambton, East—Est"
"CD_ON_Middlesex,_West—Ouest",1891,ON,"Middlesex, West—Ouest"
"CD_ON_Lambton,_West—Ouest",1891,ON,"Lambton, West—Ouest"
"CD_ON_Lanark,_South—Sud",1891,ON,"Lanark, South—Sud"
CD_ON_Lennox,1891,ON,Lennox
"CD_ON_Wentworth,_South—Sud",1891,ON,"Wentworth, South—Sud"
CD_ON_Lincoln_&_Niagara,1891,ON,Lincoln & Niagara
"CD_ON_Middlesex,_South—Sud",1891,ON,"Middlesex, South—Sud"
CD_ON_Muskoka_&_Parry_Sound,1891,ON,Muskoka & Parry Sound
"CD_ON_Ontario,_North—Nord",1891,ON,"Ontario, North—Nord"
"CD_ON_Simcoe,_East—Est",1891,ON,"Simcoe, East—Est"
"CD_ON_Renfrew,_North—Nord",1891,ON,"Renfrew, North—Nord"
"CD_ON_Norfolk,_South—Sud",1891,ON,"Norfolk, South—Sud"
"CD_ON_Norfolk,_North—Nord",1891,ON,"Norfolk, North—Nord"
"CD_ON_Northumberland,_East—Est",1891,ON,"Northumberland, East—Est"
"CD_ON_Northumberland,_West—Ouest",1891,ON,"Northumberland, West—Ouest"
"CD_ON_Ontario,_West—Ouest",1891,ON,"Ontario, West—Ouest"
"CD_ON_Ontario,_South—Sud",1891,ON,"Ontario, South—Sud"
"CD_ON_Ottawa,_City—Cité",1891,ON,"Ottawa, City—Cité"
"CD_ON_Oxford,_North—Nord",1891,ON,"Oxford, North—Nord"
CD_ON_Peel,1891,ON,Peel
"CD_ON_Perth,_North—Nord",1891,ON,"Perth, North—Nord"
"CD_ON_Peterborough,_East—Est",1891,ON,"Peterborough, East—Est"
"CD_ON_Peterborough,_West—Ouest",1891,ON,"Peterborough, West—Ouest"
"CD_ON_Victoria,_North—Nord",1891,ON,"Victoria, North—Nord"
CD_ON_Prescott,1891,ON,Prescott
CD_ON_Prince_Edward,1891,ON,Prince Edward
"CD_ON_Renfrew,_South—Sud",1891,ON,"Renfrew, South—Sud"
CD_ON_Russell,1891,ON,Russell
"CD_ON_Simcoe,_North—Nord",1891,ON,"Simcoe, North—Nord"
"CD_ON_York,_North—Nord",1891,ON,"York, North—Nord"
CD_ON_Cornwall_&_Stormont,1891,ON,Cornwall & Stormont
"CD_ON_Toronto,_City—Cité",1891,ON,"Toronto, City—Cité"
"CD_ON_York,_West—Ouest",1891,ON,"York, West—Ouest"
"CD_ON_Victoria,_South—Sud",1891,ON,"Victoria, South—Sud"
"CD_ON_Waterloo,_North—Nord",1891,ON,"Waterloo, North—Nord"
"CD_ON_Waterloo,_South—Sud",1891,ON,"Waterloo, South—Sud"
CD_ON_Welland,1891,ON,Welland
"CD_ON_Wellington,_South—Sud",1891,ON,"Wellington, South—Sud"
"CD_ON_Wentworth,_North—Nord",1891,ON,"Wentworth, North—Nord"
"CD_ON_York,_East—Est",1891,ON,"York, East—Est"
"CD_ON_London,_City—Cité",1891,ON,"London, City—Cité"
"CD_ON_Kingston,_City—Cite",1891,ON,"Kingston, City—Cite"
CD_NT_The_Unorganized_Territories,1891,NT,The Unorganized Territories
CD_NT_Saskatchewan,1891,NT,Saskatchewan
CD_NT_Assiniboia_West-Ouest,1891,NT,Assiniboia West-Ouest
CD_NT_Assiniboia_East-Est,1891,NT,Assiniboia East-Est
CD_NT_Alberta,1891,NT,Alberta
CD_MB_Selkirk,1891,MB,Selkirk
CD_MB_Lisgar,1891,MB,Lisgar
CD_MB_Marquette,1891,MB,Marquette
CD_MB_Provencher,1891,MB,Provencher
"CD_MB_Winnipeg,_City—Cité",1891,MB,"Winnipeg, City—Cité"
CD_BC_Yale,1891,BC,Yale
CD_BC_Vancouver,1891,BC,Vancouver
CD_BC_New_Westminster,1891,BC,New Westminster
CD_BC_Victoria,1891,BC,Victoria
CD_BC_Cariboo,1891,BC,Cariboo
CD_NL_Labrador,1891,NL,Labrador
CD_NB_Carleton,1891,NB,Carleton
CD_NB_Charlotte,1891,NB,Charlotte
CD_NB_Gloucester,1891,NB,Gloucester
CD_NB_Kent,1891,NB,Kent
CD_NB_King’s,1891,NB,King’s
CD_NB_Albert,1891,NB,Albert
CD_NB_Northumberland,1891,NB,Northumberland
CD_NB_Restigouche,1891,NB,Restigouche
"CD_NB_St-John,_County—Comté",1891,NB,"St-John, County—Comté"
CD_NB_Sunbury,1891,NB,Sunbury
CD_NB_Queen's,1891,NB,Queen's
CD_NB_Victoria,1891,NB,Victoria
CD_NB_Westmoreland,1891,NB,Westmoreland
CD_NB_York,1891,NB,York
CD_NS_Annapolis,1891,NS,Annapolis
CD_NS_Antigonish,1891,NS,Antigonish
CD_NS_Victoria,1891,NS,Victoria
CD_NS_Cape_Breton,1891,NS,Cape Breton
CD_NS_Colchester,1891,NS,Colchester
CD_NS_Cumberland,1891,NS,Cumberland
CD_NS_Digby,1891,NS,Digby
CD_NS_Guysborough,1891,NS,Guysborough
"CD_NS_Halifax,_City—Cité",1891,NS,"Halifax, City—Cité"
CD_NS_Hants,1891,NS,Hants
CD_NS_Inverness,1891,NS,Inverness
CD_NS_King’s,1891,NS,King’s
CD_NS_Lunenburg,1891,NS,Lunenburg
CD_NS_Pictou,1891,NS,Pictou
CD_NS_Richmond,1891,NS,Richmond
CD_NS_Shelburne,1891,NS,Shelburne
CD_NS_Queen's,1891,NS,Queen's
CD_NS_Yarmouth,1891,NS,Yarmouth
CD_PE_King’s,1891,PE,King’s
CD_PE_Prince,1891,PE,Prince
CD_PE_Queen’s,1891,PE,Queen’s
CD_NS_Cap_Breton,1891,NS,Cap Breton
CD_NL_Newfoundland,1891,NL,Newfoundland
CD_QC_Argenteuil,1891,QC,Argenteuil
CD_QC_Bagot,1891,QC,Bagot
CD_QC_Beauce,1891,QC,Beauce
CD_QC_Beauharnois,1891,QC,Beauharnois
CD_QC_Bellechasse,1891,QC,Bellechasse
CD_QC_Berthier,1891,QC,Berthier
CD_QC_Bonaventure,1891,QC,Bonaventure
CD_QC_Brome,1891,QC,Brome
CD_QC_Chambly,1891,QC,Chambly
CD_QC_Verchères,1891,QC,Verchères
CD_QC_Champlain,1891,QC,Champlain
CD_QC_Charlevoix,1891,QC,Charlevoix
CD_QC_Chateauguay,1891,QC,Chateauguay
CD_QC_Chicoutimi_and_Saguenay,1891,QC,Chicoutimi and Saguenay
CD_QC_Compton,1891,QC,Compton
CD_QC_Deux-Montagnes,1891,QC,Deux-Montagnes
CD_QC_Dorchester,1891,QC,Dorchester
CD_QC_Drummond_&_Arthabaska,1891,QC,Drummond & Arthabaska
CD_QC_Gaspé,1891,QC,Gaspé
CD_QC_Hochelaga,1891,QC,Hochelaga
CD_QC_Huntingdon,1891,QC,Huntingdon
CD_QC_Jacques-Cartier,1891,QC,Jacques-Cartier
CD_QC_Joliette,1891,QC,Joliette
CD_QC_Kamouraska,1891,QC,Kamouraska
"CD_QC_Ottawa,_County—Comté",1891,QC,"Ottawa, County—Comté"
CD_QC_Laprairie,1891,QC,Laprairie
CD_QC_Napierville,1891,QC,Napierville
CD_QC_L’Assomption,1891,QC,L’Assomption
CD_QC_Laval,1891,QC,Laval
CD_QC_Lévis,1891,QC,Lévis
CD_QC_L’Islet,1891,QC,L’Islet
CD_QC_Lotbinière,1891,QC,Lotbinière
CD_QC_Maskinongé,1891,QC,Maskinongé
CD_QC_Mégantic,1891,QC,Mégantic
CD_QC_Missisquoi,1891,QC,Missisquoi
CD_QC_Montcalm,1891,QC,Montcalm
CD_QC_Montmagny,1891,QC,Montmagny
CD_QC_Montmorency,1891,QC,Montmorency
CD_QC_Montréal,1891,QC,Montréal
CD_QC_Nicolet,1891,QC,Nicolet
CD_QC_Pontiac,1891,QC,Pontiac
CD_QC_Portneuf,1891,QC,Portneuf
"CD_QC_Quebec,_City—Cité",1891,QC,"Quebec, City—Cité"
"CD_QC_Quebec,_County—Comté",1891,QC,"Quebec, County—Comté"
CD_QC_Richelieu,1891,QC,Richelieu
CD_QC_Richmond_&_Wolfe,1891,QC,Richmond & Wolfe
CD_QC_Rimouski,1891,QC,Rimouski
CD_QC_Rouville,1891,QC,Rouville
CD_QC_St._Hyacinthe,1891,QC,St. Hyacinthe
CD_QC_Iberville,1891,QC,Iberville
CD_QC_St._Jean,1891,QC,St. Jean
CD_QC_Shefford,1891,QC,Shefford
CD_QC_Sherbrooke,1891,QC,Sherbrooke
CD_QC_Soulanges,1891,QC,Soulanges
CD_QC_Stanstead,1891,QC,Stanstead
CD_QC_Témiscouata,1891,QC,Témiscouata
CD_QC_Terrebonne,1891,QC,Terrebonne
CD_QC_St._Maurice,1891,QC,St. Maurice
CD_QC_Trois-Rivières,1891,QC,Trois-Rivières
CD_QC_Vaudreuil,1891,QC,Vaudreuil
CD_QC_Yamaska,1891,QC,Yamaska
CD_QC_Hochalaga,1891,QC,Hochalaga
CD_MB_Macdonald,1901,MB,Macdonald
CD_MB_Brandon,1901,MB,Brandon
CD_MB_Selkirk,1901,MB,Selkirk
CD_MB_Marquette,1901,MB,Marquette
CD_MB_Lisgar,1901,MB,Lisgar
CD_MB_Provencher,1901,MB,Provencher
"CD_MB_Winnipeg,_City—Cité",1901,MB,"Winnipeg, City—Cité"
CD_ON_Nipissing,1901,ON,Nipissing
CD_ON_Algoma,1901,ON,Algoma
"CD_ON_Wentworth_&_Brant,_North—Nord",1901,ON,"Wentworth & Brant, North—Nord"
"CD_ON_Oxford,_South—Sud",1901,ON,"Oxford, South—Sud"
"CD_ON_Brant,_South—Sud",1901,ON,"Brant, South—Sud"
CD_ON_Brockville,1901,ON,Brockville
"CD_ON_Leeds,_South—Sud",1901,ON,"Leeds, South—Sud"
"CD_ON_Bruce,_North—Nord",1901,ON,"Bruce, North—Nord"
"CD_ON_Bruce,_West—Ouest",1901,ON,"Bruce, West—Ouest"
"CD_ON_Bruce,_East—Est",1901,ON,"Bruce, East—Est"
"CD_ON_Lanark,_North—Nord",1901,ON,"Lanark, North—Nord"
CD_ON_Carleton,1901,ON,Carleton
"CD_ON_Wellington,_North—Nord",1901,ON,"Wellington, North—Nord"
"CD_ON_Wellington,_Centre",1901,ON,"Wellington, Centre"
"CD_ON_Grey,_East—Est",1901,ON,"Grey, East—Est"
CD_ON_Cardwell,1901,ON,Cardwell
"CD_ON_Simcoe,_South—Sud",1901,ON,"Simcoe, South—Sud"
CD_ON_Dundas,1901,ON,Dundas
"CD_ON_Durham,_West—Ouest",1901,ON,"Durham, West—Ouest"
"CD_ON_Durham,_East—Est",1901,ON,"Durham, East—Est"
"CD_ON_Elgin,_East—Est",1901,ON,"Elgin, East—Est"
"CD_ON_Middlesex,_East—Est",1901,ON,"Middlesex, East—Est"
"CD_ON_Elgin,_West—Ouest",1901,ON,"Elgin, West—Ouest"
"CD_ON_Essex,_North—Nord",1901,ON,"Essex, North—Nord"
"CD_ON_Essex,_South—Sud",1901,ON,"Essex, South—Sud"
CD_ON_Addington,1901,ON,Addington
CD_ON_Frontenac,1901,ON,Frontenac
CD_ON_Glengarry,1901,ON,Glengarry
"CD_ON_Grenville,_South—Sud",1901,ON,"Grenville, South—Sud"
"CD_ON_Leeds_&_Grenville,_North—Nord",1901,ON,"Leeds & Grenville, North—Nord"
"CD_ON_Grey,_South—Sud",1901,ON,"Grey, South—Sud"
"CD_ON_Grey,_North—Nord",1901,ON,"Grey, North—Nord"
CD_ON_Haldimand_&_Monok,1901,ON,Haldimand & Monok
"CD_ON_Norfolk,_South—Sud",1901,ON,"Norfolk, South—Sud"
CD_ON_Halton,1901,ON,Halton
"CD_ON_Hamilton,_City—Cité",1901,ON,"Hamilton, City—Cité"
"CD_ON_Hastings,_North—Nord",1901,ON,"Hastings, North—Nord"
"CD_ON_Hastings,_East—Est",1901,ON,"Hastings, East—Est"
"CD_ON_Hastings,_West—Ouest",1901,ON,"Hastings, West—Ouest"
"CD_ON_Huron,_East—Est",1901,ON,"Huron, East—Est"
"CD_ON_Huron,_West—Ouest",1901,ON,"Huron, West—Ouest"
"CD_ON_Huron,_South—Sud",1901,ON,"Huron, South—Sud"
"CD_ON_Middlesex,_North—Nord",1901,ON,"Middlesex, North—Nord"
"CD_ON_Perth,_South—Sud",1901,ON,"Perth, South—Sud"
CD_ON_Bothwell,1901,ON,Bothwell
CD_ON_Kent,1901,ON,Kent
"CD_ON_Kingston,_City—Cité",1901,ON,"Kingston, City—Cité"
"CD_ON_Lambton,_East—Est",1901,ON,"Lambton, East—Est"
"CD_ON_Middlesex,_West—Ouest",1901,ON,"Middlesex, West—Ouest"
"CD_ON_Lambton,_West—Ouest",1901,ON,"Lambton, West—Ouest"
"CD_ON_Lanark,_South—Sud",1901,ON,"Lanark, South—Sud"
CD_ON_Lennox,1901,ON,Lennox
"CD_ON_Wentworth,_South—Sud",1901,ON,"Wentworth, South—Sud"
CD_ON_Lincoln_&_Niagara,1901,ON,Lincoln & Niagara
"CD_ON_Middlesex,_South—Sud",1901,ON,"Middlesex, South—Sud"
CD_ON_Muskoka_&_Parry_Sound,1901,ON,Muskoka & Parry Sound
"CD_ON_Ontario,_North—Nord",1901,ON,"Ontario, North—Nord"
"CD_ON_Simcoe,_East—Est",1901,ON,"Simcoe, East—Est"
"CD_ON_Norfolk,_North—Nord",1901,ON,"Norfolk, North—Nord"
"CD_ON_Northumberland,_East—Est",1901,ON,"Northumberland, East—Est"
"CD_ON_Northumberland,_West—Ouest",1901,ON,"Northumberland, West—Ouest"
"CD_ON_Ontario,_West—Ouest",1901,ON,"Ontario, West—Ouest"
"CD_ON_Ontario,_South—Sud",1901,ON,"Ontario, South—Sud"
"CD_ON_Ottawa,_City—Cité",1901,ON,"Ottawa, City—Cité"
"CD_ON_Oxford,_North—Nord",1901,ON,"Oxford, North—Nord"
CD_ON_Peel,1901,ON,Peel
"CD_ON_Perth,_North—Nord",1901,ON,"Perth, North—Nord"
"CD_ON_Peterborough,_East—Est",1901,ON,"Peterborough, East—Est"
"CD_ON_Peterborough,_West—Ouest",1901,ON,"Peterborough, West—Ouest"
"CD_ON_Victoria,_North—Nord",1901,ON,"Victoria, North—Nord"
CD_ON_Prescott,1901,ON,Prescott
CD_ON_Prince_Edward,1901,ON,Prince Edward
"CD_ON_Renfrew,_North—Nord",1901,ON,"Renfrew, North—Nord"
"CD_ON_Renfrew,_South—Sud",1901,ON,"Renfrew, South—Sud"
CD_ON_Russell,1901,ON,Russell
"CD_ON_Simcoe,_North—Nord",1901,ON,"Simcoe, North—Nord"
"CD_ON_York,_North—Nord",1901,ON,"York, North—Nord"
CD_ON_Cornwall_&_Stormont,1901,ON,Cornwall & Stormont
"CD_ON_Toronto,_Centre,_City—Cité",1901,ON,"Toronto, Centre, City—Cité"
"CD_ON_York,_East—Est",1901,ON,"York, East—Est"
"CD_ON_Toronto,_East—Est,_City—Cité",1901,ON,"Toronto, East—Est, City—Cité"
"CD_ON_Toronto,_West—Ouest,_City—Cité",1901,ON,"Toronto, West—Ouest, City—Cité"
"CD_ON_York,_West—Ouest",1901,ON,"York, West—Ouest"
"CD_ON_Victoria,_South—Sud",1901,ON,"Victoria, South—Sud"
"CD_ON_Waterloo,_North—Nord",1901,ON,"Waterloo, North—Nord"
"CD_ON_Waterloo,_South—Sud",1901,ON,"Waterloo, South—Sud"
CD_ON_Welland,1901,ON,Welland
"CD_ON_Wellington,_South—Sud",1901,ON,"Wellington, South—Sud"
"CD_ON_London,_City—Cité",1901,ON,"London, City—Cité"
"CD_ON_Kingston,_City—Cite",1901,ON,"Kingston, City—Cite"
CD_NT_Unorganized_Territories,1901,NT,Unorganized Territories
CD_BC_Burrard,1901,BC,Burrard
CD_BC_Yale_&_Cariboo,1901,BC,Yale & Cariboo
CD_BC_Vancouver,1901,BC,Vancouver
CD_BC_New_Westminster,1901,BC,New Westminster
CD_BC_Victoria,1901,BC,Victoria
CD_NT_Saskatchewan,1901,NT,Saskatchewan
"CD_NT_Assiniboia,_West—Ouest",1901,NT,"Assiniboia, West—Ouest"
"CD_NT_Assiniboia,_East—Est",1901,NT,"Assiniboia, East—Est"
CD_NT_Alberta,1901,NT,Alberta
CD_NT_Unorganized_Territories—Territoires_non-organisés,1901,NT,Unorganized Territories—Territoires non-organisés
CD_NL_Labrador,1901,NL,Labrador
CD_PE_Kings,1901,PE,Kings
"CD_PE_Queens,_East-Est",1901,PE,"Queens, East-Est"
"CD_PE_Prince,_West-Ouest",1901,PE,"Prince, West-Ouest"
"CD_PE_Prince,_East-Est",1901,PE,"Prince, East-Est"
"CD_PE_Queens,_West—Ouest",1901,PE,"Queens, West—Ouest"
CD_NS_Annapolis,1901,NS,Annapolis
CD_NS_Antigonish,1901,NS,Antigonish
CD_NS_Victoria,1901,NS,Victoria
CD_NS_Cape_Breton,1901,NS,Cape Breton
CD_NS_Colchester,1901,NS,Colchester
CD_NS_Cumberland,1901,NS,Cumberland
CD_NS_Digby,1901,NS,Digby
CD_NS_Guysborough,1901,NS,Guysborough
"CD_NS_Halifax,_City_&_Co—Cité_et_comté",1901,NS,"Halifax, City & Co—Cité et comté"
CD_NS_Hants,1901,NS,Hants
CD_NS_Inverness,1901,NS,Inverness
CD_NS_Kings,1901,NS,Kings
CD_NS_Lunenburg,1901,NS,Lunenburg
CD_NS_Pictou,1901,NS,Pictou
CD_NS_Richmond,1901,NS,Richmond
CD_NS_Shelburne_&_Queens,1901,NS,Shelburne & Queens
CD_NS_Yarmouth,1901,NS,Yarmouth
CD_NB_Carleton,1901,NB,Carleton
CD_NB_Charlotte,1901,NB,Charlotte
CD_NB_Gloucester,1901,NB,Gloucester
CD_NB_Kent,1901,NB,Kent
CD_NB_Kings,1901,NB,Kings
CD_NB_Albert,1901,NB,Albert
CD_NB_Northumberland,1901,NB,Northumberland
CD_NB_Restigouche,1901,NB,Restigouche
"CD_NB_St._John,_City_&_Co—Cité_et_comté",1901,NB,"St. John, City & Co—Cité et comté"
CD_NB_Sunbury_&_Queens,1901,NB,Sunbury & Queens
CD_NB_Victoria_&_Madawaska,1901,NB,Victoria & Madawaska
CD_NB_Westmorland,1901,NB,Westmorland
CD_NB_York,1901,NB,York
CD_NL_Newfoundland,1901,NL,Newfoundland
CD_QC_Argenteuil,1901,QC,Argenteuil
CD_QC_Bagot,1901,QC,Bagot
CD_QC_Rouville,1901,QC,Rouville
CD_QC_Beauce,1901,QC,Beauce
CD_QC_Beauharnois,1901,QC,Beauharnois
CD_QC_Bellechasse,1901,QC,Bellechasse
CD_QC_Berthier,1901,QC,Berthier
CD_QC_L’Assomption,1901,QC,L’Assomption
CD_QC_Bonaventure,1901,QC,Bonaventure
CD_QC_Brome,1901,QC,Brome
CD_QC_Chambly_&_Verchères,1901,QC,Chambly & Verchères
CD_QC_Champlain,1901,QC,Champlain
CD_QC_Charlevoix,1901,QC,Charlevoix
CD_QC_Chateauguay,1901,QC,Chateauguay
CD_QC_Chicoutimi_&_Saguenay,1901,QC,Chicoutimi & Saguenay
CD_QC_Compton,1901,QC,Compton
CD_QC_Deux-Montagnes,1901,QC,Deux-Montagnes
CD_QC_Dorchester,1901,QC,Dorchester
CD_QC_Drummond_&_Arthabaska,1901,QC,Drummond & Arthabaska
CD_QC_Gaspé,1901,QC,Gaspé
CD_QC_Hochelaga,1901,QC,Hochelaga
CD_QC_Huntingdon,1901,QC,Huntingdon
