cd_from,cd_to,relationship,iou,from_fraction,to_fraction,overlap_sqm
CD_QC_Outaouais,CD_QC_Outaouais,CONTAINS,0.3804,0.3804,1.0,34972158364.24
CD_QC_Portneuf,CD_QC_Portneuf,WITHIN,0.973,0.973,1.0,3921660814.02
CD_QC_Québec,CD_QC_Quebec_(Comté),SAME_AS,0.9847,1.0,0.9847,7016928013.06
"CD_QC_Québec,_cité",CD_QC_City_of_Quebec,SAME_AS,1.0,1.0,1.0,4648489.09
CD_QC_Richelieu,CD_QC_Richelieu,CONTAINS,0.5673,0.5687,0.9955,518662507.78
CD_QC_Rimouski,CD_QC_Temiscouata,CONTAINS,0.2493,0.2504,0.9827,4873202816.16
CD_QC_Rimouski,CD_QC_Rimouski,CONTAINS,0.7496,0.7496,1.0,14585881195.11
CD_QC_Rouville,CD_QC_Iberville,CONTAINS,0.5303,0.5303,1.0,524661147.12
CD_QC_Saguenay,CD_QC_Chicoutimi,CONTAINS,0.2883,0.2883,1.0,103495293651.8
CD_QC_Saguenay,CD_QC_Charlevoix,CONTAINS,0.0164,0.0164,1.0,5886124590.53
CD_QC_Saguenay,CD_QC_Saguenay,CONTAINS,0.6953,0.6953,1.0,249575209406.36
CD_QC_Shefford,CD_QC_Shefford,CONTAINS,0.7409,0.7409,1.0,1507194594.07
CD_QC_Sherbrooke,CD_QC_Town_of_Sherbrooke,CONTAINS,0.0896,0.0896,1.0,621025105.66
CD_QC_Sherbrooke,CD_QC_Compton,CONTAINS,0.5508,0.5508,1.0,3815927208.3
CD_QC_Sherbrooke,CD_QC_Richmond,CONTAINS,0.2099,0.2099,1.0,1454415642.48
CD_QC_St._Maurice,CD_QC_City_of_Three_Rivers,CONTAINS,0.0007,0.0007,1.0,24309153.06
CD_QC_St._Maurice,CD_QC_Maskinonge,CONTAINS,0.0541,0.0541,1.0,1968569672.68
CD_QC_St._Maurice,CD_QC_St._Maurice,CONTAINS,0.9361,0.9452,0.9898,34404680278.87
CD_QC_Stanstead,CD_QC_Stanstead,CONTAINS,0.6562,0.6562,1.0,1167999401.88
CD_QC_Terrebonne,CD_QC_Laval,CONTAINS,0.1895,0.1895,1.0,251703807.49
CD_QC_Two_Mountains,CD_QC_Two_Mountains,CONTAINS,0.2176,0.2183,0.9865,716136607.26
CD_QC_Two_Mountains,CD_QC_Argenteuil,CONTAINS,0.7043,0.7313,0.9502,2399249124.35
CD_QC_Vaudreuil,CD_QC_Soulanges,CONTAINS,0.4125,0.4125,1.0,364409449.59
CD_QC_Vaudreuil,CD_QC_Vaudreuil,CONTAINS,0.5875,0.5875,1.0,518975343.58
CD_QC_Verchères,CD_QC_Vercheres,SAME_AS,0.9945,1.0,0.9945,549811754.56
CD_QC_Yamaska,CD_QC_Yamaska,SAME_AS,1.0,1.0,1.0,753642005.77
