from,to,change_year
PLACE_ON102012,PLACE_ON054009,1911
PLACE_ON092021,PLACE_ON054021,1911
PLACE_ON102045,PLACE_ON054036,1911
PLACE_ON092042,PLACE_ON054033,1911
PLACE_ON102068,PLACE_ON054031,1911
PLACE_ON127016,PLACE_ON054023,1911
PLACE_ON092052,PLACE_ON054019,1911
PLACE_ON102099,PLACE_ON054030,1911
PLACE_ON047002_1871,PLACE_ON058004_1911,1911
PLACE_ON069007,PLACE_ON077001_1911,1911
PLACE_ON069003_1881,PLACE_ON078001_1911,1911
PLACE_ON118025,PLACE_ON080009_1911,1911
PLACE_ON077002_1871,PLACE_ON086001_1911,1911
PLACE_ON081010_1901,PLACE_ON090009_1911,1911
PLACE_ON084005_1901,PLACE_ON125004_1921,1911
PLACE_ON084006_1901,PLACE_ON125005_1921,1911
PLACE_ON126009,PLACE_ON093009_1911,1911
PLACE_ON129001_1921,PLACE_ON098001_1911,1911
PLACE_ON129006_1921,PLACE_ON098006_1911,1911
PLACE_ON091017,PLACE_ON098001_1911,1911
PLACE_ON097007,PLACE_ON098008,1911
PLACE_ON129016,PLACE_ON098008,1911
PLACE_ON129018,PLACE_ON098006_1911,1911
PLACE_ON092019,PLACE_ON099006_1911,1911
PLACE_ON092028,PLACE_ON099040,1911
PLACE_ON092038,PLACE_ON099065,1911
PLACE_ON135002_1921,PLACE_ON108002_1911,1911
PLACE_ON135006_1921,PLACE_ON108005_1911,1911
PLACE_ON091014,PLACE_ON108010,1911
PLACE_ON135016,PLACE_ON108003_1911,1911
PLACE_ON135023,PLACE_ON108016,1911
PLACE_ON135024,PLACE_ON108016,1911
PLACE_ON135025,PLACE_ON108010,1911
PLACE_ON091030,PLACE_ON108004_1911,1911
PLACE_ON135036,PLACE_ON108013,1911
PLACE_ON135038,PLACE_ON108018,1911
PLACE_ON135039,PLACE_ON108002_1911,1911
PLACE_ON138003_1921,PLACE_ON112003_1911,1911
PLACE_ON138012,PLACE_ON112003_1911,1911
PLACE_ON141002,PLACE_ON123003_1911,1911
PLACE_ON141025,PLACE_ON123031,1911
PLACE_ON147014,PLACE_ON123006_1911,1911
PLACE_ON120026,PLACE_ON123040,1911
PLACE_ON116001_1901,PLACE_ON124000,1911
PLACE_ON129006,PLACE_ON125000,1911
PLACE_ON117003_1901,PLACE_ON126000,1911
PLACE_ON118001,PLACE_ON127000,1911
PLACE_ON131007_1901,PLACE_ON128000,1911
PLACE_ON149008,PLACE_ON129007_1911,1911
PLACE_ON106017,PLACE_ON129013,1911
PLACE_ON119015,PLACE_ON129013,1911
PLACE_ON131002_1901,PLACE_ON138002_1911,1911
PLACE_ON092006_1901,PLACE_ON054055,1911
PLACE_ON092026,PLACE_ON054013,1911
PLACE_ON044019,PLACE_ON054036,1911
PLACE_ON044005_1901,PLACE_ON054055,1911
PLACE_ON044026,PLACE_ON102090,1911
PLACE_ON044061,PLACE_ON123014,1911
PLACE_ON044064,PLACE_ON123023,1911
PLACE_ON044075,PLACE_ON123002_1911,1911
PLACE_ON146037,PLACE_ON123003_1911,1911
PLACE_ON129007,PLACE_ON126000,1911
PLACE_ON129009,PLACE_ON126000,1911
PLACE_ON117001_1901,PLACE_ON127000,1911
PLACE_ON118004_1901,PLACE_ON127000,1911
PLACE_ON106008,PLACE_ON129003_1911,1911
PLACE_ON092044,PLACE_ON099063,1911
PLACE_ON115001,PLACE_ON144005,1911
PLACE_ON092053,PLACE_ON054001_1911,1911
PLACE_ON092020,PLACE_ON054059,1911
PLACE_ON092003_1891,PLACE_ON054038,1911
PLACE_ON092057,PLACE_ON102096,1911
PLACE_ON092018,PLACE_ON130083,1911
PLACE_ON129001_1901,PLACE_ON138003_1911,1911
PLACE_ON129008,PLACE_ON126000,1911
PLACE_ON069001_1881,PLACE_ON077001_1911,1911
PLACE_ON069002_1881,PLACE_ON078001_1911,1911
PLACE_ON069006,PLACE_ON077001_1911,1911
PLACE_ON069005,PLACE_ON078001_1911,1911
PLACE_ON069004,PLACE_ON078001_1911,1911
PLACE_ON086004_1891,PLACE_ON094001_1911,1911
PLACE_ON086002_1891,PLACE_ON094001_1911,1911
PLACE_ON086001_1891,PLACE_ON094001_1911,1911
PLACE_ON086003_1891_1901,PLACE_ON094001_1911,1911
PLACE_ON089005,PLACE_ON094001_1911,1911
PLACE_ON087005_1901,PLACE_ON094001_1911,1911
PLACE_ON077007,PLACE_ON086001_1911,1911
PLACE_ON077006,PLACE_ON086001_1911,1911
PLACE_ON077004,PLACE_ON086001_1911,1911
PLACE_ON077001,PLACE_ON086001_1911,1911
PLACE_ON077003,PLACE_ON086001_1911,1911
PLACE_ON077005,PLACE_ON086001_1911,1911
PLACE_ON087004_1901,PLACE_ON094001_1911,1911
PLACE_ON082006,PLACE_ON090009_1911,1911
PLACE_ON044062,PLACE_ON123019,1911
PLACE_ON044049,PLACE_ON123052,1911
PLACE_ON044041,PLACE_ON123052,1911
PLACE_ON044046,PLACE_ON123052,1911
PLACE_ON044074,PLACE_ON123052,1911
PLACE_ON044033,PLACE_ON141008,1911
PLACE_ON044034,PLACE_ON123052,1911
PLACE_ON044072,PLACE_ON147016,1911
PLACE_ON044068,PLACE_ON123052,1911
PLACE_ON044056,PLACE_ON054055,1911
PLACE_ON044050,PLACE_ON123052,1911
PLACE_ON044045,PLACE_ON123052,1911
PLACE_ON044069,PLACE_ON055028,1911
PLACE_ON044051,PLACE_ON123052,1911
PLACE_ON044036,PLACE_ON123027,1911
PLACE_ON044047,PLACE_ON123052,1911
PLACE_ON044053,PLACE_ON123052,1911
PLACE_ON044040,PLACE_ON123052,1911
PLACE_ON044054,PLACE_ON123052,1911
PLACE_ON044066,PLACE_ON123052,1911
PLACE_ON044055,PLACE_ON123052,1911
PLACE_ON131008_1901,PLACE_ON138003_1911,1911
PLACE_ON047003,PLACE_ON058004_1911,1911
PLACE_ON047005,PLACE_ON058004_1911,1911
PLACE_ON047001_1871,PLACE_ON058004_1911,1911
PLACE_ON047004,PLACE_ON058001_1911,1911
PLACE_NT206003,PLACE_NT218999,1911
PLACE_BC001001_1901,PLACE_BC214001,1911
PLACE_BC003006_1901,PLACE_BC008001,1911
PLACE_BC004002_1891,PLACE_BC212002,1911
PLACE_BC004003_1881,PLACE_BC212004,1911
PLACE_BC005006_1901,PLACE_BC211004,1911
PLACE_BC001004_1901,PLACE_BC012001,1911
PLACE_BC003001_1901,PLACE_BC008001,1911
PLACE_BC003009_1901,PLACE_BC212002,1911
PLACE_BC003004_1901,PLACE_BC212002,1911
PLACE_NT205001,PLACE_SK208001,1911
PLACE_NT205014,PLACE_SK212001,1911
PLACE_NT205007,PLACE_SK212001,1911
PLACE_NT205027,PLACE_SK212001,1911
PLACE_NT205018,PLACE_SK212001,1911
PLACE_NT205048,PLACE_SK212001,1911
PLACE_NT205012,PLACE_SK212001,1911
PLACE_NT205016,PLACE_SK212002,1911
PLACE_NT205022,PLACE_SK216001,1911
PLACE_NT205066,PLACE_SK216001,1911
PLACE_NT205056,PLACE_SK216001,1911
PLACE_NT205050,PLACE_SK216001,1911
PLACE_NT205026,PLACE_SK216001,1911
PLACE_NT205042,PLACE_SK216001,1911
PLACE_NT205024,PLACE_NT218999,1911
PLACE_NT205037,PLACE_NT218999,1911
PLACE_NT205020,PLACE_SK216001,1911
PLACE_NT205059,PLACE_SK212001,1911
PLACE_NT205039,PLACE_SK212001,1911
PLACE_NT205053,PLACE_SK212001,1911
PLACE_NT205009,PLACE_SK212001,1911
PLACE_NT205011,PLACE_SK212001,1911
PLACE_NT205055,PLACE_SK216001,1911
PLACE_NT205034,PLACE_SK208001,1911
PLACE_NT205065,PLACE_SK212001,1911
PLACE_NT205058,PLACE_SK212001,1911
PLACE_NT205028,PLACE_SK212001,1911
PLACE_NT205043,PLACE_SK212002,1911
PLACE_NT205021,PLACE_SK212002,1911
PLACE_NT205038,PLACE_NT218999,1911
PLACE_NT205013,PLACE_NT218999,1911
PLACE_NT205064,PLACE_NT218999,1911
PLACE_NT205004,PLACE_SK208001,1911
PLACE_NT205057,PLACE_SK216001,1911
PLACE_NT205051,PLACE_SK212001,1911
PLACE_NT205052,PLACE_SK212001,1911
PLACE_NT204049,PLACE_SK211001,1911
PLACE_NT204022,PLACE_SK211001,1911
PLACE_NT204007,PLACE_SK211001,1911
PLACE_NT204039,PLACE_SK211001,1911
PLACE_NT204076,PLACE_SK211001,1911
PLACE_NT204048,PLACE_SK211001,1911
PLACE_NT204014,PLACE_SK211001,1911
PLACE_NT204008,PLACE_SK211001,1911
PLACE_NT204071,PLACE_SK211001,1911
PLACE_NT204031,PLACE_SK213001,1911
PLACE_NT204001,PLACE_SK214001,1911
PLACE_NT204005,PLACE_SK214001,1911
PLACE_NT204066,PLACE_SK214001,1911
PLACE_NT204067,PLACE_SK214001,1911
PLACE_NT204064,PLACE_SK214001,1911
PLACE_NT204057,PLACE_SK214001,1911
PLACE_NT204075,PLACE_SK214001,1911
PLACE_NT204035,PLACE_SK214001,1911
PLACE_NT204051,PLACE_SK214001,1911
PLACE_NT204025,PLACE_SK214001,1911
PLACE_NT204002,PLACE_SK214001,1911
PLACE_NT204059,PLACE_SK214001,1911
PLACE_NT204015,PLACE_SK214001,1911
PLACE_NT204029,PLACE_SK214001,1911
PLACE_NT204019,PLACE_AB004001,1911
PLACE_NT204032,PLACE_AB004001,1911
PLACE_NT204034,PLACE_AB004001,1911
PLACE_NT204063,PLACE_AB004001,1911
PLACE_NT204077,PLACE_SK211001,1911
PLACE_NT204037,PLACE_SK214001,1911
PLACE_NT204040,PLACE_AB004001,1911
PLACE_NT204044,PLACE_SK211001,1911
PLACE_NT204055,PLACE_SK214003,1911
PLACE_NT204012,PLACE_SK214001,1911
PLACE_NT204027,PLACE_SK214001,1911
PLACE_NT204033,PLACE_SK214001,1911
PLACE_NT204052,PLACE_SK211001,1911
PLACE_NT204004,PLACE_SK211001,1911
PLACE_NT204026,PLACE_AB004001,1911
PLACE_NT204018,PLACE_AB004001,1911
PLACE_NT204042,PLACE_AB004001,1911
PLACE_NT204046,PLACE_SK211001,1911
PLACE_NT203106,PLACE_SK207001,1911
PLACE_NT203048,PLACE_SK207001,1911
PLACE_NT203042,PLACE_SK207001,1911
PLACE_NT203088,PLACE_SK207001,1911
PLACE_NT203023,PLACE_SK207001,1911
PLACE_NT203105,PLACE_SK207001,1911
PLACE_NT203001,PLACE_SK207001,1911
PLACE_NT203018,PLACE_SK207001,1911
PLACE_NT203014,PLACE_SK207001,1911
PLACE_NT203031,PLACE_SK207001,1911
PLACE_NT203075,PLACE_SK207001,1911
PLACE_NT203005,PLACE_SK207001,1911
PLACE_NT203010,PLACE_SK207001,1911
PLACE_NT203002,PLACE_SK207001,1911
PLACE_NT203041,PLACE_SK207001,1911
PLACE_NT203043,PLACE_SK207001,1911
PLACE_NT203078,PLACE_SK207001,1911
PLACE_NT203064,PLACE_SK207001,1911
PLACE_NT203072,PLACE_SK207001,1911
PLACE_NT203087,PLACE_SK207001,1911
PLACE_NT203013,PLACE_SK207001,1911
PLACE_NT203099,PLACE_SK207001,1911
PLACE_NT203038,PLACE_SK209001,1911
PLACE_NT203022,PLACE_SK210001,1911
PLACE_NT203028,PLACE_SK210001,1911
PLACE_NT203102,PLACE_SK210001,1911
PLACE_NT203055,PLACE_SK210001,1911
PLACE_NT203025,PLACE_SK210001,1911
PLACE_NT203063,PLACE_SK210001,1911
PLACE_NT203057,PLACE_SK210001,1911
PLACE_NT203027,PLACE_SK210001,1911
PLACE_NT203050,PLACE_SK213001,1911
PLACE_NT203069,PLACE_SK213001,1911
PLACE_NT203083,PLACE_SK213001,1911
PLACE_NT203084,PLACE_SK213001,1911
PLACE_NT203006,PLACE_SK213001,1911
PLACE_NT203080,PLACE_SK213001,1911
PLACE_NT203032,PLACE_SK213001,1911
PLACE_NT203009,PLACE_SK213001,1911
PLACE_NT203077,PLACE_SK213001,1911
PLACE_NT203082,PLACE_SK213001,1911
PLACE_NT203095,PLACE_SK213001,1911
PLACE_NT203054,PLACE_SK213001,1911
PLACE_NT203098,PLACE_SK213001,1911
PLACE_NT203103,PLACE_SK213001,1911
PLACE_NT203108,PLACE_SK213001,1911
PLACE_NT203067,PLACE_SK213001,1911
PLACE_NT203071,PLACE_SK213001,1911
PLACE_NT203029,PLACE_SK215001,1911
PLACE_NT203007,PLACE_SK215001,1911
PLACE_NT203085,PLACE_SK215001,1911
PLACE_NT203070,PLACE_SK215001,1911
PLACE_NT203079,PLACE_SK215001,1911
PLACE_NT203011,PLACE_SK215001,1911
PLACE_NT203016,PLACE_SK215001,1911
PLACE_NT203047,PLACE_SK215001,1911
PLACE_NT203056,PLACE_SK215001,1911
PLACE_NT203060,PLACE_SK215001,1911
PLACE_NT203019,PLACE_SK215001,1911
PLACE_NT203017,PLACE_SK215001,1911
PLACE_NT203058,PLACE_SK215001,1911
PLACE_NT203062,PLACE_SK215001,1911
PLACE_NT203093,PLACE_SK215001,1911
PLACE_NT203026,PLACE_SK215001,1911
PLACE_NT203021,PLACE_SK215001,1911
PLACE_NT203107,PLACE_SK209001,1911
PLACE_NT203059,PLACE_SK215001,1911
PLACE_NT203068,PLACE_SK213001,1911
PLACE_NT203086,PLACE_SK213001,1911
PLACE_NT203066,PLACE_SK213001,1911
PLACE_NT203008,PLACE_SK213001,1911
PLACE_NT202002,PLACE_AB001001,1911
PLACE_NT202023,PLACE_AB001005,1911
PLACE_NT202050,PLACE_AB002001,1911
PLACE_NT202033,PLACE_AB002001,1911
PLACE_NT202066,PLACE_AB002001,1911
PLACE_NT202079,PLACE_AB002001,1911
PLACE_NT202039,PLACE_AB002006,1911
PLACE_NT202118,PLACE_AB002001,1911
PLACE_NT202045,PLACE_AB003001,1911
PLACE_NT202042,PLACE_AB003001,1911
PLACE_NT202034,PLACE_AB003001,1911
PLACE_NT202091,PLACE_AB003001,1911
PLACE_NT202035,PLACE_AB003001,1911
PLACE_NT202072,PLACE_AB003001,1911
PLACE_NT202049,PLACE_AB003001,1911
PLACE_NT202032,PLACE_AB003001,1911
PLACE_NT202068,PLACE_AB004001,1911
PLACE_NT202001,PLACE_AB004001,1911
PLACE_NT202117,PLACE_AB004001,1911
PLACE_NT202122,PLACE_AB005001,1911
PLACE_NT202125,PLACE_AB005001,1911
PLACE_NT202093,PLACE_AB005001,1911
PLACE_NT202056,PLACE_AB005001,1911
PLACE_NT202130,PLACE_AB005001,1911
PLACE_NT202051,PLACE_AB005001,1911
PLACE_NT202058,PLACE_AB005001,1911
PLACE_NT202086,PLACE_AB005001,1911
PLACE_NT202103,PLACE_AB005001,1911
PLACE_NT202015,PLACE_AB005001,1911
PLACE_NT202090,PLACE_AB005001,1911
PLACE_NT202029,PLACE_AB006001,1911
PLACE_NT202044,PLACE_AB006001,1911
PLACE_NT202007,PLACE_AB006001,1911
PLACE_NT202065,PLACE_AB006001,1911
PLACE_NT202083,PLACE_AB006001,1911
PLACE_NT202009,PLACE_AB007001,1911
PLACE_NT202129,PLACE_AB007001,1911
PLACE_NT202133,PLACE_AB007001,1911
PLACE_NT202052,PLACE_AB007001,1911
PLACE_NT202016,PLACE_AB007001,1911
PLACE_NT202116,PLACE_AB007001,1911
PLACE_NT202036,PLACE_AB005001,1911
PLACE_NT202018,PLACE_AB001006,1911
PLACE_NT202019,PLACE_AB001006,1911
PLACE_NT202105,PLACE_AB005001,1911
PLACE_NT202092,PLACE_AB003001,1911
PLACE_NT202038,PLACE_AB006001,1911
PLACE_NT202014,PLACE_AB004001,1911
PLACE_NT202064,PLACE_AB004001,1911
PLACE_NT202085,PLACE_AB003001,1911
PLACE_NT202041,PLACE_AB002001,1911
PLACE_NT202008,PLACE_AB001001,1911
PLACE_NT202101,PLACE_AB005001,1911
PLACE_NT202102,PLACE_AB006001,1911
PLACE_NT202094,PLACE_AB006001,1911
PLACE_NT202107,PLACE_AB002001,1911
PLACE_NT202121,PLACE_AB002001,1911
PLACE_NT202067,PLACE_AB004001,1911
PLACE_NT202025,PLACE_AB001001,1911
PLACE_NT206999,PLACE_NT218999,1911
PLACE_ON091050,PLACE_ON108008,1911
PLACE_ON092036,PLACE_ON054038,1911
PLACE_ON120005_1901,PLACE_ON149009,1911
PLACE_ON123008_1901,PLACE_ON151005_1911,1911
PLACE_ON129004_1901,PLACE_ON138002_1911,1911
PLACE_ON131004_1901,PLACE_ON138003_1911,1911
PLACE_NT202096,PLACE_AB006001,1911
PLACE_NT203051,PLACE_SK215001,1911
PLACE_NT206002,PLACE_NT218999,1911
PLACE_NT206004,PLACE_NT218999,1911
PLACE_NS028005,PLACE_NS039007_1911,1911
PLACE_NS028024,PLACE_NS040011,1911
PLACE_NS030024,PLACE_NS008034,1911
PLACE_NS035009,PLACE_NS013003_1911,1911
PLACE_NS036011,PLACE_NS014001_1911,1911
PLACE_NS036023,PLACE_NS014004_1911,1911
PLACE_NS036028,PLACE_NS014005,1911
PLACE_NS037005,PLACE_NS049039,1911
PLACE_NS037006_1901,PLACE_NS049039,1911
PLACE_NS038022,PLACE_NS016023,1911
PLACE_NS040009,PLACE_NS052006,1911
PLACE_NS042011,PLACE_NS053002,1911
PLACE_NS036027,PLACE_NS014008_1921,1911
PLACE_NS036002_1901,PLACE_NS014002_1921,1911
PLACE_NS036025,PLACE_NS014013,1911
PLACE_NS036009_1901,PLACE_NS014013,1911
PLACE_NS036003,PLACE_NS014005,1911
PLACE_NS036019,PLACE_NS014001_1911,1911
PLACE_NS036026,PLACE_NS014008_1921,1911
PLACE_NS036018_1901,PLACE_NS014008_1921,1911
PLACE_NS036001,PLACE_NS014008_1921,1911
PLACE_NS036016,PLACE_NS014004_1911,1911
PLACE_NS030023,PLACE_NS008034,1911
PLACE_NS038002_1901,PLACE_NS016040,1911
PLACE_NS038031,PLACE_NS016040,1911
PLACE_NS041005,PLACE_NS039007_1911,1911
PLACE_NS040005,PLACE_NS052006,1911
PLACE_NS033007_1901,PLACE_NS011001,1911
PLACE_NB015015,PLACE_NB024014,1911
PLACE_NB028009_1881,PLACE_NB028003,1911
PLACE_QC138011_1901,PLACE_QC039008_1911,1911
PLACE_QC149015_1901,PLACE_QC154011_1911,1911
PLACE_QC149055,PLACE_QC154038,1911
PLACE_QC149052,PLACE_QC086004,1911
PLACE_QC149038_1901,PLACE_QC154065,1911
PLACE_QC151006,PLACE_QC156006_1911,1911
PLACE_QC153020_1901,PLACE_QC158003_1911,1911
PLACE_QC153036,PLACE_QC158027,1911
PLACE_QC154022,PLACE_QC056018,1911
PLACE_QC158014,PLACE_QC060014,1911
PLACE_QC159002_1861,PLACE_QC164001_1911,1911
PLACE_QC160003_1901,PLACE_QC165008_1911,1911
PLACE_QC160031,PLACE_QC165035,1911
PLACE_QC160002_1901,PLACE_QC062057,1911
PLACE_QC168003_1881,PLACE_QC173004_1911,1911
PLACE_QC169009_1901,PLACE_QC071008_1911,1911
PLACE_QC153022,PLACE_QC071010,1911
PLACE_QC169007_1901,PLACE_QC174019,1911
PLACE_QC153034,PLACE_QC078019,1911
PLACE_QC179006,PLACE_QC078024,1911
PLACE_QC079001,PLACE_QC185001_1911,1911
PLACE_QC181001_1901,PLACE_QC080001,1911
PLACE_QC188010,PLACE_QC193009,1911
PLACE_QC192002,PLACE_QC087001,1911
PLACE_QC196013_1901,PLACE_QC201011_1911,1911
PLACE_QC198004,PLACE_QC093015,1911
PLACE_QC201002_1901,PLACE_QC100001,1911
PLACE_QC144004_1901,PLACE_QC149003_1911,1911
PLACE_QC146003_1901,PLACE_QC047029,1911
PLACE_QC047036,PLACE_QC047015,1911
PLACE_QC144009_1901,PLACE_QC087005,1911
PLACE_QC149033_1901,PLACE_QC154038,1911
PLACE_QC149025_1901,PLACE_QC154002_1911,1911
PLACE_QC149046,PLACE_QC154999_1911,1911
PLACE_QC154021,PLACE_QC056019,1911
PLACE_QC160030,PLACE_QC165035,1911
PLACE_QC160018,PLACE_QC062027,1911
PLACE_QC160019,PLACE_QC062027,1911
PLACE_QC167005_1901,PLACE_QC172007,1911
PLACE_QC169011_1901,PLACE_QC071010,1911
PLACE_QC153013,PLACE_QC039008_1911,1911
PLACE_QC153029,PLACE_QC184009,1911
PLACE_QC179018,PLACE_QC078019,1911
PLACE_QC079020,PLACE_QC185001_1911,1911
PLACE_QC188011_1901,PLACE_QC084002,1911
PLACE_QC188003_1891,PLACE_QC084002,1911
PLACE_QC188001_1891,PLACE_QC193017,1911
PLACE_QC193004,PLACE_QC088005,1911
PLACE_QC193003,PLACE_QC088005,1911
PLACE_QC193005,PLACE_QC088005,1911
PLACE_QC193002,PLACE_QC088005,1911
PLACE_QC194001,PLACE_QC089003,1911
PLACE_QC198005,PLACE_QC093015,1911
PLACE_QC198002,PLACE_QC093015,1911
PLACE_QC198003,PLACE_QC093015,1911
PLACE_QC187028,PLACE_QC192015,1911
PLACE_QC198015,PLACE_QC151025,1911
PLACE_QC149999_1901,PLACE_QC154999_1911,1911
PLACE_AB001002,PLACE_AB194024,1921
PLACE_AB001003,PLACE_AB194024,1921
PLACE_AB001004,PLACE_AB194023,1921
PLACE_AB001005,PLACE_AB194023,1921
PLACE_AB001006,PLACE_AB194026,1921
PLACE_AB001009,PLACE_AB194023,1921
PLACE_AB001011,PLACE_AB194023,1921
PLACE_AB001012,PLACE_AB194023,1921
PLACE_AB001016,PLACE_AB194023,1921
PLACE_AB002006,PLACE_AB199016,1921
PLACE_AB002009,PLACE_AB202029,1921
PLACE_AB002010,PLACE_AB200010,1921
PLACE_AB002011,PLACE_AB199012,1921
PLACE_AB002013,PLACE_AB199011,1921
PLACE_AB002016,PLACE_AB199011,1921
PLACE_AB002017,PLACE_AB199011,1921
PLACE_AB002018,PLACE_AB199011,1921
PLACE_AB003002,PLACE_AB190017,1921
PLACE_AB003003,PLACE_AB190017,1921
PLACE_AB003012,PLACE_AB190013,1921
PLACE_AB003019,PLACE_AB190013,1921
PLACE_AB003020,PLACE_AB190013,1921
PLACE_AB003021,PLACE_AB190013,1921
PLACE_AB004009,PLACE_AB190003,1921
PLACE_AB004017,PLACE_AB190003,1921
PLACE_AB004019,PLACE_AB192008,1921
PLACE_AB004021,PLACE_AB190009,1921
PLACE_AB005003,PLACE_AB196020,1921
PLACE_AB005016,PLACE_AB197006,1921
PLACE_AB006002,PLACE_AB196020,1921
PLACE_AB006004,PLACE_AB199016,1921
PLACE_BC008004,PLACE_BC208003,1921
PLACE_BC009003,PLACE_BC210003,1921
PLACE_BC009004,PLACE_BC211001,1921
PLACE_BC009014,PLACE_BC211003,1921
PLACE_BC010006,PLACE_BC212009,1921
PLACE_BC010007,PLACE_BC212009,1921
PLACE_BC011008,PLACE_BC206005,1921
PLACE_BC011009,PLACE_BC206005,1921
PLACE_BC014003,PLACE_BC218002,1921
PLACE_BC014015,PLACE_BC218001,1921
PLACE_MB015002,PLACE_MB162008,1921
PLACE_MB015003,PLACE_MB162008,1921
PLACE_MB015010,PLACE_MB162003,1921
PLACE_MB018005,PLACE_MB160007,1921
PLACE_MB018006,PLACE_MB160015,1921
PLACE_MB018013,PLACE_MB161008,1921
PLACE_MB018014,PLACE_MB161008,1921
PLACE_MB018015,PLACE_MB156006,1921
PLACE_MB018016,PLACE_MB166009,1921
PLACE_MB018999,PLACE_MB166009,1921
PLACE_MB020002,PLACE_MB160007,1921
PLACE_MB021002,PLACE_MB156004,1921
PLACE_MB021003,PLACE_MB156004,1921
PLACE_MB021004,PLACE_MB156004,1921
PLACE_MB021005,PLACE_MB156004,1921
PLACE_MB021006,PLACE_MB156004,1921
PLACE_MB021007,PLACE_MB156003,1921
PLACE_MB021008,PLACE_MB156003,1921
PLACE_MB021009,PLACE_MB156001,1921
PLACE_MB021011,PLACE_MB156001,1921
PLACE_MB021012,PLACE_MB156003,1921
PLACE_MB021013,PLACE_MB156003,1921
PLACE_MB021014,PLACE_MB156002,1921
PLACE_MB021015,PLACE_MB156003,1921
PLACE_MB021016,PLACE_MB156004,1921
PLACE_MB021017,PLACE_MB156004,1921
PLACE_MB022008,PLACE_MB170002,1921
PLACE_MB022010,PLACE_MB160013,1921
PLACE_MB023999,PLACE_MB158006,1921
PLACE_MB024001,PLACE_MB160013,1921
PLACE_NB029024,PLACE_NB022005,1921
PLACE_NB032006,PLACE_NB032005,1921
PLACE_NB032007,PLACE_NB032005,1921
PLACE_NB032008,PLACE_NB032005,1921
PLACE_NB032009,PLACE_NB032005,1921
PLACE_NB032010,PLACE_NB032005,1921
PLACE_NB032011,PLACE_NB032005,1921
PLACE_NB032012,PLACE_NB032005,1921
PLACE_NB032013,PLACE_NB032005,1921
PLACE_NB032014,PLACE_NB032005,1921
PLACE_NB032015,PLACE_NB032005,1921
PLACE_NB032016,PLACE_NB032005,1921
PLACE_NB032017,PLACE_NB032005,1921
PLACE_NB032018,PLACE_NB032005,1921
PLACE_NB034007_1911,PLACE_NB028008,1921
PLACE_NB035011_1911,PLACE_NB035002_1921,1921
PLACE_NS045043,PLACE_NS011043,1921
PLACE_NS045044,PLACE_NS011043,1921
PLACE_NS045045,PLACE_NS011043,1921
PLACE_NS045046,PLACE_NS011043,1921
PLACE_NS045047,PLACE_NS011043,1921
PLACE_NS045048,PLACE_NS011043,1921
PLACE_NS046004,PLACE_NS012999,1921
PLACE_NS046999,PLACE_NS012999,1921
PLACE_NS047024,PLACE_NS013023,1921
PLACE_NS051002,PLACE_NS018002,1921
PLACE_NS051011,PLACE_NS018002,1921
PLACE_NS052005,PLACE_NS019003,1921
PLACE_NS052007,PLACE_NS019002,1921
PLACE_NS052009,PLACE_NS019003,1921
PLACE_NS052017,PLACE_NS019011,1921
PLACE_NS052024,PLACE_NS019002,1921
PLACE_NS052025,PLACE_NS019011,1921
PLACE_NS053007,PLACE_NS021999,1921
PLACE_NS053999,PLACE_NS021999,1921
PLACE_ON054017,PLACE_ON146999,1921
PLACE_ON054018,PLACE_ON146999,1921
PLACE_ON054035,PLACE_ON102999,1921
PLACE_ON054042,PLACE_ON148191,1921
PLACE_ON054044,PLACE_ON127999,1921
PLACE_ON054053,PLACE_ON102999,1921
PLACE_ON054057,PLACE_ON127013,1921
PLACE_ON054058,PLACE_ON127022,1921
PLACE_ON054060,PLACE_ON127022,1921
PLACE_ON055004_1911,PLACE_ON102999,1921
PLACE_ON055007_1911,PLACE_ON102105,1921
PLACE_ON055015,PLACE_ON102999,1921
PLACE_ON055026,PLACE_ON102999,1921
PLACE_ON055030,PLACE_ON102999,1921
PLACE_ON055033,PLACE_ON102107,1921
PLACE_ON055037,PLACE_ON102999,1921
PLACE_ON056001_1911,PLACE_ON103001_1921,1921
PLACE_ON057002,PLACE_ON103001_1921,1921
PLACE_ON061010,PLACE_ON105011_1921,1921
PLACE_ON061011,PLACE_ON105011_1921,1921
PLACE_ON061012,PLACE_ON105011_1921,1921
PLACE_ON061013,PLACE_ON105011_1921,1921
PLACE_ON069003_1911,PLACE_ON111003_1921,1921
PLACE_ON069004_1911,PLACE_ON111003_1921,1921
PLACE_ON069018,PLACE_ON111016,1921
PLACE_ON077001_1911,PLACE_ON153009_1921,1921
PLACE_ON078001_1911,PLACE_ON153009_1921,1921
PLACE_ON099010,PLACE_ON130013,1921
PLACE_ON099060,PLACE_ON130013,1921
PLACE_ON099072,PLACE_ON130999,1921
PLACE_ON099087,PLACE_ON148999,1921
PLACE_ON105001,PLACE_ON105011_1921,1921
PLACE_ON105002_1911,PLACE_ON105011_1921,1921
PLACE_ON105003_1911,PLACE_ON105011_1921,1921
PLACE_ON105004_1911,PLACE_ON105011_1921,1921
PLACE_ON105005_1901,PLACE_ON105011_1921,1921
PLACE_ON105006_1871,PLACE_ON105011_1921,1921
PLACE_ON105007_1901,PLACE_ON105011_1921,1921
PLACE_ON105008_1911,PLACE_ON105011_1921,1921
