from,to,change_year
PLACE_ON108030,PLACE_ON130087,1921
PLACE_ON108031,PLACE_ON135047,1921
PLACE_ON108032,PLACE_ON135047,1921
PLACE_ON108037,PLACE_ON135047,1921
PLACE_ON117016,PLACE_ON142013,1921
PLACE_ON121008,PLACE_ON144019,1921
PLACE_ON123021,PLACE_ON147034,1921
PLACE_ON123022,PLACE_ON147034,1921
PLACE_ON123025,PLACE_ON147035,1921
PLACE_ON123026,PLACE_ON147035,1921
PLACE_ON123039,PLACE_ON147034,1921
PLACE_ON123041,PLACE_ON147034,1921
PLACE_ON123043,PLACE_ON147018,1921
PLACE_ON123045,PLACE_ON147034,1921
PLACE_ON123049,PLACE_ON147034,1921
PLACE_ON123050,PLACE_ON147034,1921
PLACE_ON123060,PLACE_ON147034,1921
PLACE_ON124000,PLACE_ON154011,1921
PLACE_ON125000,PLACE_ON154011,1921
PLACE_ON126000,PLACE_ON154011,1921
PLACE_ON127000,PLACE_ON154011,1921
PLACE_ON128000,PLACE_ON154011,1921
PLACE_ON129026,PLACE_ON116005_1921,1921
PLACE_ON130001_1901,PLACE_ON150002,1921
PLACE_ON138002_1911,PLACE_ON154011,1921
PLACE_ON138003_1911,PLACE_ON154011,1921
PLACE_SK208002,PLACE_SK187022,1921
PLACE_SK208003,PLACE_SK188002,1921
PLACE_SK208004,PLACE_SK188002,1921
PLACE_SK208005,PLACE_SK188001,1921
PLACE_SK208006,PLACE_SK188001,1921
PLACE_SK208007,PLACE_SK188001,1921
PLACE_SK208008,PLACE_SK188002,1921
PLACE_SK208009,PLACE_SK188001,1921
PLACE_SK208010,PLACE_SK187022,1921
PLACE_SK208011,PLACE_SK188002,1921
PLACE_SK208012,PLACE_SK188001,1921
PLACE_SK208013,PLACE_SK188002,1921
PLACE_SK208014,PLACE_SK183023,1921
PLACE_SK208015,PLACE_SK187022,1921
PLACE_SK208017,PLACE_SK188001,1921
PLACE_SK208018,PLACE_SK187022,1921
PLACE_SK208019,PLACE_SK183023,1921
PLACE_SK208020,PLACE_SK188002,1921
PLACE_SK208021,PLACE_SK182019,1921
PLACE_SK208022,PLACE_SK187010,1921
PLACE_SK208023,PLACE_SK182019,1921
PLACE_SK208024,PLACE_SK186025,1921
PLACE_SK210002,PLACE_SK179017,1921
PLACE_SK212003,PLACE_SK188001,1921
PLACE_SK212004,PLACE_SK188002,1921
PLACE_SK212005,PLACE_SK188001,1921
PLACE_SK212006,PLACE_SK185025,1921
PLACE_SK212007,PLACE_SK188001,1921
PLACE_SK212008,PLACE_SK188001,1921
PLACE_SK212009,PLACE_SK188001,1921
PLACE_SK212010,PLACE_SK188002,1921
PLACE_SK212011,PLACE_SK188002,1921
PLACE_SK212012,PLACE_SK188001,1921
PLACE_SK212013,PLACE_SK186025,1921
PLACE_SK212014,PLACE_SK188002,1921
PLACE_SK212015,PLACE_SK185025,1921
PLACE_SK212016,PLACE_SK188002,1921
PLACE_SK212017,PLACE_SK188001,1921
PLACE_SK212020,PLACE_SK186023,1921
PLACE_SK213013,PLACE_SK175004,1921
PLACE_SK215002,PLACE_SK176021,1921
PLACE_SK215003,PLACE_SK176021,1921
PLACE_SK216002,PLACE_SK185015,1921
PLACE_YT217004,PLACE_YT219001,1921
PLACE_QC144001_1911,PLACE_QC055004,1921
PLACE_QC144017,PLACE_QC055005,1921
PLACE_QC144024,PLACE_QC055005,1921
PLACE_QC144028,PLACE_QC040019_1921,1921
PLACE_QC144034,PLACE_QC055022,1921
PLACE_QC148020,PLACE_QC044019,1921
PLACE_QC148021,PLACE_QC044999,1921
PLACE_QC148999,PLACE_QC044999,1921
PLACE_QC150017,PLACE_QC046010,1921
PLACE_QC150023_1911,PLACE_QC046005,1921
PLACE_QC151025,PLACE_QC047028,1921
PLACE_QC151999_1911,PLACE_QC047999_1921,1921
PLACE_QC154008_1911,PLACE_QC063999,1921
PLACE_QC154052,PLACE_QC086090,1921
PLACE_QC154067,PLACE_QC086038,1921
PLACE_QC155024,PLACE_QC055022,1921
PLACE_QC157019,PLACE_QC040021_1921,1921
PLACE_QC158016,PLACE_QC038010_1921,1921
PLACE_QC159003_1911,PLACE_QC056017,1921
PLACE_QC159013,PLACE_QC056017,1921
PLACE_QC159019,PLACE_QC056022,1921
PLACE_QC160001_1911,PLACE_QC076013_1921,1921
PLACE_QC160002_1911,PLACE_QC076013_1921,1921
PLACE_QC160003_1911,PLACE_QC076013_1921,1921
PLACE_QC162001,PLACE_QC076013_1921,1921
PLACE_QC162002_1901,PLACE_QC076013_1921,1921
PLACE_QC162010_1901,PLACE_QC076012_1921,1921
PLACE_QC162013,PLACE_QC076012_1921,1921
PLACE_QC162015,PLACE_QC076013_1921,1921
PLACE_QC162016,PLACE_QC076014_1921,1921
PLACE_QC162017,PLACE_QC076029_1921,1921
PLACE_QC162019,PLACE_QC076032_1921,1921
PLACE_QC162021,PLACE_QC076013_1921,1921
PLACE_QC162022,PLACE_QC076013_1921,1921
PLACE_QC162024,PLACE_QC076013_1921,1921
PLACE_QC165020,PLACE_QC062999_1921,1921
PLACE_QC165055,PLACE_QC062065,1921
PLACE_QC165999,PLACE_QC062999_1921,1921
PLACE_QC168009_1911,PLACE_QC076045,1921
PLACE_QC168012,PLACE_QC076013_1921,1921
PLACE_QC168013,PLACE_QC076013_1921,1921
PLACE_QC168014,PLACE_QC076013_1921,1921
PLACE_QC168015,PLACE_QC076013_1921,1921
PLACE_QC168018,PLACE_QC076044,1921
PLACE_QC168020,PLACE_QC076046,1921
PLACE_QC168021,PLACE_QC076013_1921,1921
PLACE_QC168022,PLACE_QC076013_1921,1921
PLACE_QC169001_1911,PLACE_QC066014,1921
PLACE_QC169015,PLACE_QC066014,1921
PLACE_QC171002,PLACE_QC068004_1921,1921
PLACE_QC172001_1911,PLACE_QC076013_1921,1921
PLACE_QC172002,PLACE_QC076013_1921,1921
PLACE_QC172003_1911,PLACE_QC076013_1921,1921
PLACE_QC172004_1911,PLACE_QC076013_1921,1921
PLACE_QC172005_1901,PLACE_QC076013_1921,1921
PLACE_QC172006,PLACE_QC076013_1921,1921
PLACE_QC172007,PLACE_QC076013_1921,1921
PLACE_QC172008,PLACE_QC076013_1921,1921
PLACE_QC172009,PLACE_QC076013_1921,1921
PLACE_QC172999_1911,PLACE_QC076999_1921,1921
PLACE_QC176013_1911,PLACE_QC073012_1921,1921
PLACE_QC177006_1911,PLACE_QC074006,1921
PLACE_QC177012_1911,PLACE_QC074014_1921,1921
PLACE_QC179001,PLACE_QC076013_1921,1921
PLACE_QC179002_1911,PLACE_QC076013_1921,1921
PLACE_QC179003_1911,PLACE_QC076013_1921,1921
PLACE_QC180001_1911,PLACE_QC076013_1921,1921
PLACE_QC180002,PLACE_QC076013_1921,1921
PLACE_QC180003,PLACE_QC076013_1921,1921
PLACE_QC181001,PLACE_QC076013_1921,1921
PLACE_QC181002_1911,PLACE_QC076013_1921,1921
PLACE_QC181003_1911,PLACE_QC076013_1921,1921
PLACE_QC182001_1911,PLACE_QC076013_1921,1921
PLACE_QC182002_1911,PLACE_QC076013_1921,1921
PLACE_QC183001_1911,PLACE_QC076013_1921,1921
PLACE_QC183002_1911,PLACE_QC076013_1921,1921
PLACE_QC184027,PLACE_QC078031,1921
PLACE_QC185032,PLACE_QC079999,1921
PLACE_QC187001,PLACE_QC081017,1921
PLACE_QC187002_1911,PLACE_QC081017,1921
PLACE_QC187003,PLACE_QC081017,1921
PLACE_QC187004,PLACE_QC081017,1921
PLACE_QC187005,PLACE_QC081017,1921
PLACE_QC188001_1911,PLACE_QC081017,1921
PLACE_QC188002_1911,PLACE_QC081017,1921
PLACE_QC188004,PLACE_QC081017,1921
PLACE_QC188005_1911,PLACE_QC081017,1921
PLACE_QC188006,PLACE_QC081017,1921
PLACE_QC188007_1911,PLACE_QC081017,1921
PLACE_QC188008_1911,PLACE_QC081017,1921
PLACE_QC189001,PLACE_QC081017,1921
PLACE_QC189002_1911,PLACE_QC081017,1921
PLACE_QC189003_1911,PLACE_QC081017,1921
PLACE_QC189004,PLACE_QC081017,1921
PLACE_QC191004_1901,PLACE_QC082004_1921,1921
PLACE_QC192001,PLACE_QC088006_1921,1921
PLACE_QC193002_1911,PLACE_QC070005_1921,1921
PLACE_QC193019,PLACE_QC070010_1921,1921
PLACE_QC193021,PLACE_QC070001,1921
PLACE_QC193038,PLACE_QC070024,1921
PLACE_QC198005_1911,PLACE_QC088006_1921,1921
PLACE_QC202021,PLACE_QC096020,1921
PLACE_QC20N006,PLACE_QC094999_1921,1921
PLACE_QC20N999_1911,PLACE_QC094999_1921,1921
PLACE_QC203999,PLACE_QC047999_1921,1921
PLACE_QC205021,PLACE_QC057027,1921
PLACE_QC193035,PLACE_QC084999,1921
PLACE_QC159026,PLACE_QC056999_1921,1921
