from,to,length_m
QC152004_1901,QC152005_1901,1852.79
QC152004_1901,QC152011_1901,11357.76
QC152004_1901,QC152007_1901,6898.19
QC152005_1901,QC152012_1901,6550.04
QC152005_1901,QC152013_1901,11833.08
QC152005_1901,QC152011_1901,12870.6
QC152005_1901,QC152010_1901,6363.24
QC152006_1901,QC152013_1901,7245.42
QC152006_1901,QC152015_1901,11742.38
QC152006_1901,QC152009_1901,21996.25
QC152006_1901,QC152010_1901,34019.83
QC152007_1901,QC152012_1901,11582.32
QC152007_1901,QC152008_1901,8210.67
QC152008_1901,QC164010_1901,13774.32
QC152008_1901,QC164007_1901,7606.14
QC152009_1901,QC152015_1901,19595.97
QC152010_1901,QC152013_1901,4640.58
QC152010_1901,QC152011_1901,17178.63
QC152014_1901,QC152016_1901,14808.39
QC152014_1901,QC152015_1901,17244.32
QC152015_1901,QC152016_1901,9351.9
QC153018_1901,QC153032_1901,5503.05
QC153018_1901,QC153021_1901,7125.44
QC153018_1901,QC153038_1901,14396.85
QC153018_1901,QC153040_1901,11698.51
QC153018_1901,QC153026_1901,3158.76
QC153019_1901,QC153021_1901,12056.27
QC153019_1901,QC187026_1901,7389.39
QC153019_1901,QC187032_1901,164.26
QC153019_1901,QC153020_1901,9407.16
QC153019_1901,QC169003_1901,11175.47
QC153019_1901,QC169002_1901,2257.33
QC153020_1901,QC153021_1901,172.95
QC153020_1901,QC153026_1901,4689.42
QC153020_1901,QC153031_1901,8979.55
QC153020_1901,QC169002_1901,5055.98
QC153021_1901,QC153032_1901,7643.96
QC153021_1901,QC187023_1901,9306.35
QC153021_1901,QC187026_1901,311.77
QC153021_1901,QC153026_1901,9286.23
QC153003_1901,QC187006_1901,5680.57
QC153003_1901,QC153007_1901,10351.79
QC153002_1901,QC192002_1901,1511.85
QC153002_1901,QC187006_1901,8155.34
QC153002_1901,QC153016_1901,6399.99
QC153002_1901,QC153003_1901,7514.06
QC153002_1901,QC153007_1901,9246.33
QC153004_1901,QC153011_1901,14889.53
QC153004_1901,QC153015_1901,5008.29
QC153004_1901,QC153009_1901,8887.91
QC153005_1901,QC187003_1901,9214.08
QC153005_1901,QC187010_1901,5077.81
QC153005_1901,QC153014_1901,5756.31
QC153005_1901,QC153006_1901,14145.43
QC153005_1901,QC153028_1901,3632.6
QC153005_1901,QC153027_1901,3310.64
QC153006_1901,QC187010_1901,8129.04
QC153006_1901,QC153038_1901,1126.01
QC153006_1901,QC153028_1901,15278.58
QC153007_1901,QC153016_1901,4941.78
QC153007_1901,QC153015_1901,10654.32
QC153008_1901,QC153014_1901,11400.22
QC153008_1901,QC153027_1901,17109.64
QC153008_1901,QC179008_1901,5947.43
QC153008_1901,QC179016_1901,4812.32
QC153008_1901,QC179013_1901,6865.95
QC153024_1901,QC153028_1901,10729.75
QC153024_1901,QC153027_1901,15524.55
QC153024_1901,QC153040_1901,6521.37
QC153024_1901,QC153035_1901,11114.93
QC153024_1901,QC153036_1901,4686.09
QC153025_1901,QC153035_1901,3960.33
QC153025_1901,QC179010_1901,573.14
QC153025_1901,QC153029_1901,12118.61
QC153025_1901,QC179021_1901,2218.67
QC153025_1901,QC153033_1901,10555.33
QC153025_1901,QC179020_1901,13125.65
QC153025_1901,QC153030_1901,8058.75
QC153025_1901,QC179014_1901,2.5
QC153026_1901,QC153040_1901,6341.16
QC153026_1901,QC153039_1901,261.16
QC153026_1901,QC153036_1901,5891.5
QC153026_1901,QC153031_1901,5046.59
QC153027_1901,QC153028_1901,4631.37
QC153027_1901,QC179018_1901,2610.91
QC153027_1901,QC179013_1901,1955.96
QC153027_1901,QC153034_1901,11225.16
QC153027_1901,QC153035_1901,2205.13
QC153010_1901,QC153011_1901,14170.74
QC153010_1901,QC153012_1901,7208.0
QC153028_1901,QC153038_1901,2317.08
QC153028_1901,QC153040_1901,14685.09
QC153011_1901,QC153013_1901,8066.85
QC153011_1901,QC153016_1901,7519.5
QC153011_1901,QC153015_1901,639.07
QC153011_1901,QC153012_1901,6516.05
QC153030_1901,QC153033_1901,9804.37
QC153030_1901,QC153037_1901,8221.55
QC153030_1901,QC179014_1901,9917.78
QC153030_1901,QC179019_1901,11123.96
QC153030_1901,QC169011_1901,2337.92
QC153030_1901,QC166016_1901,8073.14
QC153031_1901,QC153036_1901,2886.59
QC153031_1901,QC169002_1901,2928.23
QC153031_1901,QC153037_1901,8159.05
QC153032_1901,QC187033_1901,5163.21
QC153032_1901,QC187024_1901,8305.32
QC153032_1901,QC187023_1901,2289.34
QC153032_1901,QC153038_1901,15371.04
QC153033_1901,QC153035_1901,14723.26
QC153033_1901,QC153036_1901,1629.58
QC153033_1901,QC153037_1901,16528.95
QC153035_1901,QC153036_1901,12522.53
QC153036_1901,QC153040_1901,6538.76
QC153036_1901,QC153039_1901,6199.41
QC153036_1901,QC153037_1901,11339.71
QC153037_1901,QC169002_1901,1852.3
QC153037_1901,QC169017_1901,20449.26
QC153038_1901,QC187033_1901,2504.29
QC153038_1901,QC187010_1901,13433.68
QC153038_1901,QC153040_1901,3204.84
QC153040_1901,QC153041_1901,7762.66
QC153014_1901,QC201011_1901,3942.45
QC153014_1901,QC153027_1901,9105.89
QC153014_1901,QC179008_1901,7169.98
QC153015_1901,QC153016_1901,13237.79
QC153001_1901,QC153004_1901,3271.07
QC153001_1901,QC153014_1901,5064.72
QC153017_1901,QC153026_1901,12200.94
QC153017_1901,QC153039_1901,1420.44
QC153017_1901,QC153036_1901,1499.4
QC153023_1901,QC153037_1901,6955.88
QC154001_1901,QC154999_1901,7436.23
QC154001_1901,QC188032_1901,9773.38
QC154001_1901,QC154019_1901,12941.54
QC154002_1901,QC154008_1901,7201.47
QC154002_1901,QC154012_1901,7510.01
QC154002_1901,QC154006_1901,680.74
QC154024_1901,QC154026_1901,223.22
QC154024_1901,QC154027_1901,1399.63
QC154004_1901,QC154999_1901,5056.94
QC154004_1901,QC154014_1901,14253.09
QC154004_1901,QC154020_1901,3493.97
QC154004_1901,QC154005_1901,2256.12
QC154005_1901,QC154020_1901,5934.51
QC154023_1901,QC154027_1901,454.72
QC154006_1901,QC154999_1901,6628.18
QC154006_1901,QC154008_1901,36207.97
QC154006_1901,QC154012_1901,7097.54
QC154008_1901,QC154999_1901,10610.01
QC154008_1901,QC154009_1901,15546.05
QC154009_1901,QC154999_1901,21012.25
QC154011_1901,QC154017_1901,10557.0
QC154011_1901,QC154013_1901,10978.65
QC154011_1901,QC154999_1901,7631.21
QC154003_1901,QC154999_1901,22884.69
QC154003_1901,QC154010_1901,12867.91
QC154003_1901,QC154006_1901,7282.7
QC154022_1901,QC154025_1901,1804.9
QC154022_1901,QC154023_1901,2150.58
QC154013_1901,QC154999_1901,6367.52
QC154013_1901,QC154018_1901,13364.24
QC154014_1901,QC154999_1901,19662.96
QC154014_1901,QC154018_1901,14452.76
QC154015_1901,QC154999_1901,41443.69
QC154015_1901,QC154019_1901,14926.4
QC154016_1901,QC154017_1901,16504.32
QC154016_1901,QC154999_1901,15385.26
QC154017_1901,QC154999_1901,22263.57
QC154019_1901,QC154999_1901,72343.69
QC154020_1901,QC154999_1901,25325.8
QC154999_1901,QC188999_1901,61467.74
QC154999_1901,QC188032_1901,11046.49
QC154007_1901,QC154009_1901,5538.47
QC155001_1901,QC155002_1901,867.65
QC155001_1901,QC174001_1901,334.23
QC155001_1901,QC155003_1901,944.52
QC155001_1901,QC155004_1901,421.06
QC155001_1901,QC175001_1901,925.46
QC155002_1901,QC157019_1901,353.02
QC155002_1901,QC157024_1901,1236.53
QC155002_1901,QC174001_1901,1817.07
QC155002_1901,QC155003_1901,348.09
QC155003_1901,QC157006_1901,1020.84
QC155003_1901,QC157019_1901,1872.18
QC155003_1901,QC155004_1901,1956.05
QC155004_1901,QC157006_1901,2307.88
QC155004_1901,QC157007_1901,3340.99
QC155004_1901,QC175001_1901,1160.57
QC156001_1901,QC156004_1901,4898.63
QC156001_1901,QC156010_1901,7115.58
QC156002_1901,QC156004_1901,21583.23
QC156002_1901,QC156008_1901,12732.17
QC156003_1901,QC156008_1901,5377.62
QC156003_1901,QC156005_1901,5044.52
QC156004_1901,QC156008_1901,9956.15
QC156004_1901,QC156010_1901,17159.69
QC156004_1901,QC156009_1901,4694.05
QC156004_1901,QC156011_1901,7778.46
QC156005_1901,QC156006_1901,11333.31
QC156006_1901,QC156007_1901,4278.97
QC156006_1901,QC170011_1901,9463.76
QC156006_1901,QC161011_1901,8389.79
QC156008_1901,QC156009_1901,2224.78
QC156010_1901,QC156011_1901,7580.54
QC157019_1901,QC157024_1901,1803.04
QC157007_1901,QC157999_1901,2576.99
QC157007_1901,QC175001_1901,337.99
QC157007_1901,QC157008_1901,2164.06
QC157009_1901,QC157015_1901,540.5
QC157009_1901,QC157023_1901,1938.95
QC157009_1901,QC157010_1901,2518.85
QC157009_1901,QC157017_1901,7794.48
QC157010_1901,QC157023_1901,847.5
QC157010_1901,QC157020_1901,3542.88
QC157010_1901,QC157024_1901,1284.86
QC157012_1901,QC157022_1901,5814.69
QC157012_1901,QC157015_1901,3903.92
QC157012_1901,QC157013_1901,2058.51
QC157013_1901,QC157022_1901,1449.28
QC157013_1901,QC157015_1901,14848.27
QC157013_1901,QC157014_1901,3096.83
QC157013_1901,QC157017_1901,4434.22
QC157015_1901,QC157016_1901,7859.65
QC157015_1901,QC157017_1901,5321.01
QC157017_1901,QC157018_1901,10898.57
QC157017_1901,QC163008_1901,4292.92
QC157017_1901,QC167007_1901,1849.35
QC157017_1901,QC167005_1901,576.93
QC157017_1901,QC163001_1901,2246.14
QC157017_1901,QC163017_1901,2012.61
QC157017_1901,QC163016_1901,1832.43
QC157003_1901,QC157015_1901,4088.83
QC157003_1901,QC157023_1901,2653.57
QC157003_1901,QC157009_1901,3313.96
QC157004_1901,QC157023_1901,1539.2
QC157004_1901,QC157010_1901,5698.55
QC157005_1901,QC157010_1901,570.81
QC157005_1901,QC157020_1901,3037.29
QC157005_1901,QC157006_1901,3840.38
QC157006_1901,QC157010_1901,2993.84
QC157006_1901,QC157020_1901,572.32
QC157006_1901,QC157009_1901,946.22
QC157006_1901,QC157019_1901,335.54
QC157006_1901,QC157017_1901,4505.32
QC157006_1901,QC157007_1901,1460.46
QC157008_1901,QC157017_1901,1503.25
QC157008_1901,QC157999_1901,1910.36
QC157008_1901,QC167007_1901,2513.19
QC157011_1901,QC157022_1901,1137.64
QC157011_1901,QC157012_1901,1848.5
QC157002_1901,QC157010_1901,4268.69
QC157002_1901,QC157006_1901,1580.43
QC157002_1901,QC157019_1901,1568.7
QC157002_1901,QC157024_1901,3048.29
QC157001_1901,QC157006_1901,3294.7
QC157001_1901,QC157017_1901,6514.96
QC157001_1901,QC157007_1901,2768.41
QC157001_1901,QC157008_1901,1376.62
QC158002_1901,QC171010_1901,6064.88
QC158002_1901,QC171011_1901,7441.79
QC158002_1901,QC158003_1901,7462.07
QC158002_1901,QC158004_1901,14970.89
QC158002_1901,QC158007_1901,8619.18
QC158003_1901,QC171008_1901,10287.8
QC158003_1901,QC171010_1901,7528.73
QC158003_1901,QC158005_1901,8618.25
QC158003_1901,QC158008_1901,2521.92
QC158003_1901,QC158012_1901,9465.62
QC158003_1901,QC158004_1901,3143.74
QC158004_1901,QC158012_1901,8843.25
QC158004_1901,QC158007_1901,5043.93
QC158004_1901,QC158011_1901,9031.94
QC158004_1901,QC158009_1901,4388.96
QC158005_1901,QC158013_1901,9915.74
QC158005_1901,QC171008_1901,2077.21
QC158005_1901,QC158014_1901,12563.48
QC158005_1901,QC158008_1901,8517.51
QC158006_1901,QC158010_1901,5994.92
QC158007_1901,QC171011_1901,8939.6
QC158007_1901,QC158009_1901,9031.03
QC158007_1901,QC171003_1901,3031.82
QC158007_1901,QC158999_1901,16606.52
QC158008_1901,QC158014_1901,14188.77
QC158008_1901,QC158012_1901,9489.59
QC158008_1901,QC158010_1901,15778.96
QC158009_1901,QC158011_1901,10685.37
QC158009_1901,QC158999_1901,8618.0
QC158010_1901,QC158012_1901,23502.38
QC158010_1901,QC158011_1901,6462.03
QC158011_1901,QC158012_1901,6671.9
QC158013_1901,QC162002_1901,6099.18
QC158013_1901,QC162005_1901,10484.52
QC158013_1901,QC171006_1901,2482.45
QC158013_1901,QC171009_1901,6064.41
QC158013_1901,QC171008_1901,3974.57
QC158013_1901,QC158014_1901,2287.5
QC158001_1901,QC158013_1901,2729.3
QC158001_1901,QC158005_1901,6591.37
QC159002_1901,QC159014_1901,8482.98
QC159002_1901,QC159016_1901,7654.91
QC159002_1901,QC159009_1901,15456.64
QC159002_1901,QC159007_1901,16626.46
QC159002_1901,QC159015_1901,351.52
QC159003_1901,QC159006_1901,4800.61
QC159003_1901,QC159014_1901,18578.02
QC159003_1901,QC159016_1901,2480.23
QC159003_1901,QC159008_1901,12350.06
QC159004_1901,QC159009_1901,16739.58
QC159004_1901,QC159005_1901,23637.05
QC159004_1901,QC196008_1901,4452.48
QC159004_1901,QC196010_1901,6909.46
QC159005_1901,QC159009_1901,1960.12
QC159005_1901,QC159011_1901,14274.07
QC159005_1901,QC159010_1901,4886.03
QC159005_1901,QC196008_1901,3411.32
QC159006_1901,QC165007_1901,4596.27
QC159006_1901,QC165010_1901,2969.68
QC159006_1901,QC159013_1901,10379.63
QC159006_1901,QC159014_1901,3828.79
QC159007_1901,QC159009_1901,22456.58
QC159007_1901,QC159015_1901,12195.74
QC159007_1901,QC159011_1901,4886.67
QC159008_1901,QC159016_1901,19477.9
QC159008_1901,QC159012_1901,2799.87
QC159009_1901,QC165008_1901,8469.68
QC159009_1901,QC165009_1901,13274.8
QC159009_1901,QC165002_1901,4264.77
QC159009_1901,QC159013_1901,11820.75
QC159009_1901,QC159014_1901,8430.95
QC159009_1901,QC159011_1901,10783.32
QC159009_1901,QC196001_1901,15925.43
QC159009_1901,QC196010_1901,7120.52
QC159009_1901,QC196018_1901,24957.45
QC159010_1901,QC159015_1901,5317.64
QC159010_1901,QC159012_1901,3471.13
QC159010_1901,QC159011_1901,8368.63
QC159011_1901,QC159015_1901,5384.53
QC159012_1901,QC159016_1901,3271.04
QC159012_1901,QC159015_1901,9345.1
QC159013_1901,QC165002_1901,13273.2
QC159013_1901,QC165007_1901,2717.08
QC159013_1901,QC159014_1901,8866.12
QC159014_1901,QC159016_1901,3607.49
QC159015_1901,QC159016_1901,3770.76
QC160001_1901,QC160029_1901,12591.56
QC160001_1901,QC160036_1901,14248.91
QC160001_1901,QC160010_1901,1855.55
QC160001_1901,QC160006_1901,13129.77
QC160001_1901,QC197011_1901,4704.08
QC200004_1901,QC200007_1901,14085.41
QC200004_1901,QC200011_1901,22668.28
QC200004_1901,QC200018_1901,15601.22
QC200004_1901,QC200023_1901,9794.51
QC200004_1901,QC200008_1901,7958.19
QC200006_1901,QC200023_1901,12454.13
QC200006_1901,QC200022_1901,20479.68
QC200006_1901,QC200014_1901,14384.01
QC200007_1901,QC200024_1901,8838.24
QC200007_1901,QC200011_1901,9640.46
QC160003_1901,QC160012_1901,10322.67
QC160003_1901,QC200021_1901,11086.49
QC160003_1901,QC160004_1901,4125.93
QC160003_1901,QC160018_1901,3925.3
QC160003_1901,QC160035_1901,9085.47
QC160003_1901,QC160031_1901,2272.13
QC160003_1901,QC160030_1901,3171.32
QC160003_1901,QC160025_1901,9301.25
QC160005_1901,QC160999_1901,16293.16
QC160005_1901,QC160024_1901,17818.62
QC160005_1901,QC200022_1901,16450.39
QC160005_1901,QC160015_1901,15896.81
QC160006_1901,QC160010_1901,13217.4
QC160006_1901,QC197011_1901,13643.64
QC160006_1901,QC160009_1901,16011.79
QC160040_1901,QC200023_1901,17662.88
QC160040_1901,QC200006_1901,14022.41
QC160040_1901,QC160999_1901,17425.81
QC160007_1901,QC160025_1901,2344.71
QC160007_1901,QC160032_1901,13889.9
QC160007_1901,QC160036_1901,13280.14
QC160007_1901,QC160013_1901,11126.54
QC160007_1901,QC160008_1901,14833.26
QC160009_1901,QC197011_1901,11094.87
QC160009_1901,QC160011_1901,11085.04
QC160009_1901,QC160020_1901,18471.33
QC160024_1901,QC160040_1901,1495.04
QC160024_1901,QC200006_1901,8606.47
QC160024_1901,QC160999_1901,13495.97
QC160024_1901,QC200022_1901,9214.09
QC160010_1901,QC160036_1901,14634.45
QC160010_1901,QC160013_1901,12732.25
QC160010_1901,QC160011_1901,15576.25
QC160012_1901,QC160021_1901,2532.3
QC160012_1901,QC200021_1901,11475.31
QC160011_1901,QC160999_1901,10679.48
QC160011_1901,QC160016_1901,7160.34
QC160011_1901,QC160020_1901,8788.59
QC160013_1901,QC160025_1901,14718.47
QC160013_1901,QC160038_1901,13538.04
QC160013_1901,QC160999_1901,40926.71
QC160017_1901,QC160018_1901,3369.98
QC160017_1901,QC160037_1901,4575.81
QC160017_1901,QC160028_1901,5255.96
QC160017_1901,QC160035_1901,2063.53
QC160017_1901,QC160019_1901,10476.05
QC160017_1901,QC160033_1901,2308.1
QC160016_1901,QC160999_1901,4264.31
QC160016_1901,QC160023_1901,18253.13
QC160016_1901,QC160020_1901,16662.31
QC160020_1901,QC171003_1901,9965.98
QC160020_1901,QC171999_1901,21212.02
QC160039_1901,QC200004_1901,30205.04
QC160039_1901,QC200023_1901,6854.62
QC160039_1901,QC160040_1901,20551.48
QC160039_1901,QC160999_1901,29059.05
QC160023_1901,QC160999_1901,34365.46
QC160023_1901,QC160024_1901,10764.18
QC160015_1901,QC160999_1901,16016.64
QC160015_1901,QC200022_1901,13189.51
QC160015_1901,QC200026_1901,21783.68
QC160015_1901,QC171999_1901,10710.58
QC160025_1901,QC160035_1901,8618.21
QC160025_1901,QC160030_1901,15795.61
QC160025_1901,QC160032_1901,14608.6
QC160025_1901,QC160038_1901,9402.78
QC160026_1901,QC160034_1901,15072.71
QC160026_1901,QC160033_1901,18777.43
QC160026_1901,QC160029_1901,9186.28
QC160026_1901,QC160036_1901,5654.41
QC160028_1901,QC160034_1901,10365.64
QC160028_1901,QC160033_1901,5516.49
QC160029_1901,QC160036_1901,13409.42
QC160031_1901,QC200021_1901,11889.14
QC160031_1901,QC200024_1901,15419.86
QC160031_1901,QC200007_1901,7591.7
QC160008_1901,QC160036_1901,14503.12
QC160008_1901,QC160013_1901,14307.52
QC160008_1901,QC160010_1901,15.51
QC160008_1901,QC160999_1901,14801.07
QC160032_1901,QC160033_1901,15851.58
QC160032_1901,QC160036_1901,2613.23
QC200022_1901,QC200026_1901,3366.74
QC200022_1901,QC200999_1901,19976.17
QC160033_1901,QC160034_1901,16025.12
QC160033_1901,QC160036_1901,10025.37
QC160014_1901,QC160999_1901,18503.45
QC160014_1901,QC160016_1901,13323.46
QC160014_1901,QC160020_1901,6772.68
QC160014_1901,QC171003_1901,11370.46
QC160014_1901,QC171999_1901,11461.3
QC160038_1901,QC200007_1901,22291.99
QC160038_1901,QC160039_1901,12390.13
QC160038_1901,QC160999_1901,1178.78
QC160002_1901,QC160012_1901,2837.91
QC160002_1901,QC160004_1901,3064.8
QC160002_1901,QC160003_1901,4117.48
QC160022_1901,QC160034_1901,2275.91
QC160022_1901,QC160026_1901,6489.75
QC160027_1901,QC160034_1901,11463.93
QC161001_1901,QC161003_1901,8832.05
QC161001_1901,QC191007_1901,3846.58
QC161001_1901,QC161006_1901,13346.75
QC161001_1901,QC191006_1901,4243.44
QC161001_1901,QC161002_1901,6933.68
QC148010_1901,QC161004_1901,3181.4
QC148010_1901,QC161003_1901,6423.14
QC148010_1901,QC161001_1901,2884.13
QC161003_1901,QC161010_1901,1955.98
QC161003_1901,QC161012_1901,5666.3
QC161003_1901,QC161004_1901,7500.81
QC161003_1901,QC161006_1901,17359.66
QC161004_1901,QC161012_1901,12541.77
QC161005_1901,QC161011_1901,4264.96
QC161005_1901,QC161008_1901,10178.68
QC161005_1901,QC161009_1901,8651.37
QC161005_1901,QC191007_1901,12356.18
QC161005_1901,QC161006_1901,8913.51
QC161006_1901,QC161010_1901,2057.85
QC161006_1901,QC161009_1901,7474.55
QC161006_1901,QC191007_1901,3680.19
QC161008_1901,QC170011_1901,15102.69
QC161008_1901,QC161011_1901,8868.96
QC161008_1901,QC191009_1901,9199.35
QC161008_1901,QC191003_1901,8459.28
QC161008_1901,QC191007_1901,4839.22
QC161009_1901,QC161011_1901,11128.07
QC161009_1901,QC161010_1901,14426.73
QC161010_1901,QC161011_1901,5805.87
QC161010_1901,QC161012_1901,17007.49
QC161011_1901,QC170011_1901,5435.46
QC161012_1901,QC161013_1901,4307.28
QC161007_1901,QC161008_1901,8488.29
QC162002_1901,QC162007_1901,4379.93
QC162002_1901,QC162010_1901,5693.48
QC162002_1901,QC162012_1901,14789.96
QC162002_1901,QC162006_1901,20317.14
QC162002_1901,QC162003_1901,397.13
QC162002_1901,QC162005_1901,5327.12
QC162002_1901,QC171009_1901,7858.6
QC162006_1901,QC162008_1901,6878.25
QC162006_1901,QC162010_1901,5774.88
QC162006_1901,QC162011_1901,13110.17
QC162006_1901,QC171006_1901,3469.6
QC162006_1901,QC171009_1901,4331.36
QC162007_1901,QC162012_1901,1827.16
QC162008_1901,QC197012_1901,5024.75
QC162008_1901,QC197005_1901,2742.36
QC162008_1901,QC162010_1901,4460.14
QC162008_1901,QC162009_1901,6068.23
QC162008_1901,QC162011_1901,15343.28
QC162009_1901,QC197005_1901,7397.93
QC162009_1901,QC197016_1901,10428.12
QC162009_1901,QC162011_1901,13956.27
QC162009_1901,QC171005_1901,6050.34
QC162009_1901,QC171002_1901,10110.52
QC162009_1901,QC171007_1901,3551.6
QC162011_1901,QC171005_1901,15302.06
QC162011_1901,QC171006_1901,1960.26
QC162004_1901,QC162009_1901,10852.16
QC163004_1901,QC163009_1901,3508.18
QC163004_1901,QC163005_1901,12150.14
QC163005_1901,QC163016_1901,2259.41
QC163005_1901,QC163009_1901,4246.65
QC163006_1901,QC163010_1901,6154.9
QC163006_1901,QC163012_1901,9985.26
QC163007_1901,QC163012_1901,5220.25
QC163007_1901,QC163014_1901,10463.45
QC163009_1901,QC167004_1901,3724.85
QC163009_1901,QC163016_1901,10498.35
QC163012_1901,QC163013_1901,6471.37
QC163012_1901,QC163014_1901,9236.73
QC163014_1901,QC163015_1901,5999.92
QC163003_1901,QC167004_1901,2341.49
QC163003_1901,QC167003_1901,3245.62
QC163003_1901,QC163009_1901,10834.34
QC163003_1901,QC163004_1901,2452.39
QC163001_1901,QC163008_1901,1815.71
QC163001_1901,QC163016_1901,1478.16
QC163002_1901,QC163003_1901,2308.26
QC163016_1901,QC167005_1901,573.7
