from,to
PLACE_QC154005_1911,APP_PLACE_QC154005_1911_NAME
PLACE_QC154014,APP_PLACE_QC154014_NAME
PLACE_QC154021_1911,APP_PLACE_QC154021_1911_NAME
PLACE_QC149031,APP_PLACE_QC149031_NAME
PLACE_QC154022_1911,APP_PLACE_QC154022_1911_NAME
PLACE_QC154015,APP_PLACE_QC154015_NAME
PLACE_QC154067,APP_PLACE_QC154067_NAME
PLACE_QC155025,APP_PLACE_QC155025_NAME
PLACE_QC051009,APP_PLACE_QC051009_NAME
PLACE_QC051012,APP_PLACE_QC051012_NAME
PLACE_QC155012_1911,APP_PLACE_QC155012_1911_NAME
PLACE_QC055017_1911,APP_PLACE_QC055017_1911_NAME
PLACE_QC155015_1911,APP_PLACE_QC155015_1911_NAME
PLACE_QC155014,APP_PLACE_QC155014_NAME
PLACE_QC155020,APP_PLACE_QC155020_NAME
PLACE_QC051019,APP_PLACE_QC051019_NAME
PLACE_QC053002,APP_PLACE_QC053002_NAME
PLACE_QC157010,APP_PLACE_QC157010_NAME
PLACE_QC053014,APP_PLACE_QC053014_NAME
PLACE_QC157019,APP_PLACE_QC157019_NAME
PLACE_QC153019,APP_PLACE_QC153019_NAME
PLACE_QC038002_1911,APP_PLACE_QC038002_1911_NAME
PLACE_QC038022,APP_PLACE_QC038022_NAME
PLACE_QC054012_1911,APP_PLACE_QC054012_1911_NAME
PLACE_QC054007_1901,APP_PLACE_QC054007_1901_NAME
PLACE_QC153025,APP_PLACE_QC153025_NAME
PLACE_QC038023,APP_PLACE_QC038023_NAME
PLACE_QC158016,APP_PLACE_QC158016_NAME
PLACE_QC038015,APP_PLACE_QC038015_NAME
PLACE_QC054018,APP_PLACE_QC054018_NAME
PLACE_QC038025,APP_PLACE_QC038025_NAME
PLACE_QC056010_1911,APP_PLACE_QC056010_1911_NAME
PLACE_QC056011,APP_PLACE_QC056011_NAME
PLACE_QC159019,APP_PLACE_QC159019_NAME
PLACE_QC159023,APP_PLACE_QC159023_NAME
PLACE_QC159026,APP_PLACE_QC159026_NAME
PLACE_QC162022,APP_PLACE_QC162022_NAME
PLACE_QC162023,APP_PLACE_QC162023_NAME
PLACE_QC162015,APP_PLACE_QC162015_NAME
PLACE_QC162024,APP_PLACE_QC162024_NAME
PLACE_QC060014,APP_PLACE_QC060014_NAME
PLACE_QC061016,APP_PLACE_QC061016_NAME
PLACE_QC061009_1901,APP_PLACE_QC061009_1901_NAME
PLACE_QC061012,APP_PLACE_QC061012_NAME
PLACE_QC061013,APP_PLACE_QC061013_NAME
PLACE_QC062051,APP_PLACE_QC062051_NAME
PLACE_QC062001_1911,APP_PLACE_QC062001_1911_NAME
PLACE_QC062003_1911,APP_PLACE_QC062003_1911_NAME
PLACE_QC062059,APP_PLACE_QC062059_NAME
PLACE_QC062018,APP_PLACE_QC062018_NAME
PLACE_QC062061,APP_PLACE_QC062061_NAME
PLACE_QC062021,APP_PLACE_QC062021_NAME
PLACE_QC160013_1901,APP_PLACE_QC160013_1901_NAME
PLACE_QC165020,APP_PLACE_QC165020_NAME
PLACE_QC062030,APP_PLACE_QC062030_NAME
PLACE_QC062066,APP_PLACE_QC062066_NAME
PLACE_QC062032,APP_PLACE_QC062032_NAME
PLACE_QC062062,APP_PLACE_QC062062_NAME
PLACE_QC062055,APP_PLACE_QC062055_NAME
PLACE_QC062033,APP_PLACE_QC062033_NAME
PLACE_QC062035,APP_PLACE_QC062035_NAME
PLACE_QC160025,APP_PLACE_QC160025_NAME
PLACE_QC062015,APP_PLACE_QC062015_NAME
PLACE_QC062036,APP_PLACE_QC062036_NAME
PLACE_QC062040,APP_PLACE_QC062040_NAME
PLACE_QC160031,APP_PLACE_QC160031_NAME
PLACE_QC165035,APP_PLACE_QC165035_NAME
PLACE_QC062045,APP_PLACE_QC062045_NAME
PLACE_QC165040,APP_PLACE_QC165040_NAME
PLACE_QC062050,APP_PLACE_QC062050_NAME
PLACE_QC062053,APP_PLACE_QC062053_NAME
PLACE_QC062057,APP_PLACE_QC062057_NAME
PLACE_QC062064,APP_PLACE_QC062064_NAME
PLACE_QC062069,APP_PLACE_QC062069_NAME
PLACE_QC077004,APP_PLACE_QC077004_NAME
PLACE_QC065002,APP_PLACE_QC065002_NAME
PLACE_QC065005,APP_PLACE_QC065005_NAME
PLACE_QC065013,APP_PLACE_QC065013_NAME
PLACE_QC065009,APP_PLACE_QC065009_NAME
PLACE_QC168021,APP_PLACE_QC168021_NAME
PLACE_QC168017,APP_PLACE_QC168017_NAME
PLACE_QC168003_1911,APP_PLACE_QC168003_1911_NAME
PLACE_QC066004,APP_PLACE_QC066004_NAME
PLACE_QC066015,APP_PLACE_QC066015_NAME
PLACE_QC067006,APP_PLACE_QC067006_NAME
PLACE_QC067007,APP_PLACE_QC067007_NAME
PLACE_QC068005,APP_PLACE_QC068005_NAME
PLACE_QC068007,APP_PLACE_QC068007_NAME
PLACE_QC068009,APP_PLACE_QC068009_NAME
PLACE_QC068011,APP_PLACE_QC068011_NAME
PLACE_QC172009,APP_PLACE_QC172009_NAME
PLACE_QC172006,APP_PLACE_QC172006_NAME
PLACE_QC071023,APP_PLACE_QC071023_NAME
PLACE_QC071008_1911,APP_PLACE_QC071008_1911_NAME
PLACE_QC071009,APP_PLACE_QC071009_NAME
PLACE_QC153022,APP_PLACE_QC153022_NAME
PLACE_QC071010,APP_PLACE_QC071010_NAME
PLACE_QC071027,APP_PLACE_QC071027_NAME
PLACE_QC174011,APP_PLACE_QC174011_NAME
PLACE_QC169016,APP_PLACE_QC169016_NAME
PLACE_QC071024,APP_PLACE_QC071024_NAME
PLACE_QC169019,APP_PLACE_QC169019_NAME
PLACE_QC175007,APP_PLACE_QC175007_NAME
PLACE_QC073009,APP_PLACE_QC073009_NAME
PLACE_QC177006_1911,APP_PLACE_QC177006_1911_NAME
PLACE_QC177003,APP_PLACE_QC177003_NAME
PLACE_QC177009,APP_PLACE_QC177009_NAME
PLACE_QC074005,APP_PLACE_QC074005_NAME
PLACE_QC175001,APP_PLACE_QC175001_NAME
PLACE_QC180003,APP_PLACE_QC180003_NAME
PLACE_QC180001_1911,APP_PLACE_QC180001_1911_NAME
PLACE_QC180002,APP_PLACE_QC180002_NAME
PLACE_QC183001_1911,APP_PLACE_QC183001_1911_NAME
PLACE_QC078026,APP_PLACE_QC078026_NAME
PLACE_QC078027,APP_PLACE_QC078027_NAME
PLACE_QC078029,APP_PLACE_QC078029_NAME
PLACE_QC184012,APP_PLACE_QC184012_NAME
PLACE_QC078019,APP_PLACE_QC078019_NAME
PLACE_QC078020,APP_PLACE_QC078020_NAME
PLACE_QC078024,APP_PLACE_QC078024_NAME
PLACE_QC185012,APP_PLACE_QC185012_NAME
PLACE_QC185013,APP_PLACE_QC185013_NAME
PLACE_QC079024,APP_PLACE_QC079024_NAME
PLACE_QC079015,APP_PLACE_QC079015_NAME
PLACE_QC185032,APP_PLACE_QC185032_NAME
PLACE_QC080001,APP_PLACE_QC080001_NAME
PLACE_QC080014,APP_PLACE_QC080014_NAME
PLACE_QC080015,APP_PLACE_QC080015_NAME
PLACE_QC080020,APP_PLACE_QC080020_NAME
PLACE_QC186022,APP_PLACE_QC186022_NAME
PLACE_QC188004,APP_PLACE_QC188004_NAME
PLACE_QC188002_1911,APP_PLACE_QC188002_1911_NAME
PLACE_QC190003,APP_PLACE_QC190003_NAME
PLACE_QC081007,APP_PLACE_QC081007_NAME
PLACE_QC082003,APP_PLACE_QC082003_NAME
PLACE_QC082014,APP_PLACE_QC082014_NAME
PLACE_QC187002,APP_PLACE_QC187002_NAME
PLACE_QC083010,APP_PLACE_QC083010_NAME
PLACE_QC099001,APP_PLACE_QC099001_NAME
PLACE_QC083014,APP_PLACE_QC083014_NAME
PLACE_QC193009,APP_PLACE_QC193009_NAME
PLACE_QC193003_1911,APP_PLACE_QC193003_1911_NAME
PLACE_QC193010,APP_PLACE_QC193010_NAME
PLACE_QC193037,APP_PLACE_QC193037_NAME
PLACE_QC084022,APP_PLACE_QC084022_NAME
PLACE_QC193019,APP_PLACE_QC193019_NAME
PLACE_QC193025,APP_PLACE_QC193025_NAME
PLACE_QC188030,APP_PLACE_QC188030_NAME
PLACE_QC193006,APP_PLACE_QC193006_NAME
PLACE_QC193002_1911,APP_PLACE_QC193002_1911_NAME
PLACE_QC193031,APP_PLACE_QC193031_NAME
PLACE_QC193033,APP_PLACE_QC193033_NAME
PLACE_QC193035,APP_PLACE_QC193035_NAME
PLACE_QC193999,APP_PLACE_QC193999_NAME
PLACE_QC085007,APP_PLACE_QC085007_NAME
PLACE_QC194009,APP_PLACE_QC194009_NAME
PLACE_QC085011,APP_PLACE_QC085011_NAME
PLACE_QC091006_1911,APP_PLACE_QC091006_1911_NAME
PLACE_QC091014,APP_PLACE_QC091014_NAME
PLACE_QC087001,APP_PLACE_QC087001_NAME
PLACE_QC087005,APP_PLACE_QC087005_NAME
PLACE_QC087015,APP_PLACE_QC087015_NAME
PLACE_QC089007,APP_PLACE_QC089007_NAME
PLACE_QC090011,APP_PLACE_QC090011_NAME
PLACE_QC090006,APP_PLACE_QC090006_NAME
PLACE_QC200003,APP_PLACE_QC200003_NAME
PLACE_QC202003,APP_PLACE_QC202003_NAME
PLACE_QC096010,APP_PLACE_QC096010_NAME
PLACE_QC202009,APP_PLACE_QC202009_NAME
PLACE_QC096011,APP_PLACE_QC096011_NAME
PLACE_QC093015,APP_PLACE_QC093015_NAME
PLACE_QC205015,APP_PLACE_QC205015_NAME
PLACE_QC200020,APP_PLACE_QC200020_NAME
PLACE_QC205018,APP_PLACE_QC205018_NAME
PLACE_QC205019,APP_PLACE_QC205019_NAME
PLACE_QC062031,APP_PLACE_QC062031_NAME
PLACE_QC205999,APP_PLACE_QC205999_NAME
PLACE_QC100001,APP_PLACE_QC100001_NAME
PLACE_QC206007,APP_PLACE_QC206007_NAME
PLACE_QC100019,APP_PLACE_QC100019_NAME
PLACE_QC100012,APP_PLACE_QC100012_NAME
PLACE_QC062007_1911,APP_PLACE_QC062007_1911_NAME
PLACE_QC062047,APP_PLACE_QC062047_NAME
PLACE_QC148006,APP_PLACE_QC148006_NAME
PLACE_QC047029,APP_PLACE_QC047029_NAME
PLACE_QC154055,APP_PLACE_QC154055_NAME
PLACE_QC056019,APP_PLACE_QC056019_NAME
PLACE_QC160030,APP_PLACE_QC160030_NAME
PLACE_QC062063,APP_PLACE_QC062063_NAME
PLACE_QC168022,APP_PLACE_QC168022_NAME
PLACE_QC167005_1901,APP_PLACE_QC167005_1901_NAME
PLACE_QC162999,APP_PLACE_QC162999_NAME
PLACE_QC167006,APP_PLACE_QC167006_NAME
PLACE_QC172002,APP_PLACE_QC172002_NAME
PLACE_QC172008,APP_PLACE_QC172008_NAME
PLACE_QC169011_1901,APP_PLACE_QC169011_1901_NAME
PLACE_QC153013,APP_PLACE_QC153013_NAME
PLACE_QC039015_1911,APP_PLACE_QC039015_1911_NAME
PLACE_QC153029,APP_PLACE_QC153029_NAME
PLACE_QC088005,APP_PLACE_QC088005_NAME
PLACE_QC100002,APP_PLACE_QC100002_NAME
PLACE_QC20N006,APP_PLACE_QC20N006_NAME
PLACE_QC198015,APP_PLACE_QC198015_NAME
PLACE_QC151025,APP_PLACE_QC151025_NAME
PLACE_QC050013,APP_PLACE_QC050013_NAME
PLACE_QC205010,APP_PLACE_QC205010_NAME
PLACE_QC146022,APP_PLACE_QC146022_NAME
PLACE_QC047031,APP_PLACE_QC047031_NAME
PLACE_AB194006,APP_PLACE_AB194006_NAME
PLACE_AB194011,APP_PLACE_AB194011_NAME
PLACE_AB194038,APP_PLACE_AB194038_NAME
PLACE_AB194033,APP_PLACE_AB194033_NAME
PLACE_AB194012,APP_PLACE_AB194012_NAME
PLACE_AB194016,APP_PLACE_AB194016_NAME
PLACE_AB194017,APP_PLACE_AB194017_NAME
PLACE_AB001002,APP_PLACE_AB001002_NAME
PLACE_AB194024,APP_PLACE_AB194024_NAME
PLACE_AB001003,APP_PLACE_AB001003_NAME
PLACE_AB194023,APP_PLACE_AB194023_NAME
PLACE_AB194026,APP_PLACE_AB194026_NAME
PLACE_AB001011,APP_PLACE_AB001011_NAME
PLACE_AB199017,APP_PLACE_AB199017_NAME
PLACE_AB199008,APP_PLACE_AB199008_NAME
PLACE_AB199009,APP_PLACE_AB199009_NAME
PLACE_AB199010,APP_PLACE_AB199010_NAME
PLACE_AB199026,APP_PLACE_AB199026_NAME
PLACE_AB199012,APP_PLACE_AB199012_NAME
PLACE_AB199025,APP_PLACE_AB199025_NAME
PLACE_AB199024,APP_PLACE_AB199024_NAME
PLACE_AB199013,APP_PLACE_AB199013_NAME
PLACE_AB202032,APP_PLACE_AB202032_NAME
PLACE_AB199014,APP_PLACE_AB199014_NAME
PLACE_AB202003,APP_PLACE_AB202003_NAME
PLACE_AB202004,APP_PLACE_AB202004_NAME
PLACE_AB202030,APP_PLACE_AB202030_NAME
PLACE_AB202005,APP_PLACE_AB202005_NAME
PLACE_AB202033,APP_PLACE_AB202033_NAME
PLACE_AB202006,APP_PLACE_AB202006_NAME
PLACE_AB002002,APP_PLACE_AB002002_NAME
PLACE_AB204024,APP_PLACE_AB204024_NAME
PLACE_AB204026,APP_PLACE_AB204026_NAME
PLACE_AB203028,APP_PLACE_AB203028_NAME
PLACE_AB203029,APP_PLACE_AB203029_NAME
PLACE_AB002004,APP_PLACE_AB002004_NAME
PLACE_AB199015,APP_PLACE_AB199015_NAME
PLACE_AB204023,APP_PLACE_AB204023_NAME
PLACE_AB199016,APP_PLACE_AB199016_NAME
PLACE_AB202029,APP_PLACE_AB202029_NAME
PLACE_AB200010,APP_PLACE_AB200010_NAME
PLACE_AB199011,APP_PLACE_AB199011_NAME
PLACE_AB002999,APP_PLACE_AB002999_NAME
PLACE_AB200001,APP_PLACE_AB200001_NAME
PLACE_AB200004,APP_PLACE_AB200004_NAME
PLACE_AB200999,APP_PLACE_AB200999_NAME
PLACE_AB200005,APP_PLACE_AB200005_NAME
PLACE_AB200022,APP_PLACE_AB200022_NAME
PLACE_AB200018,APP_PLACE_AB200018_NAME
PLACE_AB200019,APP_PLACE_AB200019_NAME
PLACE_AB200020,APP_PLACE_AB200020_NAME
PLACE_AB203002,APP_PLACE_AB203002_NAME
PLACE_AB202016,APP_PLACE_AB202016_NAME
PLACE_AB202017,APP_PLACE_AB202017_NAME
PLACE_AB202021,APP_PLACE_AB202021_NAME
PLACE_AB202025,APP_PLACE_AB202025_NAME
PLACE_AB202028,APP_PLACE_AB202028_NAME
PLACE_AB203009,APP_PLACE_AB203009_NAME
PLACE_AB203012,APP_PLACE_AB203012_NAME
PLACE_AB203013,APP_PLACE_AB203013_NAME
PLACE_AB203017,APP_PLACE_AB203017_NAME
PLACE_AB203005,APP_PLACE_AB203005_NAME
PLACE_AB203003,APP_PLACE_AB203003_NAME
PLACE_AB203026,APP_PLACE_AB203026_NAME
PLACE_AB203006,APP_PLACE_AB203006_NAME
PLACE_AB203007,APP_PLACE_AB203007_NAME
PLACE_AB203014,APP_PLACE_AB203014_NAME
PLACE_AB203008,APP_PLACE_AB203008_NAME
PLACE_AB203015,APP_PLACE_AB203015_NAME
PLACE_AB203018,APP_PLACE_AB203018_NAME
PLACE_AB203016,APP_PLACE_AB203016_NAME
PLACE_AB203019,APP_PLACE_AB203019_NAME
PLACE_AB204001,APP_PLACE_AB204001_NAME
PLACE_AB204003,APP_PLACE_AB204003_NAME
PLACE_AB204025,APP_PLACE_AB204025_NAME
PLACE_AB203999,APP_PLACE_AB203999_NAME
PLACE_AB203021,APP_PLACE_AB203021_NAME
PLACE_AB203020,APP_PLACE_AB203020_NAME
PLACE_AB203023,APP_PLACE_AB203023_NAME
PLACE_AB203025,APP_PLACE_AB203025_NAME
PLACE_AB204004,APP_PLACE_AB204004_NAME
PLACE_AB203022,APP_PLACE_AB203022_NAME
PLACE_AB204005,APP_PLACE_AB204005_NAME
PLACE_AB204009,APP_PLACE_AB204009_NAME
PLACE_AB204007,APP_PLACE_AB204007_NAME
PLACE_AB204006,APP_PLACE_AB204006_NAME
PLACE_AB204008,APP_PLACE_AB204008_NAME
PLACE_AB203024,APP_PLACE_AB203024_NAME
PLACE_AB204012,APP_PLACE_AB204012_NAME
PLACE_AB204010,APP_PLACE_AB204010_NAME
PLACE_AB204011,APP_PLACE_AB204011_NAME
PLACE_AB204014,APP_PLACE_AB204014_NAME
PLACE_AB204019,APP_PLACE_AB204019_NAME
PLACE_AB202027,APP_PLACE_AB202027_NAME
PLACE_AB204018,APP_PLACE_AB204018_NAME
PLACE_AB204015,APP_PLACE_AB204015_NAME
PLACE_AB204020,APP_PLACE_AB204020_NAME
PLACE_AB204021,APP_PLACE_AB204021_NAME
PLACE_AB204999,APP_PLACE_AB204999_NAME
PLACE_AB204022,APP_PLACE_AB204022_NAME
PLACE_AB190007,APP_PLACE_AB190007_NAME
PLACE_AB190011,APP_PLACE_AB190011_NAME
PLACE_AB190034,APP_PLACE_AB190034_NAME
PLACE_AB192028,APP_PLACE_AB192028_NAME
PLACE_AB190012,APP_PLACE_AB190012_NAME
PLACE_AB190014,APP_PLACE_AB190014_NAME
PLACE_AB190015,APP_PLACE_AB190015_NAME
PLACE_AB192005,APP_PLACE_AB192005_NAME
PLACE_AB192006,APP_PLACE_AB192006_NAME
PLACE_AB192009,APP_PLACE_AB192009_NAME
PLACE_AB192026,APP_PLACE_AB192026_NAME
PLACE_AB192022,APP_PLACE_AB192022_NAME
PLACE_AB192010,APP_PLACE_AB192010_NAME
PLACE_AB192011,APP_PLACE_AB192011_NAME
PLACE_AB192024,APP_PLACE_AB192024_NAME
PLACE_AB192014,APP_PLACE_AB192014_NAME
PLACE_AB192015,APP_PLACE_AB192015_NAME
PLACE_AB190017,APP_PLACE_AB190017_NAME
PLACE_AB190013,APP_PLACE_AB190013_NAME
PLACE_AB189005,APP_PLACE_AB189005_NAME
PLACE_AB189008,APP_PLACE_AB189008_NAME
PLACE_AB189029,APP_PLACE_AB189029_NAME
PLACE_AB189009,APP_PLACE_AB189009_NAME
PLACE_AB189013,APP_PLACE_AB189013_NAME
PLACE_AB189014,APP_PLACE_AB189014_NAME
PLACE_AB189012,APP_PLACE_AB189012_NAME
PLACE_AB189015,APP_PLACE_AB189015_NAME
PLACE_AB190005,APP_PLACE_AB190005_NAME
PLACE_AB189016,APP_PLACE_AB189016_NAME
PLACE_AB189021,APP_PLACE_AB189021_NAME
PLACE_AB189030,APP_PLACE_AB189030_NAME
PLACE_AB189019,APP_PLACE_AB189019_NAME
PLACE_AB189020,APP_PLACE_AB189020_NAME
PLACE_AB190002,APP_PLACE_AB190002_NAME
PLACE_AB190003,APP_PLACE_AB190003_NAME
PLACE_AB190006,APP_PLACE_AB190006_NAME
PLACE_AB189027,APP_PLACE_AB189027_NAME
PLACE_AB189018,APP_PLACE_AB189018_NAME
PLACE_AB189022,APP_PLACE_AB189022_NAME
PLACE_AB190009,APP_PLACE_AB190009_NAME
PLACE_AB190029,APP_PLACE_AB190029_NAME
PLACE_AB190030,APP_PLACE_AB190030_NAME
PLACE_AB191008,APP_PLACE_AB191008_NAME
PLACE_AB190031,APP_PLACE_AB190031_NAME
PLACE_AB191030,APP_PLACE_AB191030_NAME
PLACE_AB191029,APP_PLACE_AB191029_NAME
PLACE_AB191024,APP_PLACE_AB191024_NAME
PLACE_AB191027,APP_PLACE_AB191027_NAME
PLACE_AB191010,APP_PLACE_AB191010_NAME
PLACE_AB192003,APP_PLACE_AB192003_NAME
PLACE_AB191026,APP_PLACE_AB191026_NAME
PLACE_AB191028,APP_PLACE_AB191028_NAME
PLACE_AB192027,APP_PLACE_AB192027_NAME
PLACE_AB191025,APP_PLACE_AB191025_NAME
PLACE_AB191019,APP_PLACE_AB191019_NAME
PLACE_AB193002,APP_PLACE_AB193002_NAME
PLACE_AB193006,APP_PLACE_AB193006_NAME
PLACE_AB193003,APP_PLACE_AB193003_NAME
PLACE_AB193004,APP_PLACE_AB193004_NAME
PLACE_AB194001,APP_PLACE_AB194001_NAME
PLACE_AB194003,APP_PLACE_AB194003_NAME
PLACE_AB193033,APP_PLACE_AB193033_NAME
PLACE_AB193011,APP_PLACE_AB193011_NAME
PLACE_AB193007,APP_PLACE_AB193007_NAME
PLACE_AB193027,APP_PLACE_AB193027_NAME
PLACE_AB193008,APP_PLACE_AB193008_NAME
PLACE_AB193028,APP_PLACE_AB193028_NAME
PLACE_AB193009,APP_PLACE_AB193009_NAME
PLACE_AB194008,APP_PLACE_AB194008_NAME
PLACE_AB193010,APP_PLACE_AB193010_NAME
PLACE_AB194009,APP_PLACE_AB194009_NAME
PLACE_AB194040,APP_PLACE_AB194040_NAME
PLACE_AB194041,APP_PLACE_AB194041_NAME
PLACE_AB193015,APP_PLACE_AB193015_NAME
PLACE_AB193024,APP_PLACE_AB193024_NAME
PLACE_AB193026,APP_PLACE_AB193026_NAME
PLACE_AB193034,APP_PLACE_AB193034_NAME
PLACE_AB193016,APP_PLACE_AB193016_NAME
PLACE_AB194014,APP_PLACE_AB194014_NAME
PLACE_AB194034,APP_PLACE_AB194034_NAME
PLACE_AB004017,APP_PLACE_AB004017_NAME
PLACE_AB192008,APP_PLACE_AB192008_NAME
PLACE_AB004999,APP_PLACE_AB004999_NAME
PLACE_AB190001,APP_PLACE_AB190001_NAME
PLACE_AB193018,APP_PLACE_AB193018_NAME
PLACE_AB193025,APP_PLACE_AB193025_NAME
PLACE_AB193030,APP_PLACE_AB193030_NAME
PLACE_AB193029,APP_PLACE_AB193029_NAME
PLACE_AB193021,APP_PLACE_AB193021_NAME
PLACE_AB195001,APP_PLACE_AB195001_NAME
PLACE_AB193019,APP_PLACE_AB193019_NAME
PLACE_AB195038,APP_PLACE_AB195038_NAME
PLACE_AB193020,APP_PLACE_AB193020_NAME
PLACE_AB195029,APP_PLACE_AB195029_NAME
PLACE_AB195042,APP_PLACE_AB195042_NAME
PLACE_AB195002,APP_PLACE_AB195002_NAME
PLACE_AB193031,APP_PLACE_AB193031_NAME
PLACE_AB193022,APP_PLACE_AB193022_NAME
PLACE_AB193023,APP_PLACE_AB193023_NAME
PLACE_AB194042,APP_PLACE_AB194042_NAME
PLACE_AB195005,APP_PLACE_AB195005_NAME
PLACE_AB193035,APP_PLACE_AB193035_NAME
PLACE_AB194019,APP_PLACE_AB194019_NAME
PLACE_AB195006,APP_PLACE_AB195006_NAME
PLACE_AB195003,APP_PLACE_AB195003_NAME
PLACE_AB195023,APP_PLACE_AB195023_NAME
PLACE_AB195027,APP_PLACE_AB195027_NAME
PLACE_AB195004,APP_PLACE_AB195004_NAME
PLACE_AB194020,APP_PLACE_AB194020_NAME
PLACE_AB196001,APP_PLACE_AB196001_NAME
PLACE_AB194021,APP_PLACE_AB194021_NAME
PLACE_AB196002,APP_PLACE_AB196002_NAME
PLACE_AB196024,APP_PLACE_AB196024_NAME
PLACE_AB196043,APP_PLACE_AB196043_NAME
PLACE_AB196006,APP_PLACE_AB196006_NAME
PLACE_AB196003,APP_PLACE_AB196003_NAME
PLACE_AB195007,APP_PLACE_AB195007_NAME
PLACE_AB195008,APP_PLACE_AB195008_NAME
PLACE_AB195030,APP_PLACE_AB195030_NAME
PLACE_AB195010,APP_PLACE_AB195010_NAME
PLACE_AB194022,APP_PLACE_AB194022_NAME
PLACE_AB197002,APP_PLACE_AB197002_NAME
PLACE_AB196005,APP_PLACE_AB196005_NAME
PLACE_AB196036,APP_PLACE_AB196036_NAME
PLACE_AB196007,APP_PLACE_AB196007_NAME
PLACE_AB196038,APP_PLACE_AB196038_NAME
PLACE_AB196004,APP_PLACE_AB196004_NAME
PLACE_AB195026,APP_PLACE_AB195026_NAME
PLACE_AB196008,APP_PLACE_AB196008_NAME
PLACE_AB196046,APP_PLACE_AB196046_NAME
PLACE_AB197006,APP_PLACE_AB197006_NAME
PLACE_AB196010,APP_PLACE_AB196010_NAME
PLACE_AB196009,APP_PLACE_AB196009_NAME
PLACE_AB196039,APP_PLACE_AB196039_NAME
PLACE_AB197026,APP_PLACE_AB197026_NAME
PLACE_AB196011,APP_PLACE_AB196011_NAME
PLACE_AB196037,APP_PLACE_AB196037_NAME
PLACE_AB196032,APP_PLACE_AB196032_NAME
PLACE_AB197021,APP_PLACE_AB197021_NAME
PLACE_AB197007,APP_PLACE_AB197007_NAME
PLACE_AB197001,APP_PLACE_AB197001_NAME
PLACE_AB197003,APP_PLACE_AB197003_NAME
PLACE_AB196014,APP_PLACE_AB196014_NAME
PLACE_AB197024,APP_PLACE_AB197024_NAME
PLACE_AB197025,APP_PLACE_AB197025_NAME
PLACE_AB005002,APP_PLACE_AB005002_NAME
PLACE_AB197005,APP_PLACE_AB197005_NAME
PLACE_AB197014,APP_PLACE_AB197014_NAME
PLACE_AB196020,APP_PLACE_AB196020_NAME
PLACE_AB195034,APP_PLACE_AB195034_NAME
PLACE_AB195028,APP_PLACE_AB195028_NAME
PLACE_AB195012,APP_PLACE_AB195012_NAME
PLACE_AB195016,APP_PLACE_AB195016_NAME
PLACE_AB195031,APP_PLACE_AB195031_NAME
PLACE_AB195033,APP_PLACE_AB195033_NAME
PLACE_AB195032,APP_PLACE_AB195032_NAME
PLACE_AB195017,APP_PLACE_AB195017_NAME
PLACE_AB198001,APP_PLACE_AB198001_NAME
PLACE_AB195037,APP_PLACE_AB195037_NAME
PLACE_AB195014,APP_PLACE_AB195014_NAME
PLACE_AB195018,APP_PLACE_AB195018_NAME
PLACE_AB195035,APP_PLACE_AB195035_NAME
PLACE_AB195020,APP_PLACE_AB195020_NAME
PLACE_AB196044,APP_PLACE_AB196044_NAME
PLACE_AB195019,APP_PLACE_AB195019_NAME
PLACE_AB195021,APP_PLACE_AB195021_NAME
PLACE_AB196016,APP_PLACE_AB196016_NAME
PLACE_AB196018,APP_PLACE_AB196018_NAME
PLACE_AB196034,APP_PLACE_AB196034_NAME
PLACE_AB196017,APP_PLACE_AB196017_NAME
PLACE_AB196019,APP_PLACE_AB196019_NAME
PLACE_AB199002,APP_PLACE_AB199002_NAME
PLACE_AB199001,APP_PLACE_AB199001_NAME
PLACE_AB199003,APP_PLACE_AB199003_NAME
PLACE_AB199007,APP_PLACE_AB199007_NAME
PLACE_AB199004,APP_PLACE_AB199004_NAME
PLACE_AB006004,APP_PLACE_AB006004_NAME
PLACE_AB198028,APP_PLACE_AB198028_NAME
PLACE_AB198006,APP_PLACE_AB198006_NAME
PLACE_AB198032,APP_PLACE_AB198032_NAME
PLACE_AB198011,APP_PLACE_AB198011_NAME
PLACE_AB198007,APP_PLACE_AB198007_NAME
PLACE_AB198008,APP_PLACE_AB198008_NAME
PLACE_AB198012,APP_PLACE_AB198012_NAME
PLACE_AB198013,APP_PLACE_AB198013_NAME
PLACE_AB198015,APP_PLACE_AB198015_NAME
PLACE_AB198014,APP_PLACE_AB198014_NAME
PLACE_AB198016,APP_PLACE_AB198016_NAME
PLACE_AB198024,APP_PLACE_AB198024_NAME
PLACE_AB201004,APP_PLACE_AB201004_NAME
PLACE_AB198017,APP_PLACE_AB198017_NAME
PLACE_AB201025,APP_PLACE_AB201025_NAME
PLACE_AB198018,APP_PLACE_AB198018_NAME
PLACE_AB198019,APP_PLACE_AB198019_NAME
PLACE_AB201014,APP_PLACE_AB201014_NAME
PLACE_AB201008,APP_PLACE_AB201008_NAME
PLACE_AB202031,APP_PLACE_AB202031_NAME
PLACE_AB007002,APP_PLACE_AB007002_NAME
PLACE_AB201011,APP_PLACE_AB201011_NAME
PLACE_AB202007,APP_PLACE_AB202007_NAME
PLACE_AB202008,APP_PLACE_AB202008_NAME
PLACE_AB202013,APP_PLACE_AB202013_NAME
PLACE_AB201005,APP_PLACE_AB201005_NAME
PLACE_AB201016,APP_PLACE_AB201016_NAME
