from,to
PE133003_1901,PLACE_PE133003_1901
PE133004_1901,PLACE_PE002018
PE133005_1901,PLACE_PE140019
PE133006_1901,PLACE_PE002020
PE133007_1901,PLACE_PE002021
PE133008_1901,PLACE_PE002022
PE133009_1901,PLACE_PE002023
PE133001_1901,PLACE_PE133001
PE136002_1901,PLACE_PE003001
PE136003_1901,PLACE_PE003002
PE136004_1901,PLACE_PE003003
PE136005_1901,PLACE_PE003004
PE135001_1901,PLACE_PE003005
PE133010_1901,PLACE_PE133010_1901
PE133011_1901,PLACE_PE133011_1901
PE136006_1901,PLACE_PE003008
PE136007_1901,PLACE_PE136007_1901
PE135002_1901,PLACE_PE135002_1901
PE135003_1901,PLACE_PE003011
PE135004_1901,PLACE_PE003012
PE135005_1901,PLACE_PE141013
PE135006_1901,PLACE_PE003014
PE135007_1901,PLACE_PE003015
PE135008_1901,PLACE_PE003016
PE135009_1901,PLACE_PE003017
PE135010_1901,PLACE_PE003018
PE135011_1901,PLACE_PE003019
PE135012_1901,PLACE_PE003020
PE135013_1901,PLACE_PE003021
PE136008_1901,PLACE_PE003022
PE133012_1901,PLACE_PE133012_1901
PE136001_1901,PLACE_PE136001_1901
NS026002_1901,PLACE_NS037001_1891
NS026003_1901,PLACE_NS004002
NS026005_1901,PLACE_NS004004
NS026006_1901,PLACE_NS004005
NS026007_1901,PLACE_NS004007
NS026008_1901,PLACE_NS004008_1891
NS026009_1901,PLACE_NS004009
NS026010_1901,PLACE_NS037008_1891
NS026011_1901,PLACE_NS004010
NS026012_1901,PLACE_NS037010_1891
NS026013_1901,PLACE_NS004011
NS026014_1901,PLACE_NS037012_1891
NS026015_1901,PLACE_NS037013_1891
NS026016_1901,PLACE_NS004014
NS026017_1901,PLACE_NS004015
NS026018_1901,PLACE_NS037016
NS026019_1901,PLACE_NS004016
NS026020_1901,PLACE_NS026020
NS026021_1901,PLACE_NS004017_1891
NS026022_1901,PLACE_NS004019
NS026023_1901,PLACE_NS004020
NS026024_1901,PLACE_NS004021
NS026025_1901,PLACE_NS004022
NS026026_1901,PLACE_NS004023
NS026027_1901,PLACE_NS004024
NS026028_1901,PLACE_NS004025
NS026001_1901,PLACE_NS004029
NS026004_1901,PLACE_NS004030
NS027001_1901,PLACE_NS005002
NS027003_1901,PLACE_NS027003_1901
NS027004_1901,PLACE_NS005003
NS027015_1901,PLACE_NS027015_1901
NS027005_1901,PLACE_NS005004
NS027006_1901,PLACE_NS038006_1891
NS027007_1901,PLACE_NS005006
NS027008_1901,PLACE_NS005007
NS027009_1901,PLACE_NS005008
NS027010_1901,PLACE_NS005009
NS027011_1901,PLACE_NS005010
NS027012_1901,PLACE_NS005011
NS027013_1901,PLACE_NS005012
NS027014_1901,PLACE_NS038014
NS027016_1901,PLACE_NS005017
NS027017_1901,PLACE_NS038016
NS027002_1901,PLACE_NS005019
NS041001_1901,PLACE_NS041001
NS041002_1901,PLACE_NS020003
NS041003_1901,PLACE_NS020004
NS041004_1901,PLACE_NS041004_1901
NS028004_1901,PLACE_NS006001
NS028005_1901,PLACE_NS028005
NS041006_1901,PLACE_NS039008
NS028008_1901,PLACE_NS028008_1901
NS041007_1901,PLACE_NS020008_1881
NS028010_1901,PLACE_NS006004_1901
NS028012_1901,PLACE_NS006005_1901
NS028015_1901,PLACE_NS039013
NS041008_1901,PLACE_NS020009_1871
NS041009_1901,PLACE_NS020010_1901
NS028018_1901,PLACE_NS006007_1891
NS041010_1901,PLACE_NS041010
NS041011_1901,PLACE_NS041011
NS041012_1901,PLACE_NS020013
NS041013_1901,PLACE_NS020014_1901
NS041014_1901,PLACE_NS020015_1881
NS041015_1901,PLACE_NS020016
NS041016_1901,PLACE_NS020017_1881
NS041017_1901,PLACE_NS020018
NS041018_1901,PLACE_NS020019
NS028022_1901,PLACE_NS028022_1901
NS028027_1901,PLACE_NS028027
NS028001_1901,PLACE_NS006012
NS028002_1901,PLACE_NS006011
NS028003_1901,PLACE_NS006013
NS028006_1901,PLACE_NS028006
NS028007_1901,PLACE_NS006014
NS028009_1901,PLACE_NS028009
NS028011_1901,PLACE_NS006018
NS028014_1901,PLACE_NS006019
NS028016_1901,PLACE_NS006020
NS028017_1901,PLACE_NS028017
NS028019_1901,PLACE_NS028019_1891
NS028021_1901,PLACE_NS006023
NS028023_1901,PLACE_NS006024
NS028024_1901,PLACE_NS028024
NS028025_1901,PLACE_NS006026
NS028028_1901,PLACE_NS006027
NS028026_1901,PLACE_NS028026
NS028013_1901,PLACE_NS028013
NS028020_1901,PLACE_NS028020
NS029001_1901,PLACE_NS007001
NS029002_1901,PLACE_NS041002_1891
NS029003_1901,PLACE_NS007004
NS029004_1901,PLACE_NS007005
NS029005_1901,PLACE_NS007006
NS029006_1901,PLACE_NS007007
NS029007_1901,PLACE_NS007008
NS029008_1901,PLACE_NS007009
NS029009_1901,PLACE_NS007010_1901
NS029010_1901,PLACE_NS007011
NS029011_1901,PLACE_NS029011
NS029012_1901,PLACE_NS007013
NS029013_1901,PLACE_NS007014
NS029014_1901,PLACE_NS007015
NS029015_1901,PLACE_NS007016
NS029016_1901,PLACE_NS007017
NS029017_1901,PLACE_NS007018
NS029018_1901,PLACE_NS007019
NS029020_1901,PLACE_NS007020
NS029021_1901,PLACE_NS007021
NS029022_1901,PLACE_NS007022
NS029023_1901,PLACE_NS029023
NS029019_1901,PLACE_NS029019
NS030029_1901,PLACE_NS030029
NS030006_1901,PLACE_NS030006_1901
NS030031_1901,PLACE_NS030031
NS030010_1901,PLACE_NS030010
NS030005_1901,PLACE_NS030005_1901
NS030002_1901,PLACE_NS030002_1901
NS030027_1901,PLACE_NS030027
NS030007_1901,PLACE_NS030007_1901
NS030026_1901,PLACE_NS030026
NS030015_1901,PLACE_NS030015_1901
NS030020_1901,PLACE_NS030020_1901
NS030017_1901,PLACE_NS030017_1901
NS030004_1901,PLACE_NS030004_1901
NS030009_1901,PLACE_NS030009
NS030011_1901,PLACE_NS030011_1901
NS030030_1901,PLACE_NS030030
NS030025_1901,PLACE_NS030025
NS030018_1901,PLACE_NS030018_1901
NS030022_1901,PLACE_NS030022_1901
NS030028_1901,PLACE_NS030028
NS030012_1901,PLACE_NS030012_1901
NS030021_1901,PLACE_NS030021
NS030008_1901,PLACE_NS030008_1901
NS030013_1901,PLACE_NS030013_1901
NS030014_1901,PLACE_NS030014_1901
NS030016_1901,PLACE_NS030016_1901
NS030003_1901,PLACE_NS030003_1901
NS030001_1901,PLACE_NS030001
NS030019_1901,PLACE_NS030019_1901
NS030033_1901,PLACE_NS030033_1901
NS030024_1901,PLACE_NS030024
NS031001_1901,PLACE_NS009001_1901
NS031002_1901,PLACE_NS009002_1891
NS031003_1901,PLACE_NS043003
NS031004_1901,PLACE_NS043004_1891
NS031005_1901,PLACE_NS009006_1891
NS031007_1901,PLACE_NS009007_1881
NS031008_1901,PLACE_NS009008
NS031009_1901,PLACE_NS043008
NS031010_1901,PLACE_NS009010
NS031011_1901,PLACE_NS031011
NS031012_1901,PLACE_NS043011
NS031013_1901,PLACE_NS043012
NS031014_1901,PLACE_NS043013
NS031015_1901,PLACE_NS009016
NS031016_1901,PLACE_NS009017
NS031017_1901,PLACE_NS009019
NS031018_1901,PLACE_NS043017
NS031019_1901,PLACE_NS009022
NS031020_1901,PLACE_NS009018
NS031021_1901,PLACE_NS009023
NS031022_1901,PLACE_NS009024
NS031023_1901,PLACE_NS009025
NS031024_1901,PLACE_NS009026
NS031006_1901,PLACE_NS009028
NS032001_1901,PLACE_NS010002_1871
NS032003_1901,PLACE_NS010004_1881
NS032004_1901,PLACE_NS010005
NS032005_1901,PLACE_NS044006_1901
NS032006_1901,PLACE_NS010007
NS032007_1901,PLACE_NS010010_1881
NS032008_1901,PLACE_NS044011
NS032009_1901,PLACE_NS044012
NS032010_1901,PLACE_NS032010
NS032011_1901,PLACE_NS032011
NS032012_1901,PLACE_NS010018_1891
NS032013_1901,PLACE_NS044017
NS032014_1901,PLACE_NS010021_1891
NS032015_1901,PLACE_NS010022_1901
NS032016_1901,PLACE_NS010023_1901
NS032017_1901,PLACE_NS010024_1881
NS032018_1901,PLACE_NS032018_1871
NS032019_1901,PLACE_NS010028_1901
NS032020_1901,PLACE_NS010029_1901
NS032021_1901,PLACE_NS010030_1881
NS032022_1901,PLACE_NS032022
NS032002_1901,PLACE_NS032002
NS033008_1901,PLACE_NS033008_1901
NS033009_1901,PLACE_NS033009_1901
NS033010_1901,PLACE_NS033010_1901
NS033011_1901,PLACE_NS045004
NS033013_1901,PLACE_NS011005
NS033014_1901,PLACE_NS011006
NS033015_1901,PLACE_NS045007
NS033016_1901,PLACE_NS011008
NS033017_1901,PLACE_NS011009
NS033018_1901,PLACE_NS011010
NS033019_1901,PLACE_NS045011
NS033020_1901,PLACE_NS011012
NS033021_1901,PLACE_NS011013
NS033022_1901,PLACE_NS045014
NS033023_1901,PLACE_NS011015
NS033024_1901,PLACE_NS011016
NS033025_1901,PLACE_NS011017
NS033026_1901,PLACE_NS011018
NS033027_1901,PLACE_NS011019
NS033028_1901,PLACE_NS045020
NS033029_1901,PLACE_NS011022
NS033030_1901,PLACE_NS011024
NS033031_1901,PLACE_NS011025
NS033032_1901,PLACE_NS011026
NS033033_1901,PLACE_NS011027
NS033034_1901,PLACE_NS011028
NS033035_1901,PLACE_NS011029
NS033045_1901,PLACE_NS033045_1901
NS033037_1901,PLACE_NS011031
NS033038_1901,PLACE_NS011032
NS033039_1901,PLACE_NS045031
NS033040_1901,PLACE_NS011035
NS033041_1901,PLACE_NS011036
NS033042_1901,PLACE_NS011037
NS033043_1901,PLACE_NS011038
NS033036_1901,PLACE_NS033036_1901
NS033044_1901,PLACE_NS011040
NS033046_1901,PLACE_NS045038
NS033047_1901,PLACE_NS011041
NS033012_1901,PLACE_NS033012
NS033001_1901,PLACE_NS033001
NS033002_1901,PLACE_NS033002
NS033003_1901,PLACE_NS033003
NS033004_1901,PLACE_NS033004
NS033005_1901,PLACE_NS033005
NS033006_1901,PLACE_NS033006
NS034001_1901,PLACE_NS046001
NS034002_1901,PLACE_NS012002_1891
NS034003_1901,PLACE_NS012003_1881
NS034004_1901,PLACE_NS046004
NS034005_1901,PLACE_NS012004
NS034007_1901,PLACE_NS012005
NS034008_1901,PLACE_NS012006_1901
NS034009_1901,PLACE_NS046008
NS034010_1901,PLACE_NS012008
NS034011_1901,PLACE_NS012009_1901
NS034012_1901,PLACE_NS012010_1891
NS034013_1901,PLACE_NS012011
NS034014_1901,PLACE_NS012012_1891
NS034015_1901,PLACE_NS046014
NS034016_1901,PLACE_NS046015
NS034017_1901,PLACE_NS012015
NS034018_1901,PLACE_NS012016
NS034006_1901,PLACE_NS012018
NS034019_1901,PLACE_NS034019
NS035001_1901,PLACE_NS013001_1881
NS035002_1901,PLACE_NS013002_1901
NS035004_1901,PLACE_NS035004_1901
NS035003_1901,PLACE_NS013004
NS035005_1901,PLACE_NS013005_1891
NS035006_1901,PLACE_NS013006
NS035007_1901,PLACE_NS013007
NS035008_1901,PLACE_NS013008
NS035009_1901,PLACE_NS035009
NS035010_1901,PLACE_NS035010
NS035011_1901,PLACE_NS035011_1901
NS035012_1901,PLACE_NS035012_1901
NS035013_1901,PLACE_NS035013_1901
NS035014_1901,PLACE_NS013013
NS035015_1901,PLACE_NS013014
NS035016_1901,PLACE_NS013015
NS035018_1901,PLACE_NS035018
NS035019_1901,PLACE_NS035019_1901
NS035020_1901,PLACE_NS035020_1901
NS035021_1901,PLACE_NS013019
NS035022_1901,PLACE_NS035022_1881
NS035023_1901,PLACE_NS013021
NS035024_1901,PLACE_NS035024_1901
NS035025_1901,PLACE_NS035025
NS035017_1901,PLACE_NS013026
NS036011_1901,PLACE_NS036011
NS036004_1901,PLACE_NS036004_1901
NS036007_1901,PLACE_NS014003_1901
NS036023_1901,PLACE_NS036023
NS036028_1901,PLACE_NS036028
NS036010_1901,PLACE_NS014006
NS036006_1901,PLACE_NS036006_1901
NS036017_1901,PLACE_NS036017
NS036020_1901,PLACE_NS036020_1901
NS036021_1901,PLACE_NS014011
NS036022_1901,PLACE_NS014012
NS036024_1901,PLACE_NS036024
NS036015_1901,PLACE_NS036015_1901
NS037001_1901,PLACE_NS015001
NS037002_1901,PLACE_NS015002
NS037003_1901,PLACE_NS015004_1901
NS037004_1901,PLACE_NS037004_1901
NS037005_1901,PLACE_NS037005
NS037008_1901,PLACE_NS037008_1901
NS037009_1901,PLACE_NS015006
NS037010_1901,PLACE_NS037010_1901
NS037011_1901,PLACE_NS037011
NS037012_1901,PLACE_NS015009
NS037013_1901,PLACE_NS037013_1901
NS037014_1901,PLACE_NS049011
NS037015_1901,PLACE_NS015014
NS037007_1901,PLACE_NS037007_1901
NS037016_1901,PLACE_NS015019
NS037017_1901,PLACE_NS015020
NS037019_1901,PLACE_NS015021
NS037020_1901,PLACE_NS015045
NS037021_1901,PLACE_NS015022
NS037022_1901,PLACE_NS015023
NS037023_1901,PLACE_NS015024
NS037025_1901,PLACE_NS015025
NS037026_1901,PLACE_NS049026
NS037027_1901,PLACE_NS015030
NS037028_1901,PLACE_NS037028
NS037029_1901,PLACE_NS049029
NS037030_1901,PLACE_NS015034
NS037031_1901,PLACE_NS037031
NS037032_1901,PLACE_NS037032_1901
NS037033_1901,PLACE_NS015037
NS037034_1901,PLACE_NS015038
NS037035_1901,PLACE_NS015039
NS037036_1901,PLACE_NS015041
NS037024_1901,PLACE_NS037024
NS037006_1901,PLACE_NS037006_1901
NS037018_1901,PLACE_NS037018
NS038001_1901,PLACE_NS050001
NS038003_1901,PLACE_NS038003_1891
NS038004_1901,PLACE_NS016003_1871
NS038005_1901,PLACE_NS016005
NS038006_1901,PLACE_NS016006_1901
NS038007_1901,PLACE_NS016007_1901
NS038008_1901,PLACE_NS016008_1901
NS038009_1901,PLACE_NS038009
NS038010_1901,PLACE_NS016010_1891
NS038012_1901,PLACE_NS038012_1901
NS038013_1901,PLACE_NS050013
NS038014_1901,PLACE_NS038014_1901
NS038015_1901,PLACE_NS016016
NS038016_1901,PLACE_NS016017
NS038017_1901,PLACE_NS016018
NS038018_1901,PLACE_NS016019
NS038019_1901,PLACE_NS016020
NS038020_1901,PLACE_NS050020
NS038021_1901,PLACE_NS050021
NS038022_1901,PLACE_NS038022
NS038023_1901,PLACE_NS016024
NS038024_1901,PLACE_NS016025
NS038026_1901,PLACE_NS016026
NS038027_1901,PLACE_NS016027
NS038029_1901,PLACE_NS016028
NS038030_1901,PLACE_NS038030
NS038032_1901,PLACE_NS016030
NS038033_1901,PLACE_NS016031
NS038034_1901,PLACE_NS016033
NS038036_1901,PLACE_NS016034
NS038025_1901,PLACE_NS016036
NS038028_1901,PLACE_NS038028
NS038035_1901,PLACE_NS050036
NS038011_1901,PLACE_NS038011_1901
NS039001_1901,PLACE_NS018001
NS039002_1901,PLACE_NS039002_1901
NS039003_1901,PLACE_NS018004
NS039004_1901,PLACE_NS018005
NS039005_1901,PLACE_NS018006
NS039006_1901,PLACE_NS018007_1871
NS039014_1901,PLACE_NS018008_1901
NS039007_1901,PLACE_NS018009
NS039008_1901,PLACE_NS018010
NS039009_1901,PLACE_NS039009_1901
NS039010_1901,PLACE_NS018011
NS039011_1901,PLACE_NS018012_1901
NS039012_1901,PLACE_NS018013
NS039013_1901,PLACE_NS018014
NS039015_1901,PLACE_NS018015
NS039016_1901,PLACE_NS051017
NS040001_1901,PLACE_NS052001
NS040020_1901,PLACE_NS052002
NS040021_1901,PLACE_NS017002
NS040022_1901,PLACE_NS052004
NS040009_1901,PLACE_NS040009
NS040002_1901,PLACE_NS040002
NS040003_1901,PLACE_NS052008
NS040004_1901,PLACE_NS040004
NS040019_1901,PLACE_NS040019_1901
NS040023_1901,PLACE_NS017005
NS040013_1901,PLACE_NS040013_1901
NS040024_1901,PLACE_NS052013
NS040006_1901,PLACE_NS019005
NS040007_1901,PLACE_NS019006
NS040025_1901,PLACE_NS017007
NS040028_1901,PLACE_NS017008
NS040010_1901,PLACE_NS019008
NS040011_1901,PLACE_NS019009_1881
NS040012_1901,PLACE_NS019010_1891
NS040029_1901,PLACE_NS017009
NS040030_1901,PLACE_NS017010
NS040014_1901,PLACE_NS040014
NS040015_1901,PLACE_NS019012_1891
NS040016_1901,PLACE_NS019013
NS040031_1901,PLACE_NS052028
NS040018_1901,PLACE_NS019014
NS040026_1901,PLACE_NS040026
NS040008_1901,PLACE_NS019017_1881
NS040017_1901,PLACE_NS040017_1901
NS040027_1901,PLACE_NS040027
NS042001_1901,PLACE_NS021001_1891
NS042002_1901,PLACE_NS042002_1901
NS042003_1901,PLACE_NS021004_1891
NS042004_1901,PLACE_NS021005
NS042005_1901,PLACE_NS021006_1901
NS042006_1901,PLACE_NS021007_1891
NS042007_1901,PLACE_NS053007
NS042008_1901,PLACE_NS021008_1891
NS042009_1901,PLACE_NS021009_1891
NS042010_1901,PLACE_NS021010
NS042011_1901,PLACE_NS042011
NS042012_1901,PLACE_NS021011
NS042014_1901,PLACE_NS021012
NS042013_1901,PLACE_NS021013
NS042015_1901,PLACE_NS042015_1901
NS042016_1901,PLACE_NS021015
NS042017_1901,PLACE_NS042017_1901
NS042018_1901,PLACE_NS053017
NS042019_1901,PLACE_NS053018
NS042020_1901,PLACE_NS042020
NS042021_1901,PLACE_NS042021
NS037999_1901,PLACE_NS004999
NS039999_1901,PLACE_NS020999
NS043999_1901,PLACE_NS009999
NS044999_1901,PLACE_NS010999
NS045999_1901,PLACE_NS011999
NS046999_1901,PLACE_NS046999
NS047999_1901,PLACE_NS013999
NS050999_1901,PLACE_NS016999
NS052999_1901,PLACE_NS052999
NS053999_1901,PLACE_NS053999
NS036027_1901,PLACE_NS036027
NS036002_1901,PLACE_NS036002_1901
NS036013_1901,PLACE_NS036013
NS036025_1901,PLACE_NS036025
NS036009_1901,PLACE_NS036009_1901
NS036003_1901,PLACE_NS036003
NS036019_1901,PLACE_NS036019
NS036005_1901,PLACE_NS036005
NS036026_1901,PLACE_NS036026
NS036018_1901,PLACE_NS036018_1901
NS036012_1901,PLACE_NS036012_1901
NS036001_1901,PLACE_NS036001
NS036016_1901,PLACE_NS036016
NS030032_1901,PLACE_NS030032
NS030023_1901,PLACE_NS030023
NS038002_1901,PLACE_NS038002_1901
NS038031_1901,PLACE_NS038031
NS038037_1901,PLACE_NS038037
NS036008_1901,PLACE_NS036008
NS036014_1901,PLACE_NS036014
NS041005_1901,PLACE_NS041005
NS040005_1901,PLACE_NS040005
NS033007_1901,PLACE_NS033007_1901
NB014001_1901,PLACE_NB023001
NB014002_1901,PLACE_NB025002
NB014003_1901,PLACE_NB023003
NB014004_1901,PLACE_NB023004
NB014005_1901,PLACE_NB023005
NB014006_1901,PLACE_NB023006
NB014007_1901,PLACE_NB023007
NB014008_1901,PLACE_NB023008
NB014009_1901,PLACE_NB023009
NB014010_1901,PLACE_NB023010
NB014011_1901,PLACE_NB025011
NB014012_1901,PLACE_NB014012
NB015001_1901,PLACE_NB024001
NB015002_1901,PLACE_NB024002
NB015003_1901,PLACE_NB024003
NB015004_1901,PLACE_NB024004
NB015005_1901,PLACE_NB024005
NB015006_1901,PLACE_NB024006
NB015008_1901,PLACE_NB024007
NB015009_1901,PLACE_NB015009
NB015010_1901,PLACE_NB024009
NB015011_1901,PLACE_NB024010
NB015012_1901,PLACE_NB015012
NB015013_1901,PLACE_NB024012
NB015014_1901,PLACE_NB024013
NB015015_1901,PLACE_NB015015
NB015017_1901,PLACE_NB024015
NB015007_1901,PLACE_NB015007
NB015016_1901,PLACE_NB015016
NB016001_1901,PLACE_NB016001
NB016002_1901,PLACE_NB016002
NB016003_1901,PLACE_NB025003_1901
NB016004_1901,PLACE_NB025004_1901
NB016005_1901,PLACE_NB025005_1871
NB016006_1901,PLACE_NB025006_1901
NB016007_1901,PLACE_NB025007_1891
NB016008_1901,PLACE_NB025008_1891
NB016009_1901,PLACE_NB025009_1871_1921
NB017001_1901,PLACE_NB026001
NB017002_1901,PLACE_NB026002
NB017003_1901,PLACE_NB026003
NB017004_1901,PLACE_NB026004
NB017005_1901,PLACE_NB017005
NB017006_1901,PLACE_NB017006
NB017007_1901,PLACE_NB026008
NB017008_1901,PLACE_NB026009
NB017009_1901,PLACE_NB028009
NB017010_1901,PLACE_NB028010
NB018001_1901,PLACE_NB027001
NB018002_1901,PLACE_NB027002
NB018003_1901,PLACE_NB027003
NB018004_1901,PLACE_NB018004
NB018005_1901,PLACE_NB027005
NB018006_1901,PLACE_NB027006
NB018007_1901,PLACE_NB027007
NB018008_1901,PLACE_NB027008
NB018009_1901,PLACE_NB029009
NB018010_1901,PLACE_NB027011
NB018011_1901,PLACE_NB027010
NB018012_1901,PLACE_NB018012
NB018013_1901,PLACE_NB027013
NB018014_1901,PLACE_NB027014
NB018015_1901,PLACE_NB027015
NB013001_1901,PLACE_NB022001
NB013002_1901,PLACE_NB022002
NB013003_1901,PLACE_NB022003
NB013004_1901,PLACE_NB022004
NB013005_1901,PLACE_NB013005
NB013006_1901,PLACE_NB022006
NB019001_1901,PLACE_NB030001_1871
NB019002_1901,PLACE_NB029002
NB019003_1901,PLACE_NB029003
NB019004_1901,PLACE_NB019004
NB019005_1901,PLACE_NB029005
NB019006_1901,PLACE_NB029006
NB019007_1901,PLACE_NB029007
NB019008_1901,PLACE_NB029008
NB019009_1901,PLACE_NB029009_1891
NB019010_1901,PLACE_NB019010
NB019011_1901,PLACE_NB030011
NB019012_1901,PLACE_NB029012
NB019013_1901,PLACE_NB030013
NB020001_1901,PLACE_NB020001_1871
NB020002_1901,PLACE_NB031002
NB020003_1901,PLACE_NB031003
NB020004_1901,PLACE_NB020004_1901
NB020005_1901,PLACE_NB020005
NB020006_1901,PLACE_NB031006
NB021014_1901,PLACE_NB032001
NB021015_1901,PLACE_NB032002
NB021016_1901,PLACE_NB032003_1891
NB021017_1901,PLACE_NB032004
NB021001_1901,PLACE_NB032006
NB021002_1901,PLACE_NB021002
NB021009_1901,PLACE_NB032008
NB021003_1901,PLACE_NB032009
NB021004_1901,PLACE_NB032010
NB021010_1901,PLACE_NB032011
NB021011_1901,PLACE_NB032012
NB021005_1901,PLACE_NB032013
NB021006_1901,PLACE_NB032014
NB021012_1901,PLACE_NB032015
NB021007_1901,PLACE_NB032016
NB021013_1901,PLACE_NB032017
NB021008_1901,PLACE_NB032018
NB022001_1901,PLACE_NB033001
NB022002_1901,PLACE_NB033002
NB022003_1901,PLACE_NB033003
NB022004_1901,PLACE_NB033004
NB022005_1901,PLACE_NB033005
NB022006_1901,PLACE_NB033006
NB022007_1901,PLACE_NB033007
NB022008_1901,PLACE_NB030001
NB022009_1901,PLACE_NB030002
NB022010_1901,PLACE_NB030003
NB022011_1901,PLACE_NB030004
NB022012_1901,PLACE_NB022012
NB022013_1901,PLACE_NB030006
NB022014_1901,PLACE_NB030007
NB022015_1901,PLACE_NB030008
NB022016_1901,PLACE_NB030009
NB022017_1901,PLACE_NB030010
NB023001_1901,PLACE_NB034001
NB023002_1901,PLACE_NB034002
NB023003_1901,PLACE_NB034003
NB023004_1901,PLACE_NB023004_1881
NB023005_1901,PLACE_NB034005
NB023006_1901,PLACE_NB023006_1891
NB023007_1901,PLACE_NB023007_1881
NB023008_1901,PLACE_NB028006
NB023009_1901,PLACE_NB034013
NB023010_1901,PLACE_NB023010_1871
NB023011_1901,PLACE_NB028009_1881
NB023012_1901,PLACE_NB028010_1891
NB023013_1901,PLACE_NB023013_1901
NB024001_1901,PLACE_NB035001
NB024002_1901,PLACE_NB024002_1871
NB024004_1901,PLACE_NB024004_1881
NB024005_1901,PLACE_NB024005_1871
NB024006_1901,PLACE_NB035005
NB024007_1901,PLACE_NB024007_1871
NB024008_1901,PLACE_NB035007
NB025001_1901,PLACE_NB036001
NB025002_1901,PLACE_NB036002
NB025003_1901,PLACE_NB036003
NB025004_1901,PLACE_NB036004_1881
NB025006_1901,PLACE_NB036005
NB025007_1901,PLACE_NB036006
NB025008_1901,PLACE_NB036007
NB025010_1901,PLACE_NB036008
NB025011_1901,PLACE_NB036009
NB025012_1901,PLACE_NB036010
NB025013_1901,PLACE_NB036011
NB025014_1901,PLACE_NB036012
NB025015_1901,PLACE_NB036013
NB025016_1901,PLACE_NB036014
NB025005_1901,PLACE_NB036016
NB025009_1901,PLACE_NB036018
NB028999_1901,PLACE_NB026999
NB024003_1901,PLACE_NB024003_1891
NL998999_1901,PLACE_NL998999
QC137001_1901,PLACE_QC037001
QC137003_1901,PLACE_QC037002
QC137004_1901,PLACE_QC037003
QC137005_1901,PLACE_QC142004
QC137007_1901,PLACE_QC137007_1901
QC137008_1901,PLACE_QC037006
QC137010_1901,PLACE_QC037008
QC137011_1901,PLACE_QC037010
QC137012_1901,PLACE_QC037011
QC137013_1901,PLACE_QC037012
QC137014_1901,PLACE_QC137014_1901
QC137002_1901,PLACE_QC037016
QC137006_1901,PLACE_QC037017
QC138002_1901,PLACE_QC138002_1901
QC138003_1901,PLACE_QC138003
QC138004_1901,PLACE_QC143003
QC138005_1901,PLACE_QC039004
QC138007_1901,PLACE_QC039005_1891
QC138009_1901,PLACE_QC143007_1901
QC138011_1901,PLACE_QC138011_1901
QC189015_1901,PLACE_QC189015
QC138012_1901,PLACE_QC039010_1861
QC138013_1901,PLACE_QC138013
QC138014_1901,PLACE_QC039012_1901
QC138001_1901,PLACE_QC138001
QC138006_1901,PLACE_QC138006
QC139003_1901,PLACE_QC139003_1901
QC139004_1901,PLACE_QC040004
QC139005_1901,PLACE_QC040006_1891
QC139006_1901,PLACE_QC144005
QC139007_1901,PLACE_QC040008
QC139008_1901,PLACE_QC139008_1901
QC139010_1901,PLACE_QC139010
QC139011_1901,PLACE_QC139011
QC139012_1901,PLACE_QC139012_1901
QC139014_1901,PLACE_QC139014
QC139030_1901,PLACE_QC139030
QC139015_1901,PLACE_QC144014
QC139016_1901,PLACE_QC139016_1891
QC139018_1901,PLACE_QC139018
QC139019_1901,PLACE_QC139019
QC139020_1901,PLACE_QC139020_1901
QC139021_1901,PLACE_QC144021
QC139001_1901,PLACE_QC139001
QC139022_1901,PLACE_QC040017_1891
QC139023_1901,PLACE_QC139023
QC139024_1901,PLACE_QC139024
QC139025_1901,PLACE_QC040018_1881_1921
QC139026_1901,PLACE_QC144028
QC139027_1901,PLACE_QC139027
QC139028_1901,PLACE_QC139028
QC139031_1901,PLACE_QC144032
QC139029_1901,PLACE_QC139029
QC139009_1901,PLACE_QC040025_1901
QC139017_1901,PLACE_QC040027
QC140002_1901,PLACE_QC145001_1901
QC140003_1901,PLACE_QC145002
QC140004_1901,PLACE_QC145003
QC140005_1901,PLACE_QC041004
QC140006_1901,PLACE_QC041005_1871
QC140007_1901,PLACE_QC145006
QC140001_1901,PLACE_QC041008_1871
QC140008_1901,PLACE_QC145008
QC141001_1901,PLACE_QC042004_1901
QC141002_1901,PLACE_QC141002_1901
QC141003_1901,PLACE_QC141003
QC141004_1901,PLACE_QC141004
QC141005_1901,PLACE_QC146005_1901
QC141006_1901,PLACE_QC141006_1901
QC141007_1901,PLACE_QC146007
QC141008_1901,PLACE_QC141008_1901
QC141009_1901,PLACE_QC141009
QC141010_1901,PLACE_QC042013_1891
QC141011_1901,PLACE_QC141011_1901
QC141012_1901,PLACE_QC141012
QC141013_1901,PLACE_QC042017
QC142001_1901,PLACE_QC147001
QC142003_1901,PLACE_QC142003
QC162005_1901,PLACE_QC162005_1901
QC142004_1901,PLACE_QC147004
QC142005_1901,PLACE_QC147005
QC142007_1901,PLACE_QC142007
QC142009_1901,PLACE_QC142009_1901
QC142010_1901,PLACE_QC043011
QC142011_1901,PLACE_QC043012
QC142012_1901,PLACE_QC043014
QC142013_1901,PLACE_QC147012
QC142002_1901,PLACE_QC142002_1871
