from,to,overlap_type,iou,year_from,year_to
AB002999_1911,AB204015_1921,CONTAINS,0.0028,1911,1921
AB002999_1911,AB204020_1921,CONTAINS,0.0036,1911,1921
AB002999_1911,AB204021_1921,CONTAINS,0.0036,1911,1921
AB002999_1911,AB204999_1921,CONTAINS,0.0315,1911,1921
AB002999_1911,AB204022_1921,CONTAINS,0.0029,1911,1921
AB003001_1911,AB190007_1921,CONTAINS,0.0552,1911,1921
AB003001_1911,AB190011_1921,CONTAINS,0.0438,1911,1921
AB003001_1911,AB190034_1921,CONTAINS,0.0002,1911,1921
AB003001_1911,AB192028_1921,CONTAINS,0.0002,1911,1921
AB003001_1911,AB190012_1921,CONTAINS,0.0587,1911,1921
AB003001_1911,AB190014_1921,CONTAINS,0.054,1911,1921
AB003001_1911,AB190015_1921,CONTAINS,0.0568,1911,1921
AB003001_1911,AB192005_1921,CONTAINS,0.0616,1911,1921
AB003001_1911,AB192006_1921,CONTAINS,0.0431,1911,1921
AB003001_1911,AB192009_1921,CONTAINS,0.0497,1911,1921
AB003001_1911,AB192026_1921,CONTAINS,0.0002,1911,1921
AB003001_1911,AB192022_1921,CONTAINS,0.0002,1911,1921
AB003001_1911,AB192010_1921,CONTAINS,0.0678,1911,1921
AB003001_1911,AB192011_1921,CONTAINS,0.0336,1911,1921
AB003001_1911,AB192024_1921,CONTAINS,0.0002,1911,1921
AB003001_1911,AB192014_1921,CONTAINS,0.0495,1911,1921
AB003001_1911,AB192015_1921,CONTAINS,0.0671,1911,1921
AB003002_1911,AB190017_1921,WITHIN,0.7467,1911,1921
AB003003_1911,AB190017_1921,WITHIN,0.2387,1911,1921
AB003012_1911,AB190013_1921,WITHIN,0.0035,1911,1921
AB003019_1911,AB190013_1921,WITHIN,0.0035,1911,1921
AB003020_1911,AB190013_1921,WITHIN,0.0035,1911,1921
AB003021_1911,AB190013_1921,WITHIN,0.0035,1911,1921
AB004001_1911,AB189005_1921,CONTAINS,0.0153,1911,1921
AB004001_1911,AB189008_1921,CONTAINS,0.0151,1911,1921
AB004001_1911,AB189029_1921,CONTAINS,0.0,1911,1921
AB004001_1911,AB189009_1921,CONTAINS,0.0153,1911,1921
AB004001_1911,AB189013_1921,CONTAINS,0.0153,1911,1921
AB004001_1911,AB189014_1921,CONTAINS,0.0152,1911,1921
AB004001_1911,AB189012_1921,CONTAINS,0.0152,1911,1921
AB004001_1911,AB189015_1921,CONTAINS,0.0152,1911,1921
AB004001_1911,AB190005_1921,CONTAINS,0.0151,1911,1921
AB004001_1911,AB189016_1921,CONTAINS,0.0153,1911,1921
AB004001_1911,AB189021_1921,CONTAINS,0.0149,1911,1921
AB004001_1911,AB189030_1921,CONTAINS,0.0,1911,1921
AB004001_1911,AB189019_1921,CONTAINS,0.015,1911,1921
AB004001_1911,AB189020_1921,CONTAINS,0.0149,1911,1921
AB004001_1911,AB190002_1921,CONTAINS,0.0153,1911,1921
AB004001_1911,AB190003_1921,CONTAINS,0.0137,1911,1921
AB004001_1911,AB190006_1921,CONTAINS,0.0094,1911,1921
AB004001_1911,AB189027_1921,CONTAINS,0.0,1911,1921
AB004001_1911,AB189018_1921,CONTAINS,0.0197,1911,1921
AB004001_1911,AB189022_1921,CONTAINS,0.0097,1911,1921
AB004001_1911,AB190009_1921,CONTAINS,0.0189,1911,1921
AB004001_1911,AB190029_1921,CONTAINS,0.0,1911,1921
AB004001_1911,AB190030_1921,CONTAINS,0.0,1911,1921
AB004001_1911,AB191008_1921,CONTAINS,0.0162,1911,1921
AB004001_1911,AB190031_1921,CONTAINS,0.0,1911,1921
AB004001_1911,AB191030_1921,CONTAINS,0.0,1911,1921
AB004001_1911,AB191029_1921,CONTAINS,0.0,1911,1921
AB004001_1911,AB191024_1921,CONTAINS,0.0,1911,1921
AB004001_1911,AB191027_1921,CONTAINS,0.0,1911,1921
AB004001_1911,AB191010_1921,CONTAINS,0.0151,1911,1921
AB004001_1911,AB192003_1921,CONTAINS,0.0151,1911,1921
AB004001_1911,AB191026_1921,CONTAINS,0.0,1911,1921
AB004001_1911,AB191028_1921,CONTAINS,0.0,1911,1921
AB004001_1911,AB192027_1921,CONTAINS,0.0,1911,1921
AB004001_1911,AB191025_1921,CONTAINS,0.0,1911,1921
AB004001_1911,AB191019_1921,CONTAINS,0.0145,1911,1921
AB004001_1911,AB193002_1921,CONTAINS,0.0161,1911,1921
AB004001_1911,AB193006_1921,CONTAINS,0.0149,1911,1921
AB004001_1911,AB193003_1921,CONTAINS,0.0222,1911,1921
AB004001_1911,AB193004_1921,CONTAINS,0.0134,1911,1921
AB004001_1911,AB194001_1921,CONTAINS,0.0168,1911,1921
AB004001_1911,AB194003_1921,CONTAINS,0.0138,1911,1921
AB004001_1911,AB193033_1921,CONTAINS,0.0,1911,1921
AB004001_1911,AB193011_1921,CONTAINS,0.015,1911,1921
AB004001_1911,AB193007_1921,CONTAINS,0.015,1911,1921
AB004001_1911,AB193027_1921,CONTAINS,0.0,1911,1921
AB004001_1911,AB193008_1921,CONTAINS,0.015,1911,1921
AB004001_1911,AB193028_1921,CONTAINS,0.0,1911,1921
AB004001_1911,AB193009_1921,CONTAINS,0.015,1911,1921
AB004001_1911,AB194008_1921,CONTAINS,0.0177,1911,1921
AB004001_1911,AB193010_1921,CONTAINS,0.0115,1911,1921
AB004001_1911,AB194009_1921,CONTAINS,0.0149,1911,1921
AB004001_1911,AB194040_1921,CONTAINS,0.0,1911,1921
AB004001_1911,AB194041_1921,CONTAINS,0.0,1911,1921
AB004001_1911,AB193015_1921,CONTAINS,0.0133,1911,1921
AB004001_1911,AB193024_1921,CONTAINS,0.0,1911,1921
AB004001_1911,AB193026_1921,CONTAINS,0.0,1911,1921
AB004001_1911,AB193034_1921,CONTAINS,0.0,1911,1921
AB004001_1911,AB193016_1921,CONTAINS,0.0139,1911,1921
AB004001_1911,AB194014_1921,CONTAINS,0.017,1911,1921
AB004001_1911,AB194034_1921,CONTAINS,0.0,1911,1921
AB004009_1911,AB190003_1921,WITHIN,0.0034,1911,1921
AB004017_1911,AB190003_1921,WITHIN,0.0034,1911,1921
AB004019_1911,AB192008_1921,WITHIN,0.0024,1911,1921
AB004021_1911,AB190009_1921,WITHIN,0.0025,1911,1921
AB004999_1911,AB190001_1921,CONTAINS,0.0981,1911,1921
AB005001_1911,AB193018_1921,CONTAINS,0.0221,1911,1921
AB005001_1911,AB193025_1921,CONTAINS,0.0001,1911,1921
AB005001_1911,AB193030_1921,CONTAINS,0.0001,1911,1921
AB005001_1911,AB193029_1921,CONTAINS,0.0001,1911,1921
AB005001_1911,AB193021_1921,CONTAINS,0.022,1911,1921
AB005001_1911,AB195001_1921,CONTAINS,0.022,1911,1921
AB005001_1911,AB193019_1921,CONTAINS,0.0219,1911,1921
AB005001_1911,AB195038_1921,CONTAINS,0.0001,1911,1921
AB005001_1911,AB193020_1921,CONTAINS,0.0221,1911,1921
AB005001_1911,AB195029_1921,CONTAINS,0.0001,1911,1921
AB005001_1911,AB195042_1921,CONTAINS,0.0001,1911,1921
AB005001_1911,AB195002_1921,CONTAINS,0.0219,1911,1921
AB005001_1911,AB193031_1921,CONTAINS,0.0001,1911,1921
AB005001_1911,AB193022_1921,CONTAINS,0.0219,1911,1921
AB005001_1911,AB193023_1921,CONTAINS,0.0207,1911,1921
AB005001_1911,AB194042_1921,CONTAINS,0.0001,1911,1921
AB005001_1911,AB195005_1921,CONTAINS,0.0149,1911,1921
AB005001_1911,AB193035_1921,CONTAINS,0.0001,1911,1921
AB005001_1911,AB194019_1921,CONTAINS,0.0234,1911,1921
AB005001_1911,AB195006_1921,CONTAINS,0.022,1911,1921
AB005001_1911,AB195003_1921,CONTAINS,0.022,1911,1921
AB005001_1911,AB195023_1921,CONTAINS,0.0001,1911,1921
AB005001_1911,AB195027_1921,CONTAINS,0.0001,1911,1921
AB005001_1911,AB195004_1921,CONTAINS,0.0341,1911,1921
AB005001_1911,AB194020_1921,CONTAINS,0.022,1911,1921
AB005001_1911,AB196001_1921,CONTAINS,0.0291,1911,1921
AB005001_1911,AB194021_1921,CONTAINS,0.0234,1911,1921
AB005001_1911,AB196002_1921,CONTAINS,0.0205,1911,1921
AB005001_1911,AB196024_1921,CONTAINS,0.0001,1911,1921
AB005001_1911,AB196043_1921,CONTAINS,0.0001,1911,1921
AB005001_1911,AB196006_1921,CONTAINS,0.0218,1911,1921
AB005001_1911,AB196003_1921,CONTAINS,0.0262,1911,1921
AB005001_1911,AB195007_1921,CONTAINS,0.0219,1911,1921
AB005001_1911,AB195008_1921,CONTAINS,0.022,1911,1921
AB005001_1911,AB195030_1921,CONTAINS,0.0001,1911,1921
AB005001_1911,AB195010_1921,CONTAINS,0.0259,1911,1921
AB005001_1911,AB194022_1921,CONTAINS,0.0221,1911,1921
AB005001_1911,AB197002_1921,CONTAINS,0.0237,1911,1921
AB005001_1911,AB196005_1921,CONTAINS,0.0219,1911,1921
AB005001_1911,AB196036_1921,CONTAINS,0.0001,1911,1921
AB005001_1911,AB196007_1921,CONTAINS,0.0236,1911,1921
AB005001_1911,AB196038_1921,CONTAINS,0.0001,1911,1921
AB005001_1911,AB196004_1921,CONTAINS,0.0202,1911,1921
AB005001_1911,AB195026_1921,CONTAINS,0.0001,1911,1921
AB005001_1911,AB196008_1921,CONTAINS,0.018,1911,1921
AB005001_1911,AB196046_1921,CONTAINS,0.0001,1911,1921
AB005001_1911,AB197006_1921,CONTAINS,0.0184,1911,1921
AB005001_1911,AB196010_1921,CONTAINS,0.0256,1911,1921
AB005001_1911,AB196009_1921,CONTAINS,0.0205,1911,1921
AB005001_1911,AB196039_1921,CONTAINS,0.0001,1911,1921
AB005001_1911,AB197026_1921,CONTAINS,0.0001,1911,1921
AB005001_1911,AB196011_1921,CONTAINS,0.0298,1911,1921
AB005001_1911,AB196037_1921,CONTAINS,0.0001,1911,1921
AB005001_1911,AB196032_1921,CONTAINS,0.0001,1911,1921
AB005001_1911,AB197021_1921,CONTAINS,0.0001,1911,1921
AB005001_1911,AB197007_1921,CONTAINS,0.0219,1911,1921
AB005001_1911,AB197001_1921,CONTAINS,0.0272,1911,1921
AB005001_1911,AB197003_1921,CONTAINS,0.0205,1911,1921
AB005001_1911,AB196014_1921,CONTAINS,0.0135,1911,1921
AB005001_1911,AB197024_1921,CONTAINS,0.0001,1911,1921
AB005001_1911,AB197025_1921,CONTAINS,0.0001,1911,1921
AB005002_1911,AB197005_1921,CONTAINS,0.0803,1911,1921
AB005002_1911,AB197014_1921,CONTAINS,0.0513,1911,1921
AB005003_1911,AB196020_1921,WITHIN,0.0923,1911,1921
AB005016_1911,AB197006_1921,WITHIN,0.0037,1911,1921
AB006001_1911,AB195034_1921,CONTAINS,0.0001,1911,1921
AB006001_1911,AB195028_1921,CONTAINS,0.0001,1911,1921
AB006001_1911,AB195012_1921,CONTAINS,0.0349,1911,1921
AB006001_1911,AB195016_1921,CONTAINS,0.0351,1911,1921
AB006001_1911,AB195031_1921,CONTAINS,0.0001,1911,1921
AB006001_1911,AB195033_1921,CONTAINS,0.0001,1911,1921
AB006001_1911,AB195032_1921,CONTAINS,0.0001,1911,1921
AB006001_1911,AB195017_1921,CONTAINS,0.0346,1911,1921
AB006001_1911,AB198001_1921,CONTAINS,0.0345,1911,1921
AB006001_1911,AB195037_1921,CONTAINS,0.0001,1911,1921
AB006001_1911,AB195014_1921,CONTAINS,0.0232,1911,1921
AB006001_1911,AB195018_1921,CONTAINS,0.0345,1911,1921
AB006001_1911,AB195035_1921,CONTAINS,0.0001,1911,1921
AB006001_1911,AB195020_1921,CONTAINS,0.035,1911,1921
AB006001_1911,AB196044_1921,CONTAINS,0.0001,1911,1921
AB006001_1911,AB195019_1921,CONTAINS,0.0231,1911,1921
AB006001_1911,AB195021_1921,CONTAINS,0.0345,1911,1921
AB006001_1911,AB196016_1921,CONTAINS,0.0348,1911,1921
AB006001_1911,AB196018_1921,CONTAINS,0.0387,1911,1921
AB006001_1911,AB196034_1921,CONTAINS,0.0001,1911,1921
AB006001_1911,AB196017_1921,CONTAINS,0.033,1911,1921
AB006001_1911,AB196019_1921,CONTAINS,0.0366,1911,1921
AB006001_1911,AB199002_1921,CONTAINS,0.0348,1911,1921
AB006001_1911,AB199001_1921,CONTAINS,0.0448,1911,1921
AB006001_1911,AB199003_1921,CONTAINS,0.0358,1911,1921
AB006001_1911,AB199007_1921,CONTAINS,0.0307,1911,1921
AB006001_1911,AB199004_1921,CONTAINS,0.0346,1911,1921
AB006002_1911,AB196020_1921,WITHIN,0.3307,1911,1921
AB006004_1911,AB199016_1921,WITHIN,0.3314,1911,1921
AB007001_1911,AB198028_1921,CONTAINS,0.0001,1911,1921
AB007001_1911,AB198006_1921,CONTAINS,0.0355,1911,1921
AB007001_1911,AB198032_1921,CONTAINS,0.0001,1911,1921
AB007001_1911,AB198011_1921,CONTAINS,0.0407,1911,1921
AB007001_1911,AB198007_1921,CONTAINS,0.0353,1911,1921
AB007001_1911,AB198008_1921,CONTAINS,0.0355,1911,1921
AB007001_1911,AB198012_1921,CONTAINS,0.0384,1911,1921
AB007001_1911,AB198013_1921,CONTAINS,0.0328,1911,1921
AB007001_1911,AB198015_1921,CONTAINS,0.0348,1911,1921
AB007001_1911,AB198014_1921,CONTAINS,0.0342,1911,1921
AB007001_1911,AB198016_1921,CONTAINS,0.0311,1911,1921
AB007001_1911,AB198024_1921,CONTAINS,0.0001,1911,1921
AB007001_1911,AB201004_1921,CONTAINS,0.0209,1911,1921
AB007001_1911,AB198017_1921,CONTAINS,0.0322,1911,1921
AB007001_1911,AB201025_1921,CONTAINS,0.0001,1911,1921
AB007001_1911,AB198018_1921,CONTAINS,0.0346,1911,1921
AB007001_1911,AB198019_1921,CONTAINS,0.0314,1911,1921
AB007001_1911,AB201014_1921,CONTAINS,0.0219,1911,1921
AB007001_1911,AB201008_1921,CONTAINS,0.0196,1911,1921
AB007001_1911,AB202031_1921,CONTAINS,0.0001,1911,1921
AB007002_1911,AB201011_1921,CONTAINS,0.0067,1911,1921
AB007002_1911,AB202007_1921,CONTAINS,0.0052,1911,1921
AB007002_1911,AB202008_1921,CONTAINS,0.0067,1911,1921
AB007002_1911,AB202013_1921,CONTAINS,0.0052,1911,1921
AB007002_1911,AB201005_1921,CONTAINS,0.0062,1911,1921
AB007002_1911,AB201016_1921,CONTAINS,0.0067,1911,1921
AB007002_1911,AB201999_1921,CONTAINS,0.0134,1911,1921
AB007002_1911,AB202026_1921,CONTAINS,0.0067,1911,1921
AB007003_1911,AB201024_1921,CONTAINS,0.8298,1911,1921
BC008001_1911,BC208008_1921,CONTAINS,0.0002,1911,1921
BC008001_1911,BC208005_1921,CONTAINS,0.0002,1911,1921
BC008002_1911,BC214001_1921,WITHIN,0.8032,1911,1921
BC008003_1911,BC208007_1921,CONTAINS,0.0001,1911,1921
BC008004_1911,BC208003_1921,WITHIN,0.841,1911,1921
BC008005_1911,BC214002_1921,CONTAINS,0.8583,1911,1921
BC009002_1911,BC210002_1921,CONTAINS,0.6775,1911,1921
BC009003_1911,BC210003_1921,WITHIN,0.6934,1911,1921
BC009004_1911,BC211001_1921,WITHIN,0.7829,1911,1921
BC009007_1911,BC211005_1921,CONTAINS,0.0007,1911,1921
BC009007_1911,BC211004_1921,CONTAINS,0.7989,1911,1921
BC009014_1911,BC211003_1921,WITHIN,0.0005,1911,1921
BC010001_1911,BC212007_1921,CONTAINS,0.0011,1911,1921
BC010004_1911,BC212004_1921,CONTAINS,0.7975,1911,1921
BC010005_1911,BC212005_1921,WITHIN,0.8852,1911,1921
BC010006_1911,BC212009_1921,WITHIN,0.0504,1911,1921
BC010007_1911,BC212009_1921,WITHIN,0.9426,1911,1921
BC011002_1911,BC213003_1921,CONTAINS,0.0078,1911,1921
BC011003_1911,BC209006_1921,CONTAINS,0.0034,1911,1921
BC011003_1911,BC209007_1921,CONTAINS,0.0003,1911,1921
BC011008_1911,BC206005_1921,WITHIN,0.0554,1911,1921
BC011009_1911,BC206005_1921,WITHIN,0.4609,1911,1921
BC012001_1911,BC215001_1921,CONTAINS,0.5313,1911,1921
BC012003_1911,BC206003_1921,CONTAINS,0.002,1911,1921
BC012003_1911,BC206004_1921,CONTAINS,0.0015,1911,1921
BC012003_1911,BC206001_1921,CONTAINS,0.1024,1911,1921
BC012003_1911,BC206002_1921,CONTAINS,0.0534,1911,1921
BC012004_1911,BC216003_1921,CONTAINS,0.0363,1911,1921
BC014001_1911,BC207001_1921,CONTAINS,0.1533,1911,1921
BC014001_1911,BC207009_1921,CONTAINS,0.0,1911,1921
BC014001_1911,BC207002_1921,CONTAINS,0.8456,1911,1921
BC014003_1911,BC218002_1921,WITHIN,0.2171,1911,1921
BC014004_1911,BC207010_1921,CONTAINS,0.0001,1911,1921
BC014006_1911,BC218003_1921,WITHIN,0.9175,1911,1921
BC014006_1911,BC218006_1921,CONTAINS,0.0003,1911,1921
BC014007_1911,BC218004_1921,CONTAINS,0.6383,1911,1921
BC014015_1911,BC218001_1921,WITHIN,0.0009,1911,1921
MB015001_1911,MB161007_1921,CONTAINS,0.0774,1911,1921
MB015001_1911,MB162002_1921,CONTAINS,0.0774,1911,1921
MB015001_1911,MB162004_1921,CONTAINS,0.1164,1911,1921
MB015001_1911,MB162003_1921,CONTAINS,0.1535,1911,1921
MB015001_1911,MB161001_1921,CONTAINS,0.0772,1911,1921
MB015001_1911,MB162006_1921,CONTAINS,0.0774,1911,1921
MB015001_1911,MB161004_1921,CONTAINS,0.0776,1911,1921
MB015001_1911,MB162007_1921,CONTAINS,0.1114,1911,1921
MB015001_1911,MB162001_1921,CONTAINS,0.0771,1911,1921
MB015001_1911,MB162005_1921,CONTAINS,0.1544,1911,1921
MB015002_1911,MB162008_1921,WITHIN,0.2146,1911,1921
MB015003_1911,MB162008_1921,WITHIN,0.7854,1911,1921
MB015010_1911,MB162003_1921,WITHIN,0.0023,1911,1921
MB016001_1911,MB166004_1921,CONTAINS,0.0533,1911,1921
MB016001_1911,MB166010_1921,CONTAINS,0.0388,1911,1921
MB016001_1911,MB166006_1921,CONTAINS,0.0213,1911,1921
MB016001_1911,MB167006_1921,CONTAINS,0.0256,1911,1921
MB016001_1911,MB167005_1921,CONTAINS,0.0276,1911,1921
MB016001_1911,MB168002_1921,CONTAINS,0.0389,1911,1921
MB016001_1911,MB167001_1921,CONTAINS,0.0635,1911,1921
MB016002_1911,MB164008_1921,CONTAINS,0.318,1911,1921
MB016005_1911,MB169004_1921,CONTAINS,0.0946,1911,1921
MB017001_1911,MB156005_1921,CONTAINS,0.2175,1911,1921
MB017001_1911,MB156007_1921,CONTAINS,0.1959,1911,1921
MB017001_1911,MB157004_1921,CONTAINS,0.2571,1911,1921
MB017001_1911,MB157003_1921,CONTAINS,0.2197,1911,1921
MB018001_1911,MB157002_1921,CONTAINS,0.0962,1911,1921
MB018001_1911,MB160003_1921,CONTAINS,0.0966,1911,1921
MB018001_1911,MB160006_1921,CONTAINS,0.1209,1911,1921
MB018001_1911,MB161006_1921,CONTAINS,0.0754,1911,1921
MB018001_1911,MB160005_1921,CONTAINS,0.1013,1911,1921
MB018001_1911,MB161008_1921,CONTAINS,0.0753,1911,1921
MB018001_1911,MB161009_1921,CONTAINS,0.0003,1911,1921
MB018001_1911,MB163009_1921,CONTAINS,0.1306,1911,1921
MB018005_1911,MB160007_1921,WITHIN,0.013,1911,1921
MB018006_1911,MB160015_1921,WITHIN,0.2998,1911,1921
MB018009_1911,MB163007_1921,CONTAINS,0.4605,1911,1921
MB018013_1911,MB161008_1921,WITHIN,0.0036,1911,1921
MB018014_1911,MB161008_1921,WITHIN,0.0036,1911,1921
MB018015_1911,MB156006_1921,WITHIN,0.0054,1911,1921
MB018016_1911,MB166009_1921,WITHIN,0.0028,1911,1921
MB018999_1911,MB166009_1921,WITHIN,0.1026,1911,1921
MB019001_1911,MB165010_1921,CONTAINS,0.0319,1911,1921
MB019001_1911,MB165011_1921,CONTAINS,0.0478,1911,1921
MB019001_1911,MB165003_1921,CONTAINS,0.0481,1911,1921
MB019001_1911,MB165006_1921,CONTAINS,0.0478,1911,1921
MB019001_1911,MB165008_1921,CONTAINS,0.0694,1911,1921
MB019001_1911,MB165009_1921,CONTAINS,0.0319,1911,1921
MB019001_1911,MB165001_1921,CONTAINS,0.0478,1911,1921
MB019001_1911,MB165007_1921,CONTAINS,0.0431,1911,1921
MB019001_1911,MB165004_1921,CONTAINS,0.0319,1911,1921
MB019001_1911,MB165013_1921,CONTAINS,0.0461,1911,1921
MB019001_1911,MB165012_1921,CONTAINS,0.0481,1911,1921
MB019001_1911,MB165002_1921,CONTAINS,0.0714,1911,1921
MB019001_1911,MB165005_1921,CONTAINS,0.0478,1911,1921
MB019001_1911,MB165018_1921,CONTAINS,0.0002,1911,1921
MB019001_1911,MB168017_1921,CONTAINS,0.0002,1911,1921
MB019001_1911,MB168014_1921,CONTAINS,0.0002,1911,1921
MB019001_1911,MB168005_1921,CONTAINS,0.058,1911,1921
MB019001_1911,MB168009_1921,CONTAINS,0.0449,1911,1921
MB019001_1911,MB168006_1921,CONTAINS,0.0475,1911,1921
MB019001_1911,MB168007_1921,CONTAINS,0.0479,1911,1921
MB019001_1911,MB168016_1921,CONTAINS,0.0002,1911,1921
MB019001_1911,MB168008_1921,CONTAINS,0.0633,1911,1921
MB019002_1911,MB165014_1921,CONTAINS,0.5069,1911,1921
MB020001_1911,MB161003_1921,CONTAINS,0.1499,1911,1921
MB020001_1911,MB161005_1921,CONTAINS,0.1568,1911,1921
MB020001_1911,MB161002_1921,CONTAINS,0.1632,1911,1921
MB020001_1911,MB164003_1921,CONTAINS,0.0758,1911,1921
MB020002_1911,MB160007_1921,WITHIN,0.013,1911,1921
MB020003_1911,MB160010_1921,CONTAINS,0.6479,1911,1921
MB021001_1911,MB155004_1921,CONTAINS,0.0965,1911,1921
MB021001_1911,MB155007_1921,CONTAINS,0.1286,1911,1921
MB021001_1911,MB156010_1921,CONTAINS,0.0004,1911,1921
MB021001_1911,MB156009_1921,CONTAINS,0.0035,1911,1921
MB021001_1911,MB156012_1921,CONTAINS,0.0003,1911,1921
MB021001_1911,MB155003_1921,CONTAINS,0.0959,1911,1921
MB021001_1911,MB155002_1921,CONTAINS,0.0849,1911,1921
MB021001_1911,MB155008_1921,CONTAINS,0.0641,1911,1921
MB021001_1911,MB160012_1921,CONTAINS,0.0054,1911,1921
MB021009_1911,MB156001_1921,WITHIN,0.0326,1911,1921
MB021011_1911,MB156001_1921,WITHIN,0.0748,1911,1921
MB021012_1911,MB156003_1921,WITHIN,0.0053,1911,1921
MB022001_1911,MB159014_1921,CONTAINS,0.0002,1911,1921
MB022001_1911,MB159001_1921,CONTAINS,0.0584,1911,1921
MB022001_1911,MB163003_1921,CONTAINS,0.094,1911,1921
MB022001_1911,MB166008_1921,CONTAINS,0.0659,1911,1921
MB022001_1911,MB166007_1921,CONTAINS,0.0657,1911,1921
MB022001_1911,MB159008_1921,CONTAINS,0.015,1911,1921
MB022002_1911,MB163002_1921,CONTAINS,0.4949,1911,1921
MB022005_1911,MB159006_1921,CONTAINS,0.4445,1911,1921
MB022007_1911,MB159011_1921,CONTAINS,0.8556,1911,1921
MB022008_1911,MB170002_1921,WITHIN,0.0469,1911,1921
MB022010_1911,MB160013_1921,WITHIN,0.0688,1911,1921
MB023001_1911,MB157006_1921,CONTAINS,0.0754,1911,1921
MB023001_1911,MB157008_1921,CONTAINS,0.0952,1911,1921
MB023001_1911,MB158008_1921,CONTAINS,0.0782,1911,1921
MB023001_1911,MB158003_1921,CONTAINS,0.0782,1911,1921
MB023001_1911,MB158002_1921,CONTAINS,0.0779,1911,1921
MB023001_1911,MB158005_1921,CONTAINS,0.0782,1911,1921
MB023001_1911,MB157001_1921,CONTAINS,0.0818,1911,1921
MB023001_1911,MB157007_1921,CONTAINS,0.0524,1911,1921
MB023001_1911,MB157005_1921,CONTAINS,0.0598,1911,1921
MB023001_1911,MB158007_1921,CONTAINS,0.059,1911,1921
MB023001_1911,MB158004_1921,CONTAINS,0.0779,1911,1921
MB023001_1911,MB158001_1921,CONTAINS,0.0782,1911,1921
MB023999_1911,MB158006_1921,WITHIN,0.0828,1911,1921
MB024001_1911,MB160013_1921,WITHIN,0.3397,1911,1921
NB025002_1911,NB023013_1921,CONTAINS,0.0184,1911,1921
NB025011_1911,NB023012_1921,CONTAINS,0.0048,1911,1921
NB027001_1911,NB025010_1921,CONTAINS,0.0023,1911,1921
NB029009_1911,NB027018_1921,CONTAINS,0.0193,1911,1921
NB029024_1911,NB022005_1921,WITHIN,0.008,1911,1921
NB030001_1911,NB029001_1921,CONTAINS,0.9478,1911,1921
NB031006_1911,NB031007_1921,CONTAINS,0.6505,1911,1921
NB031006_1911,NB031006_1921,CONTAINS,0.3495,1911,1921
NB032006_1911,NB032005_1921,WITHIN,0.0289,1911,1921
NB032007_1911,NB032005_1921,WITHIN,0.0098,1911,1921
NB032008_1911,NB032005_1921,WITHIN,0.0325,1911,1921
NB032009_1911,NB032005_1921,WITHIN,0.0147,1911,1921
NB032010_1911,NB032005_1921,WITHIN,0.0113,1911,1921
NB032011_1911,NB032005_1921,WITHIN,0.0292,1911,1921
NB032012_1911,NB032005_1921,WITHIN,0.0258,1911,1921
NB032013_1911,NB032005_1921,WITHIN,0.0175,1911,1921
NB032014_1911,NB032005_1921,WITHIN,0.0112,1911,1921
NB032015_1911,NB032005_1921,WITHIN,0.7348,1911,1921
NB032016_1911,NB032005_1921,WITHIN,0.017,1911,1921
NB032017_1911,NB032005_1921,WITHIN,0.0584,1911,1921
NB032018_1911,NB032005_1921,WITHIN,0.0089,1911,1921
NB033002_1911,NB033008_1921,CONTAINS,0.001,1911,1921
NB034001_1911,NB034001_1921,CONTAINS,0.9497,1911,1921
NB034001_1911,NB034010_1921,CONTAINS,0.0503,1911,1921
NB034007_1911,NB028008_1921,WITHIN,0.0072,1911,1921
NB034010_1911,NB034009_1921,CONTAINS,0.0105,1911,1921
NB034013_1911,NB028002_1921,CONTAINS,0.0079,1911,1921
NB034017_1911,NB028014_1921,CONTAINS,0.0155,1911,1921
NB034018_1911,NB034007_1921,CONTAINS,0.8688,1911,1921
NB034018_1911,NB028012_1921,CONTAINS,0.1312,1911,1921
NB035002_1911,NB035008_1921,CONTAINS,0.0015,1911,1921
NB035003_1911,NB035012_1921,CONTAINS,0.0033,1911,1921
NB035007_1911,NB035013_1921,CONTAINS,0.0112,1911,1921
NB035011_1911,NB035002_1921,WITHIN,0.0084,1911,1921
NB036005_1911,NB036015_1921,CONTAINS,0.0064,1911,1921
NB036012_1911,NB036017_1921,CONTAINS,0.0015,1911,1921
NS037001_1911,NS004001_1921,CONTAINS,0.9346,1911,1921
NS037012_1911,NS004012_1921,CONTAINS,0.9375,1911,1921
NS037012_1911,NS004006_1921,CONTAINS,0.0625,1911,1921
NS038006_1911,NS005018_1921,CONTAINS,0.0282,1911,1921
NS038014_1911,NS005014_1921,CONTAINS,0.4996,1911,1921
NS038014_1911,NS005013_1921,CONTAINS,0.5004,1911,1921
NS039007_1911,NS020006_1921,CONTAINS,0.4518,1911,1921
NS039007_1911,NS006002_1921,CONTAINS,0.5482,1911,1921
NS039009_1911,NS006003_1921,CONTAINS,0.8355,1911,1921
NS039013_1911,NS006006_1921,CONTAINS,0.8902,1911,1921
NS039017_1911,NS020011_1921,CONTAINS,0.9341,1911,1921
NS040012_1911,NS006032_1921,CONTAINS,0.0253,1911,1921
NS041002_1911,NS007024_1921,CONTAINS,0.0187,1911,1921
NS042019_1911,NS008029_1921,CONTAINS,0.0095,1911,1921
NS043003_1911,NS009005_1921,CONTAINS,0.3272,1911,1921
NS043003_1911,NS009003_1921,CONTAINS,0.6728,1911,1921
