from,to,iou
ON096008_1911,ON128019_1921,1.0
ON096009_1911,ON128021_1921,1.0
ON097001_1911,ON128003_1921,1.0
ON097002_1911,ON128004_1921,1.0
ON097003_1911,ON128006_1921,1.0
ON097004_1911,ON128010_1921,1.0
ON097005_1911,ON128012_1921,1.0
ON097006_1911,ON128018_1921,1.0
ON097007_1911,ON128020_1921,1.0
ON097008_1911,ON128022_1921,1.0
ON097009_1911,ON128023_1921,1.0
ON098001_1911,ON129001_1921,1.0
ON098002_1911,ON129002_1921,1.0
ON098003_1911,ON129003_1921,1.0
ON098004_1911,ON129004_1921,1.0
ON098005_1911,ON129005_1921,1.0
ON098006_1911,ON129006_1921,1.0
ON098007_1911,ON129007_1921,0.9885
ON098009_1911,ON129010_1921,1.0
ON098010_1911,ON129009_1921,1.0
ON098012_1911,ON129012_1921,1.0
ON098013_1911,ON129013_1921,1.0
ON098014_1911,ON129014_1921,1.0
ON098015_1911,ON129015_1921,1.0
ON098016_1911,ON129016_1921,1.0
ON098017_1911,ON129017_1921,1.0
ON098018_1911,ON129018_1921,1.0
ON098019_1911,ON129019_1921,1.0
ON098020_1911,ON129020_1921,1.0
ON098021_1911,ON129021_1921,1.0
ON099001_1911,ON130001_1921,1.0
ON099006_1911,ON130004_1921,1.0
ON099007_1911,ON148010_1921,1.0
ON099008_1911,ON130007_1921,1.0
ON099009_1911,ON148013_1921,1.0
ON099010_1911,ON148015_1921,1.0
ON099012_1911,ON130012_1921,1.0
ON099016_1911,ON148026_1921,1.0
ON099017_1911,ON148027_1921,0.9992
ON099019_1911,ON148030_1921,0.9866
ON099020_1911,ON148031_1921,1.0
ON099021_1911,ON148032_1921,1.0
ON099022_1911,ON130018_1921,1.0
ON099024_1911,ON130019_1921,1.0
ON099025_1911,ON130020_1921,1.0
ON099026_1911,ON130021_1921,1.0
ON099028_1911,ON148038_1921,1.0
ON099029_1911,ON148039_1921,1.0
ON099030_1911,ON148040_1921,1.0
ON099032_1911,ON148042_1921,1.0
ON099035_1911,ON130023_1921,1.0
ON099038_1911,ON148044_1921,1.0
ON099039_1911,ON148047_1921,1.0
ON099040_1911,ON148049_1921,1.0
ON099043_1911,ON130026_1921,1.0
ON099046_1911,ON130028_1921,1.0
ON099049_1911,ON148055_1921,1.0
ON099051_1911,ON148058_1921,1.0
ON099053_1911,ON148059_1921,1.0
ON099054_1911,ON148062_1921,1.0
ON099055_1911,ON148063_1921,1.0
ON099057_1911,ON130035_1921,1.0
ON099058_1911,ON130036_1921,1.0
ON099059_1911,ON148068_1921,1.0
ON099061_1911,ON148074_1921,1.0
ON099062_1911,ON130039_1921,1.0
ON099063_1911,ON148075_1921,1.0
ON099065_1911,ON130041_1921,1.0
ON099066_1911,ON148078_1921,1.0
ON099071_1911,ON148083_1921,1.0
ON099075_1911,ON148085_1921,1.0
ON099076_1911,ON148086_1921,1.0
ON099077_1911,ON148087_1921,1.0
ON099078_1911,ON148091_1921,1.0
ON099079_1911,ON130042_1921,1.0
ON099080_1911,ON130043_1921,1.0
ON099082_1911,ON148092_1921,1.0
ON099083_1911,ON148093_1921,1.0
ON099085_1911,ON148098_1921,1.0
ON099086_1911,ON130045_1921,1.0
ON099088_1911,ON148105_1921,1.0
ON099090_1911,ON148106_1921,1.0
ON099092_1911,ON148110_1921,1.0
ON099093_1911,ON148112_1921,1.0
ON099094_1911,ON130046_1921,1.0
ON099096_1911,ON130047_1921,1.0
ON099101_1911,ON148124_1921,1.0
ON100001_1911,ON131001_1921,1.0
ON100002_1911,ON131002_1921,1.0
ON100003_1911,ON131003_1921,1.0
ON100004_1911,ON131004_1921,1.0
ON100005_1911,ON131005_1921,1.0
ON100006_1911,ON131006_1921,1.0
ON100007_1911,ON131007_1921,1.0
ON100008_1911,ON131008_1921,1.0
ON100009_1911,ON131009_1921,1.0
ON100010_1911,ON131010_1921,1.0
ON100011_1911,ON131011_1921,1.0
ON100012_1911,ON131012_1921,1.0
ON100013_1911,ON131013_1921,1.0
ON101001_1911,ON132002_1921,1.0
ON101002_1911,ON132003_1921,1.0
ON101004_1911,ON132008_1921,1.0
ON101005_1911,ON132009_1921,1.0
ON101006_1911,ON132011_1921,1.0
ON101007_1911,ON132013_1921,1.0
ON101008_1911,ON132014_1921,1.0
ON101009_1911,ON132015_1921,1.0
ON102002_1911,ON132004_1921,1.0
ON102003_1911,ON132005_1921,1.0
ON102004_1911,ON132012_1921,1.0
ON103001_1911,ON133001_1921,1.0
ON103002_1911,ON133002_1921,1.0
ON103003_1911,ON133004_1921,1.0
ON103004_1911,ON133006_1921,1.0
ON103005_1911,ON133008_1921,1.0
ON103006_1911,ON133009_1921,1.0
ON103008_1911,ON133015_1921,1.0
ON103009_1911,ON133016_1921,1.0
ON104001_1911,ON133003_1921,1.0
ON104002_1911,ON133005_1921,1.0
ON104003_1911,ON133007_1921,1.0
ON104004_1911,ON133010_1921,1.0
ON104007_1911,ON133014_1921,1.0
ON104008_1911,ON133017_1921,1.0
ON106001_1911,ON134001_1921,0.9833
ON106002_1911,ON134002_1921,1.0
ON106003_1911,ON134004_1921,1.0
ON106004_1911,ON134010_1921,1.0
ON106005_1911,ON134011_1921,1.0
ON106007_1911,ON134015_1921,1.0
ON107001_1911,ON134003_1921,1.0
ON107002_1911,ON134005_1921,1.0
ON107003_1911,ON134006_1921,1.0
ON107004_1911,ON134007_1921,0.9828
ON107005_1911,ON134008_1921,1.0
ON107006_1911,ON134009_1921,0.9915
ON107007_1911,ON134013_1921,1.0
ON107008_1911,ON134014_1921,1.0
ON107009_1911,ON134016_1921,1.0
ON108001_1911,ON135001_1921,1.0
ON108002_1911,ON135002_1921,1.0
ON108003_1911,ON135004_1921,1.0
ON108004_1911,ON135005_1921,1.0
ON108005_1911,ON135006_1921,1.0
ON108006_1911,ON135007_1921,0.9875
ON108007_1911,ON135008_1921,1.0
ON108009_1911,ON135011_1921,1.0
ON108010_1911,ON135012_1921,1.0
ON108011_1911,ON135013_1921,1.0
ON108012_1911,ON135014_1921,1.0
ON108013_1911,ON135015_1921,1.0
ON108014_1911,ON135016_1921,1.0
ON108015_1911,ON135017_1921,1.0
ON108016_1911,ON135018_1921,1.0
ON108018_1911,ON135022_1921,1.0
ON108019_1911,ON135023_1921,1.0
ON108020_1911,ON135024_1921,1.0
ON108021_1911,ON135025_1921,1.0
ON108022_1911,ON135026_1921,1.0
ON108023_1911,ON135032_1921,1.0
ON108024_1911,ON135027_1921,1.0
ON108025_1911,ON135028_1921,1.0
ON108026_1911,ON135029_1921,1.0
ON108027_1911,ON135030_1921,1.0
ON108028_1911,ON135031_1921,1.0
ON108029_1911,ON135033_1921,1.0
ON108030_1911,ON135034_1921,1.0
ON108031_1911,ON135035_1921,1.0
ON108032_1911,ON135036_1921,1.0
ON108033_1911,ON135037_1921,1.0
ON108034_1911,ON135038_1921,1.0
ON108035_1911,ON135039_1921,1.0
ON108036_1911,ON135040_1921,1.0
ON108038_1911,ON135042_1921,1.0
ON108039_1911,ON135043_1921,1.0
ON109001_1911,ON136001_1921,1.0
ON109002_1911,ON136002_1921,1.0
ON109003_1911,ON136003_1921,1.0
ON109004_1911,ON136004_1921,0.991
ON109005_1911,ON136005_1921,1.0
ON109006_1911,ON136006_1921,1.0
ON109007_1911,ON136007_1921,1.0
ON109008_1911,ON136009_1921,1.0
ON110001_1911,ON137003_1921,0.9891
ON110002_1911,ON137005_1921,0.991
ON110003_1911,ON137006_1921,1.0
ON110004_1911,ON137010_1921,1.0
ON110005_1911,ON137011_1921,1.0
ON110007_1911,ON137013_1921,1.0
ON110008_1911,ON137016_1921,1.0
ON111001_1911,ON137001_1921,1.0
ON111002_1911,ON137002_1921,0.9964
ON111003_1911,ON137004_1921,0.9869
ON111004_1911,ON137007_1921,1.0
ON111005_1911,ON137008_1921,1.0
ON111006_1911,ON137009_1921,1.0
ON111007_1911,ON137014_1921,1.0
ON111008_1911,ON137015_1921,1.0
ON112001_1911,ON138001_1921,1.0
ON112002_1911,ON138002_1921,1.0
ON112003_1911,ON138003_1921,1.0
ON112004_1911,ON138004_1921,1.0
ON112005_1911,ON138006_1921,1.0
ON112006_1911,ON138007_1921,1.0
ON112007_1911,ON138008_1921,1.0
ON112008_1911,ON138012_1921,1.0
ON112010_1911,ON138018_1921,1.0
ON113001_1911,ON138005_1921,1.0
ON113002_1911,ON138009_1921,1.0
ON113003_1911,ON138010_1921,1.0
ON113004_1911,ON138011_1921,1.0
ON113005_1911,ON138013_1921,0.9902
ON114001_1911,ON139001_1921,1.0
ON114002_1911,ON139002_1921,1.0
ON114003_1911,ON139003_1921,0.9948
ON114004_1911,ON139004_1921,0.9902
ON114005_1911,ON139005_1921,1.0
ON114006_1911,ON139006_1921,1.0
ON114007_1911,ON139007_1921,1.0
ON114008_1911,ON139008_1921,1.0
ON114009_1911,ON139009_1921,1.0
ON114010_1911,ON139010_1921,1.0
ON115002_1911,ON140002_1921,1.0
ON115003_1911,ON140003_1921,0.9841
ON115004_1911,ON140004_1921,1.0
ON115006_1911,ON140006_1921,1.0
ON115008_1911,ON140008_1921,1.0
ON115009_1911,ON140009_1921,1.0
ON115010_1911,ON140010_1921,1.0
ON116001_1911,ON142002_1921,1.0
ON116004_1911,ON142007_1921,1.0
ON116005_1911,ON142010_1921,1.0
ON116008_1911,ON142022_1921,1.0
ON116010_1911,ON142027_1921,1.0
ON116011_1911,ON142028_1921,1.0
ON116012_1911,ON142031_1921,1.0
ON116013_1911,ON142032_1921,1.0
ON117001_1911,ON142001_1921,1.0
ON117003_1911,ON142008_1921,1.0
ON117004_1911,ON142009_1921,1.0
ON117006_1911,ON142013_1921,0.991
ON117007_1911,ON142014_1921,1.0
ON117008_1911,ON142015_1921,1.0
ON117009_1911,ON142017_1921,1.0
ON117010_1911,ON142019_1921,1.0
ON117011_1911,ON142021_1921,0.99
ON117013_1911,ON142026_1921,1.0
ON117014_1911,ON142029_1921,1.0
ON117016_1911,ON142038_1921,1.0
ON118001_1911,ON143001_1921,1.0
ON118002_1911,ON143002_1921,1.0
ON118003_1911,ON143003_1921,1.0
ON118006_1911,ON143004_1921,1.0
ON118008_1911,ON143005_1921,1.0
ON118009_1911,ON143006_1921,1.0
ON119001_1911,ON144006_1921,1.0
ON119002_1911,ON144007_1921,1.0
ON119004_1911,ON144012_1921,0.9887
ON119005_1911,ON144014_1921,1.0
ON119006_1911,ON144021_1921,1.0
ON119007_1911,ON144022_1921,1.0
ON119008_1911,ON144023_1921,1.0
ON119009_1911,ON144027_1921,1.0
ON119010_1911,ON144031_1921,1.0
ON120001_1911,ON144003_1921,1.0
ON120002_1911,ON144008_1921,1.0
ON120003_1911,ON144010_1921,1.0
ON120004_1911,ON144011_1921,1.0
ON120005_1911,ON144016_1921,1.0
ON120006_1911,ON144020_1921,1.0
ON120007_1911,ON144024_1921,1.0
ON120008_1911,ON144028_1921,1.0
ON121001_1911,ON144001_1921,1.0
ON121002_1911,ON144002_1921,1.0
ON121003_1911,ON144004_1921,0.9886
ON121004_1911,ON144005_1921,0.9913
ON121005_1911,ON144013_1921,1.0
ON121006_1911,ON144015_1921,1.0
ON121007_1911,ON144018_1921,1.0
ON121009_1911,ON144025_1921,1.0
ON121010_1911,ON144026_1921,1.0
ON121011_1911,ON144030_1921,1.0
ON122001_1911,ON145001_1921,1.0
ON122002_1911,ON145002_1921,1.0
ON122003_1911,ON145003_1921,1.0
ON122004_1911,ON145004_1921,1.0
ON122005_1911,ON145005_1921,1.0
ON122006_1911,ON145006_1921,1.0
ON123001_1911,ON141001_1921,1.0
ON123003_1911,ON141002_1921,1.0
ON123004_1911,ON141003_1921,1.0
ON123005_1911,ON141004_1921,1.0
ON123006_1911,ON147001_1921,1.0
ON123007_1911,ON141005_1921,1.0
ON123009_1911,ON141006_1921,1.0
ON123011_1911,ON141007_1921,1.0
ON123012_1911,ON147002_1921,0.9946
ON123013_1911,ON147003_1921,1.0
ON123014_1911,ON141008_1921,1.0
ON123015_1911,ON141009_1921,1.0
ON123016_1911,ON141010_1921,1.0
ON123018_1911,ON141012_1921,1.0
ON123019_1911,ON141013_1921,1.0
ON123020_1911,ON141014_1921,1.0
ON123021_1911,ON147004_1921,1.0
ON123024_1911,ON147006_1921,1.0
ON123030_1911,ON141018_1921,1.0
ON123036_1911,ON147008_1921,1.0
ON123037_1911,ON141020_1921,1.0
ON123038_1911,ON147011_1921,1.0
ON123041_1911,ON147013_1921,1.0
ON123042_1911,ON147010_1921,1.0
ON123043_1911,ON141022_1921,1.0
ON123046_1911,ON141024_1921,1.0
ON123047_1911,ON141025_1921,1.0
ON123050_1911,ON147014_1921,1.0
ON123051_1911,ON141027_1921,1.0
ON123052_1911,ON147015_1921,1.0
ON123053_1911,ON147016_1921,1.0
ON123054_1911,ON147017_1921,0.9943
ON123055_1911,ON147018_1921,0.9864
ON123056_1911,ON147019_1921,1.0
ON123057_1911,ON141028_1921,1.0
ON123059_1911,ON147020_1921,1.0
ON129001_1911,ON116001_1921,1.0
ON129002_1911,ON149001_1921,1.0
ON129004_1911,ON149002_1921,1.0
ON129005_1911,ON116003_1921,1.0
ON129006_1911,ON149003_1921,1.0
ON129007_1911,ON149004_1921,1.0
ON129008_1911,ON116004_1921,1.0
ON129009_1911,ON116005_1921,0.9857
ON129010_1911,ON149005_1921,1.0
ON129011_1911,ON149006_1921,1.0
ON129012_1911,ON149007_1921,0.9911
ON129013_1911,ON116006_1921,1.0
ON129014_1911,ON116007_1921,1.0
ON129015_1911,ON116008_1921,1.0
ON129016_1911,ON116009_1921,1.0
ON129017_1911,ON116011_1921,1.0
ON129019_1911,ON149008_1921,1.0
ON129021_1911,ON116012_1921,1.0
ON129022_1911,ON149009_1921,1.0
ON129024_1911,ON116014_1921,1.0
ON129025_1911,ON116015_1921,1.0
ON129026_1911,ON116016_1921,1.0
ON129027_1911,ON149010_1921,1.0
ON130002_1911,ON150003_1921,1.0
ON130003_1911,ON150005_1921,1.0
ON130006_1911,ON150012_1921,1.0
ON131001_1911,ON150001_1921,1.0
ON131003_1911,ON150004_1921,1.0
ON131005_1911,ON150008_1921,1.0
ON131006_1911,ON150009_1921,1.0
ON131007_1911,ON150011_1921,1.0
ON131008_1911,ON150013_1921,1.0
ON132002_1911,ON151002_1921,1.0
ON132003_1911,ON151003_1921,0.9816
ON132004_1911,ON151004_1921,0.9878
ON132005_1911,ON151005_1921,1.0
ON132006_1911,ON151006_1921,0.9861
ON132007_1911,ON151007_1921,1.0
ON132008_1911,ON151008_1921,1.0
ON132009_1911,ON151009_1921,1.0
ON132010_1911,ON151013_1921,1.0
ON132011_1911,ON151010_1921,1.0
ON132013_1911,ON151014_1921,1.0
ON132014_1911,ON151016_1921,1.0
ON132015_1911,ON151012_1921,1.0
ON133001_1911,ON152001_1921,1.0
ON133002_1911,ON152004_1921,1.0
ON133003_1911,ON152006_1921,1.0
ON133004_1911,ON152007_1921,1.0
ON133005_1911,ON152008_1921,1.0
ON133006_1911,ON152010_1921,1.0
ON133007_1911,ON152014_1921,1.0
ON133008_1911,ON152015_1921,1.0
ON133009_1911,ON152016_1921,1.0
ON133010_1911,ON152017_1921,1.0
ON133011_1911,ON152018_1921,1.0
ON133012_1911,ON152019_1921,1.0
ON134001_1911,ON152002_1921,1.0
ON134002_1911,ON152003_1921,1.0
ON134003_1911,ON152005_1921,1.0
ON134004_1911,ON152009_1921,1.0
ON134005_1911,ON152011_1921,1.0
ON134006_1911,ON152012_1921,1.0
ON134007_1911,ON152013_1921,1.0
ON134008_1911,ON152020_1921,1.0
ON134009_1911,ON152021_1921,1.0
ON134010_1911,ON152022_1921,1.0
ON135001_1911,ON153001_1921,1.0
ON135003_1911,ON153003_1921,1.0
ON135004_1911,ON153004_1921,1.0
ON135005_1911,ON153005_1921,1.0
ON135006_1911,ON153006_1921,1.0
ON135007_1911,ON153007_1921,1.0
ON135008_1911,ON153008_1921,1.0
ON135010_1911,ON153010_1921,1.0
ON135011_1911,ON153011_1921,1.0
ON136002_1911,ON154006_1921,1.0
ON136003_1911,ON154007_1921,1.0
ON136004_1911,ON154008_1921,1.0
ON136005_1911,ON154019_1921,1.0
ON136007_1911,ON154020_1921,1.0
ON136009_1911,ON154023_1921,1.0
ON137002_1911,ON154003_1921,1.0
ON137003_1911,ON154004_1921,1.0
ON137004_1911,ON154005_1921,1.0
ON137005_1911,ON154009_1921,1.0
ON137006_1911,ON154012_1921,1.0
ON137007_1911,ON154015_1921,1.0
ON137008_1911,ON154018_1921,1.0
ON137009_1911,ON154021_1921,1.0
ON137010_1911,ON154022_1921,1.0
PE139001_1911,PE001001_1921,1.0
PE139002_1911,PE001002_1921,0.991
PE139003_1911,PE001003_1921,1.0
PE139004_1911,PE001004_1921,1.0
PE139005_1911,PE001005_1921,1.0
PE139006_1911,PE001006_1921,1.0
PE139007_1911,PE001007_1921,1.0
PE139008_1911,PE001008_1921,1.0
PE139009_1911,PE001009_1921,1.0
PE139010_1911,PE001010_1921,1.0
PE139011_1911,PE001011_1921,1.0
PE139012_1911,PE001012_1921,1.0
PE139014_1911,PE001014_1921,1.0
PE139015_1911,PE001015_1921,1.0
PE139016_1911,PE001016_1921,1.0
PE139017_1911,PE001017_1921,1.0
PE139018_1911,PE001018_1921,1.0
PE139019_1911,PE001019_1921,1.0
PE139020_1911,PE001020_1921,1.0
PE139021_1911,PE001021_1921,1.0
PE139022_1911,PE001023_1921,1.0
PE139023_1911,PE001025_1921,1.0
PE140001_1911,PE002001_1921,1.0
PE140002_1911,PE002002_1921,1.0
PE140003_1911,PE002003_1921,1.0
PE140005_1911,PE002005_1921,1.0
PE140006_1911,PE002006_1921,1.0
PE140007_1911,PE002007_1921,1.0
PE140008_1911,PE002008_1921,1.0
PE140009_1911,PE002009_1921,1.0
PE140010_1911,PE002010_1921,1.0
PE140011_1911,PE002011_1921,1.0
PE140013_1911,PE002013_1921,1.0
PE140014_1911,PE002014_1921,1.0
PE140015_1911,PE002015_1921,1.0
PE140016_1911,PE002016_1921,1.0
PE140017_1911,PE002017_1921,1.0
PE140018_1911,PE002018_1921,1.0
PE140020_1911,PE002020_1921,1.0
PE140021_1911,PE002021_1921,1.0
PE140022_1911,PE002022_1921,1.0
PE140023_1911,PE002023_1921,1.0
PE140024_1911,PE002027_1921,1.0
PE141001_1911,PE003001_1921,1.0
PE141002_1911,PE003002_1921,1.0
PE141003_1911,PE003003_1921,1.0
PE141004_1911,PE003004_1921,1.0
PE141005_1911,PE003005_1921,1.0
PE141006_1911,PE003006_1921,1.0
PE141007_1911,PE003007_1921,1.0
PE141008_1911,PE003008_1921,1.0
PE141009_1911,PE003009_1921,1.0
PE141010_1911,PE003010_1921,1.0
PE141011_1911,PE003011_1921,1.0
PE141012_1911,PE003012_1921,1.0
PE141013_1911,PE003013_1921,0.9939
PE141014_1911,PE003014_1921,1.0
PE141015_1911,PE003015_1921,1.0
PE141016_1911,PE003016_1921,1.0
PE141017_1911,PE003017_1921,1.0
PE141018_1911,PE003018_1921,1.0
PE141019_1911,PE003019_1921,1.0
PE141020_1911,PE003020_1921,1.0
PE141021_1911,PE003021_1921,1.0
PE141022_1911,PE003022_1921,1.0
PE141023_1911,PE003023_1921,1.0
PE141024_1911,PE003025_1921,1.0
NL999999_1911,NL001999_1921,1.0
YT217002_1911,YT219002_1921,1.0
YT217003_1911,YT219003_1921,1.0
ON103007_1911,ON133013_1921,1.0
ON137001_1911,ON154002_1921,1.0
NL998999_1911,NL998999_1921,1.0
QC142001_1911,QC037001_1921,1.0
QC142002_1911,QC037002_1921,1.0
QC142003_1911,QC037003_1921,1.0
QC142004_1911,QC037004_1921,0.9873
QC142005_1911,QC037005_1921,1.0
QC142006_1911,QC037009_1921,1.0
QC142007_1911,QC037006_1921,1.0
QC142008_1911,QC037008_1921,1.0
QC142009_1911,QC037010_1921,1.0
QC142010_1911,QC037011_1921,1.0
QC142011_1911,QC037012_1921,1.0
QC142014_1911,QC037016_1921,1.0
QC142015_1911,QC037017_1921,1.0
QC143001_1911,QC039001_1921,1.0
QC143002_1911,QC039002_1921,1.0
QC143004_1911,QC039004_1921,1.0
QC143005_1911,QC039005_1921,1.0
QC143008_1911,QC039008_1921,1.0
QC143009_1911,QC039009_1921,1.0
QC143010_1911,QC039010_1921,1.0
QC143011_1911,QC039011_1921,1.0
QC143012_1911,QC039012_1921,1.0
QC143013_1911,QC039013_1921,1.0
QC143014_1911,QC039018_1921,1.0
QC143015_1911,QC039017_1921,1.0
QC143016_1911,QC039015_1921,1.0
QC144002_1911,QC040002_1921,1.0
QC144003_1911,QC040004_1921,1.0
QC144004_1911,QC040006_1921,1.0
QC144005_1911,QC040007_1921,0.9921
QC144006_1911,QC040008_1921,1.0
QC144007_1911,QC040009_1921,1.0
QC144011_1911,QC055010_1921,1.0
QC144022_1911,QC055014_1921,1.0
QC144023_1911,QC040017_1921,1.0
QC144026_1911,QC055015_1921,1.0
QC144027_1911,QC040018_1921,1.0
QC144030_1911,QC055016_1921,0.9976
QC144033_1911,QC040022_1921,1.0
QC144036_1911,QC040025_1921,1.0
QC144038_1911,QC040027_1921,1.0
QC145004_1911,QC041004_1921,1.0
QC145005_1911,QC041005_1921,1.0
QC145007_1911,QC041008_1921,1.0
QC146001_1911,QC042004_1921,1.0
QC146002_1911,QC042006_1921,1.0
QC146003_1911,QC042008_1921,0.9883
QC146004_1911,QC042009_1921,1.0
QC146009_1911,QC042012_1921,1.0
QC146010_1911,QC042013_1921,1.0
QC146011_1911,QC042014_1921,1.0
QC146013_1911,QC042017_1921,1.0
QC146014_1911,QC042007_1921,1.0
QC146015_1911,QC042016_1921,1.0
QC147002_1911,QC043003_1921,1.0
QC147003_1911,QC043004_1921,1.0
QC147004_1911,QC043005_1921,0.9999
QC147007_1911,QC043009_1921,1.0
QC147008_1911,QC043010_1921,1.0
QC147009_1911,QC043011_1921,1.0
QC147010_1911,QC043012_1921,1.0
QC147011_1911,QC043014_1921,1.0
QC147013_1911,QC043015_1921,1.0
QC147014_1911,QC043016_1921,1.0
QC147999_1911,QC043999_1921,1.0
QC148001_1911,QC044001_1921,1.0
QC148007_1911,QC044008_1921,1.0
QC148009_1911,QC044011_1921,1.0
QC148010_1911,QC044012_1921,1.0
QC148012_1911,QC044013_1921,1.0
QC148017_1911,QC044018_1921,1.0
QC148018_1911,QC044021_1921,1.0
QC148019_1911,QC044022_1921,1.0
QC149001_1911,QC045001_1921,1.0
QC149002_1911,QC045002_1921,1.0
QC149005_1911,QC045005_1921,1.0
QC149006_1911,QC045006_1921,1.0
QC149007_1911,QC045007_1921,1.0
QC149008_1911,QC045010_1921,1.0
QC149009_1911,QC045011_1921,1.0
QC150001_1911,QC046001_1921,1.0
QC150004_1911,QC046004_1921,1.0
QC150006_1911,QC046006_1921,1.0
QC150008_1911,QC098002_1921,1.0
QC150009_1911,QC098003_1921,1.0
QC150010_1911,QC098004_1921,1.0
QC150011_1911,QC098005_1921,1.0
QC150012_1911,QC098006_1921,1.0
QC150019_1911,QC046011_1921,1.0
QC150020_1911,QC046013_1921,1.0
QC150021_1911,QC046012_1921,1.0
QC150022_1911,QC098010_1921,1.0
QC151004_1911,QC047005_1921,1.0
QC151006_1911,QC047007_1921,1.0
QC151008_1911,QC047009_1921,1.0
QC151010_1911,QC047012_1921,1.0
QC151011_1911,QC047013_1921,1.0
QC151012_1911,QC047015_1921,0.9822
QC151013_1911,QC047016_1921,1.0
QC151014_1911,QC047017_1921,1.0
QC151016_1911,QC047019_1921,1.0
QC151018_1911,QC047021_1921,0.9899
QC151019_1911,QC047023_1921,1.0
QC151021_1911,QC047024_1921,1.0
QC151022_1911,QC047029_1921,1.0
QC151023_1911,QC047031_1921,1.0
QC151024_1911,QC047032_1921,1.0
QC152001_1911,QC048001_1921,1.0
QC152002_1911,QC048002_1921,1.0
QC152003_1911,QC048003_1921,1.0
QC152005_1911,QC048005_1921,1.0
QC152008_1911,QC048008_1921,1.0
QC152009_1911,QC048009_1921,1.0
QC152010_1911,QC048010_1921,1.0
QC152011_1911,QC048011_1921,1.0
QC152012_1911,QC048012_1921,1.0
QC152013_1911,QC048014_1921,1.0
QC152014_1911,QC048015_1921,1.0
QC152015_1911,QC048016_1921,1.0
QC152999_1911,QC048999_1921,1.0
QC153001_1911,QC049001_1921,1.0
QC153002_1911,QC049002_1921,1.0
QC153003_1911,QC049003_1921,1.0
QC153005_1911,QC049005_1921,1.0
QC153006_1911,QC049006_1921,1.0
QC153007_1911,QC049007_1921,1.0
QC153008_1911,QC049008_1921,1.0
QC153009_1911,QC049009_1921,0.9898
QC153010_1911,QC049013_1921,1.0
QC153011_1911,QC049014_1921,1.0
QC154004_1911,QC050003_1921,0.9897
QC154025_1911,QC050013_1921,1.0
QC154027_1911,QC050014_1921,1.0
QC154030_1911,QC050015_1921,1.0
QC154040_1911,QC050018_1921,1.0
QC154053_1911,QC086003_1921,0.9961
QC154063_1911,QC086004_1921,0.9967
QC154064_1911,QC086005_1921,1.0
QC154068_1911,QC086010_1921,1.0
QC155002_1911,QC051003_1921,1.0
QC155003_1911,QC055001_1921,1.0
QC155005_1911,QC051006_1921,1.0
QC155006_1911,QC051007_1921,1.0
QC155007_1911,QC051008_1921,1.0
QC155008_1911,QC051009_1921,1.0
QC155011_1911,QC051012_1921,1.0
QC155013_1911,QC051013_1921,1.0
QC155016_1911,QC055013_1921,1.0
QC155019_1911,QC055017_1921,1.0
QC155021_1911,QC051017_1921,1.0
QC155022_1911,QC051019_1921,1.0
QC155023_1911,QC051020_1921,1.0
QC155026_1911,QC051021_1921,1.0
QC155027_1911,QC051022_1921,1.0
QC156002_1911,QC052002_1921,1.0
QC156003_1911,QC052003_1921,1.0
QC156004_1911,QC052004_1921,1.0
QC156005_1911,QC052005_1921,1.0
QC156007_1911,QC052007_1921,1.0
QC156009_1911,QC052009_1921,1.0
QC156010_1911,QC052010_1921,1.0
QC156011_1911,QC052011_1921,1.0
QC156014_1911,QC052015_1921,1.0
QC157003_1911,QC053002_1921,1.0
QC157004_1911,QC053003_1921,1.0
QC157007_1911,QC053007_1921,1.0
QC157008_1911,QC053008_1921,1.0
QC157009_1911,QC053009_1921,1.0
QC157012_1911,QC053012_1921,1.0
QC157013_1911,QC053014_1921,1.0
QC157014_1911,QC053015_1921,1.0
QC157015_1911,QC053017_1921,1.0
