from,to,change_year
PLACE_QC062049,PLACE_QC165032,1901
PLACE_QC062049,PLACE_QC062067,1901
PLACE_QC076046,PLACE_QC168020,1901
PLACE_QC155008,PLACE_QC168013,1901
PLACE_QC155015,PLACE_QC163008,1901
PLACE_QC155015,PLACE_QC168012,1901
PLACE_QC155015,PLACE_QC168022,1901
PLACE_QC155015,PLACE_QC163016,1901
PLACE_QC165005,PLACE_QC165005_1901,1901
PLACE_QC171011,PLACE_QC068019,1901
PLACE_QC166013_1891,PLACE_QC171014,1901
PLACE_QC166007_1881,PLACE_QC068022,1901
PLACE_QC155006,PLACE_QC167001,1901
PLACE_QC155006,PLACE_QC167004_1901,1901
PLACE_QC168002,PLACE_QC169001,1901
PLACE_QC168016,PLACE_QC169007_1901,1901
PLACE_QC078008_1911,PLACE_QC184022,1901
PLACE_QC175014,PLACE_QC179015,1901
PLACE_QC177021,PLACE_QC079020,1901
PLACE_QC177021,PLACE_QC079001,1901
PLACE_QC180011,PLACE_QC185031,1901
PLACE_QC177006,PLACE_QC079023,1901
PLACE_QC177018,PLACE_QC079027,1901
PLACE_QC178010,PLACE_QC181009,1901
PLACE_QC178013,PLACE_QC186013,1901
PLACE_QC178013,PLACE_QC080020,1901
PLACE_QC186020,PLACE_QC080017,1901
PLACE_QC186020,PLACE_QC080034,1901
PLACE_QC192005,PLACE_QC099020,1901
PLACE_QC182005_1891,PLACE_QC099003_1901,1901
PLACE_QC182005_1891,PLACE_QC099016,1901
PLACE_QC182005_1891,PLACE_QC099001,1901
PLACE_QC182006,PLACE_QC187020,1901
PLACE_QC182006,PLACE_QC099006_1901,1901
PLACE_QC182008,PLACE_QC083017,1901
PLACE_QC182008,PLACE_QC083015,1901
PLACE_QC192017,PLACE_QC083013,1901
PLACE_QC099013_1921,PLACE_QC099021,1901
PLACE_QC099013_1921,PLACE_QC099019,1901
PLACE_QC182018,PLACE_QC187028,1901
PLACE_QC182018,PLACE_QC192022,1901
PLACE_QC183029,PLACE_QC070015,1901
PLACE_QC183017,PLACE_QC188015,1901
PLACE_QC183028,PLACE_QC193030,1901
PLACE_QC185002_1881,PLACE_QC195002,1901
PLACE_QC185002_1881,PLACE_QC091013_1901,1901
PLACE_QC185002_1881,PLACE_QC091011_1901,1901
PLACE_QC185005_1891_1891,PLACE_QC091005_1901,1901
PLACE_QC091007_1901,PLACE_QC091015_1901,1901
PLACE_QC186002,PLACE_QC092004_1901,1901
PLACE_QC092008_1911,PLACE_QC191008,1901
PLACE_QC188002,PLACE_QC192002,1901
PLACE_QC188003,PLACE_QC087005,1901
PLACE_QC188003,PLACE_QC087003,1901
PLACE_QC188011,PLACE_QC087017,1901
PLACE_QC197010_1901,PLACE_QC197018,1901
PLACE_QC197010_1901,PLACE_QC087007,1901
PLACE_QC088002,PLACE_QC088004_1901,1901
PLACE_QC191006,PLACE_QC090015,1901
PLACE_QC090008,PLACE_QC090016,1901
PLACE_QC192014_1891,PLACE_QC196013_1901,1901
PLACE_QC193003_1881,PLACE_QC202020,1901
PLACE_QC093008_1921,PLACE_QC146003_1901,1901
PLACE_QC195010,PLACE_QC097008_1901,1901
PLACE_QC195010,PLACE_QC204007,1901
PLACE_QC176999,PLACE_QC200022,1901
PLACE_QC176999,PLACE_QC160015,1901
PLACE_QC176999,PLACE_QC200026,1901
PLACE_QC176999,PLACE_QC200999,1901
PLACE_QC197005,PLACE_QC201007_1901,1901
PLACE_QC100013,PLACE_QC206013,1901
PLACE_QC197009_1891,PLACE_QC206014,1901
PLACE_QC166014_1891,PLACE_QC166016,1901
PLACE_QC175017,PLACE_QC179018,1901
PLACE_QC175017,PLACE_QC153034,1901
PLACE_QC070011,PLACE_QC193041,1901
PLACE_QC139999,PLACE_QC139999_1901,1901
PLACE_QC056019,PLACE_QC154021,1901
PLACE_QC163003,PLACE_QC168018,1901
PLACE_QC178999_1891,PLACE_QC080999_1901,1901
PLACE_QC178999_1891,PLACE_QC181022,1901
PLACE_QC179013,PLACE_QC183004,1901
PLACE_QC182001,PLACE_QC083004,1901
PLACE_QC086010,PLACE_QC149038_1901,1901
PLACE_QC086010,PLACE_QC149042,1901
PLACE_QC086010,PLACE_QC154069,1901
PLACE_QC047009_1911,PLACE_QC047010_1921,1901
PLACE_QC149999,PLACE_QC149055,1901
PLACE_QC149999,PLACE_QC149035,1901
PLACE_QC160006,PLACE_QC159005,1901
PLACE_QC177023,PLACE_QC180026,1901
PLACE_QC177023,PLACE_QC180022,1901
PLACE_MB161007,PLACE_MB015011,1911
PLACE_MB162002,PLACE_MB015007,1911
PLACE_MB162001,PLACE_MB015006,1911
PLACE_MB162004,PLACE_MB015005,1911
PLACE_MB162007,PLACE_MB015003,1911
PLACE_MB162003,PLACE_MB015010,1911
PLACE_MB162003,PLACE_MB015002,1911
PLACE_MB162005,PLACE_MB015009,1911
PLACE_MB006002,PLACE_MB015004,1911
PLACE_MB166009,PLACE_MB018999,1911
PLACE_MB166009,PLACE_MB018016,1911
PLACE_MB009028_1901,PLACE_MB016007,1911
PLACE_MB168002,PLACE_MB016006,1911
PLACE_MB156005,PLACE_MB017007,1911
PLACE_MB157003,PLACE_MB017005,1911
PLACE_MB011001,PLACE_MB018006,1911
PLACE_MB011001,PLACE_MB018004,1911
PLACE_MB011001,PLACE_MB018009,1911
PLACE_MB160003,PLACE_MB018015,1911
PLACE_MB008011,PLACE_MB020002,1911
PLACE_MB008011,PLACE_MB018005,1911
PLACE_MB008011,PLACE_MB018003,1911
PLACE_MB157002,PLACE_MB018011,1911
PLACE_MB008009,PLACE_MB018013,1911
PLACE_MB008009,PLACE_MB018014,1911
PLACE_MB165012,PLACE_MB019008,1911
PLACE_MB009017_1891,PLACE_MB019004,1911
PLACE_MB165006,PLACE_MB019006,1911
PLACE_MB168006,PLACE_MB019007,1911
PLACE_MB008004_1901,PLACE_MB020005,1911
PLACE_MB008012_1901,PLACE_MB020007,1911
PLACE_MB010007,PLACE_MB021004,1911
PLACE_MB010007,PLACE_MB021016,1911
PLACE_MB010007,PLACE_MB021002,1911
PLACE_MB010007,PLACE_MB021005,1911
PLACE_MB010007,PLACE_MB021017,1911
PLACE_MB010007,PLACE_MB021003,1911
PLACE_MB010007,PLACE_MB021006,1911
PLACE_MB156001,PLACE_MB021009,1911
PLACE_MB156001,PLACE_MB021011,1911
PLACE_MB010014,PLACE_MB021999,1911
PLACE_MB163003,PLACE_MB022012,1911
PLACE_MB011018,PLACE_MB022999,1911
PLACE_MB011018,PLACE_MB022008,1911
PLACE_MB011018,PLACE_MB022009,1911
PLACE_MB011005,PLACE_MB022010,1911
PLACE_MB011005,PLACE_MB022002,1911
PLACE_MB022003,PLACE_MB022015,1911
PLACE_MB011006,PLACE_MB022005,1911
PLACE_MB166007,PLACE_MB022014,1911
PLACE_MB157008,PLACE_MB023005,1911
PLACE_MB006017,PLACE_MB023999,1911
PLACE_MB158008,PLACE_MB023003,1911
PLACE_MB158008,PLACE_MB023007,1911
PLACE_MB158004,PLACE_MB023004,1911
PLACE_MB158002,PLACE_MB023006,1911
PLACE_MB009013_1901,PLACE_MB016004,1911
PLACE_MB156003,PLACE_MB021013,1911
PLACE_MB156003,PLACE_MB021007,1911
PLACE_MB156003,PLACE_MB021014,1911
PLACE_MB156003,PLACE_MB021008,1911
PLACE_MB156003,PLACE_MB021015,1911
PLACE_MB011015,PLACE_MB018008,1911
PLACE_MB011015,PLACE_MB018002,1911
PLACE_MB159001,PLACE_MB022013,1911
PLACE_ON092005,PLACE_ON054062,1911
PLACE_ON044038,PLACE_ON054014,1911
PLACE_ON044038,PLACE_ON054056,1911
PLACE_ON127013,PLACE_ON054057,1911
PLACE_ON092030,PLACE_ON054067,1911
PLACE_ON092042,PLACE_ON054065,1911
PLACE_ON044030,PLACE_ON102092,1911
PLACE_ON044003_1901,PLACE_ON055030,1911
PLACE_ON044003_1901,PLACE_ON102020,1911
PLACE_ON044025,PLACE_ON102108,1911
PLACE_ON044025,PLACE_ON055036,1911
PLACE_ON049002_1901,PLACE_ON104023,1911
PLACE_ON105008_1921,PLACE_ON061013,1911
PLACE_ON105008_1921,PLACE_ON061011,1911
PLACE_ON105008_1921,PLACE_ON061012,1911
PLACE_ON109001_1911,PLACE_ON109012,1911
PLACE_ON109001_1911,PLACE_ON109015,1911
PLACE_ON043013,PLACE_ON111012_1911,1911
PLACE_ON043013,PLACE_ON069004_1911,1911
PLACE_ON043013,PLACE_ON069003_1911,1911
PLACE_ON114009_1911,PLACE_ON114027,1911
PLACE_ON066008,PLACE_ON114026,1911
PLACE_ON114015,PLACE_ON114022,1911
PLACE_ON115010,PLACE_ON115016,1911
PLACE_ON071004,PLACE_ON118007,1911
PLACE_ON071004,PLACE_ON118005_1911,1911
PLACE_ON071013_1881,PLACE_ON118016,1911
PLACE_ON071016,PLACE_ON118020,1911
PLACE_ON071016,PLACE_ON118003_1911,1911
PLACE_ON071001,PLACE_ON080001_1911,1911
PLACE_ON118006_1911,PLACE_ON118028,1911
PLACE_ON122006_1911,PLACE_ON122017,1911
PLACE_ON080002_1891,PLACE_ON123013_1911,1911
PLACE_ON080002_1891,PLACE_ON123004_1911,1911
PLACE_ON083003_1901,PLACE_ON124015,1911
PLACE_ON092008,PLACE_ON130088,1911
PLACE_ON092009,PLACE_ON148196,1911
PLACE_ON092014,PLACE_ON099024,1911
PLACE_ON092014,PLACE_ON148086,1911
PLACE_ON092014,PLACE_ON148027,1911
PLACE_ON092014,PLACE_ON099057,1911
PLACE_ON092015,PLACE_ON130023,1911
PLACE_ON092015,PLACE_ON099010,1911
PLACE_ON092016,PLACE_ON099029,1911
PLACE_ON092016,PLACE_ON099049,1911
PLACE_ON092022,PLACE_ON099042,1911
PLACE_ON092024,PLACE_ON148059,1911
PLACE_ON092024,PLACE_ON148081,1911
PLACE_ON092024,PLACE_ON148200,1911
PLACE_ON092024,PLACE_ON148091,1911
PLACE_ON092035,PLACE_ON099060,1911
PLACE_ON146079,PLACE_ON099094,1911
PLACE_ON092048,PLACE_ON130066,1911
PLACE_ON092048,PLACE_ON130021,1911
PLACE_ON092048,PLACE_ON130043,1911
PLACE_ON130074,PLACE_ON130089,1911
PLACE_ON092043,PLACE_ON148130,1911
PLACE_ON092043,PLACE_ON099062,1911
PLACE_ON092043,PLACE_ON148198,1911
PLACE_ON092043,PLACE_ON099045,1911
PLACE_ON092043,PLACE_ON099048,1911
PLACE_ON092043,PLACE_ON099084,1911
PLACE_ON092043,PLACE_ON148093,1911
PLACE_ON092043,PLACE_ON148047,1911
PLACE_ON092043,PLACE_ON148193,1911
PLACE_ON092043,PLACE_ON099041,1911
PLACE_ON100002_1901,PLACE_ON105003_1911,1911
PLACE_ON100003_1901,PLACE_ON105004_1911,1911
PLACE_ON100007,PLACE_ON105008_1911,1911
PLACE_ON101007,PLACE_ON106008_1911,1911
PLACE_ON091020,PLACE_ON135050,1911
PLACE_ON135026,PLACE_ON135054,1911
PLACE_ON091033,PLACE_ON108038,1911
PLACE_ON091033,PLACE_ON108031,1911
PLACE_ON091033,PLACE_ON135034,1911
PLACE_ON135037,PLACE_ON135048,1911
PLACE_ON091048,PLACE_ON108029,1911
PLACE_ON091048,PLACE_ON108032,1911
PLACE_ON101003,PLACE_ON111009_1911,1911
PLACE_ON140003_1921,PLACE_ON140009,1911
PLACE_ON111005_1901,PLACE_ON142019,1911
PLACE_ON111005_1901,PLACE_ON142009_1911,1911
PLACE_ON111009_1901,PLACE_ON142041,1911
PLACE_ON118004_1911,PLACE_ON118010_1911,1911
PLACE_ON144007_1911,PLACE_ON144027,1911
PLACE_ON144012,PLACE_ON144031,1911
PLACE_ON144014,PLACE_ON119011,1911
PLACE_ON053003_1891,PLACE_ON145006,1911
PLACE_ON147021,PLACE_ON123041,1911
PLACE_ON119005_1901,PLACE_ON129999,1911
PLACE_ON106014,PLACE_ON129026,1911
PLACE_ON153002_1921,PLACE_ON135009,1911
PLACE_ON136001_1911,PLACE_ON136006_1911,1911
PLACE_ON092033,PLACE_ON054047,1911
PLACE_ON044077,PLACE_ON147024,1911
PLACE_ON044037,PLACE_ON141048,1911
PLACE_ON092999,PLACE_ON099002_1911,1911
PLACE_ON092999,PLACE_ON099033,1911
PLACE_ON092999,PLACE_ON130082,1911
PLACE_ON092999,PLACE_ON099072,1911
PLACE_ON092999,PLACE_ON099078,1911
PLACE_ON092999,PLACE_ON099044,1911
PLACE_ON092999,PLACE_ON130069,1911
PLACE_ON092999,PLACE_ON099081,1911
PLACE_ON092999,PLACE_ON054040,1911
PLACE_ON092999,PLACE_ON102096,1911
PLACE_ON092999,PLACE_ON054004,1911
PLACE_ON092999,PLACE_ON102051,1911
PLACE_ON092999,PLACE_ON102017,1911
PLACE_ON092999,PLACE_ON099034,1911
PLACE_ON092999,PLACE_ON099013,1911
PLACE_ON092999,PLACE_ON054022,1911
PLACE_ON092999,PLACE_ON054018,1911
PLACE_ON092999,PLACE_ON099056,1911
PLACE_ON092999,PLACE_ON099027,1911
PLACE_ON092999,PLACE_ON099004_1911,1911
PLACE_ON092999,PLACE_ON148062,1911
PLACE_ON092999,PLACE_ON099074,1911
PLACE_ON092999,PLACE_ON054024,1911
PLACE_ON092999,PLACE_ON099022,1911
PLACE_ON092999,PLACE_ON099011,1911
PLACE_ON092999,PLACE_ON099052,1911
PLACE_ON092999,PLACE_ON099035,1911
PLACE_ON092999,PLACE_ON148039,1911
PLACE_ON092999,PLACE_ON099031,1911
PLACE_ON092999,PLACE_ON099017,1911
PLACE_ON092999,PLACE_ON148030,1911
PLACE_ON092999,PLACE_ON099009,1911
PLACE_ON092999,PLACE_ON148194,1911
PLACE_ON092999,PLACE_ON148075,1911
PLACE_ON092999,PLACE_ON099082,1911
PLACE_ON092999,PLACE_ON099087,1911
PLACE_ON092999,PLACE_ON054053,1911
PLACE_ON092999,PLACE_ON054042,1911
PLACE_ON092999,PLACE_ON148195,1911
PLACE_ON092999,PLACE_ON099026,1911
PLACE_ON092999,PLACE_ON099069,1911
PLACE_ON092999,PLACE_ON099061,1911
PLACE_ON092999,PLACE_ON099007,1911
PLACE_ON092999,PLACE_ON099086,1911
PLACE_ON044023,PLACE_ON102110,1911
PLACE_ON044079,PLACE_ON054058,1911
PLACE_ON044079,PLACE_ON054007,1911
PLACE_ON044079,PLACE_ON054049,1911
PLACE_ON044079,PLACE_ON054002_1911,1911
PLACE_ON044079,PLACE_ON102076,1911
PLACE_ON044079,PLACE_ON102061,1911
PLACE_ON044079,PLACE_ON102046,1911
PLACE_ON044079,PLACE_ON102070,1911
PLACE_ON044079,PLACE_ON102004,1911
PLACE_ON044079,PLACE_ON055031,1911
PLACE_ON044079,PLACE_ON055012,1911
PLACE_ON044079,PLACE_ON102095,1911
PLACE_ON044079,PLACE_ON102013,1911
PLACE_ON044079,PLACE_ON055015,1911
PLACE_ON044079,PLACE_ON102031,1911
PLACE_ON044079,PLACE_ON055026,1911
PLACE_ON044079,PLACE_ON102077,1911
PLACE_ON044079,PLACE_ON055007_1911,1911
PLACE_ON044079,PLACE_ON147018,1911
PLACE_ON044079,PLACE_ON123011_1911,1911
PLACE_ON044079,PLACE_ON123043,1911
PLACE_ON044079,PLACE_ON147016,1911
PLACE_ON044079,PLACE_ON123021,1911
PLACE_ON044079,PLACE_ON141032,1911
PLACE_ON044079,PLACE_ON123013_1911_1911,1911
PLACE_ON044079,PLACE_ON141008,1911
PLACE_ON044079,PLACE_ON123015,1911
PLACE_ON044079,PLACE_ON123009_1911,1911
PLACE_ON044079,PLACE_ON141024,1911
PLACE_ON044079,PLACE_ON141040,1911
PLACE_ON044079,PLACE_ON123004_1911_1911,1911
PLACE_ON044079,PLACE_ON123010,1911
PLACE_ON044079,PLACE_ON123038,1911
PLACE_ON044079,PLACE_ON123007_1911,1911
PLACE_ON044079,PLACE_ON123017,1911
PLACE_ON044079,PLACE_ON123042,1911
PLACE_ON044079,PLACE_ON123048,1911
PLACE_ON044079,PLACE_ON123005_1911,1911
PLACE_ON044079,PLACE_ON123051,1911
PLACE_ON044079,PLACE_ON123050,1911
PLACE_ON044079,PLACE_ON123060,1911
PLACE_ON044079,PLACE_ON123049,1911
PLACE_ON044079,PLACE_ON123024,1911
PLACE_ON044079,PLACE_ON123029,1911
PLACE_ON044079,PLACE_ON120029,1911
PLACE_ON044079,PLACE_ON123016,1911
PLACE_ON044079,PLACE_ON123052,1911
PLACE_ON044079,PLACE_ON123040,1911
PLACE_ON044079,PLACE_ON123008_1911,1911
PLACE_ON044079,PLACE_ON123026,1911
PLACE_ON044079,PLACE_ON123045,1911
PLACE_ON044079,PLACE_ON055029,1911
PLACE_ON044079,PLACE_ON123020,1911
PLACE_ON044079,PLACE_ON123025,1911
PLACE_ON044079,PLACE_ON055004_1911,1911
PLACE_NT206001,PLACE_SK208006,1911
PLACE_NT206001,PLACE_SK208004,1911
PLACE_NT206001,PLACE_SK208005,1911
PLACE_NT206001,PLACE_SK212014,1911
PLACE_NT206001,PLACE_SK212017,1911
PLACE_NT206001,PLACE_SK212005,1911
PLACE_NT206001,PLACE_SK212016,1911
PLACE_NT206001,PLACE_SK212003,1911
PLACE_NT206001,PLACE_SK212008,1911
PLACE_NT206001,PLACE_SK208011,1911
PLACE_NT206001,PLACE_SK208003,1911
PLACE_NT206001,PLACE_SK208007,1911
PLACE_NT206001,PLACE_SK212009,1911
PLACE_NT206001,PLACE_SK208020,1911
PLACE_NT206001,PLACE_SK208008,1911
PLACE_NT206001,PLACE_AB002003,1911
PLACE_NT206003,PLACE_NT218001,1911
PLACE_BC001002_1901,PLACE_BC214001,1911
PLACE_BC005009_1901,PLACE_BC211006,1911
PLACE_BC005009_1901,PLACE_BC009014,1911
PLACE_BC005007_1901,PLACE_BC211008,1911
PLACE_BC005008_1901,PLACE_BC211010,1911
PLACE_BC005008_1901,PLACE_BC211009,1911
PLACE_BC003007_1901,PLACE_BC212008,1911
PLACE_BC003007_1901,PLACE_BC212003,1911
PLACE_BC003007_1901,PLACE_BC010007,1911
PLACE_BC002001_1901,PLACE_BC011006,1911
PLACE_BC002005,PLACE_BC213002,1911
PLACE_BC002005,PLACE_BC012002,1911
PLACE_BC002005,PLACE_BC011009,1911
PLACE_BC002005,PLACE_BC011008,1911
PLACE_BC002005,PLACE_BC012004,1911
PLACE_BC005012_1901,PLACE_BC207008,1911
PLACE_BC005011_1901,PLACE_BC014009,1911
PLACE_BC005011_1901,PLACE_BC207007,1911
PLACE_BC005005_1901,PLACE_BC210006,1911
PLACE_BC005005_1901,PLACE_BC210005,1911
PLACE_BC005005_1901,PLACE_BC009003,1911
PLACE_BC005005_1901,PLACE_BC009002,1911
PLACE_BC001003_1901,PLACE_BC012003,1911
PLACE_BC001003_1901,PLACE_BC214002,1911
PLACE_BC208002,PLACE_BC208006,1911
PLACE_BC005010_1901,PLACE_BC218008,1911
PLACE_BC005010_1901,PLACE_BC014015,1911
PLACE_BC005010_1901,PLACE_BC218009,1911
PLACE_BC005010_1901,PLACE_BC014003,1911
PLACE_BC005010_1901,PLACE_BC014013,1911
PLACE_BC005010_1901,PLACE_BC014016,1911
PLACE_BC005006_1901,PLACE_BC211007,1911
PLACE_NT205001,PLACE_SK208040,1911
PLACE_NT205001,PLACE_SK208046,1911
PLACE_NT205001,PLACE_SK208031,1911
PLACE_NT205001,PLACE_SK208035,1911
PLACE_NT205001,PLACE_SK208021,1911
PLACE_NT205001,PLACE_SK208044,1911
PLACE_NT205061,PLACE_SK208022,1911
PLACE_NT205061,PLACE_SK208024,1911
PLACE_NT205005,PLACE_SK208038,1911
PLACE_NT205005,PLACE_SK208032,1911
PLACE_NT205005,PLACE_SK208029,1911
PLACE_NT205005,PLACE_SK208025,1911
PLACE_NT205005,PLACE_SK208023,1911
PLACE_NT205005,PLACE_SK208033,1911
PLACE_NT205015,PLACE_SK209009,1911
PLACE_NT205015,PLACE_SK209011,1911
PLACE_NT205029,PLACE_SK209027,1911
PLACE_NT205029,PLACE_SK209004,1911
PLACE_NT205029,PLACE_SK212024,1911
PLACE_NT205007,PLACE_SK212021,1911
PLACE_NT205016,PLACE_SK212004,1911
PLACE_NT205019,PLACE_SK212022,1911
PLACE_NT205019,PLACE_SK212006,1911
PLACE_NT205036,PLACE_SK212020,1911
PLACE_NT205036,PLACE_SK212011,1911
PLACE_NT205022,PLACE_SK216008,1911
PLACE_NT205022,PLACE_SK216009,1911
PLACE_NT205056,PLACE_SK216024,1911
PLACE_NT205056,PLACE_SK216011,1911
PLACE_NT205050,PLACE_SK216007,1911
PLACE_NT205026,PLACE_SK216021,1911
PLACE_NT205026,PLACE_SK216029,1911
PLACE_NT205042,PLACE_SK216031,1911
PLACE_NT205042,PLACE_SK216028,1911
PLACE_NT205042,PLACE_SK216005,1911
PLACE_NT205042,PLACE_SK216013,1911
PLACE_NT205025,PLACE_SK208009,1911
PLACE_NT205025,PLACE_SK212007,1911
PLACE_NT205025,PLACE_SK208017,1911
PLACE_NT205033,PLACE_SK208015,1911
PLACE_NT205033,PLACE_SK208010,1911
PLACE_NT205033,PLACE_SK208002,1911
PLACE_NT205033,PLACE_SK208012,1911
PLACE_NT205032,PLACE_SK212012,1911
PLACE_NT205032,PLACE_SK212010,1911
PLACE_NT205003,PLACE_SK216002,1911
PLACE_NT205020,PLACE_SK216025,1911
PLACE_NT205039,PLACE_SK212013,1911
PLACE_NT205055,PLACE_SK216019,1911
PLACE_NT205055,PLACE_SK216015,1911
PLACE_NT205055,PLACE_SK216030,1911
PLACE_NT205006,PLACE_SK209010,1911
PLACE_NT205006,PLACE_SK209019,1911
PLACE_NT205058,PLACE_SK212025,1911
PLACE_NT205049,PLACE_SK212023,1911
PLACE_NT205041,PLACE_SK208018,1911
PLACE_NT205046,PLACE_SK212015,1911
PLACE_NT205010,PLACE_SK208041,1911
PLACE_NT205010,PLACE_SK208049,1911
PLACE_NT205010,PLACE_SK208034,1911
PLACE_NT205010,PLACE_SK208028,1911
PLACE_NT205010,PLACE_SK208030,1911
PLACE_NT205010,PLACE_SK208051,1911
PLACE_NT205010,PLACE_SK208042,1911
PLACE_NT205010,PLACE_AB005020,1911
PLACE_NT205010,PLACE_SK208019,1911
PLACE_NT205010,PLACE_SK208014,1911
PLACE_NT205010,PLACE_SK208045,1911
PLACE_NT205010,PLACE_AB006013,1911
PLACE_NT205010,PLACE_SK208043,1911
PLACE_NT205010,PLACE_AB006010,1911
PLACE_NT205010,PLACE_SK208039,1911
PLACE_NT205010,PLACE_SK208026,1911
PLACE_NT205010,PLACE_AB007012,1911
PLACE_NT205010,PLACE_AB007009,1911
PLACE_NT205010,PLACE_AB007006,1911
PLACE_NT205010,PLACE_AB007013,1911
PLACE_NT205004,PLACE_SK208027,1911
PLACE_NT205060,PLACE_SK209029,1911
PLACE_NT205060,PLACE_SK209008,1911
PLACE_NT205060,PLACE_SK212029,1911
PLACE_NT205060,PLACE_SK212026,1911
PLACE_NT205060,PLACE_SK212019,1911
PLACE_NT204073,PLACE_SK209037,1911
PLACE_NT204073,PLACE_SK209028,1911
PLACE_NT204073,PLACE_SK209030,1911
PLACE_NT204073,PLACE_SK209031,1911
PLACE_NT204070,PLACE_SK214027,1911
PLACE_NT204070,PLACE_SK214011,1911
PLACE_NT204013,PLACE_SK214019,1911
PLACE_NT204013,PLACE_SK214013,1911
PLACE_NT204006,PLACE_SK211014,1911
PLACE_NT204006,PLACE_SK211020,1911
PLACE_NT204039,PLACE_SK211016,1911
PLACE_NT204048,PLACE_SK211017,1911
PLACE_NT204048,PLACE_SK211010,1911
PLACE_NT204048,PLACE_SK211011,1911
PLACE_NT204010,PLACE_SK211015,1911
PLACE_NT204062,PLACE_SK211009,1911
PLACE_NT204062,PLACE_SK208048,1911
PLACE_NT204062,PLACE_SK208052,1911
PLACE_NT204014,PLACE_SK211019,1911
PLACE_NT204074,PLACE_AB004016,1911
PLACE_NT204008,PLACE_SK211003,1911
PLACE_NT204038,PLACE_SK211005,1911
PLACE_NT204071,PLACE_SK211022,1911
PLACE_NT204071,PLACE_SK211006,1911
PLACE_NT204071,PLACE_SK211013,1911
PLACE_NT204036,PLACE_SK214002,1911
PLACE_NT204036,PLACE_SK214030,1911
PLACE_NT204036,PLACE_SK215013,1911
PLACE_NT204036,PLACE_SK214026,1911
PLACE_NT204061,PLACE_SK214023,1911
PLACE_NT204035,PLACE_SK214020,1911
PLACE_NT204002,PLACE_SK214004,1911
PLACE_NT204043,PLACE_SK214029,1911
PLACE_NT204043,PLACE_SK214021,1911
PLACE_NT204043,PLACE_SK214024,1911
PLACE_NT204043,PLACE_SK214007,1911
PLACE_NT204043,PLACE_SK214031,1911
PLACE_NT204059,PLACE_SK214008,1911
PLACE_NT204069,PLACE_SK214014,1911
PLACE_NT204069,PLACE_SK214009,1911
PLACE_NT204069,PLACE_SK209013,1911
PLACE_NT204069,PLACE_SK209017,1911
PLACE_NT204069,PLACE_SK209032,1911
PLACE_NT204069,PLACE_SK209033,1911
PLACE_NT204069,PLACE_SK209006,1911
PLACE_NT204069,PLACE_SK209026,1911
PLACE_NT204069,PLACE_SK209021,1911
PLACE_NT204069,PLACE_SK209012,1911
PLACE_NT204069,PLACE_SK209005,1911
PLACE_NT204069,PLACE_SK209018,1911
PLACE_NT204079,PLACE_SK214010,1911
PLACE_NT204009,PLACE_SK214015,1911
PLACE_NT204009,PLACE_SK214012,1911
PLACE_NT204009,PLACE_SK214005,1911
PLACE_NT204009,PLACE_SK209016,1911
PLACE_NT204009,PLACE_SK209003,1911
PLACE_NT204009,PLACE_SK209034,1911
PLACE_NT204009,PLACE_SK209007,1911
PLACE_NT204009,PLACE_SK209038,1911
PLACE_NT204009,PLACE_SK209039,1911
PLACE_NT204009,PLACE_SK209035,1911
PLACE_NT204015,PLACE_SK214017,1911
PLACE_NT204029,PLACE_SK214022,1911
PLACE_NT204029,PLACE_SK214028,1911
PLACE_NT204037,PLACE_SK214006,1911
PLACE_NT204053,PLACE_SK211021,1911
PLACE_NT204040,PLACE_AB004020,1911
PLACE_NT204017,PLACE_SK216018,1911
PLACE_NT204017,PLACE_SK216027,1911
PLACE_NT204017,PLACE_SK216012,1911
PLACE_NT204017,PLACE_SK216022,1911
PLACE_NT204017,PLACE_SK216023,1911
PLACE_NT204017,PLACE_SK216020,1911
PLACE_NT204017,PLACE_SK216014,1911
PLACE_NT204017,PLACE_SK216006,1911
PLACE_NT204017,PLACE_SK216004,1911
PLACE_NT204017,PLACE_SK216017,1911
PLACE_NT204017,PLACE_SK216010,1911
PLACE_NT204017,PLACE_SK208036,1911
PLACE_NT204017,PLACE_SK208050,1911
PLACE_NT204017,PLACE_SK216026,1911
PLACE_NT204017,PLACE_SK216016,1911
PLACE_NT204017,PLACE_SK208047,1911
PLACE_NT204012,PLACE_SK214018,1911
PLACE_NT204054,PLACE_SK211008,1911
PLACE_NT204054,PLACE_SK211018,1911
PLACE_NT204054,PLACE_SK211004,1911
PLACE_NT204054,PLACE_SK211007,1911
PLACE_NT204054,PLACE_SK208037,1911
PLACE_NT204030,PLACE_SK211012,1911
PLACE_NT203001,PLACE_SK207016,1911
PLACE_NT203001,PLACE_SK207003,1911
PLACE_NT203018,PLACE_SK207004,1911
PLACE_NT203012,PLACE_SK207026,1911
PLACE_NT203012,PLACE_SK207005,1911
PLACE_NT203014,PLACE_SK207006,1911
PLACE_NT203031,PLACE_SK207007,1911
PLACE_NT203031,PLACE_SK207025,1911
PLACE_NT203075,PLACE_SK207008,1911
PLACE_NT203005,PLACE_SK207010,1911
PLACE_NT203005,PLACE_SK207031,1911
PLACE_NT203010,PLACE_SK207011,1911
PLACE_NT203002,PLACE_SK207015,1911
PLACE_NT203002,PLACE_SK207033,1911
PLACE_NT203002,PLACE_SK207022,1911
PLACE_NT203002,PLACE_SK207012,1911
