from,to,change_year
PLACE_ON119010,PLACE_ON119021,1881
PLACE_ON119011_1911,PLACE_ON088003_1881,1881
PLACE_ON026003,PLACE_ON175011,1881
PLACE_ON003003,PLACE_ON121022,1881
PLACE_ON003003,PLACE_ON045005_1881,1881
PLACE_ON002006,PLACE_ON180008,1881
PLACE_ON121005,PLACE_ON178009,1881
PLACE_ON121004_1921,PLACE_ON076001_1881,1881
PLACE_ON122001_1921,PLACE_ON122016_1911,1881
PLACE_ON122001_1921,PLACE_ON122020,1881
PLACE_ON122002,PLACE_ON122015_1911,1881
PLACE_ON122010_1881,PLACE_ON122021,1881
PLACE_ON122007,PLACE_ON122022,1881
PLACE_ON004006,PLACE_ON122019,1881
PLACE_ON067008_1871,PLACE_ON124014,1881
PLACE_ON021005,PLACE_ON126012,1881
PLACE_ON126004,PLACE_ON126010,1881
PLACE_ON021006,PLACE_ON145009,1881
PLACE_ON009003,PLACE_ON167005,1881
PLACE_ON009003,PLACE_ON167004,1881
PLACE_ON128002_1881,PLACE_ON128021,1881
PLACE_ON128009,PLACE_ON128019,1881
PLACE_ON008003,PLACE_ON128017,1881
PLACE_ON128006,PLACE_ON128020,1881
PLACE_ON128012,PLACE_ON128022,1881
PLACE_ON085011,PLACE_ON131011,1881
PLACE_ON129014,PLACE_ON131002_1881,1881
PLACE_ON131003_1901,PLACE_ON158006,1881
PLACE_ON131004,PLACE_ON131013_1911,1881
PLACE_ON131008_1891,PLACE_ON157005,1881
PLACE_ON132008,PLACE_ON123009,1881
PLACE_ON132009,PLACE_ON132011,1881
PLACE_ON133001,PLACE_ON133016,1881
PLACE_ON049001,PLACE_ON133010,1881
PLACE_ON133005,PLACE_ON133017,1881
PLACE_ON048002,PLACE_ON102005_1891,1881
PLACE_ON134003_1891,PLACE_ON165002,1881
PLACE_ON013003,PLACE_ON134016,1881
PLACE_ON086003,PLACE_ON131020,1881
PLACE_ON086003,PLACE_ON131024,1881
PLACE_ON086003,PLACE_ON131022,1881
PLACE_ON136001,PLACE_ON051003_1881,1881
PLACE_ON137010,PLACE_ON137016,1881
PLACE_ON137011,PLACE_ON172009,1881
PLACE_ON138002_1891,PLACE_ON125008,1881
PLACE_ON138002_1891,PLACE_ON138020,1881
PLACE_ON057006_1851,PLACE_ON138003_1921,1881
PLACE_ON057006_1851,PLACE_ON138012,1881
PLACE_ON058003,PLACE_ON110004_1881,1881
PLACE_ON058003,PLACE_ON116015,1881
PLACE_ON058003,PLACE_ON116003,1881
PLACE_ON139005,PLACE_ON139010,1881
PLACE_ON082008_1861,PLACE_ON116002,1881
PLACE_ON082011,PLACE_ON114009_1881,1881
PLACE_ON081007,PLACE_ON111012,1881
PLACE_ON081007,PLACE_ON113007,1881
PLACE_ON083003_1871,PLACE_ON115009_1881,1881
PLACE_ON083003_1871,PLACE_ON115017,1881
PLACE_ON144012,PLACE_ON144021,1881
PLACE_ON144014,PLACE_ON144023,1881
PLACE_ON144008,PLACE_ON144024,1881
PLACE_ON035004,PLACE_ON125003_1881,1881
PLACE_ON152008,PLACE_ON153010,1881
PLACE_ON152008,PLACE_ON152014,1881
PLACE_ON152008,PLACE_ON152018,1881
PLACE_ON152010,PLACE_ON152019,1881
PLACE_ON024002_1871,PLACE_ON069004,1881
PLACE_ON144013,PLACE_ON144018,1881
PLACE_ON073004,PLACE_ON100003_1881,1881
PLACE_ON044003,PLACE_ON136003,1881
PLACE_ON044003,PLACE_ON136002_1881,1881
PLACE_ON053007,PLACE_ON116012,1881
PLACE_ON053007,PLACE_ON129001_1881,1881
PLACE_ON053003,PLACE_ON149002,1881
PLACE_ON053003,PLACE_ON149003,1881
PLACE_ON149006,PLACE_ON149016,1881
PLACE_ON149007,PLACE_ON149015,1881
PLACE_ON058004,PLACE_ON119013,1881
PLACE_ON058004,PLACE_ON116006,1881
PLACE_ON149012,PLACE_ON149014,1881
PLACE_ON045004,PLACE_ON129003,1881
PLACE_ON045004,PLACE_ON135006,1881
PLACE_ON154008,PLACE_ON154020,1881
PLACE_ON154009,PLACE_ON137002,1881
PLACE_ON134002,PLACE_ON134003,1881
PLACE_ON067003,PLACE_ON110004_1881_1881,1881
PLACE_ON067003,PLACE_ON110002_1881,1881
PLACE_ON067001_1871,PLACE_ON110003_1881_1881,1881
PLACE_ON067001_1871,PLACE_ON110001_1881,1881
PLACE_ON134008,PLACE_ON134009,1881
PLACE_ON102110,PLACE_ON044024,1881
PLACE_ON102110,PLACE_ON182016,1881
PLACE_ON102110,PLACE_ON055024,1881
PLACE_ON102110,PLACE_ON102071,1881
PLACE_ON089002,PLACE_ON182022,1881
PLACE_ON089002,PLACE_ON102046,1881
PLACE_ON089002,PLACE_ON046005,1881
PLACE_ON089002,PLACE_ON182024,1881
PLACE_ON089002,PLACE_ON102095,1881
PLACE_ON086001,PLACE_ON131015,1881
PLACE_ON086001,PLACE_ON131014,1881
PLACE_ON086001,PLACE_ON095008,1881
PLACE_ON090006_1871,PLACE_ON182031,1881
PLACE_ON090006_1871,PLACE_ON182030,1881
PLACE_ON090006_1871,PLACE_ON182032,1881
PLACE_ON090006_1871,PLACE_ON182029,1881
PLACE_NB180001,PLACE_NB014012,1881
PLACE_NB026007,PLACE_NB024009,1881
PLACE_NB175008,PLACE_NB024003,1881
PLACE_NB175008,PLACE_NB024010,1881
PLACE_NB026002,PLACE_NB026001,1881
PLACE_NB176011,PLACE_NB018012,1881
PLACE_NB176011,PLACE_NB027014,1881
PLACE_NB176011,PLACE_NB027001,1881
PLACE_NB184003,PLACE_NB029013,1881
PLACE_NB184003,PLACE_NB029011,1881
PLACE_NB032001,PLACE_NB032002,1881
PLACE_NB174011,PLACE_NB025004,1881
PLACE_NB174011,PLACE_NB025005_1881,1881
PLACE_NB174011,PLACE_NB025006_1881,1881
PLACE_NB174011,PLACE_NB025003,1881
PLACE_NB174011,PLACE_NB025007_1881,1881
PLACE_NB033001,PLACE_NB033003,1881
PLACE_NB181004,PLACE_NB023004_1881,1881
PLACE_NB181002,PLACE_NB023007_1881,1881
PLACE_NB181005,PLACE_NB023013,1881
PLACE_NB181005,PLACE_NB028006,1881
PLACE_NB181005,PLACE_NB034005,1881
PLACE_NB186006,PLACE_NB033006_1881,1881
PLACE_NB036002,PLACE_NB036009,1881
PLACE_NB175009,PLACE_NB013017,1881
PLACE_NB175009,PLACE_NB024016,1881
PLACE_NB175009,PLACE_NB015016,1881
PLACE_NB175009,PLACE_NB013015,1881
PLACE_NB028004,PLACE_NB028009_1881,1881
PLACE_NB028004,PLACE_NB028010_1891,1881
PLACE_NS201009,PLACE_NS021009,1881
PLACE_NS201009,PLACE_NS005004,1881
PLACE_NS005007,PLACE_NS038014,1881
PLACE_NS020008_1881,PLACE_NS020016,1881
PLACE_NS204002,PLACE_NS041011,1881
PLACE_NS204002,PLACE_NS041010,1881
PLACE_NS205011,PLACE_NS006014,1881
PLACE_NS205011,PLACE_NS006023,1881
PLACE_NS006031,PLACE_NS006027,1881
PLACE_NS199001,PLACE_NS007007,1881
PLACE_NS199001,PLACE_NS007006,1881
PLACE_NS019019,PLACE_NS007014,1881
PLACE_NS007026,PLACE_NS019016,1881
PLACE_NS007026,PLACE_NS007017,1881
PLACE_NS009009,PLACE_NS009022,1881
PLACE_NS202010,PLACE_NS032005,1881
PLACE_NS202010,PLACE_NS008016,1881
PLACE_NS202001,PLACE_NS010024_1881,1881
PLACE_NS202001,PLACE_NS010010_1881,1881
PLACE_NS202006,PLACE_NS010012,1881
PLACE_NS032007,PLACE_NS010030_1881,1881
PLACE_NS202004,PLACE_NS010031,1881
PLACE_NS197001,PLACE_NS010013,1881
PLACE_NS197001,PLACE_NS010014,1881
PLACE_NS012003_1881,PLACE_NS012018,1881
PLACE_NS012008,PLACE_NS012004,1881
PLACE_NS036020,PLACE_NS013004,1881
PLACE_NS200018,PLACE_NS039007,1881
PLACE_NS200020,PLACE_NS039009,1881
PLACE_NS200020,PLACE_NS050021,1881
PLACE_NS200006,PLACE_NS038028,1881
PLACE_NS200006,PLACE_NS020007,1881
PLACE_NS194003,PLACE_NS012006,1881
PLACE_NS194003,PLACE_NS012007,1881
PLACE_NS194006,PLACE_NS012012,1881
PLACE_NS194006,PLACE_NS012013,1881
PLACE_NS017005,PLACE_NS012010,1881
PLACE_NS193007,PLACE_NS019017_1881,1881
PLACE_NS193007,PLACE_NS019006,1881
PLACE_NS193005,PLACE_NS013002,1881
PLACE_NS193005,PLACE_NS019009_1881,1881
PLACE_NS013011,PLACE_NS052009,1881
PLACE_NS017009,PLACE_NS012008_1881,1881
PLACE_NS017009,PLACE_NS012009,1881
PLACE_NS017013,PLACE_NS012003,1881
PLACE_NS017013,PLACE_NS012002,1881
PLACE_NS017013,PLACE_NS012001,1881
PLACE_NS020015,PLACE_NS016040,1881
PLACE_NS205006,PLACE_NS006007,1881
PLACE_NS205006,PLACE_NS006006,1881
PLACE_NS200015,PLACE_NS039020,1881
PLACE_NS200015,PLACE_NS020017,1881
PLACE_QC096002_1871,PLACE_QC137007,1881
PLACE_QC096002_1871,PLACE_QC037001,1881
PLACE_QC096002_1871,PLACE_QC096008,1881
PLACE_QC096001_1861,PLACE_QC037017,1881
PLACE_QC096009,PLACE_QC037010,1881
PLACE_QC096009,PLACE_QC037006,1881
PLACE_QC096004,PLACE_QC137014,1881
PLACE_QC096004,PLACE_QC096009_1881,1881
PLACE_QC122008,PLACE_QC138006,1881
PLACE_QC157008,PLACE_QC048020,1881
PLACE_QC157008,PLACE_QC048021,1881
PLACE_QC048015,PLACE_QC139003_1891,1881
PLACE_QC158004,PLACE_QC048003,1881
PLACE_QC158002,PLACE_QC139020,1881
PLACE_QC157001,PLACE_QC048007_1881,1881
PLACE_QC157001,PLACE_QC048008,1881
PLACE_QC111006,PLACE_QC140002,1881
PLACE_QC162004,PLACE_QC141008,1881
PLACE_QC162004,PLACE_QC045010_1881,1881
PLACE_QC148008,PLACE_QC038014,1881
PLACE_QC169003,PLACE_QC044011,1881
PLACE_QC169003,PLACE_QC044013,1881
PLACE_QC169008_1861,PLACE_QC044002_1921,1881
PLACE_QC169008_1861,PLACE_QC038010,1881
PLACE_QC169008_1861,PLACE_QC038011,1881
PLACE_QC126005,PLACE_QC144002_1881,1881
PLACE_QC126005,PLACE_QC144001_1881,1881
PLACE_QC118009,PLACE_QC046001_1881,1881
PLACE_QC118008,PLACE_QC145009,1881
PLACE_QC119006,PLACE_QC150014,1881
PLACE_QC119006,PLACE_QC098006_1881,1881
PLACE_QC118001,PLACE_QC150017,1881
PLACE_QC149009,PLACE_QC048015_1911,1881
PLACE_QC150008,PLACE_QC076021,1881
PLACE_QC150008,PLACE_QC050020,1881
PLACE_QC150008,PLACE_QC063033,1881
PLACE_QC149017,PLACE_QC076027,1881
PLACE_QC149017,PLACE_QC076026,1881
PLACE_QC149017,PLACE_QC076025,1881
PLACE_QC150011,PLACE_QC149015,1881
PLACE_QC150011,PLACE_QC050014_1911,1881
PLACE_QC086003,PLACE_QC149033,1881
PLACE_QC142006,PLACE_QC051008,1881
PLACE_QC142006,PLACE_QC051013,1881
PLACE_QC142006,PLACE_QC150008_1881,1881
PLACE_QC142006,PLACE_QC055001_1911,1881
PLACE_QC142002,PLACE_QC054014_1881,1881
PLACE_QC142002,PLACE_QC051022,1881
PLACE_QC142010,PLACE_QC150009_1881,1881
PLACE_QC142010,PLACE_QC054004_1881,1881
PLACE_QC142010,PLACE_QC054005,1881
PLACE_QC142010,PLACE_QC055017_1911,1881
PLACE_QC155009_1911,PLACE_QC054012_1881,1881
PLACE_QC155009_1911,PLACE_QC054013,1881
PLACE_QC155009_1911,PLACE_QC054020,1881
PLACE_QC097002_1871,PLACE_QC156001,1881
PLACE_QC097006,PLACE_QC052002_1881,1881
PLACE_QC097009,PLACE_QC052011_1881,1881
PLACE_QC160001,PLACE_QC152001_1881,1881
PLACE_QC160003,PLACE_QC047009_1881,1881
PLACE_QC054003_1911,PLACE_QC054016,1881
PLACE_QC137001,PLACE_QC052028,1881
PLACE_QC136003,PLACE_QC052005_1881,1881
PLACE_QC159021,PLACE_QC056023,1881
PLACE_QC159021,PLACE_QC039018_1881,1881
PLACE_QC107001,PLACE_QC155004,1881
PLACE_QC107001,PLACE_QC155022,1881
PLACE_QC107001,PLACE_QC155005,1881
PLACE_QC107001,PLACE_QC091011_1881,1881
PLACE_QC107001,PLACE_QC155018,1881
PLACE_QC107001,PLACE_QC155002_1881,1881
PLACE_QC107001,PLACE_QC091008,1881
PLACE_QC107001,PLACE_QC155001_1881,1881
PLACE_QC108001,PLACE_QC158001_1881,1881
PLACE_QC108006,PLACE_QC162018,1881
PLACE_QC108009,PLACE_QC092009_1881,1881
PLACE_QC108009,PLACE_QC092010_1881,1881
PLACE_QC102006,PLACE_QC060007,1881
PLACE_QC095010,PLACE_QC097023,1881
PLACE_QC095010,PLACE_QC097022,1881
PLACE_QC094009,PLACE_QC097007_1881,1881
PLACE_QC095008_1871,PLACE_QC062018,1881
PLACE_QC095008_1871,PLACE_QC062051,1881
PLACE_QC095005,PLACE_QC062064,1881
PLACE_QC165035,PLACE_QC176036,1881
PLACE_QC165035,PLACE_QC176035,1881
PLACE_QC116006,PLACE_QC077006_1881,1881
PLACE_QC164001,PLACE_QC067007,1881
PLACE_QC164001,PLACE_QC170001_1901,1881
PLACE_QC164004,PLACE_QC043005_1881,1881
PLACE_QC128002,PLACE_QC069014,1881
PLACE_QC156005,PLACE_QC050005,1881
PLACE_QC156005,PLACE_QC050006_1881,1881
PLACE_QC071009,PLACE_QC174011,1881
PLACE_QC050011_1881,PLACE_QC050012_1881,1881
PLACE_QC148002,PLACE_QC075013,1881
PLACE_QC148002,PLACE_QC075011,1881
PLACE_QC175001,PLACE_QC173004_1881,1881
PLACE_QC135011,PLACE_QC175014,1881
PLACE_QC078017,PLACE_QC078020,1881
PLACE_QC091001_1871,PLACE_QC098001,1881
PLACE_QC091001_1871,PLACE_QC177016,1881
PLACE_QC091001_1871,PLACE_QC079002,1881
PLACE_QC093008,PLACE_QC185005,1881
PLACE_QC093008,PLACE_QC079010,1881
PLACE_QC143004,PLACE_QC178010,1881
PLACE_QC143002,PLACE_QC178013,1881
PLACE_QC143009,PLACE_QC178001,1881
PLACE_QC143009,PLACE_QC186020,1881
PLACE_QC144002,PLACE_QC081010_1881,1881
PLACE_QC120005,PLACE_QC061003_1881,1881
PLACE_QC120005,PLACE_QC061002_1881,1881
PLACE_QC120005,PLACE_QC061004_1881,1881
PLACE_QC139006,PLACE_QC099012_1891,1881
PLACE_QC139006,PLACE_QC099003_1901,1881
PLACE_QC139002,PLACE_QC099007,1881
PLACE_QC139002,PLACE_QC182006,1881
PLACE_QC192022,PLACE_QC182016,1881
PLACE_QC192022,PLACE_QC187028,1881
PLACE_QC083008,PLACE_QC192026,1881
PLACE_QC040020_1881,PLACE_QC040022,1881
PLACE_QC167005,PLACE_QC084005_1921,1881
PLACE_QC167005,PLACE_QC084001_1911,1881
PLACE_QC167005,PLACE_QC040008_1881,1881
PLACE_QC084009_1911,PLACE_QC040015,1881
PLACE_QC168004_1871,PLACE_QC193029,1881
PLACE_QC168004_1871,PLACE_QC040018_1881,1881
PLACE_QC085013,PLACE_QC063001_1881,1881
PLACE_QC123004,PLACE_QC063003_1881,1881
PLACE_QC121007,PLACE_QC185002_1881,1881
PLACE_QC121003,PLACE_QC091004,1881
PLACE_QC190011,PLACE_QC062006_1881,1881
PLACE_QC127003,PLACE_QC087006,1881
PLACE_QC110004,PLACE_QC190006,1881
PLACE_QC110002,PLACE_QC089005_1881,1881
PLACE_QC110002,PLACE_QC074001,1881
PLACE_QC200001,PLACE_QC090013,1881
PLACE_QC090008,PLACE_QC090012,1881
PLACE_QC166015,PLACE_QC095026,1881
PLACE_QC166015,PLACE_QC041017,1881
PLACE_QC166012_1871,PLACE_QC201015,1881
PLACE_QC166012_1871,PLACE_QC095013,1881
PLACE_QC166008,PLACE_QC201022,1881
PLACE_QC099009,PLACE_QC197009,1881
PLACE_QC099015,PLACE_QC094016,1881
PLACE_QC099015,PLACE_QC094017,1881
PLACE_QC129006,PLACE_QC084007_1881,1881
PLACE_QC129005,PLACE_QC084004,1881
PLACE_QC109004,PLACE_QC199005,1881
PLACE_QC109002,PLACE_QC097004,1881
PLACE_QC109002,PLACE_QC075006,1881
PLACE_QC205011,PLACE_QC205001,1881
PLACE_QC057025,PLACE_QC205006,1881
PLACE_QC103009,PLACE_QC142009,1881
PLACE_QC103009,PLACE_QC147006,1881
PLACE_QC107004,PLACE_QC076014_1921,1881
PLACE_QC107004,PLACE_QC155010,1881
PLACE_QC107004,PLACE_QC155003,1881
PLACE_QC039015_1911,PLACE_QC138008_1881,1881
PLACE_QC140003,PLACE_QC088007,1881
PLACE_QC088005,PLACE_QC193005,1881
PLACE_QC088005,PLACE_QC193002,1881
PLACE_QC088005,PLACE_QC193004,1881
PLACE_QC088005,PLACE_QC193003,1881
PLACE_QC166014,PLACE_QC192009,1881
PLACE_QC201019,PLACE_QC041019,1881
PLACE_QC101999,PLACE_QC170003,1881
PLACE_QC079011_1901,PLACE_QC079029,1881
PLACE_QC143999,PLACE_QC081999,1881
PLACE_QC040023_1921,PLACE_QC048011_1881,1881
PLACE_QC054004_1921,PLACE_QC052033,1881
PLACE_QC171006,PLACE_QC056031,1881
PLACE_QC094008,PLACE_QC097008,1881
PLACE_QC057035,PLACE_QC097028,1881
PLACE_QC057035,PLACE_QC097030,1881
PLACE_QC057035,PLACE_QC097029,1881
PLACE_QC095001,PLACE_QC097010,1881
PLACE_QC095001,PLACE_QC097009_1881,1881
PLACE_QC095001,PLACE_QC097011_1881,1881
PLACE_QC166999,PLACE_QC041999_1881,1881
PLACE_QC103003,PLACE_QC147001,1881
PLACE_QC133006,PLACE_QC146016,1881
PLACE_QC169001_1911,PLACE_QC046006_1881_1881,1881
PLACE_QC118005,PLACE_QC145003_1881,1881
PLACE_QC133004,PLACE_QC082012,1881
PLACE_ON182010,PLACE_ON054010,1891
PLACE_ON182010,PLACE_ON127016,1891
PLACE_ON182010,PLACE_ON054006,1891
PLACE_ON182007,PLACE_ON054011,1891
PLACE_ON182007,PLACE_ON054008,1891
PLACE_ON182999,PLACE_ON046054,1891
PLACE_ON182999,PLACE_ON096011,1891
PLACE_ON182999,PLACE_ON096004_1891,1891
PLACE_ON182999,PLACE_ON096003,1891
PLACE_ON182999,PLACE_ON096006_1891,1891
PLACE_ON182999,PLACE_ON130090,1891
PLACE_ON182999,PLACE_ON096001,1891
PLACE_ON182999,PLACE_ON096009,1891
PLACE_ON182999,PLACE_ON096008_1891,1891
PLACE_ON182999,PLACE_ON096007,1891
PLACE_ON182999,PLACE_ON092003_1891,1891
PLACE_ON182999,PLACE_ON102012,1891
PLACE_ON182999,PLACE_ON102045,1891
PLACE_ON182999,PLACE_ON046007,1891
PLACE_ON182999,PLACE_ON046008,1891
PLACE_ON182999,PLACE_ON046004,1891
PLACE_ON182999,PLACE_ON046027,1891
PLACE_ON182999,PLACE_ON096010,1891
PLACE_ON182999,PLACE_ON046012,1891
PLACE_ON182999,PLACE_ON146096,1891
PLACE_ON182999,PLACE_ON046025,1891
PLACE_ON182999,PLACE_ON046034,1891
PLACE_ON182999,PLACE_ON046026,1891
PLACE_ON182999,PLACE_ON046033,1891
PLACE_ON182999,PLACE_ON046032,1891
PLACE_ON182011,PLACE_ON044086,1891
PLACE_ON182011,PLACE_ON046053,1891
PLACE_ON182009,PLACE_ON054041,1891
PLACE_ON182009,PLACE_ON127013,1891
PLACE_ON182009,PLACE_ON044088,1891
PLACE_ON182001,PLACE_ON054034,1891
PLACE_ON044024,PLACE_ON046023,1891
PLACE_ON044024,PLACE_ON102035,1891
PLACE_ON182022,PLACE_ON044025,1891
PLACE_ON182022,PLACE_ON046020,1891
PLACE_ON182022,PLACE_ON046019,1891
PLACE_ON159001,PLACE_ON046001_1891,1891
PLACE_ON177007,PLACE_ON104008,1891
PLACE_ON177007,PLACE_ON104014,1891
PLACE_ON177007,PLACE_ON104015,1891
PLACE_ON176012,PLACE_ON050006,1891
PLACE_ON105008_1921,PLACE_ON052007,1891
PLACE_ON102006,PLACE_ON107008,1891
PLACE_ON102006,PLACE_ON107005,1891
PLACE_ON109004_1891,PLACE_ON109010,1891
PLACE_ON110002_1911,PLACE_ON063005,1891
PLACE_ON110015,PLACE_ON062008,1891
PLACE_ON099002,PLACE_ON112006_1891,1891
PLACE_ON112004_1891,PLACE_ON112005_1891,1891
PLACE_ON113002,PLACE_ON113007_1911_1921,1891
PLACE_ON155002,PLACE_ON114021,1891
PLACE_ON114012_1891,PLACE_ON114023,1891
PLACE_ON114007_1891,PLACE_ON114025,1891
PLACE_ON115010,PLACE_ON115015,1891
PLACE_ON122011,PLACE_ON118014,1891
PLACE_ON122011,PLACE_ON118002,1891
PLACE_ON122015,PLACE_ON118011,1891
PLACE_ON118021,PLACE_ON118026,1891
PLACE_ON121001,PLACE_ON118030,1891
PLACE_ON174002,PLACE_ON075005,1891
PLACE_ON121009_1911,PLACE_ON079007_1891,1891
PLACE_ON112007_1871,PLACE_ON080002_1891,1891
PLACE_ON112007_1871,PLACE_ON123009_1891,1891
PLACE_ON145005,PLACE_ON126006,1891
PLACE_ON145005,PLACE_ON126005_1911,1891
PLACE_ON131008,PLACE_ON129017,1891
PLACE_ON131008,PLACE_ON129015,1891
PLACE_ON131008,PLACE_ON129005_1911,1891
PLACE_ON131009,PLACE_ON129024,1891
PLACE_ON131011,PLACE_ON097007,1891
PLACE_ON131011,PLACE_ON129016,1891
PLACE_ON098006,PLACE_ON131012_1911,1891
PLACE_ON123004,PLACE_ON095002,1891
PLACE_ON133008,PLACE_ON133015,1891
PLACE_ON132003,PLACE_ON098006_1891,1891
PLACE_ON131013,PLACE_ON129026_1911,1891
PLACE_ON131013,PLACE_ON095003_1891,1891
PLACE_ON131026,PLACE_ON095011,1891
PLACE_ON131026,PLACE_ON095012,1891
PLACE_ON131022,PLACE_ON095015,1891
PLACE_ON138007,PLACE_ON138019,1891
PLACE_ON125005,PLACE_ON138010,1891
PLACE_ON125005,PLACE_ON138005,1891
PLACE_ON114012,PLACE_ON110005,1891
PLACE_ON113007,PLACE_ON115011,1891
PLACE_ON113007,PLACE_ON142009_1911,1891
PLACE_ON142013,PLACE_ON111006_1891,1891
PLACE_ON113010,PLACE_ON115012,1891
PLACE_ON113010,PLACE_ON115008_1891,1891
PLACE_ON143002,PLACE_ON143005,1891
PLACE_ON139014,PLACE_ON119003,1891
PLACE_ON139014,PLACE_ON144006,1891
PLACE_ON144008,PLACE_ON144028,1891
PLACE_ON144013,PLACE_ON144030,1891
PLACE_ON144013,PLACE_ON144025,1891
PLACE_ON133008_1891,PLACE_ON120008,1891
PLACE_ON149005,PLACE_ON119017,1891
PLACE_ON150005,PLACE_ON150012,1891
PLACE_ON150001,PLACE_ON150011,1891
PLACE_ON142012,PLACE_ON125006_1891,1891
PLACE_ON142012,PLACE_ON123007,1891
PLACE_ON151005,PLACE_ON126003_1891,1891
PLACE_ON151003,PLACE_ON126005_1891,1891
PLACE_ON153005,PLACE_ON153011_1911,1891
PLACE_ON136001_1911,PLACE_ON131010_1891,1891
PLACE_ON154008,PLACE_ON154023,1891
PLACE_ON136003,PLACE_ON133003_1891,1891
PLACE_ON182030,PLACE_ON046037,1891
PLACE_ON182030,PLACE_ON046038,1891
PLACE_ON180999,PLACE_ON047009,1891
PLACE_ON182002,PLACE_ON054007,1891
PLACE_ON182002,PLACE_ON054049,1891
PLACE_ON100003_1881,PLACE_ON056003_1891,1891
PLACE_ON154002,PLACE_ON154022,1891
PLACE_ON110010_1871,PLACE_ON083001_1891,1891
PLACE_NT203081,PLACE_NT203008,1891
PLACE_NT193007,PLACE_NT198003,1891
PLACE_NT193016,PLACE_NT202999,1891
PLACE_NT193999,PLACE_ON046015,1891
PLACE_NT193999,PLACE_ON141048,1891
PLACE_NT193999,PLACE_ON046028,1891
PLACE_NT193999,PLACE_ON046031,1891
PLACE_NT193999,PLACE_ON046042,1891
PLACE_NT193999,PLACE_ON046041,1891
PLACE_NT193999,PLACE_ON046030,1891
PLACE_NT193999,PLACE_ON044045,1891
PLACE_NT204078,PLACE_NT204038,1891
PLACE_NT204078,PLACE_NT200003,1891
PLACE_NT204078,PLACE_NT200002,1891
PLACE_NT204078,PLACE_NT204071,1891
PLACE_MB187005,PLACE_MB157003,1891
PLACE_MB187005,PLACE_MB009009,1891
PLACE_MB187005,PLACE_MB157008,1891
PLACE_MB187005,PLACE_MB009008,1891
PLACE_MB187005,PLACE_MB009018,1891
PLACE_MB187005,PLACE_MB158002,1891
PLACE_MB187005,PLACE_MB157001,1891
PLACE_MB187005,PLACE_MB157002,1891
PLACE_MB187005,PLACE_MB157005,1891
PLACE_MB187005,PLACE_MB009029,1891
PLACE_MB187005,PLACE_MB009004,1891
PLACE_MB187005,PLACE_MB009015,1891
PLACE_MB187005,PLACE_MB161006,1891
PLACE_MB187005,PLACE_MB161007,1891
PLACE_MB187005,PLACE_MB161003,1891
PLACE_MB187005,PLACE_MB162002,1891
PLACE_MB187005,PLACE_MB162004,1891
PLACE_MB187005,PLACE_MB162003,1891
PLACE_MB187005,PLACE_MB161001,1891
PLACE_MB187005,PLACE_MB162006,1891
PLACE_MB187005,PLACE_MB006002,1891
PLACE_MB187005,PLACE_MB161005,1891
PLACE_MB187005,PLACE_MB161002,1891
PLACE_MB187005,PLACE_MB009026,1891
PLACE_MB187005,PLACE_MB161004,1891
PLACE_MB187005,PLACE_MB162007,1891
PLACE_MB187005,PLACE_MB162001,1891
PLACE_MB187005,PLACE_MB162005,1891
PLACE_MB009012,PLACE_MB156003,1891
PLACE_MB009012,PLACE_MB009010,1891
PLACE_MB009012,PLACE_MB156005,1891
PLACE_MB009012,PLACE_MB009019,1891
PLACE_MB163009,PLACE_MB166009,1891
PLACE_MB009011,PLACE_MB009005,1891
PLACE_MB186005,PLACE_MB007009,1891
PLACE_MB186005,PLACE_MB007023,1891
PLACE_MB187004,PLACE_MB007021,1891
PLACE_MB187004,PLACE_MB007011,1891
PLACE_MB187004,PLACE_MB019005,1891
PLACE_MB187004,PLACE_MB165010,1891
PLACE_MB187004,PLACE_MB007016,1891
PLACE_MB187004,PLACE_MB165011,1891
PLACE_MB187004,PLACE_MB165003,1891
PLACE_MB187004,PLACE_MB009017_1891,1891
PLACE_MB187004,PLACE_MB007019,1891
PLACE_MB187004,PLACE_MB165008,1891
PLACE_MB187004,PLACE_MB007001,1891
PLACE_MB187004,PLACE_MB009009_1891,1891
PLACE_MB187004,PLACE_MB165007,1891
PLACE_MB187004,PLACE_MB007030,1891
PLACE_MB187004,PLACE_MB009004_1891,1891
PLACE_MB187004,PLACE_MB009003_1891,1891
PLACE_MB187003,PLACE_MB007027,1891
PLACE_MB187003,PLACE_MB007028,1891
PLACE_MB187003,PLACE_MB007025,1891
PLACE_MB187003,PLACE_MB007005,1891
PLACE_MB183004,PLACE_MB008012,1891
PLACE_MB183004,PLACE_MB010001,1891
PLACE_MB183004,PLACE_MB010011,1891
PLACE_MB022002,PLACE_MB012005,1891
PLACE_MB022002,PLACE_MB012006,1891
PLACE_MB185002,PLACE_MB011011,1891
PLACE_MB187002,PLACE_MB166007,1891
PLACE_MB187002,PLACE_MB006004,1891
PLACE_MB160013,PLACE_MB012002,1891
PLACE_MB160013,PLACE_MB012003,1891
PLACE_MB160013,PLACE_MB012004,1891
PLACE_MB184999,PLACE_MB155002,1891
PLACE_MB184999,PLACE_MB156001,1891
PLACE_MB184006,PLACE_MB160006,1891
PLACE_MB184005,PLACE_MB008006,1891
PLACE_MB184005,PLACE_MB155008,1891
PLACE_MB184004,PLACE_MB008016,1891
PLACE_BC190005,PLACE_BC005006,1891
