raw_cd_id,year,chain_place_id
"CD_ON_Northumberland,_East—Est",1891,CD_ON_Northumberland_East
"CD_ON_Northumberland,_East—Est",1901,CD_ON_Northumberland_East
"CD_ON_Northumberland,_West—Ouest",1871,CD_ON_Northumberland_West
"CD_ON_Northumberland,_West—Ouest",1881,CD_ON_Northumberland_West
"CD_ON_Northumberland,_West—Ouest",1891,CD_ON_Northumberland_West
"CD_ON_Northumberland,_West—Ouest",1901,CD_ON_Northumberland_West
CD_ON_Northumberland_East,1871,CD_ON_Northumberland_East_1871
CD_ON_Northumberland_East,1881,CD_ON_Northumberland_East_1881
CD_ON_Northumberland_East,1891,CD_ON_Northumberland_East_1891
CD_ON_Northumberland_East,1901,CD_ON_Northumberland_East_1901
CD_ON_Northumberland_East,1911,CD_ON_Northumberland_East_1911
CD_ON_Northumberland_West,1871,CD_ON_Northumberland_West_1871
CD_ON_Northumberland_West,1881,CD_ON_Northumberland_West_1881
CD_ON_Northumberland_West,1891,CD_ON_Northumberland_West_1891
CD_ON_Northumberland_West,1901,CD_ON_Northumberland_West_1901
CD_ON_Northumberland_West,1911,CD_ON_Northumberland_West_1911
CD_ON_Ontario,1851,CD_ON_Ontario
CD_ON_Ontario,1861,CD_ON_Ontario
CD_ON_Ontario,1921,CD_ON_Ontario_1921
"CD_ON_Ontario,_North—Nord",1871,CD_ON_Ontario_North
"CD_ON_Ontario,_North—Nord",1881,CD_ON_Ontario_North
"CD_ON_Ontario,_North—Nord",1891,CD_ON_Ontario_North_1891
"CD_ON_Ontario,_North—Nord",1901,CD_ON_Ontario_North_1891
"CD_ON_Ontario,_South—Sud",1871,CD_ON_Ontario_South
"CD_ON_Ontario,_South—Sud",1881,CD_ON_Ontario_South
"CD_ON_Ontario,_South—Sud",1891,CD_ON_Ontario_South_1891
"CD_ON_Ontario,_South—Sud",1901,CD_ON_Ontario_South_1891
"CD_ON_Ontario,_West—Ouest",1891,CD_ON_Ontario_West
"CD_ON_Ontario,_West—Ouest",1901,CD_ON_Ontario_West
CD_ON_Ontario_N,1911,CD_ON_Ontario_North_1911
CD_ON_Ontario_North,1871,CD_ON_Ontario_North_1871
CD_ON_Ontario_North,1881,CD_ON_Ontario_North_1881
CD_ON_Ontario_North,1891,CD_ON_Ontario_North_1891_1891
CD_ON_Ontario_North,1901,CD_ON_Ontario_North_1901
CD_ON_Ontario_North,1911,CD_ON_Ontario_North_1911_1911
CD_ON_Ontario_S,1911,CD_ON_Ontario_South_1891
CD_ON_Ontario_South,1871,CD_ON_Ontario_South_1871
CD_ON_Ontario_South,1881,CD_ON_Ontario_South_1881
CD_ON_Ontario_South,1891,CD_ON_Ontario_South_1891_1891
CD_ON_Ontario_South,1901,CD_ON_Ontario_South_1901
CD_ON_Ontario_South,1911,CD_ON_Ontario_South_1911
CD_ON_Ontario_West,1891,CD_ON_Ontario_West_1891
CD_ON_Ontario_West,1901,CD_ON_Ontario_West_1901
CD_ON_Ottawa,1861,CD_ON_Ottawa
"CD_ON_Ottawa,_City—Cité",1871,CD_ON_Ottawa_City
"CD_ON_Ottawa,_City—Cité",1881,CD_ON_Ottawa_City
"CD_ON_Ottawa,_City—Cité",1891,CD_ON_Ottawa_City
"CD_ON_Ottawa,_City—Cité",1901,CD_ON_Ottawa_City
CD_ON_Ottawa_City,1871,CD_ON_Ottawa_City_1871
CD_ON_Ottawa_City,1881,CD_ON_Ottawa_City_1881
CD_ON_Ottawa_City,1891,CD_ON_Ottawa_City_1891
CD_ON_Ottawa_City,1901,CD_ON_Ottawa_City_1901
CD_ON_Ottawa_City,1911,CD_ON_Ottawa_City_1911
CD_ON_Ottawa_City-Cité_Pt,1911,CD_ON_Ottawa_City
CD_ON_Oxford,1851,CD_ON_Oxford
CD_ON_Oxford,1861,CD_ON_Oxford
CD_ON_Oxford,1921,CD_ON_Oxford_1921
"CD_ON_Oxford,_North—Nord",1871,CD_ON_Oxford_North
"CD_ON_Oxford,_North—Nord",1881,CD_ON_Oxford_North
"CD_ON_Oxford,_North—Nord",1891,CD_ON_Oxford_North_1891
"CD_ON_Oxford,_North—Nord",1901,CD_ON_Oxford_North_1891
"CD_ON_Oxford,_South—Sud",1871,CD_ON_Oxford_South
"CD_ON_Oxford,_South—Sud",1881,CD_ON_Oxford_South
"CD_ON_Oxford,_South—Sud",1891,CD_ON_Oxford_South_1891
"CD_ON_Oxford,_South—Sud",1901,CD_ON_Oxford_South_1891
CD_ON_Oxford_N,1911,CD_ON_Oxford_North_1911
CD_ON_Oxford_North,1871,CD_ON_Oxford_North_1871
CD_ON_Oxford_North,1881,CD_ON_Oxford_North_1881
CD_ON_Oxford_North,1891,CD_ON_Oxford_North_1891_1891
CD_ON_Oxford_North,1901,CD_ON_Oxford_North_1901
CD_ON_Oxford_North,1911,CD_ON_Oxford_North_1911_1911
CD_ON_Oxford_S,1911,CD_ON_Oxford_South_1911
CD_ON_Oxford_South,1871,CD_ON_Oxford_South_1871
CD_ON_Oxford_South,1881,CD_ON_Oxford_South_1881
CD_ON_Oxford_South,1891,CD_ON_Oxford_South_1891_1891
CD_ON_Oxford_South,1901,CD_ON_Oxford_South_1901
CD_ON_Oxford_South,1911,CD_ON_Oxford_South_1911_1911
CD_ON_Parry_Sound,1871,CD_ON_Parry_Sound
CD_ON_Parry_Sound,1911,CD_ON_Parry_Sound_1911
CD_ON_Parry_Sound,1921,CD_ON_Parry_Sound_1911
CD_ON_Parry_Sound_1911,1911,CD_ON_Parry_Sound_1911_1911
CD_ON_Parry_Sound_1911,1921,CD_ON_Parry_Sound_1921
CD_ON_Peel,1851,CD_ON_Peel
CD_ON_Peel,1861,CD_ON_Peel
CD_ON_Peel,1871,CD_ON_Peel
CD_ON_Peel,1881,CD_ON_Peel
CD_ON_Peel,1891,CD_ON_Peel
CD_ON_Peel,1901,CD_ON_Peel
CD_ON_Peel,1911,CD_ON_Peel
CD_ON_Peel,1921,CD_ON_Peel
CD_ON_Perth,1851,CD_ON_Perth
CD_ON_Perth,1861,CD_ON_Perth
CD_ON_Perth,1921,CD_ON_Perth_1921
"CD_ON_Perth,_North—Nord",1871,CD_ON_Perth_North
"CD_ON_Perth,_North—Nord",1881,CD_ON_Perth_North
"CD_ON_Perth,_North—Nord",1891,CD_ON_Perth_North
"CD_ON_Perth,_North—Nord",1901,CD_ON_Perth_North
"CD_ON_Perth,_South—Sud",1871,CD_ON_Perth_South
"CD_ON_Perth,_South—Sud",1881,CD_ON_Perth_South
"CD_ON_Perth,_South—Sud",1891,CD_ON_Perth_South_1891
"CD_ON_Perth,_South—Sud",1901,CD_ON_Perth_South_1891
CD_ON_Perth_N,1911,CD_ON_Perth_North_1911
CD_ON_Perth_North,1871,CD_ON_Perth_North_1871
CD_ON_Perth_North,1881,CD_ON_Perth_North_1881
CD_ON_Perth_North,1891,CD_ON_Perth_North_1891
CD_ON_Perth_North,1901,CD_ON_Perth_North_1901
CD_ON_Perth_North,1911,CD_ON_Perth_North_1911_1911
CD_ON_Perth_S,1911,CD_ON_Perth_South_1911
CD_ON_Perth_South,1871,CD_ON_Perth_South_1871
CD_ON_Perth_South,1881,CD_ON_Perth_South_1881
CD_ON_Perth_South,1891,CD_ON_Perth_South_1891_1891
CD_ON_Perth_South,1901,CD_ON_Perth_South_1901
CD_ON_Perth_South,1911,CD_ON_Perth_South_1911_1911
CD_ON_Peterboro,1851,CD_ON_Peterboro
CD_ON_Peterborough,1861,CD_ON_Peterborough
CD_ON_Peterborough,1921,CD_ON_Peterborough
"CD_ON_Peterborough,_East—Est",1871,CD_ON_Peterborough_East
"CD_ON_Peterborough,_East—Est",1881,CD_ON_Peterborough_East
"CD_ON_Peterborough,_East—Est",1891,CD_ON_Peterborough_East_1891
"CD_ON_Peterborough,_East—Est",1901,CD_ON_Peterborough_East_1891
"CD_ON_Peterborough,_West—Ouest",1871,CD_ON_Peterborough_West
"CD_ON_Peterborough,_West—Ouest",1881,CD_ON_Peterborough_West
"CD_ON_Peterborough,_West—Ouest",1891,CD_ON_Peterborough_West
"CD_ON_Peterborough,_West—Ouest",1901,CD_ON_Peterborough_West
CD_ON_Peterborough_E,1911,CD_ON_Peterborough_East_1891
CD_ON_Peterborough_East,1871,CD_ON_Peterborough_East_1871
CD_ON_Peterborough_East,1881,CD_ON_Peterborough_East_1881
CD_ON_Peterborough_East,1891,CD_ON_Peterborough_East_1891_1891
CD_ON_Peterborough_East,1901,CD_ON_Peterborough_East_1901
CD_ON_Peterborough_East,1911,CD_ON_Peterborough_East_1911
CD_ON_Peterborough_W-O,1911,CD_ON_Peterborough_West
CD_ON_Peterborough_West,1871,CD_ON_Peterborough_West_1871
CD_ON_Peterborough_West,1881,CD_ON_Peterborough_West_1881
CD_ON_Peterborough_West,1891,CD_ON_Peterborough_West_1891
CD_ON_Peterborough_West,1901,CD_ON_Peterborough_West_1901
CD_ON_Peterborough_West,1911,CD_ON_Peterborough_West_1911
CD_ON_Prescott,1851,CD_ON_Prescott
CD_ON_Prescott,1861,CD_ON_Prescott
CD_ON_Prescott,1871,CD_ON_Prescott
CD_ON_Prescott,1881,CD_ON_Prescott
CD_ON_Prescott,1891,CD_ON_Prescott
CD_ON_Prescott,1901,CD_ON_Prescott
CD_ON_Prescott,1911,CD_ON_Prescott
CD_ON_Prescott,1921,CD_ON_Prescott
CD_ON_Prince_Edward,1851,CD_ON_Prince_Edward
CD_ON_Prince_Edward,1861,CD_ON_Prince_Edward
CD_ON_Prince_Edward,1871,CD_ON_Prince_Edward
CD_ON_Prince_Edward,1881,CD_ON_Prince_Edward
CD_ON_Prince_Edward,1891,CD_ON_Prince_Edward
CD_ON_Prince_Edward,1901,CD_ON_Prince_Edward
CD_ON_Prince_Edward,1911,CD_ON_Prince_Edward
CD_ON_Prince_Edward,1921,CD_ON_Prince_Edward
CD_ON_Rainy_River,1921,CD_ON_Rainy_River
CD_ON_Renfew,1861,CD_ON_Renfrew
CD_ON_Renfrew,1851,CD_ON_Renfrew
CD_ON_Renfrew,1861,CD_ON_Renfrew
CD_ON_Renfrew,1921,CD_ON_Renfrew
"CD_ON_Renfrew,_North—Nord",1871,CD_ON_Renfrew_North
"CD_ON_Renfrew,_North—Nord",1881,CD_ON_Renfrew_North
"CD_ON_Renfrew,_North—Nord",1891,CD_ON_Renfrew_North
"CD_ON_Renfrew,_North—Nord",1901,CD_ON_Renfrew_North
"CD_ON_Renfrew,_South—Sud",1871,CD_ON_Renfrew_South
"CD_ON_Renfrew,_South—Sud",1881,CD_ON_Renfrew_South
"CD_ON_Renfrew,_South—Sud",1891,CD_ON_Renfrew_South
"CD_ON_Renfrew,_South—Sud",1901,CD_ON_Renfrew_South
CD_ON_Renfrew_N,1911,CD_ON_Renfrew_North
CD_ON_Renfrew_North,1871,CD_ON_Renfrew_North_1871
CD_ON_Renfrew_North,1881,CD_ON_Renfrew_North_1881
CD_ON_Renfrew_North,1891,CD_ON_Renfrew_North_1891
CD_ON_Renfrew_North,1901,CD_ON_Renfrew_North_1901
CD_ON_Renfrew_North,1911,CD_ON_Renfrew_North_1911
CD_ON_Renfrew_S,1911,CD_ON_Renfrew_South
CD_ON_Renfrew_South,1871,CD_ON_Renfrew_South_1871
CD_ON_Renfrew_South,1881,CD_ON_Renfrew_South_1881
CD_ON_Renfrew_South,1891,CD_ON_Renfrew_South_1891
CD_ON_Renfrew_South,1901,CD_ON_Renfrew_South_1901
CD_ON_Renfrew_South,1911,CD_ON_Renfrew_South_1911
CD_ON_Russell,1851,CD_ON_Russell
CD_ON_Russell,1861,CD_ON_Russell
CD_ON_Russell,1871,CD_ON_Russell
CD_ON_Russell,1881,CD_ON_Russell
CD_ON_Russell,1891,CD_ON_Russell
CD_ON_Russell,1901,CD_ON_Russell
CD_ON_Russell,1911,CD_ON_Russell
CD_ON_Russell,1921,CD_ON_Russell
CD_ON_Simcoe,1851,CD_ON_Simcoe
CD_ON_Simcoe,1861,CD_ON_Simcoe
CD_ON_Simcoe,1921,CD_ON_Simcoe_1921
"CD_ON_Simcoe,_East—Est",1891,CD_ON_Simcoe_East
"CD_ON_Simcoe,_East—Est",1901,CD_ON_Simcoe_East
"CD_ON_Simcoe,_North—Nord",1871,CD_ON_Simcoe_North
"CD_ON_Simcoe,_North—Nord",1881,CD_ON_Simcoe_North
"CD_ON_Simcoe,_North—Nord",1891,CD_ON_Simcoe_North
"CD_ON_Simcoe,_North—Nord",1901,CD_ON_Simcoe_North
"CD_ON_Simcoe,_South—Sud",1871,CD_ON_Simcoe_South
"CD_ON_Simcoe,_South—Sud",1881,CD_ON_Simcoe_South
"CD_ON_Simcoe,_South—Sud",1891,CD_ON_Simcoe_South
"CD_ON_Simcoe,_South—Sud",1901,CD_ON_Simcoe_South
CD_ON_Simcoe_E,1911,CD_ON_Simcoe_East
CD_ON_Simcoe_East,1891,CD_ON_Simcoe_East_1891
CD_ON_Simcoe_East,1901,CD_ON_Simcoe_East_1901
CD_ON_Simcoe_East,1911,CD_ON_Simcoe_East_1911
CD_ON_Simcoe_N,1911,CD_ON_Simcoe_North
CD_ON_Simcoe_North,1871,CD_ON_Simcoe_North_1871
CD_ON_Simcoe_North,1881,CD_ON_Simcoe_North_1881
CD_ON_Simcoe_North,1891,CD_ON_Simcoe_North_1891
CD_ON_Simcoe_North,1901,CD_ON_Simcoe_North_1901
CD_ON_Simcoe_North,1911,CD_ON_Simcoe_North_1911
CD_ON_Simcoe_S,1911,CD_ON_Simcoe_South_1911
CD_ON_Simcoe_South,1871,CD_ON_Simcoe_South_1871
CD_ON_Simcoe_South,1881,CD_ON_Simcoe_South_1881
CD_ON_Simcoe_South,1891,CD_ON_Simcoe_South_1891
CD_ON_Simcoe_South,1901,CD_ON_Simcoe_South_1901
CD_ON_Simcoe_South,1911,CD_ON_Simcoe_South_1911_1911
CD_ON_Stormont,1851,CD_ON_Stormont
CD_ON_Stormont,1861,CD_ON_Stormont
CD_ON_Stormont,1871,CD_ON_Stormont
CD_ON_Stormont,1881,CD_ON_Stormont
CD_ON_Stormont,1911,CD_ON_Stormont_1891
CD_ON_Stormont,1921,CD_ON_Stormont_1891
CD_ON_Stormont_1891,1891,CD_ON_Stormont
CD_ON_Stormont_1891,1901,CD_ON_Stormont
CD_ON_Stormont_1891,1911,CD_ON_Stormont_1911
CD_ON_Stormont_1891,1921,CD_ON_Stormont_1921
CD_ON_Sudbury,1921,CD_ON_Sudbury
CD_ON_Thunder_Bay,1921,CD_ON_Thunder_Bay
CD_ON_Thunder_Bay_&_Rainy_River,1911,CD_ON_Thunder_Bay_&_Rainy_River
CD_ON_Timiskaming,1921,CD_ON_Timiskaming
CD_ON_Toronto,1861,CD_ON_Toronto
"CD_ON_Toronto,_Centre,_City—Cité",1901,CD_ON_Toronto_Centre_City
"CD_ON_Toronto,_City",1851,CD_ON_Toronto_City
"CD_ON_Toronto,_City—Cité",1881,CD_ON_Toronto_City_1881
"CD_ON_Toronto,_City—Cité",1891,CD_ON_Toronto_City_1881
"CD_ON_Toronto,_East—Est",1871,CD_ON_Toronto_East
"CD_ON_Toronto,_East—Est,_City—Cité",1901,CD_ON_Toronto_East_City
"CD_ON_Toronto,_West—Ouest",1871,CD_ON_Toronto_West
"CD_ON_Toronto,_West—Ouest,_City—Cité",1901,CD_ON_Toronto_West_City
CD_ON_Toronto_Centre,1911,CD_ON_Toronto_Centre
CD_ON_Toronto_Centre_City,1901,CD_ON_Toronto_Centre_City_1901
CD_ON_Toronto_City,1851,CD_ON_Toronto_City_1851
CD_ON_Toronto_City_1881,1881,CD_ON_Toronto_City_1881_1881
CD_ON_Toronto_City_1881,1891,CD_ON_Toronto_City_1891
CD_ON_Toronto_E,1911,CD_ON_Toronto_East_1911
CD_ON_Toronto_East,1871,CD_ON_Toronto_East_1871
CD_ON_Toronto_East_1911,1911,CD_ON_Toronto_East_1911_1911
CD_ON_Toronto_East_City,1901,CD_ON_Toronto_East_City_1901
CD_ON_Toronto_N,1911,CD_ON_Toronto_North
CD_ON_Toronto_North,1911,CD_ON_Toronto_North_1911
CD_ON_Toronto_S,1911,CD_ON_Toronto_South
CD_ON_Toronto_South,1911,CD_ON_Toronto_South_1911
CD_ON_Toronto_W-O,1911,CD_ON_Toronto_West_1911
CD_ON_Toronto_West,1871,CD_ON_Toronto_West_1871
CD_ON_Toronto_West_1911,1911,CD_ON_Toronto_West_1911_1911
CD_ON_Toronto_West_City,1901,CD_ON_Toronto_West_City_1901
CD_ON_Victoria,1851,CD_ON_Victoria
CD_ON_Victoria,1861,CD_ON_Victoria
CD_ON_Victoria,1911,CD_ON_Victoria
CD_ON_Victoria,1921,CD_ON_Victoria
"CD_ON_Victoria,_North—Nord",1871,CD_ON_Victoria_North
"CD_ON_Victoria,_North—Nord",1881,CD_ON_Victoria_North
"CD_ON_Victoria,_North—Nord",1891,CD_ON_Victoria_North
"CD_ON_Victoria,_North—Nord",1901,CD_ON_Victoria_North
"CD_ON_Victoria,_South—Sud",1871,CD_ON_Victoria_South
"CD_ON_Victoria,_South—Sud",1881,CD_ON_Victoria_South
"CD_ON_Victoria,_South—Sud",1891,CD_ON_Victoria_South
"CD_ON_Victoria,_South—Sud",1901,CD_ON_Victoria_South
CD_ON_Victoria_North,1871,CD_ON_Victoria_North_1871
CD_ON_Victoria_North,1881,CD_ON_Victoria_North_1881
CD_ON_Victoria_North,1891,CD_ON_Victoria_North_1891
CD_ON_Victoria_North,1901,CD_ON_Victoria_North_1901
CD_ON_Victoria_South,1871,CD_ON_Victoria_South_1871
CD_ON_Victoria_South,1881,CD_ON_Victoria_South_1881
CD_ON_Victoria_South,1891,CD_ON_Victoria_South_1891
CD_ON_Victoria_South,1901,CD_ON_Victoria_South_1901
CD_ON_Waterloo,1851,CD_ON_Waterloo
CD_ON_Waterloo,1861,CD_ON_Waterloo
CD_ON_Waterloo,1921,CD_ON_Waterloo
"CD_ON_Waterloo,_North—Nord",1871,CD_ON_Waterloo_North
"CD_ON_Waterloo,_North—Nord",1881,CD_ON_Waterloo_North
"CD_ON_Waterloo,_North—Nord",1891,CD_ON_Waterloo_North
"CD_ON_Waterloo,_North—Nord",1901,CD_ON_Waterloo_North
"CD_ON_Waterloo,_South—Sud",1871,CD_ON_Waterloo_South
"CD_ON_Waterloo,_South—Sud",1881,CD_ON_Waterloo_South
"CD_ON_Waterloo,_South—Sud",1891,CD_ON_Waterloo_South
"CD_ON_Waterloo,_South—Sud",1901,CD_ON_Waterloo_South
CD_ON_Waterloo_N,1911,CD_ON_Waterloo_North
CD_ON_Waterloo_North,1871,CD_ON_Waterloo_North_1871
CD_ON_Waterloo_North,1881,CD_ON_Waterloo_North_1881
CD_ON_Waterloo_North,1891,CD_ON_Waterloo_North_1891
CD_ON_Waterloo_North,1901,CD_ON_Waterloo_North_1901
CD_ON_Waterloo_North,1911,CD_ON_Waterloo_North_1911
CD_ON_Waterloo_S,1911,CD_ON_Waterloo_South
CD_ON_Waterloo_South,1871,CD_ON_Waterloo_South_1871
CD_ON_Waterloo_South,1881,CD_ON_Waterloo_South_1881
CD_ON_Waterloo_South,1891,CD_ON_Waterloo_South_1891
CD_ON_Waterloo_South,1901,CD_ON_Waterloo_South_1901
CD_ON_Waterloo_South,1911,CD_ON_Waterloo_South_1911
CD_ON_Welland,1851,CD_ON_Welland
CD_ON_Welland,1861,CD_ON_Welland
CD_ON_Welland,1871,CD_ON_Welland
CD_ON_Welland,1881,CD_ON_Welland
CD_ON_Welland,1891,CD_ON_Welland
CD_ON_Welland,1901,CD_ON_Welland
CD_ON_Welland,1911,CD_ON_Welland
CD_ON_Welland,1921,CD_ON_Welland
CD_ON_Wellington,1851,CD_ON_Wellington
CD_ON_Wellington,1861,CD_ON_Wellington
CD_ON_Wellington,1921,CD_ON_Wellington_1921
"CD_ON_Wellington,_Centre",1871,CD_ON_Wellington_Centre
"CD_ON_Wellington,_Centre",1881,CD_ON_Wellington_Centre_1881
"CD_ON_Wellington,_Centre",1891,CD_ON_Wellington_Centre_1881
"CD_ON_Wellington,_Centre",1901,CD_ON_Wellington_Centre_1881
"CD_ON_Wellington,_North—Nord",1871,CD_ON_Wellington_North
"CD_ON_Wellington,_North—Nord",1881,CD_ON_Wellington_North
"CD_ON_Wellington,_North—Nord",1891,CD_ON_Wellington_North_1891
"CD_ON_Wellington,_North—Nord",1901,CD_ON_Wellington_North_1891
"CD_ON_Wellington,_South—Sud",1871,CD_ON_Wellington_South
"CD_ON_Wellington,_South—Sud",1881,CD_ON_Wellington_South
"CD_ON_Wellington,_South—Sud",1891,CD_ON_Wellington_South
"CD_ON_Wellington,_South—Sud",1901,CD_ON_Wellington_South
CD_ON_Wellington_1921,1921,CD_ON_Wellington_1921_1921
CD_ON_Wellington_Centre,1871,CD_ON_Wellington_Centre_1871
CD_ON_Wellington_Centre,1881,CD_ON_Wellington_Centre_1881_1881
CD_ON_Wellington_Centre,1891,CD_ON_Wellington_Centre_1891
CD_ON_Wellington_Centre,1901,CD_ON_Wellington_Centre_1901
CD_ON_Wellington_N,1911,CD_ON_Wellington_North
CD_ON_Wellington_North,1871,CD_ON_Wellington_North_1871
CD_ON_Wellington_North,1881,CD_ON_Wellington_North_1881
CD_ON_Wellington_North,1891,CD_ON_Wellington_North_1891_1891
CD_ON_Wellington_North,1901,CD_ON_Wellington_North_1901
CD_ON_Wellington_North,1911,CD_ON_Wellington_North_1911_1911
CD_ON_Wellington_S,1911,CD_ON_Wellington_South
CD_ON_Wellington_South,1871,CD_ON_Wellington_South_1871
CD_ON_Wellington_South,1881,CD_ON_Wellington_South_1881
CD_ON_Wellington_South,1891,CD_ON_Wellington_South_1891
CD_ON_Wellington_South,1901,CD_ON_Wellington_South_1901
CD_ON_Wellington_South,1911,CD_ON_Wellington_South_1911
CD_ON_Wentworth,1851,CD_ON_Wentworth
CD_ON_Wentworth,1861,CD_ON_Wentworth
CD_ON_Wentworth,1911,CD_ON_Wentworth_1911
CD_ON_Wentworth,1921,CD_ON_Wentworth_1911
"CD_ON_Wentworth,_North—Nord",1871,CD_ON_Wentworth_North
"CD_ON_Wentworth,_North—Nord",1881,CD_ON_Wentworth_North
"CD_ON_Wentworth,_North—Nord",1891,CD_ON_Wentworth_North
"CD_ON_Wentworth,_South—Sud",1871,CD_ON_Wentworth_South
"CD_ON_Wentworth,_South—Sud",1881,CD_ON_Wentworth_South
"CD_ON_Wentworth,_South—Sud",1891,CD_ON_Wentworth_South_1891
"CD_ON_Wentworth,_South—Sud",1901,CD_ON_Wentworth_South_1891
"CD_ON_Wentworth_&_Brant,_North—Nord",1901,CD_ON_Wentworth_&_Brant_North
CD_ON_Wentworth_&_Brant_North,1901,CD_ON_Wentworth_&_Brant_North_1901
CD_ON_Wentworth_1911,1911,CD_ON_Wentworth_1911_1911
CD_ON_Wentworth_1911,1921,CD_ON_Wentworth_1921
CD_ON_Wentworth_North,1871,CD_ON_Wentworth_North_1871
CD_ON_Wentworth_North,1881,CD_ON_Wentworth_North_1881
CD_ON_Wentworth_North,1891,CD_ON_Wentworth_North_1891
CD_ON_Wentworth_South,1871,CD_ON_Wentworth_South_1871
CD_ON_Wentworth_South,1881,CD_ON_Wentworth_South_1881
CD_ON_Wentworth_South,1891,CD_ON_Wentworth_South_1891_1891
CD_ON_Wentworth_South,1901,CD_ON_Wentworth_South_1901
CD_ON_York,1851,CD_ON_York
CD_ON_York,1861,CD_ON_York
CD_ON_York,1921,CD_ON_York_1921
"CD_ON_York,_East—Est",1871,CD_ON_York_East
"CD_ON_York,_East—Est",1881,CD_ON_York_East
"CD_ON_York,_East—Est",1891,CD_ON_York_East
"CD_ON_York,_East—Est",1901,CD_ON_York_East
"CD_ON_York,_North—Nord",1871,CD_ON_York_North
"CD_ON_York,_North—Nord",1881,CD_ON_York_North
"CD_ON_York,_North—Nord",1891,CD_ON_York_North_1891
"CD_ON_York,_North—Nord",1901,CD_ON_York_North_1891
"CD_ON_York,_West—Ouest",1871,CD_ON_York_West
"CD_ON_York,_West—Ouest",1881,CD_ON_York_West
"CD_ON_York,_West—Ouest",1891,CD_ON_York_West
"CD_ON_York,_West—Ouest",1901,CD_ON_York_West
CD_ON_York_1921,1921,CD_ON_York_1921_1921
CD_ON_York_Centre,1911,CD_ON_York_Centre
CD_ON_York_East,1871,CD_ON_York_East_1871
CD_ON_York_East,1881,CD_ON_York_East_1881
CD_ON_York_East,1891,CD_ON_York_East_1891
CD_ON_York_East,1901,CD_ON_York_East_1901
CD_ON_York_N,1911,CD_ON_York_North_1911
CD_ON_York_North,1871,CD_ON_York_North_1871
CD_ON_York_North,1881,CD_ON_York_North_1881
CD_ON_York_North,1891,CD_ON_York_North_1891_1891
CD_ON_York_North,1901,CD_ON_York_North_1901
CD_ON_York_North,1911,CD_ON_York_North_1911_1911
CD_ON_York_S,1911,CD_ON_York_South
CD_ON_York_South,1911,CD_ON_York_South_1911
CD_ON_York_West,1871,CD_ON_York_West_1871
CD_ON_York_West,1881,CD_ON_York_West_1881
CD_ON_York_West,1891,CD_ON_York_West_1891
CD_ON_York_West,1901,CD_ON_York_West_1901
CD_PE_King's,1871,CD_PE_King's
CD_PE_King's,1881,CD_PE_King's
CD_PE_King's,1891,CD_PE_King's_1891
CD_PE_Kings,1901,CD_PE_Kings
CD_PE_Kings,1911,CD_PE_Kings
CD_PE_Kings,1921,CD_PE_Kings
CD_PE_King’s,1891,CD_PE_King's
CD_PE_Prince,1871,CD_PE_Prince
CD_PE_Prince,1881,CD_PE_Prince
CD_PE_Prince,1891,CD_PE_Prince
CD_PE_Prince,1911,CD_PE_Prince
CD_PE_Prince,1921,CD_PE_Prince
"CD_PE_Prince,_East-Est",1901,CD_PE_Prince_East
"CD_PE_Prince,_West-Ouest",1901,CD_PE_Prince_West
CD_PE_Prince_East,1901,CD_PE_Prince_East_1901
CD_PE_Prince_Edward_Island,1851,CD_PE_Prince_Edward_Island
CD_PE_Prince_Edward_Island,1861,CD_PE_Prince_Edward_Island
CD_PE_Prince_West,1901,CD_PE_Prince_West_1901
CD_PE_Queen's,1871,CD_PE_Queen's
CD_PE_Queen's,1881,CD_PE_Queen's
CD_PE_Queen's,1891,CD_PE_Queen's_1891
CD_PE_Queens,1911,CD_PE_Queens
CD_PE_Queens,1921,CD_PE_Queens
"CD_PE_Queens,_East-Est",1901,CD_PE_Queens_East
"CD_PE_Queens,_West—Ouest",1901,CD_PE_Queens_West
CD_PE_Queens_East,1901,CD_PE_Queens_East_1901
CD_PE_Queens_West,1901,CD_PE_Queens_West_1901
CD_PE_Queen’s,1891,CD_PE_Queen's
CD_QC_Argenteuil,1861,CD_QC_Argenteuil
CD_QC_Argenteuil,1871,CD_QC_Argenteuil
CD_QC_Argenteuil,1881,CD_QC_Argenteuil
CD_QC_Argenteuil,1891,CD_QC_Argenteuil
CD_QC_Argenteuil,1901,CD_QC_Argenteuil
CD_QC_Argenteuil,1911,CD_QC_Argenteuil
CD_QC_Argenteuil,1921,CD_QC_Argenteuil
CD_QC_Arthabaska,1861,CD_QC_Arthabaska
CD_QC_Arthabaska,1871,CD_QC_Arthabaska
CD_QC_Arthabaska,1921,CD_QC_Arthabaska_1921
CD_QC_Arthabaska_1921,1921,CD_QC_Arthabaska_1921_1921
CD_QC_Bagot,1861,CD_QC_Bagot
CD_QC_Bagot,1871,CD_QC_Bagot
CD_QC_Bagot,1881,CD_QC_Bagot
CD_QC_Bagot,1891,CD_QC_Bagot_1891
CD_QC_Bagot,1901,CD_QC_Bagot_1901
CD_QC_Bagot,1911,CD_QC_Bagot_1901
CD_QC_Bagot,1921,CD_QC_Bagot_1901
CD_QC_Bagot_,1891,CD_QC_Bagot
CD_QC_Beauce,1861,CD_QC_Beauce
CD_QC_Beauce,1881,CD_QC_Beauce
CD_QC_Beauce,1891,CD_QC_Beauce
