uid_from,year_from,name_from,canon_from,uid_to,year_to,name_to,canon_to,rel,iou,frac_from,frac_to,source,accept_rule,chain_place_id
CD_QC_Lévis,1881,Lévis,Lévis,CD_QC_Lévis,1891,Lévis,Lévis,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Lévis
CD_QC_Maskinongé,1881,Maskinongé,Maskinongé,CD_QC_Maskinongé,1891,Maskinongé,Maskinongé,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Maskinongé
CD_QC_Megantic,1881,Megantic,Megantic,CD_QC_Mégantic,1891,Mégantic,Mégantic,SAME_AS,0.9999,1.0,0.9999,high_confidence,1,CD_QC_Mégantic
CD_QC_Missisquoi,1881,Missisquoi,Missisquoi,CD_QC_Missisquoi,1891,Missisquoi,Missisquoi,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Missisquoi
CD_QC_Montcalm,1881,Montcalm,Montcalm,CD_QC_Montcalm,1891,Montcalm,Montcalm,SAME_AS,0.9916,1.0,0.9916,high_confidence,1,CD_QC_Montcalm
CD_QC_Montmagny,1881,Montmagny,Montmagny,CD_QC_Montmagny,1891,Montmagny,Montmagny,SAME_AS,0.9814,0.9814,1.0,high_confidence,1,CD_QC_Montmagny
CD_QC_Montmorency,1881,Montmorency,Montmorency,CD_QC_Montmorency,1891,Montmorency,Montmorency,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Montmorency
"CD_QC_Montréal,_(City-Ville)",1881,"Montréal, (City-Ville)",Montréal City,CD_QC_Montréal,1891,Montréal,Montréal,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Montréal_1881
CD_QC_Napierville,1881,Napierville,Napierville,CD_QC_Napierville,1891,Napierville,Napierville,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Napierville
CD_QC_Nicolet,1881,Nicolet,Nicolet,CD_QC_Nicolet,1891,Nicolet,Nicolet,WITHIN,0.9698,0.995,0.9746,high_confidence,3,CD_QC_Nicolet
CD_QC_Ottawa,1881,Ottawa,Ottawa,"CD_QC_Ottawa,_County—Comté",1891,"Ottawa, County—Comté",Ottawa County,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Ottawa_County
CD_QC_Pontiac,1881,Pontiac,Pontiac,CD_QC_Pontiac,1891,Pontiac,Pontiac,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Pontiac
CD_QC_Portneuf,1881,Portneuf,Portneuf,CD_QC_Portneuf,1891,Portneuf,Portneuf,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Portneuf
"CD_QC_Quebec,_(City-Ville)",1881,"Quebec, (City-Ville)",Quebec City,"CD_QC_Quebec,_City—Cité",1891,"Quebec, City—Cité",Quebec City,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Quebec_City
"CD_QC_Quebec,_(County-Comté)",1881,"Quebec, (County-Comté)",Quebec County,"CD_QC_Quebec,_County—Comté",1891,"Quebec, County—Comté",Quebec County,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Quebec_County
CD_QC_Richelieu,1881,Richelieu,Richelieu,CD_QC_Richelieu,1891,Richelieu,Richelieu,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Richelieu
CD_QC_Richmond_&_Wolfe,1881,Richmond & Wolfe,Richmond & Wolfe,CD_QC_Richmond_&_Wolfe,1891,Richmond & Wolfe,Richmond & Wolfe,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Richmond_&_Wolfe
CD_QC_Rimouski,1881,Rimouski,Rimouski,CD_QC_Rimouski,1891,Rimouski,Rimouski,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Rimouski
CD_QC_Rouville,1881,Rouville,Rouville,CD_QC_Rouville,1891,Rouville,Rouville,SAME_AS,0.9869,1.0,0.9869,high_confidence,1,CD_QC_Rouville
CD_QC_Shefford,1881,Shefford,Shefford,CD_QC_Shefford,1891,Shefford,Shefford,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Shefford
CD_QC_Sherbrooke,1881,Sherbrooke,Sherbrooke,CD_QC_Sherbrooke,1891,Sherbrooke,Sherbrooke,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Sherbrooke_1861
CD_QC_Soulanges,1881,Soulanges,Soulanges,CD_QC_Soulanges,1891,Soulanges,Soulanges,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Soulanges
CD_QC_St._Hyacinthe,1881,St. Hyacinthe,St. Hyacinthe,CD_QC_St._Hyacinthe,1891,St. Hyacinthe,St. Hyacinthe,SAME_AS,0.989,0.989,1.0,high_confidence,1,CD_QC_St._Hyacinthe
CD_QC_St._Jean,1881,St. Jean,St. Jean,CD_QC_St._Jean,1891,St. Jean,St. Jean,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_St._Jean
CD_QC_St._Maurice,1881,St. Maurice,St. Maurice,CD_QC_St._Maurice,1891,St. Maurice,St. Maurice,CONTAINS,0.9157,0.9207,0.9941,high_confidence,3,CD_QC_Trois-Rivières_&_St._Maurice
CD_QC_Stanstead,1881,Stanstead,Stanstead,CD_QC_Stanstead,1891,Stanstead,Stanstead,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Stanstead
CD_QC_Temiscouata,1881,Temiscouata,Temiscouata,CD_QC_Témiscouata,1891,Témiscouata,Témiscouata,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Temiscouata
CD_QC_Trois-Rivières,1881,Trois-Rivières,Trois-Rivières,CD_QC_Trois-Rivières,1891,Trois-Rivières,Trois-Rivières,CONTAINS,0.5774,0.5774,1.0,high_confidence,3,CD_QC_Trois-Rivières
CD_QC_Vaudreuil,1881,Vaudreuil,Vaudreuil,CD_QC_Vaudreuil,1891,Vaudreuil,Vaudreuil,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Vaudreuil
CD_QC_Verchères,1881,Verchères,Verchères,CD_QC_Verchères,1891,Verchères,Verchères,SAME_AS,0.9991,0.9991,1.0,high_confidence,1,CD_QC_Verchères
CD_QC_Yamaska,1881,Yamaska,Yamaska,CD_QC_Yamaska_,1891,Yamaska ,Yamaska,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_QC_Yamaska
CD_BC_Vancouver,1891,Vancouver,Vancouver,CD_BC_Vancouver,1901,Vancouver,Vancouver,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_BC_Vancouver
CD_MB_Marquette,1891,Marquette,Marquette,CD_MB_Marquette,1901,Marquette,Marquette,CONTAINS,0.5839,0.5839,1.0,high_confidence,3,CD_MB_Marquette
"CD_MB_Winnipeg,_City—Cité",1891,"Winnipeg, City—Cité",Winnipeg City,"CD_MB_Winnipeg,_City—Cité",1901,"Winnipeg, City—Cité",Winnipeg City,WITHIN,0.979,0.979,1.0,high_confidence,3,CD_MB_Winnipeg_City
CD_NB_Albert,1891,Albert,Albert,CD_NB_Albert,1901,Albert,Albert,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NB_Albert
CD_NB_Carleton,1891,Carleton,Carleton,CD_NB_Carleton,1901,Carleton,Carleton,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NB_Carleton
CD_NB_Charlotte,1891,Charlotte,Charlotte,CD_NB_Charlotte,1901,Charlotte,Charlotte,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NB_Charlotte
CD_NB_Gloucester,1891,Gloucester,Gloucester,CD_NB_Gloucester,1901,Gloucester,Gloucester,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NB_Gloucester
CD_NB_Kent,1891,Kent,Kent,CD_NB_Kent,1901,Kent,Kent,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NB_Kent
CD_NB_King’s,1891,King’s,King’s,CD_NB_Kings,1901,Kings,Kings,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NB_King's
CD_NB_Northumberland,1891,Northumberland,Northumberland,CD_NB_Northumberland,1901,Northumberland,Northumberland,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NB_Northumberland
CD_NB_Restigouche,1891,Restigouche,Restigouche,CD_NB_Restigouche,1901,Restigouche,Restigouche,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NB_Restigouche
"CD_NB_St-John,_County—Comté",1891,"St-John, County—Comté",St-John County,"CD_NB_St._John,_City_&_Co—Cité_et_comté",1901,"St. John, City & Co—Cité et comté","St. John, City & Co—Cité et County",SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NB_St._John
CD_NB_Victoria,1891,Victoria,Victoria,CD_NB_Victoria_&_Madawaska,1901,Victoria & Madawaska,Victoria & Madawaska,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NB_Victoria
CD_NB_Westmoreland,1891,Westmoreland,Westmoreland,CD_NB_Westmorland,1901,Westmorland,Westmorland,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NB_Westmorland
CD_NB_York,1891,York,York,CD_NB_York,1901,York,York,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NB_York
CD_NL_Labrador,1891,Labrador,Labrador,CD_NL_Labrador,1901,Labrador,Labrador,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NL_Labrador
CD_NL_Newfoundland,1891,Newfoundland,Newfoundland,CD_NL_Newfoundland,1901,Newfoundland,Newfoundland,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NL_Newfoundland
CD_NS_Annapolis,1891,Annapolis,Annapolis,CD_NS_Annapolis,1901,Annapolis,Annapolis,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Annapolis
CD_NS_Antigonish,1891,Antigonish,Antigonish,CD_NS_Antigonish,1901,Antigonish,Antigonish,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Antigonish
CD_NS_Cape_Breton,1891,Cape Breton,Cape Breton,CD_NS_Cape_Breton,1901,Cape Breton,Cape Breton,WITHIN,0.9785,1.0,0.9785,high_confidence,3,CD_NS_Cape_Breton
CD_NS_Colchester,1891,Colchester,Colchester,CD_NS_Colchester,1901,Colchester,Colchester,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Colchester
CD_NS_Cumberland,1891,Cumberland,Cumberland,CD_NS_Cumberland,1901,Cumberland,Cumberland,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Cumberland
CD_NS_Digby,1891,Digby,Digby,CD_NS_Digby,1901,Digby,Digby,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Digby
CD_NS_Guysborough,1891,Guysborough,Guysborough,CD_NS_Guysborough,1901,Guysborough,Guysborough,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Guysborough
"CD_NS_Halifax,_City—Cité",1891,"Halifax, City—Cité",Halifax City,"CD_NS_Halifax,_City_&_Co—Cité_et_comté",1901,"Halifax, City & Co—Cité et comté","Halifax, City & Co—Cité et County",SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Halifax_City
CD_NS_Hants,1891,Hants,Hants,CD_NS_Hants,1901,Hants,Hants,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Hants
CD_NS_Inverness,1891,Inverness,Inverness,CD_NS_Inverness,1901,Inverness,Inverness,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Inverness
CD_NS_King’s,1891,King’s,King’s,CD_NS_Kings,1901,Kings,Kings,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Kings
CD_NS_Lunenburg,1891,Lunenburg,Lunenburg,CD_NS_Lunenburg,1901,Lunenburg,Lunenburg,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Lunenburg
CD_NS_Pictou,1891,Pictou,Pictou,CD_NS_Pictou,1901,Pictou,Pictou,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Pictou
CD_NS_Richmond,1891,Richmond,Richmond,CD_NS_Richmond,1901,Richmond,Richmond,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Richmond
CD_NS_Victoria,1891,Victoria,Victoria,CD_NS_Victoria,1901,Victoria,Victoria,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Victoria
CD_NS_Yarmouth,1891,Yarmouth,Yarmouth,CD_NS_Yarmouth,1901,Yarmouth,Yarmouth,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NS_Yarmouth
CD_NT_Alberta,1891,Alberta,Alberta,CD_NT_Alberta,1901,Alberta,Alberta,SAME_AS,0.9999,1.0,0.9999,high_confidence,1,CD_NT_Alberta
CD_NT_Assiniboia_East-Est,1891,Assiniboia East-Est,Assiniboia East,"CD_NT_Assiniboia,_East—Est",1901,"Assiniboia, East—Est",Assiniboia East,SAME_AS,0.9999,1.0,1.0,high_confidence,1,CD_NT_Assiniboia_East
CD_NT_Assiniboia_West-Ouest,1891,Assiniboia West-Ouest,Assiniboia West,"CD_NT_Assiniboia,_West—Ouest",1901,"Assiniboia, West—Ouest",Assiniboia West,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_NT_Assiniboia_West
CD_NT_Saskatchewan,1891,Saskatchewan,Saskatchewan,CD_NT_Saskatchewan,1901,Saskatchewan,Saskatchewan,WITHIN,0.9555,0.9555,1.0,high_confidence,3,CD_NT_Saskatchewan
CD_ON_Addington,1891,Addington,Addington,CD_ON_Addington,1901,Addington,Addington,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Addington_1871
CD_ON_Algoma,1891,Algoma,Algoma,CD_ON_Algoma,1901,Algoma,Algoma,CONTAINS,0.7373,0.7374,0.9999,high_confidence,3,CD_ON_Algoma
CD_ON_Bothwell,1891,Bothwell,Bothwell,CD_ON_Bothwell,1901,Bothwell,Bothwell,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Bothwell
"CD_ON_Brant,_South—Sud",1891,"Brant, South—Sud",Brant South,"CD_ON_Brant,_South—Sud",1901,"Brant, South—Sud",Brant South,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Brant_South
CD_ON_Brockville,1891,Brockville,Brockville,CD_ON_Brockville,1901,Brockville,Brockville,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Brockville
"CD_ON_Bruce,_East—Est",1891,"Bruce, East—Est",Bruce East,"CD_ON_Bruce,_East—Est",1901,"Bruce, East—Est",Bruce East,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Bruce_East
"CD_ON_Bruce,_North—Nord",1891,"Bruce, North—Nord",Bruce North,"CD_ON_Bruce,_North—Nord",1901,"Bruce, North—Nord",Bruce North,SAME_AS,0.9987,0.9987,1.0,high_confidence,1,CD_ON_Bruce_North
"CD_ON_Bruce,_West—Ouest",1891,"Bruce, West—Ouest",Bruce West,"CD_ON_Bruce,_West—Ouest",1901,"Bruce, West—Ouest",Bruce West,SAME_AS,0.9979,1.0,0.9979,high_confidence,1,CD_ON_Bruce_West
CD_ON_Cardwell,1891,Cardwell,Cardwell,CD_ON_Cardwell,1901,Cardwell,Cardwell,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Cardwell
CD_ON_Carleton,1891,Carleton,Carleton,CD_ON_Carleton,1901,Carleton,Carleton,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Carleton
CD_ON_Cornwall_&_Stormont,1891,Cornwall & Stormont,Cornwall & Stormont,CD_ON_Cornwall_&_Stormont,1901,Cornwall & Stormont,Cornwall & Stormont,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Stormont_1891
CD_ON_Dundas,1891,Dundas,Dundas,CD_ON_Dundas,1901,Dundas,Dundas,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Dundas
"CD_ON_Durham,_East—Est",1891,"Durham, East—Est",Durham East,"CD_ON_Durham,_East—Est",1901,"Durham, East—Est",Durham East,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Durham_East
"CD_ON_Durham,_West—Ouest",1891,"Durham, West—Ouest",Durham West,"CD_ON_Durham,_West—Ouest",1901,"Durham, West—Ouest",Durham West,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Durham_West
"CD_ON_Elgin,_East—Est",1891,"Elgin, East—Est",Elgin East,"CD_ON_Elgin,_East—Est",1901,"Elgin, East—Est",Elgin East,SAME_AS,0.9986,0.9993,0.9993,high_confidence,1,CD_ON_Elgin_East
"CD_ON_Elgin,_West—Ouest",1891,"Elgin, West—Ouest",Elgin West,"CD_ON_Elgin,_West—Ouest",1901,"Elgin, West—Ouest",Elgin West,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Elgin_West
"CD_ON_Essex,_North—Nord",1891,"Essex, North—Nord",Essex North,"CD_ON_Essex,_North—Nord",1901,"Essex, North—Nord",Essex North,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Essex_North
"CD_ON_Essex,_South—Sud",1891,"Essex, South—Sud",Essex South,"CD_ON_Essex,_South—Sud",1901,"Essex, South—Sud",Essex South,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Essex_South
CD_ON_Frontenac,1891,Frontenac,Frontenac,CD_ON_Frontenac,1901,Frontenac,Frontenac,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Frontenac
CD_ON_Glengarry,1891,Glengarry,Glengarry,CD_ON_Glengarry,1901,Glengarry,Glengarry,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Glengarry
"CD_ON_Grenville,_South—Sud",1891,"Grenville, South—Sud",Grenville South,"CD_ON_Grenville,_South—Sud",1901,"Grenville, South—Sud",Grenville South,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Grenville_South
"CD_ON_Grey,_East—Est",1891,"Grey, East—Est",Grey East,"CD_ON_Grey,_East—Est",1901,"Grey, East—Est",Grey East,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Grey_East
"CD_ON_Grey,_North—Nord",1891,"Grey, North—Nord",Grey North,"CD_ON_Grey,_North—Nord",1901,"Grey, North—Nord",Grey North,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Grey_North
"CD_ON_Grey,_South—Sud",1891,"Grey, South—Sud",Grey South,"CD_ON_Grey,_South—Sud",1901,"Grey, South—Sud",Grey South,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Grey_South
CD_ON_Halton,1891,Halton,Halton,CD_ON_Halton,1901,Halton,Halton,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Halton
"CD_ON_Hamilton,_City—Cité",1891,"Hamilton, City—Cité",Hamilton City,"CD_ON_Hamilton,_City—Cité",1901,"Hamilton, City—Cité",Hamilton City,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Hamilton_City
"CD_ON_Hastings,_East—Est",1891,"Hastings, East—Est",Hastings East,"CD_ON_Hastings,_East—Est",1901,"Hastings, East—Est",Hastings East,WITHIN,0.9763,0.9763,1.0,high_confidence,3,CD_ON_Hastings_East
"CD_ON_Hastings,_North—Nord",1891,"Hastings, North—Nord",Hastings North,"CD_ON_Hastings,_North—Nord",1901,"Hastings, North—Nord",Hastings North,CONTAINS,0.8304,0.8304,1.0,high_confidence,3,CD_ON_Hastings_North
"CD_ON_Hastings,_West—Ouest",1891,"Hastings, West—Ouest",Hastings West,"CD_ON_Hastings,_West—Ouest",1901,"Hastings, West—Ouest",Hastings West,WITHIN,0.9533,0.9533,1.0,high_confidence,3,CD_ON_Hastings_West
"CD_ON_Huron,_East—Est",1891,"Huron, East—Est",Huron East,"CD_ON_Huron,_East—Est",1901,"Huron, East—Est",Huron East,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Huron_East
"CD_ON_Huron,_South—Sud",1891,"Huron, South—Sud",Huron South,"CD_ON_Huron,_South—Sud",1901,"Huron, South—Sud",Huron South,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Huron_South
"CD_ON_Huron,_West—Ouest",1891,"Huron, West—Ouest",Huron West,"CD_ON_Huron,_West—Ouest",1901,"Huron, West—Ouest",Huron West,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Huron_West
CD_ON_Kent,1891,Kent,Kent,CD_ON_Kent,1901,Kent,Kent,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Kent_1871
"CD_ON_Kingston,_City—Cite",1891,"Kingston, City—Cite",Kingston City,"CD_ON_Kingston,_City—Cite",1901,"Kingston, City—Cite",Kingston City,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Kingston_City_1881_1901
"CD_ON_Kingston,_City—Cité",1891,"Kingston, City—Cité",Kingston City,"CD_ON_Kingston,_City—Cité",1901,"Kingston, City—Cité",Kingston City,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Kingston_City_1881
"CD_ON_Lambton,_East—Est",1891,"Lambton, East—Est",Lambton East,"CD_ON_Lambton,_East—Est",1901,"Lambton, East—Est",Lambton East,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Lambton_East
"CD_ON_Lambton,_West—Ouest",1891,"Lambton, West—Ouest",Lambton West,"CD_ON_Lambton,_West—Ouest",1901,"Lambton, West—Ouest",Lambton West,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Lambton_West
"CD_ON_Lanark,_North—Nord",1891,"Lanark, North—Nord",Lanark North,"CD_ON_Lanark,_North—Nord",1901,"Lanark, North—Nord",Lanark North,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Lanark_North
"CD_ON_Lanark,_South—Sud",1891,"Lanark, South—Sud",Lanark South,"CD_ON_Lanark,_South—Sud",1901,"Lanark, South—Sud",Lanark South,SAME_AS,0.9994,1.0,0.9994,high_confidence,1,CD_ON_Lanark_South
"CD_ON_Leeds_&_Grenville,_North—Nord",1891,"Leeds & Grenville, North—Nord",Leeds & Grenville North,"CD_ON_Leeds_&_Grenville,_North—Nord",1901,"Leeds & Grenville, North—Nord",Leeds & Grenville North,SAME_AS,0.9987,0.9987,1.0,high_confidence,1,CD_ON_Leeds_&_Grenville_North
"CD_ON_Leeds,_South—Sud",1891,"Leeds, South—Sud",Leeds South,"CD_ON_Leeds,_South—Sud",1901,"Leeds, South—Sud",Leeds South,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Leeds_South
CD_ON_Lennox,1891,Lennox,Lennox,CD_ON_Lennox,1901,Lennox,Lennox,CONTAINS,0.9461,0.9461,1.0,high_confidence,3,CD_ON_Lennox_1871
CD_ON_Lincoln_&_Niagara,1891,Lincoln & Niagara,Lincoln & Niagara,CD_ON_Lincoln_&_Niagara,1901,Lincoln & Niagara,Lincoln & Niagara,WITHIN,0.5745,1.0,0.5745,high_confidence,3,CD_ON_Lincoln_&_Niagara
"CD_ON_London,_City—Cité",1891,"London, City—Cité",London City,"CD_ON_London,_City—Cité",1901,"London, City—Cité",London City,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_London_City
"CD_ON_Middlesex,_East—Est",1891,"Middlesex, East—Est",Middlesex East,"CD_ON_Middlesex,_East—Est",1901,"Middlesex, East—Est",Middlesex East,SAME_AS,0.9946,0.9952,0.9995,high_confidence,1,CD_ON_Middlesex_East
"CD_ON_Middlesex,_North—Nord",1891,"Middlesex, North—Nord",Middlesex North,"CD_ON_Middlesex,_North—Nord",1901,"Middlesex, North—Nord",Middlesex North,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Middlesex_North
"CD_ON_Middlesex,_South—Sud",1891,"Middlesex, South—Sud",Middlesex South,"CD_ON_Middlesex,_South—Sud",1901,"Middlesex, South—Sud",Middlesex South,SAME_AS,0.9952,1.0,0.9952,high_confidence,1,CD_ON_Middlesex_South
"CD_ON_Middlesex,_West—Ouest",1891,"Middlesex, West—Ouest",Middlesex West,"CD_ON_Middlesex,_West—Ouest",1901,"Middlesex, West—Ouest",Middlesex West,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Middlesex_West
CD_ON_Muskoka_&_Parry_Sound,1891,Muskoka & Parry Sound,Muskoka & Parry Sound,CD_ON_Muskoka_&_Parry_Sound,1901,Muskoka & Parry Sound,Muskoka & Parry Sound,SAME_AS,0.9875,0.9875,1.0,high_confidence,1,CD_ON_Muskoka_&_Parry_Sound
CD_ON_Nipissing,1891,Nipissing,Nipissing,CD_ON_Nipissing,1901,Nipissing,Nipissing,WITHIN,0.4438,0.9988,0.4441,high_confidence,3,CD_ON_Nipissing_1891
"CD_ON_Norfolk,_North—Nord",1891,"Norfolk, North—Nord",Norfolk North,"CD_ON_Norfolk,_North—Nord",1901,"Norfolk, North—Nord",Norfolk North,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Norfolk_North
"CD_ON_Norfolk,_South—Sud",1891,"Norfolk, South—Sud",Norfolk South,"CD_ON_Norfolk,_South—Sud",1901,"Norfolk, South—Sud",Norfolk South,WITHIN,0.7606,1.0,0.7606,high_confidence,3,CD_ON_Norfolk_South
"CD_ON_Northumberland,_East—Est",1891,"Northumberland, East—Est",Northumberland East,"CD_ON_Northumberland,_East—Est",1901,"Northumberland, East—Est",Northumberland East,SAME_AS,0.9955,0.9955,1.0,high_confidence,1,CD_ON_Northumberland_East
"CD_ON_Northumberland,_West—Ouest",1891,"Northumberland, West—Ouest",Northumberland West,"CD_ON_Northumberland,_West—Ouest",1901,"Northumberland, West—Ouest",Northumberland West,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Northumberland_West
"CD_ON_Ontario,_North—Nord",1891,"Ontario, North—Nord",Ontario North,"CD_ON_Ontario,_North—Nord",1901,"Ontario, North—Nord",Ontario North,WITHIN,0.9749,0.9749,1.0,high_confidence,3,CD_ON_Ontario_North
"CD_ON_Ontario,_South—Sud",1891,"Ontario, South—Sud",Ontario South,"CD_ON_Ontario,_South—Sud",1901,"Ontario, South—Sud",Ontario South,WITHIN,0.8995,1.0,0.8995,high_confidence,3,CD_ON_Ontario_South
"CD_ON_Ontario,_West—Ouest",1891,"Ontario, West—Ouest",Ontario West,"CD_ON_Ontario,_West—Ouest",1901,"Ontario, West—Ouest",Ontario West,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Ontario_West
"CD_ON_Ottawa,_City—Cité",1891,"Ottawa, City—Cité",Ottawa City,"CD_ON_Ottawa,_City—Cité",1901,"Ottawa, City—Cité",Ottawa City,WITHIN,0.9683,0.9941,0.9739,high_confidence,3,CD_ON_Ottawa_City
"CD_ON_Oxford,_North—Nord",1891,"Oxford, North—Nord",Oxford North,"CD_ON_Oxford,_North—Nord",1901,"Oxford, North—Nord",Oxford North,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Oxford_North
"CD_ON_Oxford,_South—Sud",1891,"Oxford, South—Sud",Oxford South,"CD_ON_Oxford,_South—Sud",1901,"Oxford, South—Sud",Oxford South,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Oxford_South
CD_ON_Peel,1891,Peel,Peel,CD_ON_Peel,1901,Peel,Peel,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Peel
"CD_ON_Perth,_North—Nord",1891,"Perth, North—Nord",Perth North,"CD_ON_Perth,_North—Nord",1901,"Perth, North—Nord",Perth North,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Perth_North
"CD_ON_Perth,_South—Sud",1891,"Perth, South—Sud",Perth South,"CD_ON_Perth,_South—Sud",1901,"Perth, South—Sud",Perth South,SAME_AS,1.0,1.0,1.0,high_confidence,1,CD_ON_Perth_South
