space_id:ID,latitude:float,longitude:float,crs,:LABEL
ON002001_1851_centroid,43.129911,-80.269328,EPSG:4326,E94_Space_Primitive
ON002003_1851_centroid,43.081704,-80.489497,EPSG:4326,E94_Space_Primitive
ON002005_1851_centroid,43.044769,-80.337971,EPSG:4326,E94_Space_Primitive
ON002002_1851_centroid,43.144614,-80.261687,EPSG:4326,E94_Space_Primitive
ON020005_1851_centroid,44.65588,-75.787674,EPSG:4326,E94_Space_Primitive
ON003001_1851_centroid,44.462853,-81.21291,EPSG:4326,E94_Space_Primitive
ON003003_1851_centroid,44.304558,-81.453814,EPSG:4326,E94_Space_Primitive
ON003009_1851_centroid,44.186852,-81.526182,EPSG:4326,E94_Space_Primitive
ON003011_1851_centroid,44.410009,-81.371025,EPSG:4326,E94_Space_Primitive
ON003002_1851_centroid,44.191911,-81.144774,EPSG:4326,E94_Space_Primitive
ON003004_1851_centroid,44.041549,-81.104964,EPSG:4326,E94_Space_Primitive
ON003005_1851_centroid,44.012701,-81.29601,EPSG:4326,E94_Space_Primitive
ON003006_1851_centroid,44.33704,-81.184145,EPSG:4326,E94_Space_Primitive
ON003007_1851_centroid,44.169222,-81.323658,EPSG:4326,E94_Space_Primitive
ON003008_1851_centroid,44.072036,-81.617247,EPSG:4326,E94_Space_Primitive
ON003010_1851_centroid,44.010591,-81.45168,EPSG:4326,E94_Space_Primitive
ON004001_1851_centroid,45.402996,-76.206736,EPSG:4326,E94_Space_Primitive
ON004003_1851_centroid,45.1914,-75.928093,EPSG:4326,E94_Space_Primitive
ON004005_1851_centroid,45.2944,-76.065787,EPSG:4326,E94_Space_Primitive
ON004006_1851_centroid,45.375132,-75.962147,EPSG:4326,E94_Space_Primitive
ON004007_1851_centroid,45.066285,-75.807426,EPSG:4326,E94_Space_Primitive
ON004008_1851_centroid,45.302983,-75.777801,EPSG:4326,E94_Space_Primitive
ON004011_1851_centroid,45.463016,-76.079573,EPSG:4326,E94_Space_Primitive
ON004010_1851_centroid,45.188838,-75.834585,EPSG:4326,E94_Space_Primitive
ON039011_1851_centroid,43.980012,-80.233417,EPSG:4326,E94_Space_Primitive
ON039006_1851_centroid,43.812218,-80.31425,EPSG:4326,E94_Space_Primitive
ON039010_1851_centroid,43.92222,-80.634556,EPSG:4326,E94_Space_Primitive
ON035016_1851_centroid,44.017141,-80.06176,EPSG:4326,E94_Space_Primitive
ON035015_1851_centroid,44.189377,-80.102496,EPSG:4326,E94_Space_Primitive
ON005001_1851_centroid,44.915818,-75.347876,EPSG:4326,E94_Space_Primitive
ON005002_1851_centroid,45.05363,-75.457713,EPSG:4326,E94_Space_Primitive
ON005003_1851_centroid,44.985752,-75.187578,EPSG:4326,E94_Space_Primitive
ON005004_1851_centroid,45.119749,-75.291728,EPSG:4326,E94_Space_Primitive
ON006001_1851_centroid,44.16111,-78.824244,EPSG:4326,E94_Space_Primitive
ON006002_1851_centroid,44.185758,-78.46651,EPSG:4326,E94_Space_Primitive
ON006003_1851_centroid,43.989556,-78.563196,EPSG:4326,E94_Space_Primitive
ON006004_1851_centroid,43.968891,-78.746029,EPSG:4326,E94_Space_Primitive
ON006005_1851_centroid,44.01693,-78.391851,EPSG:4326,E94_Space_Primitive
ON006006_1851_centroid,44.164785,-78.643667,EPSG:4326,E94_Space_Primitive
ON007002_1851_centroid,42.736246,-80.788176,EPSG:4326,E94_Space_Primitive
ON007005_1851_centroid,42.743036,-80.944292,EPSG:4326,E94_Space_Primitive
ON007007_1851_centroid,42.756833,-81.123993,EPSG:4326,E94_Space_Primitive
ON007001_1851_centroid,42.586048,-81.669369,EPSG:4326,E94_Space_Primitive
ON007003_1851_centroid,42.669322,-81.492992,EPSG:4326,E94_Space_Primitive
ON007006_1851_centroid,42.745642,-81.314588,EPSG:4326,E94_Space_Primitive
ON008009_1851_centroid,42.236426,-82.65609,EPSG:4326,E94_Space_Primitive
ON008002_1851_centroid,42.146821,-83.041317,EPSG:4326,E94_Space_Primitive
ON008004_1851_centroid,42.097775,-82.73464,EPSG:4326,E94_Space_Primitive
ON008006_1851_centroid,42.070948,-83.042445,EPSG:4326,E94_Space_Primitive
ON008007_1851_centroid,42.08236,-82.548927,EPSG:4326,E94_Space_Primitive
ON009005_1851_centroid,44.619905,-76.536912,EPSG:4326,E94_Space_Primitive
ON009006_1851_centroid,44.459827,-76.539608,EPSG:4326,E94_Space_Primitive
ON009008_1851_centroid,44.327926,-76.324831,EPSG:4326,E94_Space_Primitive
ON009007_1851_centroid,44.448744,-76.703054,EPSG:4326,E94_Space_Primitive
ON009002_1851_centroid,44.43687,-76.395054,EPSG:4326,E94_Space_Primitive
ON010004_1851_centroid,45.306148,-74.76325,EPSG:4326,E94_Space_Primitive
ON010001_1851_centroid,45.23799,-74.486184,EPSG:4326,E94_Space_Primitive
ON010003_1851_centroid,45.397663,-74.595381,EPSG:4326,E94_Space_Primitive
ON012002_1851_centroid,44.838974,-75.502398,EPSG:4326,E94_Space_Primitive
ON012004_1851_centroid,44.953019,-75.676703,EPSG:4326,E94_Space_Primitive
ON011001_1851_centroid,44.271151,-80.542486,EPSG:4326,E94_Space_Primitive
ON011003_1851_centroid,44.473591,-80.396185,EPSG:4326,E94_Space_Primitive
ON011006_1851_centroid,44.434129,-80.583164,EPSG:4326,E94_Space_Primitive
ON011008_1851_centroid,44.40506,-80.7821,EPSG:4326,E94_Space_Primitive
ON011011_1851_centroid,44.313365,-80.34603,EPSG:4326,E94_Space_Primitive
ON011014_1851_centroid,44.578036,-80.81455,EPSG:4326,E94_Space_Primitive
ON011012_1851_centroid,44.603185,-80.64719,EPSG:4326,E94_Space_Primitive
