place_id:ID,uri,uri_source,wikidata_qid,wikidata_label,grounding_status,mint_reason
PLACE_ON065002,http://temp.lincsproject.ca/census/place/ON065002,temp_lincs,,,ungrounded,
PLACE_ON065003,http://temp.lincsproject.ca/census/place/ON065003,temp_lincs,,,ungrounded,
PLACE_ON065005,http://temp.lincsproject.ca/census/place/ON065005,temp_lincs,,,ungrounded,
PLACE_ON065001,http://temp.lincsproject.ca/census/place/ON065001,temp_lincs,,,ungrounded,
PLACE_ON083007,http://temp.lincsproject.ca/census/place/ON083007,temp_lincs,,,ungrounded,
PLACE_ON028005,http://temp.lincsproject.ca/census/place/ON028005,temp_lincs,,,ungrounded,
PLACE_ON003009,http://temp.lincsproject.ca/census/place/ON003009,temp_lincs,,,ungrounded,
PLACE_ON050004,http://temp.lincsproject.ca/census/place/ON050004,temp_lincs,,,ungrounded,
PLACE_ON066011,http://temp.lincsproject.ca/census/place/ON066011,temp_lincs,,,ungrounded,
PLACE_ON003011,http://temp.lincsproject.ca/census/place/ON003011,temp_lincs,,,ungrounded,
PLACE_ON028002,http://temp.lincsproject.ca/census/place/ON028002,temp_lincs,,,ungrounded,
PLACE_ON177004,http://temp.lincsproject.ca/census/place/ON177004,temp_lincs,,,ungrounded,
PLACE_ON027008,http://temp.lincsproject.ca/census/place/ON027008,temp_lincs,,,ungrounded,
PLACE_ON060002,http://temp.lincsproject.ca/census/place/ON060002,temp_lincs,,,ungrounded,
PLACE_ON027003,http://temp.lincsproject.ca/census/place/ON027003,temp_lincs,,,ungrounded,
PLACE_ON028004,http://temp.lincsproject.ca/census/place/ON028004,temp_lincs,,,ungrounded,
PLACE_ON066009,http://temp.lincsproject.ca/census/place/ON066009,temp_lincs,,,ungrounded,
PLACE_ON104011,http://www.wikidata.org/entity/Q115261817,wikidata,Q115261817,Huron,matched,
PLACE_ON066013,http://temp.lincsproject.ca/census/place/ON066013,temp_lincs,,,ungrounded,
PLACE_ON108009,http://temp.lincsproject.ca/census/place/ON108009,temp_lincs,,,ungrounded,
PLACE_ON105003,http://www.wikidata.org/entity/Q4141332,wikidata,Q4141332,Goulbourn,matched,
PLACE_ON108007,http://temp.lincsproject.ca/census/place/ON108007,temp_lincs,,,ungrounded,
PLACE_ON105006,http://temp.lincsproject.ca/census/place/ON105006,temp_lincs,,,mint_uri,"Carleton geographic township (see Q6756867 modern subward), 1921 township no WD entity"
PLACE_ON105007,http://temp.lincsproject.ca/census/place/ON105007,temp_lincs,,,mint_uri,"Carleton geographic township, no WD entity"
PLACE_ON004008,http://temp.lincsproject.ca/census/place/ON004008,temp_lincs,,,ungrounded,
PLACE_ON067008,http://temp.lincsproject.ca/census/place/ON067008,temp_lincs,,,ungrounded,
PLACE_ON111006,http://temp.lincsproject.ca/census/place/ON111006,temp_lincs,,,ungrounded,
PLACE_ON105010,http://www.wikidata.org/entity/Q14875451,wikidata,Q14875451,Torbolton,matched,
PLACE_ON105013,http://temp.lincsproject.ca/census/place/ON105013,temp_lincs,,,mint_uri,"Historic Richmond village in Carleton County, no suitable Wikidata P31"
PLACE_ON035007,http://temp.lincsproject.ca/census/place/ON035007,temp_lincs,,,ungrounded,
PLACE_ON103007,http://temp.lincsproject.ca/census/place/ON103007,temp_lincs,,,ungrounded,
PLACE_ON039010,http://temp.lincsproject.ca/census/place/ON039010,temp_lincs,,,ungrounded,
PLACE_ON035003,http://temp.lincsproject.ca/census/place/ON035003,temp_lincs,,,ungrounded,
PLACE_ON103002,http://temp.lincsproject.ca/census/place/ON103002,temp_lincs,,,ungrounded,
PLACE_ON035006,http://temp.lincsproject.ca/census/place/ON035006,temp_lincs,,,ungrounded,
PLACE_ON098010,http://temp.lincsproject.ca/census/place/ON098010,temp_lincs,,,ungrounded,
PLACE_ON098012,http://temp.lincsproject.ca/census/place/ON098012,temp_lincs,,,ungrounded,
PLACE_ON005001,http://temp.lincsproject.ca/census/place/ON005001,temp_lincs,,,ungrounded,
PLACE_ON071002,http://temp.lincsproject.ca/census/place/ON071002,temp_lincs,,,ungrounded,
PLACE_ON107001,http://temp.lincsproject.ca/census/place/ON107001,temp_lincs,,,mint_uri,"Dundas geographic township, now South Dundas, no WD entity"
PLACE_ON107002,http://temp.lincsproject.ca/census/place/ON107002,temp_lincs,,,mint_uri,"Dundas geographic township, now North Dundas, no WD entity"
PLACE_ON005003,http://temp.lincsproject.ca/census/place/ON005003,temp_lincs,,,ungrounded,
PLACE_ON107007,http://www.wikidata.org/entity/Q11883244,wikidata,Q11883244,Morrisburg,matched,
PLACE_ON107003,http://temp.lincsproject.ca/census/place/ON107003,temp_lincs,,,mint_uri,ON historic township not in Wikidata
PLACE_ON102006,http://temp.lincsproject.ca/census/place/ON102006,temp_lincs,,,ungrounded,
PLACE_ON069003,http://temp.lincsproject.ca/census/place/ON069003,temp_lincs,,,ungrounded,
PLACE_ON051003,http://temp.lincsproject.ca/census/place/ON051003,temp_lincs,,,ungrounded,
PLACE_ON006003,http://temp.lincsproject.ca/census/place/ON006003,temp_lincs,,,ungrounded,
PLACE_ON069008,http://temp.lincsproject.ca/census/place/ON069008,temp_lincs,,,ungrounded,
PLACE_ON006004,http://temp.lincsproject.ca/census/place/ON006004,temp_lincs,,,ungrounded,
PLACE_ON069001,http://temp.lincsproject.ca/census/place/ON069001,temp_lincs,,,ungrounded,
PLACE_ON050001,http://temp.lincsproject.ca/census/place/ON050001,temp_lincs,,,ungrounded,
PLACE_ON127001,http://temp.lincsproject.ca/census/place/ON127001,temp_lincs,,,ungrounded,
PLACE_ON108006,http://temp.lincsproject.ca/census/place/ON108006,temp_lincs,,,mint_uri,"Durham geographic township, now Kawartha Lakes, no WD entity"
PLACE_ON007002,http://temp.lincsproject.ca/census/place/ON007002,temp_lincs,,,ungrounded,
PLACE_ON057006,http://temp.lincsproject.ca/census/place/ON057006,temp_lincs,,,ungrounded,
PLACE_ON109002,http://www.wikidata.org/entity/Q2892259,wikidata,Q2892259,Bayham,matched,
PLACE_ON006003_1851,http://temp.lincsproject.ca/census/place/ON006003,temp_lincs,,,ungrounded,
PLACE_ON006001,http://temp.lincsproject.ca/census/place/ON006001,temp_lincs,,,ungrounded,
PLACE_ON070001,http://temp.lincsproject.ca/census/place/ON070001,temp_lincs,,,ungrounded,
PLACE_ON164002,http://temp.lincsproject.ca/census/place/ON164002,temp_lincs,,,ungrounded,
PLACE_ON005003_1851,http://temp.lincsproject.ca/census/place/ON005003,temp_lincs,,,ungrounded,
PLACE_ON001013,http://temp.lincsproject.ca/census/place/ON001013,temp_lincs,,,ungrounded,
PLACE_ON110001,http://temp.lincsproject.ca/census/place/ON110001,temp_lincs,,,mint_uri,"Historic Essex township, no Wikidata entity"
PLACE_ON001001,http://temp.lincsproject.ca/census/place/ON001001,temp_lincs,,,ungrounded,
PLACE_ON001006,http://temp.lincsproject.ca/census/place/ON001006,temp_lincs,,,ungrounded,
PLACE_ON111002,http://www.wikidata.org/entity/Q115263202,wikidata,Q115263202,Bedford,matched,
PLACE_ON111009,http://www.wikidata.org/entity/Q115262081,wikidata,Q115262081,Loughborough,matched,
PLACE_ON009008,http://temp.lincsproject.ca/census/place/ON009008,temp_lincs,,,ungrounded,
PLACE_ON072016,http://temp.lincsproject.ca/census/place/ON072016,temp_lincs,,,ungrounded,
PLACE_ON072011,http://temp.lincsproject.ca/census/place/ON072011,temp_lincs,,,ungrounded,
PLACE_ON111014,http://www.wikidata.org/entity/Q115262612,wikidata,Q115262612,Portland,matched,
PLACE_ON069016,http://temp.lincsproject.ca/census/place/ON069016,temp_lincs,,,ungrounded,
PLACE_ON065003_1851,http://temp.lincsproject.ca/census/place/ON065003,temp_lincs,,,ungrounded,
PLACE_ON099002,http://temp.lincsproject.ca/census/place/ON099002,temp_lincs,,,ungrounded,
PLACE_ON099004,http://temp.lincsproject.ca/census/place/ON099004,temp_lincs,,,ungrounded,
PLACE_ON106003,http://temp.lincsproject.ca/census/place/ON106003,temp_lincs,,,ungrounded,
PLACE_ON012004,http://temp.lincsproject.ca/census/place/ON012004,temp_lincs,,,ungrounded,
PLACE_ON113004,http://temp.lincsproject.ca/census/place/ON113004,temp_lincs,,,mint_uri,Historic Oxford-on-Rideau township in Grenville County; no Wikidata entity
PLACE_ON107006,http://temp.lincsproject.ca/census/place/ON107006,temp_lincs,,,ungrounded,
PLACE_ON075001,http://temp.lincsproject.ca/census/place/ON075001,temp_lincs,,,ungrounded,
PLACE_ON155002,http://temp.lincsproject.ca/census/place/ON155002,temp_lincs,,,ungrounded,
PLACE_ON114006,http://www.wikidata.org/entity/Q115261421,wikidata,Q115261421,Euphrasia,matched,
PLACE_ON114008,http://www.wikidata.org/entity/Q115261768,wikidata,Q115261768,Holland,matched,
PLACE_ON075012,http://temp.lincsproject.ca/census/place/ON075012,temp_lincs,,,ungrounded,
PLACE_ON037008,http://temp.lincsproject.ca/census/place/ON037008,temp_lincs,,,ungrounded,
PLACE_ON114005,http://www.wikidata.org/entity/Q115261377,wikidata,Q115261377,Egremont,matched,
PLACE_ON075007,http://temp.lincsproject.ca/census/place/ON075007,temp_lincs,,,ungrounded,
PLACE_ON066008,http://temp.lincsproject.ca/census/place/ON066008,temp_lincs,,,ungrounded,
PLACE_ON017009,http://temp.lincsproject.ca/census/place/ON017009,temp_lincs,,,ungrounded,
PLACE_ON075006,http://temp.lincsproject.ca/census/place/ON075006,temp_lincs,,,ungrounded,
PLACE_ON115007,http://www.wikidata.org/entity/Q115262642,wikidata,Q115262642,Rainham,matched,
PLACE_ON076009,http://temp.lincsproject.ca/census/place/ON076009,temp_lincs,,,ungrounded,
PLACE_ON146001,http://temp.lincsproject.ca/census/place/ON146001,temp_lincs,,,ungrounded,
PLACE_ON117002,http://temp.lincsproject.ca/census/place/ON117002,temp_lincs,,,mint_uri,"Halton geographic township, now Milton, no WD entity"
PLACE_ON038001,http://temp.lincsproject.ca/census/place/ON038001,temp_lincs,,,ungrounded,
PLACE_ON014002,http://temp.lincsproject.ca/census/place/ON014002,temp_lincs,,,ungrounded,
PLACE_ON150004,http://temp.lincsproject.ca/census/place/ON150004,temp_lincs,,,ungrounded,
PLACE_ON068005,http://temp.lincsproject.ca/census/place/ON068005,temp_lincs,,,ungrounded,
PLACE_ON015003,http://temp.lincsproject.ca/census/place/ON015003,temp_lincs,,,ungrounded,
PLACE_ON078006,http://temp.lincsproject.ca/census/place/ON078006,temp_lincs,,,ungrounded,
PLACE_ON078005,http://temp.lincsproject.ca/census/place/ON078005,temp_lincs,,,ungrounded,
PLACE_ON015005,http://temp.lincsproject.ca/census/place/ON015005,temp_lincs,,,ungrounded,
PLACE_ON071015,http://temp.lincsproject.ca/census/place/ON071015,temp_lincs,,,ungrounded,
PLACE_ON078008,http://temp.lincsproject.ca/census/place/ON078008,temp_lincs,,,ungrounded,
PLACE_ON026012,http://temp.lincsproject.ca/census/place/ON026012,temp_lincs,,,ungrounded,
PLACE_ON016008,http://temp.lincsproject.ca/census/place/ON016008,temp_lincs,,,ungrounded,
PLACE_ON026010,http://temp.lincsproject.ca/census/place/ON026010,temp_lincs,,,ungrounded,
PLACE_ON026007,http://temp.lincsproject.ca/census/place/ON026007,temp_lincs,,,ungrounded,
PLACE_ON079017,http://temp.lincsproject.ca/census/place/ON079017,temp_lincs,,,ungrounded,
PLACE_ON079019,http://temp.lincsproject.ca/census/place/ON079019,temp_lincs,,,ungrounded,
PLACE_ON077002,http://temp.lincsproject.ca/census/place/ON077002,temp_lincs,,,ungrounded,
PLACE_ON079012,http://temp.lincsproject.ca/census/place/ON079012,temp_lincs,,,ungrounded,
PLACE_ON025001,http://temp.lincsproject.ca/census/place/ON025001,temp_lincs,,,ungrounded,
PLACE_ON079004,http://temp.lincsproject.ca/census/place/ON079004,temp_lincs,,,ungrounded,
PLACE_ON017005,http://temp.lincsproject.ca/census/place/ON017005,temp_lincs,,,ungrounded,
PLACE_ON080006,http://temp.lincsproject.ca/census/place/ON080006,temp_lincs,,,ungrounded,
PLACE_ON080007,http://temp.lincsproject.ca/census/place/ON080007,temp_lincs,,,ungrounded,
PLACE_ON080005,http://temp.lincsproject.ca/census/place/ON080005,temp_lincs,,,ungrounded,
PLACE_ON080008,http://temp.lincsproject.ca/census/place/ON080008,temp_lincs,,,ungrounded,
PLACE_ON004010,http://temp.lincsproject.ca/census/place/ON004010,temp_lincs,,,ungrounded,
PLACE_ON081004,http://temp.lincsproject.ca/census/place/ON081004,temp_lincs,,,ungrounded,
PLACE_ON081005,http://temp.lincsproject.ca/census/place/ON081005,temp_lincs,,,ungrounded,
PLACE_ON004009,http://temp.lincsproject.ca/census/place/ON004009,temp_lincs,,,ungrounded,
PLACE_ON081003,http://temp.lincsproject.ca/census/place/ON081003,temp_lincs,,,ungrounded,
PLACE_ON079002,http://temp.lincsproject.ca/census/place/ON079002,temp_lincs,,,ungrounded,
PLACE_ON004008_1851,http://temp.lincsproject.ca/census/place/ON004008,temp_lincs,,,ungrounded,
PLACE_ON018008,http://temp.lincsproject.ca/census/place/ON018008,temp_lincs,,,ungrounded,
PLACE_ON179001,http://temp.lincsproject.ca/census/place/ON179001,temp_lincs,,,ungrounded,
PLACE_ON019004,http://temp.lincsproject.ca/census/place/ON019004,temp_lincs,,,ungrounded,
PLACE_ON082014,http://temp.lincsproject.ca/census/place/ON082014,temp_lincs,,,ungrounded,
PLACE_ON082004,http://temp.lincsproject.ca/census/place/ON082004,temp_lincs,,,ungrounded,
PLACE_ON123005,http://www.wikidata.org/entity/Q115261235,wikidata,Q115261235,Darling,matched,
PLACE_ON082008,http://temp.lincsproject.ca/census/place/ON082008,temp_lincs,,,ungrounded,
PLACE_ON123011,http://www.wikidata.org/entity/Q115262528,wikidata,Q115262528,Pakenham,matched,
PLACE_ON082013,http://temp.lincsproject.ca/census/place/ON082013,temp_lincs,,,ungrounded,
PLACE_ON019001,http://temp.lincsproject.ca/census/place/ON019001,temp_lincs,,,ungrounded,
PLACE_ON082015,http://temp.lincsproject.ca/census/place/ON082015,temp_lincs,,,ungrounded,
PLACE_ON123001,http://www.wikidata.org/entity/Q115260799,wikidata,Q115260799,Bathurst,matched,
PLACE_ON082002,http://temp.lincsproject.ca/census/place/ON082002,temp_lincs,,,ungrounded,
PLACE_ON081005_1851,http://temp.lincsproject.ca/census/place/ON081005,temp_lincs,,,ungrounded,
PLACE_ON019010,http://temp.lincsproject.ca/census/place/ON019010,temp_lincs,,,ungrounded,
PLACE_ON084007,http://temp.lincsproject.ca/census/place/ON084007,temp_lincs,,,ungrounded,
PLACE_ON083001,http://temp.lincsproject.ca/census/place/ON083001,temp_lincs,,,ungrounded,
PLACE_ON083006,http://temp.lincsproject.ca/census/place/ON083006,temp_lincs,,,ungrounded,
PLACE_ON117002_1851,http://temp.lincsproject.ca/census/place/ON117002,temp_lincs,,,ungrounded,
PLACE_ON125002,http://temp.lincsproject.ca/census/place/ON125002,temp_lincs,,,mint_uri,"Only Wikidata entity is the physical island (Q470618), not a civil township"
PLACE_ON084004,http://temp.lincsproject.ca/census/place/ON084004,temp_lincs,,,ungrounded,
PLACE_ON021003,http://temp.lincsproject.ca/census/place/ON021003,temp_lincs,,,ungrounded,
PLACE_ON117007,http://temp.lincsproject.ca/census/place/ON117007,temp_lincs,,,ungrounded,
PLACE_ON144001,http://temp.lincsproject.ca/census/place/ON144001,temp_lincs,,,ungrounded,
PLACE_ON021005,http://temp.lincsproject.ca/census/place/ON021005,temp_lincs,,,ungrounded,
PLACE_ON094005,http://temp.lincsproject.ca/census/place/ON094005,temp_lincs,,,ungrounded,
PLACE_ON085004,http://temp.lincsproject.ca/census/place/ON085004,temp_lincs,,,ungrounded,
PLACE_ON021006,http://temp.lincsproject.ca/census/place/ON021006,temp_lincs,,,ungrounded,
PLACE_ON126007,http://temp.lincsproject.ca/census/place/ON126007,temp_lincs,,,mint_uri,"Lincoln geographic township, now West Lincoln, no WD entity"
PLACE_ON023012,http://temp.lincsproject.ca/census/place/ON023012,temp_lincs,,,ungrounded,
PLACE_ON110007,http://temp.lincsproject.ca/census/place/ON110007,temp_lincs,,,ungrounded,
PLACE_ON086007,http://temp.lincsproject.ca/census/place/ON086007,temp_lincs,,,ungrounded,
PLACE_ON086010,http://temp.lincsproject.ca/census/place/ON086010,temp_lincs,,,ungrounded,
PLACE_ON167001,http://temp.lincsproject.ca/census/place/ON167001,temp_lincs,,,ungrounded,
PLACE_ON079002_1851,http://temp.lincsproject.ca/census/place/ON079002,temp_lincs,,,ungrounded,
PLACE_ON128007,http://www.wikidata.org/entity/Q115262065,wikidata,Q115262065,Lobo,matched,
PLACE_ON079011,http://temp.lincsproject.ca/census/place/ON079011,temp_lincs,,,ungrounded,
PLACE_ON128004,http://www.wikidata.org/entity/Q115261257,wikidata,Q115261257,Delaware,matched,
PLACE_ON007003,http://temp.lincsproject.ca/census/place/ON007003,temp_lincs,,,ungrounded,
PLACE_ON128010,http://temp.lincsproject.ca/census/place/ON128010,temp_lincs,,,mint_uri,"Middlesex geographic township, now Strathroy-Caradoc, no WD entity"
PLACE_ON086009,http://temp.lincsproject.ca/census/place/ON086009,temp_lincs,,,ungrounded,
PLACE_ON157003,http://temp.lincsproject.ca/census/place/ON157003,temp_lincs,,,ungrounded,
PLACE_ON131002,http://www.wikidata.org/entity/Q115261790,wikidata,Q115261790,Houghton,matched,
PLACE_ON012001,http://temp.lincsproject.ca/census/place/ON012001,temp_lincs,,,ungrounded,
PLACE_ON012003,http://temp.lincsproject.ca/census/place/ON012003,temp_lincs,,,ungrounded,
PLACE_ON025007,http://temp.lincsproject.ca/census/place/ON025007,temp_lincs,,,ungrounded,
PLACE_ON157002,http://temp.lincsproject.ca/census/place/ON157002,temp_lincs,,,ungrounded,
PLACE_ON158003,http://temp.lincsproject.ca/census/place/ON158003,temp_lincs,,,ungrounded,
PLACE_ON024001,http://temp.lincsproject.ca/census/place/ON024001,temp_lincs,,,ungrounded,
PLACE_ON088002,http://temp.lincsproject.ca/census/place/ON088002,temp_lincs,,,ungrounded,
PLACE_ON088003,http://temp.lincsproject.ca/census/place/ON088003,temp_lincs,,,ungrounded,
PLACE_ON024002,http://temp.lincsproject.ca/census/place/ON024002,temp_lincs,,,ungrounded,
PLACE_ON095004,http://temp.lincsproject.ca/census/place/ON095004,temp_lincs,,,ungrounded,
PLACE_ON123001_1861,http://temp.lincsproject.ca/census/place/ON123001,temp_lincs,,,ungrounded,
PLACE_ON123005_1851,http://temp.lincsproject.ca/census/place/ON123005,temp_lincs,,,ungrounded,
PLACE_ON055006,http://temp.lincsproject.ca/census/place/ON055006,temp_lincs,,,ungrounded,
PLACE_ON055007,http://temp.lincsproject.ca/census/place/ON055007,temp_lincs,,,ungrounded,
PLACE_ON132004,http://www.wikidata.org/entity/Q115261662,wikidata,Q115261662,Haldimand,matched,
PLACE_ON054001,http://temp.lincsproject.ca/census/place/ON054001,temp_lincs,,,ungrounded,
PLACE_ON049005,http://temp.lincsproject.ca/census/place/ON049005,temp_lincs,,,ungrounded,
PLACE_ON026007_1851,http://temp.lincsproject.ca/census/place/ON026007,temp_lincs,,,ungrounded,
PLACE_ON133002,http://temp.lincsproject.ca/census/place/ON133002,temp_lincs,,,mint_uri,"Ontario County geographic township, now Ramara, no WD entity"
PLACE_ON133004,http://temp.lincsproject.ca/census/place/ON133004,temp_lincs,,,mint_uri,"Historic Rama township in Ontario County, now part of Ramara; no Wikidata entity for historic form"
PLACE_ON133006,http://www.wikidata.org/entity/Q7437405,wikidata,Q7437405,Scott,matched,
PLACE_ON089009,http://temp.lincsproject.ca/census/place/ON089009,temp_lincs,,,ungrounded,
PLACE_ON049001,http://temp.lincsproject.ca/census/place/ON049001,temp_lincs,,,ungrounded,
PLACE_ON133003,http://www.wikidata.org/entity/Q386626,wikidata,Q386626,Pickering,matched,
PLACE_ON049002,http://temp.lincsproject.ca/census/place/ON049002,temp_lincs,,,ungrounded,
PLACE_ON166006,http://temp.lincsproject.ca/census/place/ON166006,temp_lincs,,,ungrounded,
PLACE_ON127003,http://temp.lincsproject.ca/census/place/ON127003,temp_lincs,,,ungrounded,
PLACE_ON013001,http://temp.lincsproject.ca/census/place/ON013001,temp_lincs,,,ungrounded,
PLACE_ON040002,http://temp.lincsproject.ca/census/place/ON040002,temp_lincs,,,ungrounded,
PLACE_ON136002,http://www.wikidata.org/entity/Q424659,wikidata,Q424659,Caledon,matched,
PLACE_ON028003,http://temp.lincsproject.ca/census/place/ON028003,temp_lincs,,,ungrounded,
PLACE_ON091002,http://temp.lincsproject.ca/census/place/ON091002,temp_lincs,,,ungrounded,
PLACE_ON028004_1851,http://temp.lincsproject.ca/census/place/ON028004,temp_lincs,,,ungrounded,
PLACE_ON136009,http://www.wikidata.org/entity/Q7623156,wikidata,Q7623156,Streetsville,matched,
PLACE_ON091006,http://temp.lincsproject.ca/census/place/ON091006,temp_lincs,,,ungrounded,
PLACE_ON029006,http://temp.lincsproject.ca/census/place/ON029006,temp_lincs,,,ungrounded,
PLACE_ON110002,http://temp.lincsproject.ca/census/place/ON110002,temp_lincs,,,ungrounded,
PLACE_ON092006,http://temp.lincsproject.ca/census/place/ON092006,temp_lincs,,,ungrounded,
PLACE_ON030006,http://temp.lincsproject.ca/census/place/ON030006,temp_lincs,,,ungrounded,
PLACE_ON030007,http://temp.lincsproject.ca/census/place/ON030007,temp_lincs,,,ungrounded,
PLACE_ON029001,http://temp.lincsproject.ca/census/place/ON029001,temp_lincs,,,ungrounded,
PLACE_ON092012,http://temp.lincsproject.ca/census/place/ON092012,temp_lincs,,,ungrounded,
PLACE_ON029003,http://temp.lincsproject.ca/census/place/ON029003,temp_lincs,,,ungrounded,
PLACE_ON092007,http://temp.lincsproject.ca/census/place/ON092007,temp_lincs,,,ungrounded,
PLACE_ON137008,http://www.wikidata.org/entity/Q115261744,wikidata,Q115261744,Hibbert,matched,
PLACE_ON029005,http://temp.lincsproject.ca/census/place/ON029005,temp_lincs,,,ungrounded,
PLACE_ON030001,http://temp.lincsproject.ca/census/place/ON030001,temp_lincs,,,ungrounded,
PLACE_ON057004,http://temp.lincsproject.ca/census/place/ON057004,temp_lincs,,,ungrounded,
PLACE_ON125017,http://temp.lincsproject.ca/census/place/ON125017,temp_lincs,,,ungrounded,
PLACE_ON030008,http://temp.lincsproject.ca/census/place/ON030008,temp_lincs,,,ungrounded,
PLACE_ON057001,http://temp.lincsproject.ca/census/place/ON057001,temp_lincs,,,ungrounded,
PLACE_ON093001,http://temp.lincsproject.ca/census/place/ON093001,temp_lincs,,,ungrounded,
PLACE_ON093006,http://temp.lincsproject.ca/census/place/ON093006,temp_lincs,,,ungrounded,
PLACE_ON030004,http://temp.lincsproject.ca/census/place/ON030004,temp_lincs,,,ungrounded,
PLACE_ON056004,http://temp.lincsproject.ca/census/place/ON056004,temp_lincs,,,ungrounded,
PLACE_ON138011,http://www.wikidata.org/entity/Q115261706,wikidata,Q115261706,Harvey,matched,
PLACE_ON139001,http://www.wikidata.org/entity/Q2834929,wikidata,Q2834929,Alfred,matched,
PLACE_ON139002,http://temp.lincsproject.ca/census/place/ON139002,temp_lincs,,,mint_uri,"Historic Prescott township; Q5019355 Caledonia is in Haldimand County, different place"
PLACE_ON119004,http://temp.lincsproject.ca/census/place/ON119004,temp_lincs,,,ungrounded,
PLACE_ON140002,http://www.wikidata.org/entity/Q115187548,wikidata,Q115187548,Athol,matched,
PLACE_ON059004,http://temp.lincsproject.ca/census/place/ON059004,temp_lincs,,,ungrounded,
PLACE_ON095004_1851,http://temp.lincsproject.ca/census/place/ON095004,temp_lincs,,,ungrounded,
PLACE_ON119008,http://temp.lincsproject.ca/census/place/ON119008,temp_lincs,,,ungrounded,
PLACE_ON142007,http://www.wikidata.org/entity/Q115260942,wikidata,Q115260942,Bromley,matched,
PLACE_ON114009,http://temp.lincsproject.ca/census/place/ON114009,temp_lincs,,,ungrounded,
PLACE_ON114010,http://temp.lincsproject.ca/census/place/ON114010,temp_lincs,,,ungrounded,
PLACE_ON142032,http://www.wikidata.org/entity/Q115263132,wikidata,Q115263132,Westmeath,matched,
PLACE_ON082007,http://temp.lincsproject.ca/census/place/ON082007,temp_lincs,,,ungrounded,
PLACE_ON142001,http://www.wikidata.org/entity/Q115260659,wikidata,Q115260659,Admaston,matched,
PLACE_ON113005,http://temp.lincsproject.ca/census/place/ON113005,temp_lincs,,,ungrounded,
PLACE_ON033005,http://temp.lincsproject.ca/census/place/ON033005,temp_lincs,,,ungrounded,
PLACE_ON111013,http://temp.lincsproject.ca/census/place/ON111013,temp_lincs,,,ungrounded,
PLACE_ON142017,http://www.wikidata.org/entity/Q9293943,wikidata,Q9293943,Horton,matched,
PLACE_ON116001,http://temp.lincsproject.ca/census/place/ON116001,temp_lincs,,,ungrounded,
PLACE_ON104001,http://temp.lincsproject.ca/census/place/ON104001,temp_lincs,,,ungrounded,
PLACE_ON143003,http://www.wikidata.org/entity/Q4210774,wikidata,Q4210774,Cumberland,matched,
PLACE_ON067002,http://temp.lincsproject.ca/census/place/ON067002,temp_lincs,,,ungrounded,
PLACE_ON143004,http://www.wikidata.org/entity/Q2981843,wikidata,Q2981843,Russell,matched,
PLACE_ON113003,http://temp.lincsproject.ca/census/place/ON113003,temp_lincs,,,ungrounded,
PLACE_ON144003,http://www.wikidata.org/entity/Q115261483,wikidata,Q115261483,Flos,matched,
PLACE_ON035009,http://temp.lincsproject.ca/census/place/ON035009,temp_lincs,,,ungrounded,
PLACE_ON042001,http://temp.lincsproject.ca/census/place/ON042001,temp_lincs,,,ungrounded,
PLACE_ON098004,http://temp.lincsproject.ca/census/place/ON098004,temp_lincs,,,ungrounded,
PLACE_ON144010,http://www.wikidata.org/entity/Q115262509,wikidata,Q115262509,Oro,matched,
PLACE_ON144011,http://www.wikidata.org/entity/Q115262940,wikidata,Q115262940,Sunnidale,matched,
PLACE_ON114008_1851,http://temp.lincsproject.ca/census/place/ON114008,temp_lincs,,,ungrounded,
PLACE_ON150003,http://www.wikidata.org/entity/Q7981233,wikidata,Q7981233,Wellesley,matched,
PLACE_ON162001,http://temp.lincsproject.ca/census/place/ON162001,temp_lincs,,,ungrounded,
PLACE_ON152007,http://www.wikidata.org/entity/Q115262167,wikidata,Q115262167,Maryborough,matched,
PLACE_ON035002,http://temp.lincsproject.ca/census/place/ON035002,temp_lincs,,,ungrounded,
PLACE_ON152002,http://www.wikidata.org/entity/Q115261403,wikidata,Q115261403,Eramosa,matched,
PLACE_ON151005,http://temp.lincsproject.ca/census/place/ON151005,temp_lincs,,,ungrounded,
PLACE_ON151002,http://temp.lincsproject.ca/census/place/ON151002,temp_lincs,,,ungrounded,
PLACE_ON039005,http://temp.lincsproject.ca/census/place/ON039005,temp_lincs,,,ungrounded,
PLACE_ON124002,http://temp.lincsproject.ca/census/place/ON124002,temp_lincs,,,ungrounded,
PLACE_ON124003,http://temp.lincsproject.ca/census/place/ON124003,temp_lincs,,,ungrounded,
PLACE_ON152011,http://www.wikidata.org/entity/Q115262592,wikidata,Q115262592,Pilkington,matched,
PLACE_ON152012,http://www.wikidata.org/entity/Q89596452,wikidata,Q89596452,Puslinch,matched,
PLACE_ON147005,http://temp.lincsproject.ca/census/place/ON147005,temp_lincs,,,ungrounded,
PLACE_ON022003,http://temp.lincsproject.ca/census/place/ON022003,temp_lincs,,,ungrounded,
PLACE_ON153003,http://www.wikidata.org/entity/Q4899444,wikidata,Q4899444,Beverly,matched,
PLACE_ON153008,http://www.wikidata.org/entity/Q7406103,wikidata,Q7406103,Saltfleet,matched,
PLACE_ON040008,http://temp.lincsproject.ca/census/place/ON040008,temp_lincs,,,ungrounded,
PLACE_ON142004,http://temp.lincsproject.ca/census/place/ON142004,temp_lincs,,,ungrounded,
