:START_ID,:END_ID,during_period,:TYPE
PLACE_ON054003,CD_ON_Algoma,CENSUS_1891,P89_falls_within
PLACE_ON054006,CD_ON_Algoma,CENSUS_1891,P89_falls_within
PLACE_ON046048,CD_ON_Algoma,CENSUS_1891,P89_falls_within
PLACE_ON054010,CD_ON_Algoma,CENSUS_1891,P89_falls_within
PLACE_ON054011,CD_ON_Algoma,CENSUS_1891,P89_falls_within
PLACE_ON054012,CD_ON_Algoma,CENSUS_1891,P89_falls_within
PLACE_ON046027,CD_ON_Algoma,CENSUS_1891,P89_falls_within
PLACE_ON044086,CD_ON_Algoma,CENSUS_1891,P89_falls_within
PLACE_ON044006_1891,CD_ON_Algoma,CENSUS_1891,P89_falls_within
PLACE_ON044087,CD_ON_Algoma,CENSUS_1891,P89_falls_within
PLACE_ON046008,CD_ON_Nipissing,CENSUS_1891,P89_falls_within
PLACE_ON046057,CD_ON_Algoma,CENSUS_1891,P89_falls_within
PLACE_ON044015,CD_ON_Algoma,CENSUS_1891,P89_falls_within
PLACE_ON054041,CD_ON_Algoma,CENSUS_1891,P89_falls_within
PLACE_ON044094,CD_ON_Algoma,CENSUS_1891,P89_falls_within
PLACE_ON054048,CD_ON_Algoma,CENSUS_1891,P89_falls_within
PLACE_ON054050,CD_ON_Algoma,CENSUS_1891,P89_falls_within
PLACE_ON046024,CD_ON_Algoma,CENSUS_1891,P89_falls_within
PLACE_ON046014,CD_ON_Algoma,CENSUS_1891,P89_falls_within
PLACE_ON044088,CD_ON_Algoma,CENSUS_1891,P89_falls_within
PLACE_ON046006,CD_ON_Algoma,CENSUS_1891,P89_falls_within
PLACE_ON046013,CD_ON_Algoma,CENSUS_1891,P89_falls_within
PLACE_ON046017,CD_ON_Algoma,CENSUS_1891,P89_falls_within
PLACE_ON046022,CD_ON_Algoma,CENSUS_1891,P89_falls_within
PLACE_ON046016,CD_ON_Algoma,CENSUS_1891,P89_falls_within
PLACE_ON044025,CD_ON_Algoma,CENSUS_1891,P89_falls_within
PLACE_ON048003_1891,"CD_ON_Brant,_North—Nord",CENSUS_1891,P89_falls_within
PLACE_ON102001_1871,"CD_ON_Oxford,_South—Sud",CENSUS_1891,P89_falls_within
PLACE_ON048004,"CD_ON_Brant,_North—Nord",CENSUS_1891,P89_falls_within
PLACE_ON046003_1891,"CD_ON_Brant,_South—Sud",CENSUS_1891,P89_falls_within
PLACE_ON056005,"CD_ON_Brant,_South—Sud",CENSUS_1891,P89_falls_within
