presence_id:ID,cd_id,census_year:int,area_sqm:float,num_csds:int,:LABEL
CD_ON_Algoma_1861,CD_ON_Algoma,1861,109494630795.31,2,E93_Presence
CD_QC_Argenteuil_1861,CD_QC_Argenteuil,1861,2525113990.52,13,E93_Presence
CD_QC_Arthabaska_1861,CD_QC_Arthabaska,1861,2115105358.09,12,E93_Presence
CD_QC_Bagot_1861,CD_QC_Bagot,1861,921190616.41,9,E93_Presence
CD_QC_Beauce_1861,CD_QC_Beauce,1861,4881351891.67,19,E93_Presence
CD_QC_Beauharnois_1861,CD_QC_Beauharnois,1861,393990597.35,6,E93_Presence
CD_QC_Bellechasse_1861,CD_QC_Bellechasse,1861,1755787476.61,10,E93_Presence
CD_QC_Berthier_1861,CD_QC_Berthier,1861,1433710552.93,11,E93_Presence
CD_QC_Bonaventure_1861,CD_QC_Bonaventure,1861,9014472416.9,12,E93_Presence
CD_ON_Brant_1861,CD_ON_Brant,1861,292263617.69,3,E93_Presence
CD_ON_Brant__1861,CD_ON_Brant_,1861,874630275.68,5,E93_Presence
CD_QC_Brome_1861,CD_QC_Brome,1861,1323044135.99,5,E93_Presence
CD_ON_Bruce_1861,CD_ON_Bruce,1861,4343790678.64,16,E93_Presence
CD_ON_Carleton_1861,CD_ON_Carleton,1861,2564586995.38,11,E93_Presence
CD_QC_Chambly_1861,CD_QC_Chambly,1861,372076542.19,9,E93_Presence
CD_QC_Champlain_1861,CD_QC_Champlain,1861,5668348812.91,13,E93_Presence
CD_QC_Charlevoix_1861,CD_QC_Charlevoix,1861,5886124590.53,13,E93_Presence
CD_QC_Chateauguay_1861,CD_QC_Chateauguay,1861,696182968.09,7,E93_Presence
CD_QC_Chicoutimi_1861,CD_QC_Chicoutimi,1861,103495293651.8,23,E93_Presence
CD_QC_City_of_Montreal_1861,CD_QC_City_of_Montreal,1861,16962702.04,11,E93_Presence
CD_QC_City_of_Quebec_1861,CD_QC_City_of_Quebec,1861,4648489.09,8,E93_Presence
CD_QC_City_of_Three_Rivers_1861,CD_QC_City_of_Three_Rivers,1861,24309153.06,6,E93_Presence
CD_QC_Compton_1861,CD_QC_Compton,1861,3815927221.93,12,E93_Presence
CD_QC_Dorchester_1861,CD_QC_Dorchester,1861,2528047065.72,12,E93_Presence
CD_QC_Drummond_1861,CD_QC_Drummond,1861,1766200282.09,7,E93_Presence
CD_ON_Dundas_1861,CD_ON_Dundas,1861,1062423486.58,6,E93_Presence
CD_ON_Durham__1861,CD_ON_Durham_,1861,1822075607.33,9,E93_Presence
