lineage_type,:START_ID,:END_ID,change_year:int,:TYPE
SPLIT_FROM,CD_NT_The_Territories,CD_ON_Nipissing,1861,SPLIT_FROM
SPLIT_FROM,CD_NT_The_Territories,CD_ON_Algoma,1861,SPLIT_FROM
MERGED_INTO,CD_ON_Addington,CD_ON_Lennox_and_Addington,1861,MERGED_INTO
MERGED_INTO,CD_ON_Bytown,CD_ON_Ottawa,1861,MERGED_INTO
MERGED_INTO,CD_ON_Kingston_City,CD_ON_Kingston,1861,MERGED_INTO
MERGED_INTO,CD_ON_Lennox,CD_ON_Lennox_and_Addington,1861,MERGED_INTO
MERGED_INTO,CD_ON_Peterboro,CD_ON_Peterborough,1861,MERGED_INTO
MERGED_INTO,CD_ON_Toronto_City,CD_ON_Toronto,1861,MERGED_INTO
SPLIT_FROM,CD_QC_Beauharnois,CD_QC_Huntingdon,1861,SPLIT_FROM
SPLIT_FROM,CD_QC_Berthier,CD_QC_Joliette,1861,SPLIT_FROM
SPLIT_FROM,CD_QC_Dorchester,CD_QC_Lévis,1861,SPLIT_FROM
SPLIT_FROM,CD_QC_Huntingdon,CD_QC_Napierville,1861,SPLIT_FROM
SPLIT_FROM,CD_QC_Huntingdon,CD_QC_Laprairie,1861,SPLIT_FROM
SPLIT_FROM,CD_QC_Leinster,CD_QC_L'Assomption,1861,SPLIT_FROM
SPLIT_FROM,CD_QC_Leinster,CD_QC_Montcalm,1861,SPLIT_FROM
SPLIT_FROM,CD_QC_Montréal,CD_QC_Hochelaga,1861,SPLIT_FROM
SPLIT_FROM,CD_QC_Outaouais,CD_QC_Pontiac,1861,SPLIT_FROM
SPLIT_FROM,CD_QC_Rimouski,CD_QC_Temiscouata,1861,SPLIT_FROM
SPLIT_FROM,CD_QC_Rouville,CD_QC_Iberville,1861,SPLIT_FROM
SPLIT_FROM,CD_QC_Saguenay,CD_QC_Chicoutimi,1861,SPLIT_FROM
SPLIT_FROM,CD_QC_Saguenay,CD_QC_Charlevoix,1861,SPLIT_FROM
SPLIT_FROM,CD_QC_Sherbrooke,CD_QC_Sherbrooke_1861,1861,SPLIT_FROM
SPLIT_FROM,CD_QC_Sherbrooke,CD_QC_Compton,1861,SPLIT_FROM
SPLIT_FROM,CD_QC_Sherbrooke,CD_QC_Richmond,1861,SPLIT_FROM
SPLIT_FROM,CD_QC_St._Maurice,CD_QC_City_of_Three_Rivers,1861,SPLIT_FROM
