place_id:ID,place_type,name,province,years_active,:LABEL
CD_QC_City_of_Three_Rivers,CD,City of Three Rivers,QC,1861,E53_Place
CD_QC_Compton,CD,Compton,QC,1861;1871;1881;1891;1901;1911;1921,E53_Place
CD_QC_Deux-Montagnes,CD,Deux-Montagnes,QC,1851;1861;1871;1881;1891;1901;1911;1921,E53_Place
CD_QC_Dorchester,CD,Dorchester,QC,1851;1861;1881;1891;1901;1911;1921,E53_Place
CD_QC_Dorchester_East,CD,Dorchester East,QC,1871,E53_Place
CD_QC_Dorchester_West,CD,Dorchester West,QC,1871,E53_Place
CD_QC_Drummond,CD,Drummond,QC,1851;1861;1871,E53_Place
CD_QC_Drummond_&_Arthabaska,CD,Drummond & Arthabaska,QC,1881;1891;1901;1911,E53_Place
CD_QC_Drummond_1921,CD,Drummond,QC,1921,E53_Place
CD_QC_Frontenac,CD,Frontenac,QC,1921,E53_Place
CD_QC_Gaspé,CD,Gaspé,QC,1851;1861;1881;1891;1901;1911;1921,E53_Place
CD_QC_Gaspé_Centre,CD,Gaspé Centre,QC,1871,E53_Place
CD_QC_Gaspé_South,CD,Gaspé South,QC,1871,E53_Place
CD_QC_Gaspé_West,CD,Gaspé West,QC,1871,E53_Place
CD_QC_Hochalaga,CD,Hochalaga,QC,1891,E53_Place
CD_QC_Hochelaga,CD,Hochelaga,QC,1861;1871;1881;1891;1901;1911,E53_Place
CD_QC_Hull,CD,Hull,QC,1921,E53_Place
CD_QC_Huntingdon,CD,Huntingdon,QC,1851;1861;1881;1891;1901;1911;1921,E53_Place
CD_QC_Huntingdon_East,CD,Huntingdon East,QC,1871,E53_Place
CD_QC_Huntingdon_West,CD,Huntingdon West,QC,1871,E53_Place
CD_QC_Iberville,CD,Iberville,QC,1861;1871;1881;1891,E53_Place
CD_QC_Iberville_1921,CD,Iberville,QC,1921,E53_Place
CD_QC_Isles_de_la_Magdeleine,CD,Isles de la Magdeleine,QC,1871,E53_Place
CD_QC_Jacques-Cartier,CD,Jacques-Cartier,QC,1891,E53_Place
CD_QC_Jacques-Cartier_1891,CD,Jacques-Cartier,QC,1891,E53_Place
CD_QC_Jacques-Cartier_1901,CD,Jacques-Cartier,QC,1901;1911,E53_Place
CD_QC_Jacques_Cartier,CD,Jacques Cartier,QC,1861;1871;1881,E53_Place
CD_QC_Joliette,CD,Joliette,QC,1861;1871;1881;1891;1901;1911;1921,E53_Place
CD_QC_Kamouraska,CD,Kamouraska,QC,1851;1861;1871;1881;1891;1901;1911;1921,E53_Place
CD_QC_L'Assomption,CD,L'Assomption,QC,1861;1871;1881;1891;1901,E53_Place
CD_QC_L'Assomption_1911,CD,L'Assomption,QC,1911;1921,E53_Place
CD_QC_L'Islet,CD,L'Islet,QC,1861;1871;1881;1891;1901;1911;1921,E53_Place
CD_QC_Labelle,CD,Labelle,QC,1901;1911;1921,E53_Place
CD_QC_Labrador,CD,Labrador,QC,1871,E53_Place
CD_QC_Lac_St._Jean,CD,Lac St. Jean,QC,1921,E53_Place
CD_QC_Laprairie,CD,Laprairie,QC,1861;1871;1881;1891,E53_Place
CD_QC_Laprairie_&_Napierville,CD,Laprairie & Napierville,QC,1901;1911,E53_Place
CD_QC_Laprairie_1921,CD,Laprairie,QC,1921,E53_Place
CD_QC_Laval,CD,Laval,QC,1861;1871;1881;1891;1901;1911,E53_Place
CD_QC_Leinster,CD,Leinster,QC,1851,E53_Place
CD_QC_Lotbiniere,CD,Lotbiniere,QC,1851;1861;1871,E53_Place
CD_QC_Lotbinière,CD,Lotbinière,QC,1881;1891;1901;1911;1921,E53_Place
CD_QC_Lévis,CD,Lévis,QC,1861;1881;1891;1901;1911;1921,E53_Place
CD_QC_Lévis_(Comté),CD,Lévis (Comté),QC,1871,E53_Place
CD_QC_Lévis_(Ville),CD,Lévis (Ville),QC,1871,E53_Place
CD_QC_L’Islet,CD,L’Islet,QC,1851,E53_Place
CD_QC_Maisonneuve,CD,Maisonneuve,QC,1901;1911,E53_Place
CD_QC_Maskinonge,CD,Maskinonge,QC,1861;1871,E53_Place
CD_QC_Maskinongé,CD,Maskinongé,QC,1881;1891;1901;1911;1921,E53_Place
CD_QC_Matane,CD,Matane,QC,1921,E53_Place
CD_QC_Missisquoi,CD,Missisquoi,QC,1851;1861;1871;1881;1891;1901;1911;1921,E53_Place
CD_QC_Montcalm,CD,Montcalm,QC,1861;1871;1881;1891;1901;1911;1921,E53_Place
CD_QC_Montmagny,CD,Montmagny,QC,1861;1871;1881;1891;1901;1911;1921,E53_Place
CD_QC_Montmorency,CD,Montmorency,QC,1851;1861;1871;1881;1891;1901;1911;1921,E53_Place
CD_QC_Montreal_Centre,CD,Montreal Centre,QC,1871,E53_Place
CD_QC_Montreal_East,CD,Montreal East,QC,1871,E53_Place
CD_QC_Montreal_West,CD,Montreal West,QC,1871,E53_Place
CD_QC_Montréal,CD,Montréal,QC,1851,E53_Place
"CD_QC_Montréal,_St._Antoine",CD,"Montréal, St. Antoine",QC,1901;1911,E53_Place
"CD_QC_Montréal,_St._Jacques",CD,"Montréal, St. Jacques",QC,1901;1911,E53_Place
"CD_QC_Montréal,_St._Laurent",CD,"Montréal, St. Laurent",QC,1901;1911,E53_Place
"CD_QC_Montréal,_Ste._Anne",CD,"Montréal, Ste. Anne",QC,1901;1911,E53_Place
"CD_QC_Montréal,_Ste._Marie",CD,"Montréal, Ste. Marie",QC,1901;1911,E53_Place
CD_QC_Montréal_&_Jésus_Islands—Iles,CD,Montréal & Jésus Islands—Iles,QC,1921,E53_Place
CD_QC_Montréal_1881,CD,Montréal,QC,1881;1891;1901,E53_Place
CD_QC_Mégantic,CD,Mégantic,QC,1851;1861;1871;1881;1891;1901;1911;1921,E53_Place
CD_QC_Mégantic_1861,CD,Mégantic,QC,1861,E53_Place
CD_QC_Napierville,CD,Napierville,QC,1861;1871;1881;1891,E53_Place
CD_QC_Napierville_1921,CD,Napierville,QC,1921,E53_Place
CD_QC_Nicolet,CD,Nicolet,QC,1851;1861;1871;1881;1891;1901;1911;1921,E53_Place
CD_QC_Ottaoua_Centre,CD,Ottaoua Centre,QC,1871,E53_Place
CD_QC_Ottaoua_East,CD,Ottaoua East,QC,1871,E53_Place
CD_QC_Ottawa_County,CD,Ottawa County,QC,1881;1891,E53_Place
CD_QC_Ottawa_West,CD,Ottawa West,QC,1871,E53_Place
CD_QC_Outaouais,CD,Outaouais,QC,1851;1861,E53_Place
CD_QC_Pontiac,CD,Pontiac,QC,1861;1881;1891;1901;1911;1921,E53_Place
CD_QC_Pontiac_North,CD,Pontiac North,QC,1871,E53_Place
CD_QC_Pontiac_South,CD,Pontiac South,QC,1871,E53_Place
CD_QC_Portneuf,CD,Portneuf,QC,1851;1861;1871;1881;1891;1901;1911;1921,E53_Place
CD_QC_Quebec_Centre,CD,Quebec Centre,QC,1871,E53_Place
CD_QC_Quebec_City,CD,Quebec City,QC,1881;1891,E53_Place
CD_QC_Quebec_County,CD,Quebec County,QC,1851;1861;1871;1881;1891;1901;1911;1921,E53_Place
CD_QC_Quebec_East,CD,Quebec East,QC,1871,E53_Place
CD_QC_Quebec_West,CD,Quebec West,QC,1871,E53_Place
CD_QC_Québec_Centre,CD,Québec Centre,QC,1901;1911,E53_Place
CD_QC_Québec_East,CD,Québec East,QC,1901;1911,E53_Place
CD_QC_Québec_West,CD,Québec West,QC,1901;1911,E53_Place
CD_QC_Richelieu,CD,Richelieu,QC,1851;1861;1871;1881;1891;1901;1911;1921,E53_Place
CD_QC_Richmond,CD,Richmond,QC,1861;1871,E53_Place
CD_QC_Richmond_&_Wolfe,CD,Richmond & Wolfe,QC,1881;1891;1901;1911,E53_Place
CD_QC_Richmond_1921,CD,Richmond,QC,1921,E53_Place
CD_QC_Rimouski,CD,Rimouski,QC,1851;1861;1881;1891;1901;1911;1921,E53_Place
CD_QC_Rimouski_East,CD,Rimouski East,QC,1871,E53_Place
CD_QC_Rimouski_West,CD,Rimouski West,QC,1871,E53_Place
CD_QC_Rouville,CD,Rouville,QC,1851;1861;1871;1881;1891;1901;1911;1921,E53_Place
CD_QC_Saguenay,CD,Saguenay,QC,1851;1861;1871,E53_Place
CD_QC_Saguenay_1921,CD,Saguenay,QC,1921,E53_Place
CD_QC_Saint_Maurice_North,CD,Saint Maurice North,QC,1871,E53_Place
CD_QC_Saint_Maurice_South,CD,Saint Maurice South,QC,1871,E53_Place
CD_QC_Shefford,CD,Shefford,QC,1851;1861;1871;1881;1891;1901;1911;1921,E53_Place
CD_QC_Sherbrooke,CD,Sherbrooke,QC,1851,E53_Place
CD_QC_Sherbrooke_1861,CD,Sherbrooke,QC,1861;1871;1881;1891;1901;1911;1921,E53_Place
CD_QC_Soulanges,CD,Soulanges,QC,1861;1871;1881;1891;1901;1911;1921,E53_Place
CD_QC_St._Hyacinthe,CD,St. Hyacinthe,QC,1851;1861;1871;1881;1891;1901;1911;1921,E53_Place
CD_QC_St._Jean,CD,St. Jean,QC,1861;1871;1881;1891,E53_Place
CD_QC_St._Jean_&_Iberville,CD,St. Jean & Iberville,QC,1901;1911,E53_Place
CD_QC_St._Jean_1921,CD,St. Jean,QC,1921,E53_Place
CD_QC_St._Maurice,CD,St. Maurice,QC,1851;1861,E53_Place
CD_QC_St._Maurice_1921,CD,St. Maurice,QC,1921,E53_Place
CD_QC_Stanstead,CD,Stanstead,QC,1851;1861;1871;1881;1891;1901;1911;1921,E53_Place
CD_QC_Temiscouata,CD,Temiscouata,QC,1861;1871;1881;1891;1901;1911;1921,E53_Place
CD_QC_Terrebonne,CD,Terrebonne,QC,1851;1861;1871;1881;1891;1901;1911;1921,E53_Place
CD_QC_Trois-Rivières,CD,Trois-Rivières,QC,1881;1891,E53_Place
CD_QC_Trois-Rivières_&_St._Maurice,CD,Trois-Rivières & St. Maurice,QC,1881;1891;1901;1911,E53_Place
CD_QC_Trois_Rivieres,CD,Trois Rivieres,QC,1871,E53_Place
CD_QC_Témiscamingue,CD,Témiscamingue,QC,1921,E53_Place
"CD_QC_Unorganized_Districts_-_Abitibi,_Ashuanipi,_Mistassini",CD,"Unorganized Districts - Abitibi, Ashuanipi, Mistassini",QC,1901,E53_Place
CD_QC_Unorganized_parts_-_Parties_non_organisées,CD,Unorganized parts - Parties non organisées,QC,1911,E53_Place
CD_QC_Vaudreuil,CD,Vaudreuil,QC,1851;1861;1871;1881;1891;1901;1911;1921,E53_Place
CD_QC_Verchères,CD,Verchères,QC,1851;1861;1871;1881;1891,E53_Place
CD_QC_Verchères_1921,CD,Verchères,QC,1921,E53_Place
CD_QC_Wolfe,CD,Wolfe,QC,1861;1871,E53_Place
CD_QC_Wolfe_1921,CD,Wolfe,QC,1921,E53_Place
CD_QC_Wright,CD,Wright,QC,1901;1911,E53_Place
CD_QC_Yamaska,CD,Yamaska,QC,1851;1861;1871;1881;1891;1901;1911;1921,E53_Place
CD_SK_Assiniboia,CD,Assiniboia,SK,1911,E53_Place
CD_SK_Battleford,CD,Battleford,SK,1911,E53_Place
CD_SK_Division_No._1,CD,Division No. 1,SK,1921,E53_Place
CD_SK_Division_No._10,CD,Division No. 10,SK,1921,E53_Place
CD_SK_Division_No._11,CD,Division No. 11,SK,1921,E53_Place
CD_SK_Division_No._12,CD,Division No. 12,SK,1921,E53_Place
CD_SK_Division_No._13,CD,Division No. 13,SK,1921,E53_Place
CD_SK_Division_No._14,CD,Division No. 14,SK,1921,E53_Place
CD_SK_Division_No._15,CD,Division No. 15,SK,1921,E53_Place
CD_SK_Division_No._16,CD,Division No. 16,SK,1921,E53_Place
CD_SK_Division_No._17,CD,Division No. 17,SK,1921,E53_Place
CD_SK_Division_No._18,CD,Division No. 18,SK,1921,E53_Place
CD_SK_Division_No._2,CD,Division No. 2,SK,1921,E53_Place
CD_SK_Division_No._3,CD,Division No. 3,SK,1921,E53_Place
CD_SK_Division_No._4,CD,Division No. 4,SK,1921,E53_Place
CD_SK_Division_No._5,CD,Division No. 5,SK,1921,E53_Place
CD_SK_Division_No._6,CD,Division No. 6,SK,1921,E53_Place
CD_SK_Division_No._7,CD,Division No. 7,SK,1921,E53_Place
CD_SK_Division_No._8,CD,Division No. 8,SK,1921,E53_Place
CD_SK_Division_No._9,CD,Division No. 9,SK,1921,E53_Place
CD_SK_Humboldt,CD,Humboldt,SK,1911,E53_Place
CD_SK_Mackenzie,CD,Mackenzie,SK,1911,E53_Place
CD_SK_Moosejaw,CD,Moosejaw,SK,1911,E53_Place
CD_SK_Prince_Albert,CD,Prince Albert,SK,1911,E53_Place
CD_SK_Qu'Appelle,CD,Qu'Appelle,SK,1911,E53_Place
CD_SK_Regina,CD,Regina,SK,1911,E53_Place
CD_SK_Saltcoats,CD,Saltcoats,SK,1911,E53_Place
CD_SK_Saskatoon,CD,Saskatoon,SK,1911,E53_Place
CD_YT_Yukon,CD,Yukon,YT,1911;1921,E53_Place
