:START_ID,:END_ID,during_period,:TYPE
ON046045_1891,CD_ON_Algoma_1891,CENSUS_1891,P10_falls_within
ON046046_1891,CD_ON_Algoma_1891,CENSUS_1891,P10_falls_within
ON046048_1891,CD_ON_Algoma_1891,CENSUS_1891,P10_falls_within
ON046049_1891,CD_ON_Algoma_1891,CENSUS_1891,P10_falls_within
ON046050_1891,CD_ON_Algoma_1891,CENSUS_1891,P10_falls_within
ON046051_1891,CD_ON_Algoma_1891,CENSUS_1891,P10_falls_within
ON046027_1891,CD_ON_Algoma_1891,CENSUS_1891,P10_falls_within
ON046052_1891,CD_ON_Algoma_1891,CENSUS_1891,P10_falls_within
ON046003_1891,CD_ON_Algoma_1891,CENSUS_1891,P10_falls_within
ON046055_1891,CD_ON_Algoma_1891,CENSUS_1891,P10_falls_within
ON046008_1891,CD_ON_Nipissing_1891,CENSUS_1891,P10_falls_within
ON046057_1891,CD_ON_Algoma_1891,CENSUS_1891,P10_falls_within
ON046011_1891,CD_ON_Algoma_1891,CENSUS_1891,P10_falls_within
ON046058_1891,CD_ON_Algoma_1891,CENSUS_1891,P10_falls_within
ON046059_1891,CD_ON_Algoma_1891,CENSUS_1891,P10_falls_within
ON046060_1891,CD_ON_Algoma_1891,CENSUS_1891,P10_falls_within
ON046062_1891,CD_ON_Algoma_1891,CENSUS_1891,P10_falls_within
ON046024_1891,CD_ON_Algoma_1891,CENSUS_1891,P10_falls_within
ON046014_1891,CD_ON_Algoma_1891,CENSUS_1891,P10_falls_within
ON046056_1891,CD_ON_Algoma_1891,CENSUS_1891,P10_falls_within
ON046006_1891,CD_ON_Algoma_1891,CENSUS_1891,P10_falls_within
ON046013_1891,CD_ON_Algoma_1891,CENSUS_1891,P10_falls_within
ON046017_1891,CD_ON_Algoma_1891,CENSUS_1891,P10_falls_within
ON046022_1891,CD_ON_Algoma_1891,CENSUS_1891,P10_falls_within
ON046016_1891,CD_ON_Algoma_1891,CENSUS_1891,P10_falls_within
ON046018_1891,CD_ON_Algoma_1891,CENSUS_1891,P10_falls_within
ON048003_1891,"CD_ON_Brant,_North—Nord_1891",CENSUS_1891,P10_falls_within
ON106001_1891,"CD_ON_Oxford,_South—Sud_1891",CENSUS_1891,P10_falls_within
ON048004_1891,"CD_ON_Brant,_North—Nord_1891",CENSUS_1891,P10_falls_within
ON049003_1891,"CD_ON_Brant,_South—Sud_1891",CENSUS_1891,P10_falls_within
ON049005_1891,"CD_ON_Brant,_South—Sud_1891",CENSUS_1891,P10_falls_within
ON049004_1891,"CD_ON_Brant,_South—Sud_1891",CENSUS_1891,P10_falls_within
ON106006_1891,"CD_ON_Oxford,_South—Sud_1891",CENSUS_1891,P10_falls_within
ON049001_1891,"CD_ON_Brant,_South—Sud_1891",CENSUS_1891,P10_falls_within
ON049002_1891,"CD_ON_Brant,_South—Sud_1891",CENSUS_1891,P10_falls_within
ON050006_1891,CD_ON_Brockville_1891,CENSUS_1891,P10_falls_within
ON086009_1891,"CD_ON_Leeds,_South—Sud_1891",CENSUS_1891,P10_falls_within
ON086010_1891,"CD_ON_Leeds,_South—Sud_1891",CENSUS_1891,P10_falls_within
ON050002_1891,CD_ON_Brockville_1891,CENSUS_1891,P10_falls_within
ON086001_1891,"CD_ON_Leeds,_South—Sud_1891",CENSUS_1891,P10_falls_within
ON052001_1891,"CD_ON_Bruce,_North—Nord_1891",CENSUS_1891,P10_falls_within
ON052002_1891,"CD_ON_Bruce,_North—Nord_1891",CENSUS_1891,P10_falls_within
ON052003_1891,"CD_ON_Bruce,_North—Nord_1891",CENSUS_1891,P10_falls_within
ON053001_1891,"CD_ON_Bruce,_West—Ouest_1891",CENSUS_1891,P10_falls_within
ON052005_1891,"CD_ON_Bruce,_North—Nord_1891",CENSUS_1891,P10_falls_within
ON053003_1891,"CD_ON_Bruce,_West—Ouest_1891",CENSUS_1891,P10_falls_within
ON052007_1891,"CD_ON_Bruce,_North—Nord_1891",CENSUS_1891,P10_falls_within
ON052010_1891,"CD_ON_Bruce,_North—Nord_1891",CENSUS_1891,P10_falls_within
ON053007_1891,"CD_ON_Bruce,_West—Ouest_1891",CENSUS_1891,P10_falls_within
ON053004_1891,"CD_ON_Bruce,_West—Ouest_1891",CENSUS_1891,P10_falls_within
ON052013_1891,"CD_ON_Bruce,_North—Nord_1891",CENSUS_1891,P10_falls_within
ON052009_1891,"CD_ON_Bruce,_North—Nord_1891",CENSUS_1891,P10_falls_within
ON052011_1891,"CD_ON_Bruce,_North—Nord_1891",CENSUS_1891,P10_falls_within
ON052012_1891,"CD_ON_Bruce,_North—Nord_1891",CENSUS_1891,P10_falls_within
