presence_id:ID,csd_tcpuid,census_year:int,area_sqm:float,:LABEL
NL001999_1921,NL001999,1921,55329493097.54,E93_Presence
NB022001_1921,NB022001,1921,282330101.1,E93_Presence
NB022002_1921,NB022002,1921,278439100.09,E93_Presence
NB022003_1921,NB022003,1921,534377492.82,E93_Presence
NB022004_1921,NB022004,1921,296287233.88,E93_Presence
NB022005_1921,NB022005,1921,325424829.3,E93_Presence
NB022006_1921,NB022006,1921,158925616.87,E93_Presence
NB023001_1921,NB023001,1921,457779540.67,E93_Presence
NB023002_1921,NB023002,1921,525094384.74,E93_Presence
NB023003_1921,NB023003,1921,871539218.97,E93_Presence
NB023004_1921,NB023004,1921,254671270.37,E93_Presence
NB023005_1921,NB023005,1921,121900738.57,E93_Presence
NB023006_1921,NB023006,1921,267272566.57,E93_Presence
NB023007_1921,NB023007,1921,82467398.07,E93_Presence
NB023008_1921,NB023008,1921,202379805.64,E93_Presence
NB023009_1921,NB023009,1921,204636583.11,E93_Presence
NB023010_1921,NB023010,1921,202765677.25,E93_Presence
NB023011_1921,NB023011,1921,223815730.2,E93_Presence
NB023012_1921,NB023012,1921,1086027.32,E93_Presence
NB023013_1921,NB023013,1921,9840720.54,E93_Presence
NB023014_1921,NB023014,1921,2598019.25,E93_Presence
NB024001_1921,NB024001,1921,47191080.9,E93_Presence
NB024002_1921,NB024002,1921,539355581.28,E93_Presence
NB024003_1921,NB024003,1921,13045910.21,E93_Presence
NB024004_1921,NB024004,1921,389499287.58,E93_Presence
NB024005_1921,NB024005,1921,167729710.25,E93_Presence
NB024006_1921,NB024006,1921,228983921.22,E93_Presence
NB024007_1921,NB024007,1921,404500972.45,E93_Presence
NB024008_1921,NB024008,1921,31583513.85,E93_Presence
NB024009_1921,NB024009,1921,86971037.47,E93_Presence
NB024010_1921,NB024010,1921,200680387.97,E93_Presence
NB024011_1921,NB024011,1921,551973405.48,E93_Presence
NB024012_1921,NB024012,1921,583313268.98,E93_Presence
NB024013_1921,NB024013,1921,254921020.43,E93_Presence
NB024014_1921,NB024014,1921,123095964.04,E93_Presence
NB024015_1921,NB024015,1921,42891966.24,E93_Presence
NB024016_1921,NB024016,1921,2597994.73,E93_Presence
NB024017_1921,NB024017,1921,2597994.57,E93_Presence
NB024018_1921,NB024018,1921,2597994.63,E93_Presence
NB024019_1921,NB024019,1921,2597966.28,E93_Presence
NB025001_1921,NB025001,1921,2149328647.71,E93_Presence
NB025002_1921,NB025002,1921,558755838.94,E93_Presence
NB025003_1921,NB025003,1921,268323524.2,E93_Presence
NB025004_1921,NB025004,1921,222454793.85,E93_Presence
NB025005_1921,NB025005,1921,477492454.6,E93_Presence
NB025006_1921,NB025006,1921,261967603.49,E93_Presence
NB025007_1921,NB025007,1921,261055681.25,E93_Presence
NB025008_1921,NB025008,1921,403615236.85,E93_Presence
NB025009_1921,NB025009,1921,232574691.34,E93_Presence
NB025010_1921,NB025010,1921,4911826.04,E93_Presence
NB025011_1921,NB025011,1921,2597963.11,E93_Presence
NB026001_1921,NB026001,1921,339405446.46,E93_Presence
NB026002_1921,NB026002,1921,452387571.17,E93_Presence
NB026003_1921,NB026003,1921,222758993.59,E93_Presence
NB026004_1921,NB026004,1921,1198057655.0,E93_Presence
NB026005_1921,NB026005,1921,300855936.47,E93_Presence
NB026006_1921,NB026006,1921,162920328.34,E93_Presence
NB026007_1921,NB026007,1921,270074395.29,E93_Presence
NB026008_1921,NB026008,1921,274716347.3,E93_Presence
NB026009_1921,NB026009,1921,234333050.95,E93_Presence
NB026010_1921,NB026010,1921,639090919.55,E93_Presence
NB026011_1921,NB026011,1921,231405424.62,E93_Presence
NB026012_1921,NB026012,1921,13543608.98,E93_Presence
NB026013_1921,NB026013,1921,2598021.74,E93_Presence
NB026999_1921,NB026999,1921,378675050.56,E93_Presence
NB027001_1921,NB027001,1921,321215242.78,E93_Presence
NB027002_1921,NB027002,1921,119760560.93,E93_Presence
NB027003_1921,NB027003,1921,253869840.25,E93_Presence
NB027004_1921,NB027004,1921,127479669.35,E93_Presence
NB027005_1921,NB027005,1921,358813613.4,E93_Presence
NB027006_1921,NB027006,1921,77768117.72,E93_Presence
NB027007_1921,NB027007,1921,209844858.86,E93_Presence
NB027008_1921,NB027008,1921,182196199.75,E93_Presence
NB027009_1921,NB027009,1921,131897803.39,E93_Presence
NB027010_1921,NB027010,1921,286251419.03,E93_Presence
NB027011_1921,NB027011,1921,462534744.09,E93_Presence
NB027012_1921,NB027012,1921,268924971.79,E93_Presence
NB027013_1921,NB027013,1921,194354789.72,E93_Presence
NB027014_1921,NB027014,1921,228781047.2,E93_Presence
NB027015_1921,NB027015,1921,386662797.62,E93_Presence
NB027016_1921,NB027016,1921,2598004.48,E93_Presence
NB027017_1921,NB027017,1921,2598004.89,E93_Presence
NB027018_1921,NB027018,1921,2589873.05,E93_Presence
NB028001_1921,NB028001,1921,53121421.82,E93_Presence
NB028002_1921,NB028002,1921,7098136.27,E93_Presence
NB028003_1921,NB028003,1921,94395311.25,E93_Presence
NB028004_1921,NB028004,1921,239264149.84,E93_Presence
NB028005_1921,NB028005,1921,143216505.25,E93_Presence
NB028006_1921,NB028006,1921,580466411.25,E93_Presence
NB028007_1921,NB028007,1921,894063062.78,E93_Presence
NB028008_1921,NB028008,1921,363355988.77,E93_Presence
NB028009_1921,NB028009,1921,161652108.13,E93_Presence
NB028010_1921,NB028010,1921,636548452.92,E93_Presence
NB028011_1921,NB028011,1921,350689512.64,E93_Presence
NB028012_1921,NB028012,1921,3112213.92,E93_Presence
NB028013_1921,NB028013,1921,2597999.21,E93_Presence
NB028014_1921,NB028014,1921,5508807.15,E93_Presence
NB029001_1921,NB029001,1921,779657146.56,E93_Presence
NB029002_1921,NB029002,1921,871273575.26,E93_Presence
NB029003_1921,NB029003,1921,1298742245.45,E93_Presence
NB029004_1921,NB029004,1921,92614303.4,E93_Presence
NB029005_1921,NB029005,1921,53472399.91,E93_Presence
NB029006_1921,NB029006,1921,544346558.47,E93_Presence
NB029007_1921,NB029007,1921,265633334.51,E93_Presence
NB029008_1921,NB029008,1921,1044677235.7,E93_Presence
NB029009_1921,NB029009,1921,388933855.42,E93_Presence
NB029010_1921,NB029010,1921,674523654.38,E93_Presence
NB029011_1921,NB029011,1921,3421184793.61,E93_Presence
NB029012_1921,NB029012,1921,339501869.85,E93_Presence
NB029013_1921,NB029013,1921,2561413526.7,E93_Presence
NB029014_1921,NB029014,1921,108920723.77,E93_Presence
NB029015_1921,NB029015,1921,2597959.18,E93_Presence
NB029016_1921,NB029016,1921,2598017.95,E93_Presence
NB030001_1921,NB030001,1921,725603934.55,E93_Presence
NB030002_1921,NB030002,1921,222186025.79,E93_Presence
NB030003_1921,NB030003,1921,298255292.94,E93_Presence
NB030004_1921,NB030004,1921,529176841.65,E93_Presence
NB030005_1921,NB030005,1921,293675430.87,E93_Presence
NB030006_1921,NB030006,1921,216648865.63,E93_Presence
NB030007_1921,NB030007,1921,393035457.74,E93_Presence
NB030008_1921,NB030008,1921,612902271.19,E93_Presence
NB030009_1921,NB030009,1921,528445136.88,E93_Presence
NB030010_1921,NB030010,1921,204986064.39,E93_Presence
NB030011_1921,NB030011,1921,2597996.03,E93_Presence
NB031001_1921,NB031001,1921,1075343563.3,E93_Presence
NB031002_1921,NB031002,1921,1160043181.03,E93_Presence
NB031003_1921,NB031003,1921,796256653.98,E93_Presence
NB031004_1921,NB031004,1921,164231641.7,E93_Presence
NB031005_1921,NB031005,1921,559308608.46,E93_Presence
NB031006_1921,NB031006,1921,1708626362.76,E93_Presence
NB031007_1921,NB031007,1921,3180508688.87,E93_Presence
NB031008_1921,NB031008,1921,2598022.08,E93_Presence
NB031009_1921,NB031009,1921,2597983.94,E93_Presence
NB032001_1921,NB032001,1921,133013338.47,E93_Presence
NB032002_1921,NB032002,1921,278015486.83,E93_Presence
NB032003_1921,NB032003,1921,669899674.82,E93_Presence
NB032004_1921,NB032004,1921,485966617.46,E93_Presence
NB032005_1921,NB032005,1921,38285669.71,E93_Presence
NB033001_1921,NB033001,1921,339669943.22,E93_Presence
NB033002_1921,NB033002,1921,295152034.2,E93_Presence
NB033003_1921,NB033003,1921,461048248.98,E93_Presence
NB033004_1921,NB033004,1921,147328167.34,E93_Presence
NB033005_1921,NB033005,1921,945917720.72,E93_Presence
NB033006_1921,NB033006,1921,326574753.27,E93_Presence
NB033007_1921,NB033007,1921,295743160.86,E93_Presence
NB033008_1921,NB033008,1921,290616.15,E93_Presence
NB034001_1921,NB034001,1921,131596395.27,E93_Presence
NB034002_1921,NB034002,1921,1821209661.09,E93_Presence
NB034003_1921,NB034003,1921,1469649465.16,E93_Presence
NB034004_1921,NB034004,1921,175058097.4,E93_Presence
NB034005_1921,NB034005,1921,1707127949.51,E93_Presence
NB034006_1921,NB034006,1921,331131512.97,E93_Presence
NB034007_1921,NB034007,1921,20609665.23,E93_Presence
NB034008_1921,NB034008,1921,2597985.59,E93_Presence
NB034009_1921,NB034009,1921,3511605.33,E93_Presence
NB034010_1921,NB034010,1921,6967772.7,E93_Presence
NB035001_1921,NB035001,1921,431987944.83,E93_Presence
NB035002_1921,NB035002,1921,308997286.95,E93_Presence
NB035003_1921,NB035003,1921,785422611.15,E93_Presence
NB035004_1921,NB035004,1921,647106001.53,E93_Presence
NB035005_1921,NB035005,1921,925855372.82,E93_Presence
NB035006_1921,NB035006,1921,477878970.32,E93_Presence
NB035007_1921,NB035007,1921,229507293.71,E93_Presence
NB035008_1921,NB035008,1921,463053.65,E93_Presence
NB035009_1921,NB035009,1921,2597998.59,E93_Presence
NB035010_1921,NB035010,1921,2598028.96,E93_Presence
NB035011_1921,NB035011,1921,2597957.65,E93_Presence
NB035012_1921,NB035012,1921,2589872.9,E93_Presence
NB035013_1921,NB035013,1921,2589848.52,E93_Presence
NB036001_1921,NB036001,1921,416020247.24,E93_Presence
NB036002_1921,NB036002,1921,607629978.28,E93_Presence
NB036003_1921,NB036003,1921,1525445283.77,E93_Presence
NB036004_1921,NB036004,1921,328857301.33,E93_Presence
NB036005_1921,NB036005,1921,328605933.58,E93_Presence
NB036006_1921,NB036006,1921,593914860.9,E93_Presence
NB036007_1921,NB036007,1921,588921660.23,E93_Presence
NB036008_1921,NB036008,1921,421201297.81,E93_Presence
NB036009_1921,NB036009,1921,476075187.07,E93_Presence
NB036010_1921,NB036010,1921,330537871.81,E93_Presence
NB036011_1921,NB036011,1921,314411999.94,E93_Presence
NB036012_1921,NB036012,1921,797157604.67,E93_Presence
NB036013_1921,NB036013,1921,488530180.8,E93_Presence
NB036014_1921,NB036014,1921,2112615298.07,E93_Presence
NB036015_1921,NB036015,1921,2123863.08,E93_Presence
