dimension_id:ID,:LABEL,value:float,dimension_type
BORDER_DIM_ON065002_ON087005_1861,E54_Dimension,56.72,length
BORDER_DIM_ON065002_ON065005_1861,E54_Dimension,14542.51,length
BORDER_DIM_ON065002_ON065003_1861,E54_Dimension,8554.9,length
BORDER_DIM_ON065002_ON065008_1861,E54_Dimension,7970.17,length
BORDER_DIM_ON065002_ON065006_1861,E54_Dimension,24436.66,length
BORDER_DIM_ON065002_ON065004_1861,E54_Dimension,21401.49,length
BORDER_DIM_ON065002_ON104001_1861,E54_Dimension,13501.88,length
BORDER_DIM_ON065003_ON087007_1861,E54_Dimension,14851.13,length
BORDER_DIM_ON065003_ON087005_1861,E54_Dimension,195.37,length
BORDER_DIM_ON065003_ON090007_1861,E54_Dimension,8306.7,length
BORDER_DIM_ON065003_ON065005_1861,E54_Dimension,8894.14,length
BORDER_DIM_ON065003_ON090010_1861,E54_Dimension,11506.81,length
BORDER_DIM_ON065003_ON090002_1861,E54_Dimension,14725.71,length
BORDER_DIM_ON065003_ON065004_1861,E54_Dimension,2301.55,length
BORDER_DIM_ON065004_ON065007_1861,E54_Dimension,5996.35,length
BORDER_DIM_ON065004_ON090002_1861,E54_Dimension,10393.68,length
BORDER_DIM_ON065004_ON104001_1861,E54_Dimension,912.65,length
BORDER_DIM_ON065004_ON101002_1861,E54_Dimension,19941.1,length
BORDER_DIM_ON065004_ON104004_1861,E54_Dimension,10462.91,length
BORDER_DIM_ON065008_ON087005_1861,E54_Dimension,5406.93,length
BORDER_DIM_ON065008_ON076010_1861,E54_Dimension,9776.98,length
BORDER_DIM_ON065008_ON076007_1861,E54_Dimension,14745.66,length
BORDER_DIM_ON065005_ON087005_1861,E54_Dimension,10858.59,length
BORDER_DIM_ON065001_ON065002_1861,E54_Dimension,11473.46,length
BORDER_DIM_ON083007_ON083012_1861,E54_Dimension,24243.9,length
BORDER_DIM_ON083007_ON083009_1861,E54_Dimension,9935.94,length
BORDER_DIM_ON066001_ON066002_1861,E54_Dimension,12496.39,length
BORDER_DIM_ON066001_ON066999_1861,E54_Dimension,11157.63,length
BORDER_DIM_ON066002_ON066003_1861,E54_Dimension,17652.98,length
BORDER_DIM_ON066002_ON066015_1861,E54_Dimension,4691.32,length
BORDER_DIM_ON066002_ON075009_1861,E54_Dimension,24575.59,length
BORDER_DIM_ON066003_ON066008_1861,E54_Dimension,17067.56,length
BORDER_DIM_ON066003_ON066014_1861,E54_Dimension,13690.88,length
BORDER_DIM_ON066003_ON075015_1861,E54_Dimension,4433.99,length
BORDER_DIM_ON066003_ON066015_1861,E54_Dimension,3022.27,length
BORDER_DIM_ON066003_ON075004_1861,E54_Dimension,10559.45,length
BORDER_DIM_ON066005_ON066011_1861,E54_Dimension,19536.09,length
BORDER_DIM_ON066005_ON066009_1861,E54_Dimension,14590.94,length
BORDER_DIM_ON066005_ON066014_1861,E54_Dimension,20057.55,length
BORDER_DIM_ON066011_ON066013_1861,E54_Dimension,7837.91,length
BORDER_DIM_ON066011_ON066012_1861,E54_Dimension,5999.91,length
BORDER_DIM_ON066014_ON066015_1861,E54_Dimension,7387.94,length
