dimension_id:ID,:LABEL,value:float,dimension_type
BORDER_DIM_ON002001_ON025005_1851,E54_Dimension,56.72,length
BORDER_DIM_ON002001_ON002005_1851,E54_Dimension,14542.51,length
BORDER_DIM_ON002001_ON002003_1851,E54_Dimension,8554.9,length
BORDER_DIM_ON002001_ON002008_1851,E54_Dimension,7970.17,length
BORDER_DIM_ON002001_ON002006_1851,E54_Dimension,24436.66,length
BORDER_DIM_ON002001_ON002002_1851,E54_Dimension,11473.46,length
BORDER_DIM_ON002001_ON002004_1851,E54_Dimension,21401.49,length
BORDER_DIM_ON002001_ON041004_1851,E54_Dimension,13501.88,length
BORDER_DIM_ON002003_ON025004_1851,E54_Dimension,14851.13,length
BORDER_DIM_ON002003_ON027007_1851,E54_Dimension,8306.7,length
BORDER_DIM_ON002003_ON025005_1851,E54_Dimension,195.37,length
BORDER_DIM_ON002003_ON002005_1851,E54_Dimension,8894.14,length
BORDER_DIM_ON002003_ON027004_1851,E54_Dimension,11506.81,length
BORDER_DIM_ON002003_ON027008_1851,E54_Dimension,14725.71,length
BORDER_DIM_ON002003_ON002004_1851,E54_Dimension,2301.55,length
BORDER_DIM_ON002005_ON025005_1851,E54_Dimension,10858.59,length
BORDER_DIM_ON020005_ON020011_1851,E54_Dimension,24243.9,length
BORDER_DIM_ON020005_ON020012_1851,E54_Dimension,3347.97,length
BORDER_DIM_ON020005_ON020008_1851,E54_Dimension,9935.94,length
BORDER_DIM_ON003001_ON003006_1851,E54_Dimension,17067.56,length
BORDER_DIM_ON003001_ON011013_1851,E54_Dimension,4433.99,length
BORDER_DIM_ON003001_ON003011_1851,E54_Dimension,16713.15,length
BORDER_DIM_ON003001_ON011004_1851,E54_Dimension,10559.45,length
BORDER_DIM_ON003001_ON011015_1851,E54_Dimension,17652.98,length
BORDER_DIM_ON003003_ON003009_1851,E54_Dimension,19536.09,length
BORDER_DIM_ON003003_ON003007_1851,E54_Dimension,14590.94,length
BORDER_DIM_ON003003_ON003011_1851,E54_Dimension,20057.55,length
BORDER_DIM_ON003009_ON003010_1851,E54_Dimension,7837.91,length
BORDER_DIM_ON003011_ON011015_1851,E54_Dimension,4691.32,length
BORDER_DIM_ON003002_ON003004_1851,E54_Dimension,16513.84,length
BORDER_DIM_ON003002_ON011010_1851,E54_Dimension,26.06,length
BORDER_DIM_ON003002_ON003007_1851,E54_Dimension,18801.46,length
BORDER_DIM_ON003002_ON011002_1851,E54_Dimension,19047.97,length
BORDER_DIM_ON003002_ON003006_1851,E54_Dimension,16404.97,length
BORDER_DIM_ON003004_ON016006_1851,E54_Dimension,16181.25,length
BORDER_DIM_ON003004_ON003005_1851,E54_Dimension,15930.98,length
BORDER_DIM_ON003004_ON011010_1851,E54_Dimension,15824.03,length
BORDER_DIM_ON003004_ON039010_1851,E54_Dimension,221.57,length
BORDER_DIM_ON003005_ON016008_1851,E54_Dimension,15349.02,length
BORDER_DIM_ON003005_ON016006_1851,E54_Dimension,100.14,length
BORDER_DIM_ON003005_ON003010_1851,E54_Dimension,16305.88,length
BORDER_DIM_ON003005_ON003007_1851,E54_Dimension,15564.32,length
BORDER_DIM_ON003006_ON003007_1851,E54_Dimension,6882.0,length
BORDER_DIM_ON003006_ON011013_1851,E54_Dimension,14465.76,length
BORDER_DIM_ON003006_ON003011_1851,E54_Dimension,7796.06,length
BORDER_DIM_ON003007_ON003010_1851,E54_Dimension,9462.47,length
BORDER_DIM_ON003007_ON003009_1851,E54_Dimension,7251.23,length
BORDER_DIM_ON003007_ON003011_1851,E54_Dimension,2095.89,length
BORDER_DIM_ON003008_ON016009_1851,E54_Dimension,17541.63,length
BORDER_DIM_ON003008_ON003010_1851,E54_Dimension,14198.96,length
BORDER_DIM_ON003008_ON003009_1851,E54_Dimension,16816.68,length
BORDER_DIM_ON003010_ON016008_1851,E54_Dimension,2536.63,length
BORDER_DIM_ON003010_ON016010_1851,E54_Dimension,12591.41,length
BORDER_DIM_ON003010_ON016009_1851,E54_Dimension,4130.8,length
BORDER_DIM_ON004001_ON019012_1851,E54_Dimension,345.23,length
BORDER_DIM_ON004001_ON019011_1851,E54_Dimension,16658.5,length
