wikidata_qid,wikidata_label,place_id,place_type,name,province,year_min,year_max,num_years,num_chains_for_qid
Q1000316,Springhill,PLACE_NS030014,CSD,"Springhill, Town—Ville",NS,1891,1891,1,3
Q1000316,Springhill,PLACE_NS030015,CSD,Springhill,NS,1891,1891,1,3
Q1000316,Springhill,PLACE_NS008034,CSD,"Springhill, T-V",NS,1911,1921,2,3
Q1001461,Raymond,PLACE_AB004007,CSD,Raymond t-v,AB,1911,1911,1,2
Q1001461,Raymond,PLACE_AB190028_1921,CSD,"Raymond, T-V",AB,1921,1921,1,2
Q1001626,North Vancouver,PLACE_BC206001,CSD,North Vancouver,BC,1921,1921,1,2
Q1001626,North Vancouver,PLACE_BC206004,CSD,"North Vancouver, C",BC,1921,1921,1,2
Q1001672,Senneville,PLACE_QC162028,CSD,Senneville vl,QC,1901,1911,2,2
Q1001672,Senneville,PLACE_QC076040_1921,CSD,"Senneville, VL",QC,1921,1921,1,2
Q1004121,Killam,PLACE_AB006015,CSD,Killam vl (T44 R13 MW4),AB,1911,1911,1,2
Q1004121,Killam,PLACE_AB195036_1921,CSD,"Killam, VL",AB,1921,1921,1,2
Q1004125,Daysland,PLACE_AB006007,CSD,Daysland t-v,AB,1911,1911,1,2
Q1004125,Daysland,PLACE_AB196026_1921,CSD,"Daysland, T-V",AB,1921,1921,1,2
Q1004192,Saint Boniface,PLACE_MB183004,CSD,St. Boniface,MB,1881,1881,1,5
Q1004192,Saint Boniface,PLACE_MB008012,CSD,St. Boniface,MB,1891,1891,1,5
Q1004192,Saint Boniface,PLACE_MB010011,CSD,"St. Boniface, Town—Ville",MB,1891,1901,2,5
Q1004192,Saint Boniface,PLACE_MB010010,CSD,St. Boniface,MB,1901,1901,1,5
Q1004192,Saint Boniface,PLACE_MB160012,CSD,"St. Boniface, C",MB,1921,1921,1,5
Q1007407,Fort Saskatchewan,PLACE_NT202043,CSD,Fort Saskatchewan,NT,1901,1901,1,3
Q1007407,Fort Saskatchewan,PLACE_AB007004,CSD,Fort Saskatchewan t-v,AB,1911,1911,1,3
Q1007407,Fort Saskatchewan,PLACE_AB199018_1921,CSD,"Fort Saskatchewan, T-V",AB,1921,1921,1,3
Q1009832,Innisfail,PLACE_NT202051,CSD,Innisfail,NT,1901,1901,1,3
Q1009832,Innisfail,PLACE_AB005005,CSD,Innisfail t-v,AB,1911,1911,1,3
Q1009832,Innisfail,PLACE_AB196027_1921,CSD,"Innisfail, T-V",AB,1921,1921,1,3
Q1013015,Redcliff,PLACE_AB004020,CSD,Redcliffe vl (T13 R6 MW4),AB,1911,1911,1,2
Q1013015,Redcliff,PLACE_AB191023_1921,CSD,"Redcliffe, T-V",AB,1921,1921,1,2
Q1013150,Mattawa,PLACE_ON130090,CSD,"Mattawa, T-V",ON,1891,1921,4,2
Q1013150,Mattawa,PLACE_ON099167_1911,CSD,Mattawa t-v,ON,1911,1911,1,2
Q1013456,Spruce Grove,PLACE_NT202114,CSD,Spruce Grove,NT,1901,1901,1,2
Q1013456,Spruce Grove,PLACE_AB199008,CSD,519. Spruce Grove,AB,1921,1921,1,2
Q1015639,Prince Rupert,PLACE_BC008007_1911,CSD,Prince Rupert c,BC,1911,1911,1,2
Q1015639,Prince Rupert,PLACE_BC214004_1921,CSD,"Prince Rupert, C",BC,1921,1921,1,2
Q1017624,Portage la Prairie,PLACE_MB007023,CSD,"Portage la Prairie, Town—Ville",MB,1891,1891,1,4
Q1017624,Portage la Prairie,PLACE_MB008012_1901,CSD,"Portage la Prairie, Town—Ville",MB,1901,1901,1,4
Q1017624,Portage la Prairie,PLACE_MB020007,CSD,Portage la Prairie t-v,MB,1911,1911,1,4
Q1017624,Portage la Prairie,PLACE_MB160011_1921,CSD,"Portage la Prairie, C",MB,1921,1921,1,4
Q1017735,Owen Sound,PLACE_ON075013_1861,CSD,"Owen Sound, Town of",ON,1861,1861,1,2
Q1017735,Owen Sound,PLACE_ON114017,CSD,"Owen Sound, C",ON,1871,1921,6,2
Q1018239,Selkirk,PLACE_MB011011,CSD,"Selkirk, Town—Ville",MB,1891,1901,2,3
Q1018239,Selkirk,PLACE_MB022011_1911,CSD,Selkirk t-v,MB,1911,1911,1,3
Q1018239,Selkirk,PLACE_MB163010_1921,CSD,"Selkirk, T-V",MB,1921,1921,1,3
Q1018271,Estevan,PLACE_NT203031,CSD,Estevan,NT,1901,1901,1,3
Q1018271,Estevan,PLACE_SK207007,CSD,Estevan t-v,SK,1911,1911,1,3
Q1018271,Estevan,PLACE_SK171025_1921,CSD,"Estevan, T-V",SK,1921,1921,1,3
Q1018325,Strathmore,PLACE_AB001018,CSD,Strathmore vl (T24 R25 MW4),AB,1911,1911,1,2
Q1018325,Strathmore,PLACE_AB194030_1921,CSD,"Strathmore, T-V",AB,1921,1921,1,2
Q1018711,Pictou,PLACE_NS200006,CSD,Pictou,NS,1871,1871,1,4
Q1018711,Pictou,PLACE_NS020007,CSD,Pictou,NS,1881,1881,1,4
Q1018711,Pictou,PLACE_NS038028,CSD,"Pictou, Town—Ville",NS,1881,1901,3,4
Q1018711,Pictou,PLACE_NS016037,CSD,"Pictou, T-V",NS,1911,1921,2,4
Q1019402,Winkler,PLACE_MB017007,CSD,Winkler vl (T2 R4 MW1),MB,1911,1911,1,2
Q1019402,Winkler,PLACE_MB156015_1921,CSD,"Winkler, VL",MB,1921,1921,1,2
Q1019496,Moose Jaw,PLACE_NT204044,CSD,"Moosejaw, Northeast—Nord-est",NT,1901,1901,1,5
Q1019496,Moose Jaw,PLACE_NT204045,CSD,"Moosejaw, South—Sud",NT,1901,1901,1,5
Q1019496,Moose Jaw,PLACE_NT204046,CSD,"Moosejaw, West—Ouest",NT,1901,1901,1,5
Q1019496,Moose Jaw,PLACE_SK211002_1911,CSD,Moosejaw c,SK,1911,1911,1,5
Q1019496,Moose Jaw,PLACE_SK177024_1921,CSD,"Moosejaw, C",SK,1921,1921,1,5
Q1020159,Etobicoke,PLACE_ON136001_1911,CSD,Etobicoke,ON,1851,1911,7,2
Q1020159,Etobicoke,PLACE_ON154001_1921,CSD,Etobicoke,ON,1921,1921,1,2
Q1024091,Huntsville,PLACE_ON129026_1911,CSD,"Huntsville, T-V",ON,1891,1921,4,2
Q1024091,Huntsville,PLACE_ON098024_1911,CSD,Huntsville t-v,ON,1911,1911,1,2
Q105441,Lunenburg,PLACE_NS015044,CSD,"Lunenburg, T-V",NS,1871,1921,6,2
Q105441,Lunenburg,PLACE_NS049044_1911,CSD,Lunenburg t-v,NS,1911,1911,1,2
Q1055838,Brooks,PLACE_AB004012,CSD,Brooks vl (T18 R14 MW4),AB,1911,1911,1,2
Q1055838,Brooks,PLACE_AB191022_1921,CSD,"Brooks, T-V",AB,1921,1921,1,2
Q10566,Saskatoon,PLACE_NT205055,CSD,"Saskatoon, East—Est",NT,1901,1901,1,4
Q10566,Saskatoon,PLACE_NT205056,CSD,"Saskatoon, West—Ouest",NT,1901,1901,1,4
Q10566,Saskatoon,PLACE_SK216003_1911,CSD,Saskatoon c,SK,1911,1911,1,4
Q10566,Saskatoon,PLACE_SK181020_1921,CSD,"Saskatoon, C",SK,1921,1921,1,4
Q106644325,Saint-Anaclet,PLACE_QC045007_1861,CSD,St. Anaclet,QC,1861,1861,1,2
Q106644325,Saint-Anaclet,PLACE_QC084002,CSD,St. Anaclet,QC,1871,1921,6,2
Q106644521,Saint-Benoît-Joseph-Labre,PLACE_QC070006,CSD,St. Benoit Joseph Labre,QC,1921,1921,1,2
Q106644521,Saint-Benoît-Joseph-Labre,PLACE_QC070023_1921,CSD,"St. Benoit Joseph Labre (Amqui), VL",QC,1921,1921,1,2
Q106814642,Saint-Éloi,PLACE_QC071009_1851,CSD,St. Eloi,QC,1851,1851,1,2
Q106814642,Saint-Éloi,PLACE_QC095012,CSD,St. Eloi,QC,1861,1921,7,2
Q106815239,Saint-Jérôme,PLACE_QC070011,CSD,St. Jérôme de Matane,QC,1891,1921,4,3
Q106815239,Saint-Jérôme,PLACE_QC193041,CSD,St. Jérôme de Matane vl,QC,1901,1911,2,3
Q106815239,Saint-Jérôme,PLACE_QC070025_1921,CSD,"St. Jérôme de Matane, VL",QC,1921,1921,1,3
Q106815257,Saint-Moïse,PLACE_QC193029,CSD,St. Moïse,QC,1881,1911,4,2
Q106815257,Saint-Moïse,PLACE_QC070016_1921,CSD,St. Moïse,QC,1921,1921,1,2
Q1075086,Pembroke,PLACE_ON114007,CSD,"Pembroke, Town—Ville",ON,1861,1891,4,4
Q1075086,Pembroke,PLACE_ON110007_1901,CSD,"Pembroke, Town—Ville",ON,1901,1901,1,4
Q1075086,Pembroke,PLACE_ON116016_1911,CSD,Pembroke t-v,ON,1911,1911,1,4
Q1075086,Pembroke,PLACE_ON142037,CSD,"Pembroke, T-V",ON,1911,1921,2,4
Q10983651,Killaloe,PLACE_ON117018_1911,CSD,Killaloe vl,ON,1911,1911,1,2
Q10983651,Killaloe,PLACE_ON142041,CSD,"Killaloe, VL",ON,1911,1921,2,2
Q1099089,Carlyle,PLACE_NT203012,CSD,Carlyle,NT,1901,1901,1,3
Q1099089,Carlyle,PLACE_SK207005,CSD,Carlyle t-v,SK,1911,1911,1,3
Q1099089,Carlyle,PLACE_SK171023_1921,CSD,"Carlyle, T-V",SK,1921,1921,1,3
Q1099427,Carnduff,PLACE_NT203014,CSD,Carnduff,NT,1901,1901,1,3
Q1099427,Carnduff,PLACE_SK207006,CSD,Carnduff t-v,SK,1911,1911,1,3
Q1099427,Carnduff,PLACE_SK171024_1921,CSD,"Carnduff, T-V",SK,1921,1921,1,3
Q1105163,Cochrane,PLACE_NT202028,CSD,Cochrane,NT,1901,1901,1,3
Q1105163,Cochrane,PLACE_AB001014,CSD,Cochrane vl (T26 R4 MW5),AB,1911,1911,1,3
Q1105163,Cochrane,PLACE_AB194036_1921,CSD,"Cochrane, VL",AB,1921,1921,1,3
Q1116334,Victoria County,CD_NS_Victoria,CD,Victoria,NS,1871,1901,4,2
Q1116334,Victoria County,CD_NS_Victoria_1921,CD,Victoria,NS,1921,1921,1,2
Q112572353,Iroquois,PLACE_ON107006_1891,CSD,"Iroquois, Village",ON,1861,1921,6,2
Q112572353,Iroquois,PLACE_ON102002_1881,CSD,Iroquois,ON,1881,1881,1,2
Q112911481,L'Annonciation,PLACE_QC156001,CSD,L’Annonciation,QC,1881,1911,4,2
Q112911481,L'Annonciation,PLACE_QC052001_1921,CSD,L'Annonciation,QC,1921,1921,1,2
Q112911537,La Visitation-de-la-Bienheureuse-Vierge-Marie,PLACE_QC146004,CSD,La Visitation,QC,1871,1901,4,3
Q112911537,La Visitation-de-la-Bienheureuse-Vierge-Marie,PLACE_QC201002_1901,CSD,La Visitation,QC,1901,1901,1,3
Q112911537,La Visitation-de-la-Bienheureuse-Vierge-Marie,PLACE_QC100001,CSD,La Visitation,QC,1911,1921,2,3
Q112911659,Notre-Dame-de-l'Immaculée-Conception,PLACE_QC149006_1891,CSD,Notre-Dame de Laterrière,QC,1891,1891,1,2
Q112911659,Notre-Dame-de-l'Immaculée-Conception,PLACE_QC050006_1921,CSD,Notre Dame de Laterrière,QC,1921,1921,1,2
Q112911732,Notre-Dame-des-Anges,PLACE_QC186008,CSD,Notre-Dame des Anges,QC,1881,1911,4,3
Q112911732,Notre-Dame-des-Anges,PLACE_QC080007,CSD,Notre Dame des Anges,QC,1921,1921,1,3
Q112911732,Notre-Dame-des-Anges,PLACE_QC080027,CSD,"Notre Dame des Anges, VL",QC,1921,1921,1,3
Q112911764,Notre-Dame-du-Lac,PLACE_QC196007,CSD,Notre-Dame du Lac,QC,1891,1901,2,3
Q112911764,Notre-Dame-du-Lac,PLACE_QC201005,CSD,Notre-Dame du Lac,QC,1911,1911,1,3
Q112911764,Notre-Dame-du-Lac,PLACE_QC095005_1921,CSD,Notre Dame du Lac,QC,1921,1921,1,3
Q112911830,Saint-Alban,PLACE_QC143004,CSD,St. Alban,QC,1861,1871,2,6
Q112911830,Saint-Alban,PLACE_QC178010,CSD,St. Alban,QC,1881,1891,2,6
Q112911830,Saint-Alban,PLACE_QC181009,CSD,St. Alban,QC,1901,1901,1,6
Q112911830,Saint-Alban,PLACE_QC186010,CSD,St. Alban,QC,1911,1911,1,6
Q112911830,Saint-Alban,PLACE_QC080009,CSD,St. Alban,QC,1921,1921,1,6
Q112911830,Saint-Alban,PLACE_QC080030,CSD,"St. Alban, VL",QC,1921,1921,1,6
Q112911857,Saint-Ambroise de la Jeune Lorette,PLACE_QC069003,CSD,St. Ambroise,QC,1851,1851,1,6
Q112911857,Saint-Ambroise de la Jeune Lorette,PLACE_QC042007,CSD,St. Ambroise,QC,1861,1861,1,6
Q112911857,Saint-Ambroise de la Jeune Lorette,PLACE_QC080006,CSD,St. Ambroise,QC,1881,1881,1,6
Q112911857,Saint-Ambroise de la Jeune Lorette,PLACE_QC185004,CSD,St. Ambroise,QC,1901,1901,1,6
Q112911857,Saint-Ambroise de la Jeune Lorette,PLACE_QC190005,CSD,St. Ambroise,QC,1911,1911,1,6
Q112911857,Saint-Ambroise de la Jeune Lorette,PLACE_QC081004_1921,CSD,St. Ambroise,QC,1921,1921,1,6
Q112911875,Saint-Anselme,PLACE_QC160001,CSD,St. Anselme,QC,1851,1871,3,5
Q112911875,Saint-Anselme,PLACE_QC152001_1881,CSD,St. Anselme,QC,1881,1891,2,5
Q112911875,Saint-Anselme,PLACE_QC152001_1901,CSD,St. Anselme,QC,1901,1901,1,5
Q112911875,Saint-Anselme,PLACE_QC157001_1911,CSD,St. Anselme,QC,1911,1911,1,5
Q112911875,Saint-Anselme,PLACE_QC053001,CSD,St. Anselme,QC,1921,1921,1,5
Q112911931,Saint-Benoît,PLACE_QC097007,CSD,St. Benoit,QC,1851,1871,3,4
Q112911931,Saint-Benoît,PLACE_QC151003,CSD,St. Benoit,QC,1881,1901,3,4
Q112911931,Saint-Benoît,PLACE_QC052003_1911,CSD,St. Benoit,QC,1911,1921,2,4
Q112911931,Saint-Benoît,PLACE_QC052013_1911,CSD,"St. Benoit, VL",QC,1911,1921,2,4
Q112911955,Saint-Boniface,PLACE_QC203004,CSD,St. Boniface (Shawinigan),QC,1901,1911,2,3
Q112911955,Saint-Boniface,PLACE_QC093005,CSD,St. Boniface de Shawinigan,QC,1921,1921,1,3
Q112911955,Saint-Boniface,PLACE_QC093017_1921,CSD,"St. Boniface de Shawinigan, VL",QC,1921,1921,1,3
Q112911961,Saint-Bruno,PLACE_QC149016,CSD,St. Bruno,QC,1891,1891,1,4
Q112911961,Saint-Bruno,PLACE_QC149019_1901,CSD,St. Bruno,QC,1901,1901,1,4
Q112911961,Saint-Bruno,PLACE_QC154048,CSD,St. Bruno vl,QC,1911,1911,1,4
Q112911961,Saint-Bruno,PLACE_QC063030_1921,CSD,"St. Bruno, VL",QC,1921,1921,1,4
Q112911982,Saint-Casimir,PLACE_QC143002,CSD,St. Casimir,QC,1851,1871,3,5
Q112911982,Saint-Casimir,PLACE_QC178013,CSD,St. Casimir,QC,1881,1891,2,5
Q112911982,Saint-Casimir,PLACE_QC186013,CSD,St. Casimir,QC,1901,1911,2,5
Q112911982,Saint-Casimir,PLACE_QC080012_1921,CSD,St. Casimir,QC,1921,1921,1,5
Q112911982,Saint-Casimir,PLACE_QC080031,CSD,"St. Casimir, VL",QC,1921,1921,1,5
Q112911984,Saint-Césaire,PLACE_QC078005,CSD,St. Césaire,QC,1851,1851,1,5
Q112911984,Saint-Césaire,PLACE_QC063008,CSD,St. Césaire,QC,1871,1881,2,5
Q112911984,Saint-Césaire,PLACE_QC085015,CSD,"St. Césaire, Village",QC,1871,1921,6,5
Q112911984,Saint-Césaire,PLACE_QC189007_1891,CSD,St. Césaire,QC,1891,1901,2,5
Q112911984,Saint-Césaire,PLACE_QC085004,CSD,St. Césaire,QC,1911,1921,2,5
Q112911987,Saint-Charles,PLACE_QC070006_1851,CSD,St. Charles,QC,1851,1851,1,4
Q112911987,Saint-Charles,PLACE_QC121003,CSD,St. Charles,QC,1861,1871,2,4
Q112911987,Saint-Charles,PLACE_QC100001_1871,CSD,St. Charles,QC,1871,1871,1,4
Q112911987,Saint-Charles,PLACE_QC091004,CSD,St. Charles,QC,1881,1921,5,4
Q112912000,Saint-Charles-Borromée,PLACE_QC050011_1921,CSD,St. Charles Borromée (Bourget),QC,1921,1921,1,2
Q112912000,Saint-Charles-Borromée,PLACE_QC050012_1921,CSD,St. Charles Borromée (Kénogami pt.),QC,1921,1921,1,2
Q112912002,Saint-Charles-de-Mandeville,PLACE_QC173004_1911,CSD,St. Charles de Mandeville,QC,1911,1911,1,2
Q112912002,Saint-Charles-de-Mandeville,PLACE_QC043006_1921,CSD,St. Charles de Mandeville,QC,1921,1921,1,2
Q112912023,Saint-Clet,PLACE_QC081009_1851,CSD,St. Clet,QC,1851,1851,1,2
Q112912023,Saint-Clet,PLACE_QC089002,CSD,St. Clet,QC,1861,1921,7,2
Q112912026,Saint-Colomban,PLACE_QC080005_1851,CSD,St. Colomban,QC,1851,1851,1,2
Q112912026,Saint-Colomban,PLACE_QC052005_1861,CSD,St. Colomban,QC,1861,1921,7,2
Q112912027,Saint-Côme,PLACE_QC144005,CSD,St. Côme de Kennebec,QC,1891,1911,3,2
Q112912027,Saint-Côme,PLACE_QC040007,CSD,St. Côme de Kénébec,QC,1921,1921,1,2
Q112912031,Saint-Constant,PLACE_QC057003_1851,CSD,St. Constant,QC,1851,1851,1,2
Q112912031,Saint-Constant,PLACE_QC064002,CSD,St. Constant,QC,1861,1921,7,2
Q112912036,Saint-Cyrille,PLACE_QC023004,CSD,St. Cyrille,QC,1851,1861,2,4
Q112912036,Saint-Cyrille,PLACE_QC165005,CSD,St. Cyrille,QC,1891,1891,1,4
Q112912036,Saint-Cyrille,PLACE_QC165005_1901,CSD,St. Cyrille,QC,1901,1901,1,4
Q112912036,Saint-Cyrille,PLACE_QC067006,CSD,St. Cyrille,QC,1911,1921,2,4
Q112912052,Saint-Denis,PLACE_QC070007_1851,CSD,St. Denis,QC,1851,1851,1,4
Q112912052,Saint-Denis,PLACE_QC190007,CSD,St. Denis,QC,1871,1901,4,4
Q112912052,Saint-Denis,PLACE_QC091006_1911,CSD,St. Denis,QC,1911,1921,2,4
Q112912052,Saint-Denis,PLACE_QC091014,CSD,"St. Denis, VL",QC,1911,1921,2,4
Q112912109,Saint-Éphrem,PLACE_QC048014_1871,CSD,St. Ephrem,QC,1871,1881,2,2
Q112912109,Saint-Éphrem,PLACE_QC040025_1901,CSD,"St. Ephrem, VL",QC,1901,1921,3,2
Q112912111,Saint-Esprit,PLACE_QC059008_1851,CSD,St. Esprit,QC,1851,1851,1,2
Q112912111,Saint-Esprit,PLACE_QC073005_1891,CSD,St. Esprit,QC,1861,1921,7,2
Q112912120,Saint-Étienne-de-Lauzon,PLACE_QC029003_1861,CSD,St. Etienne de Lauzon,QC,1861,1861,1,3
Q112912120,Saint-Étienne-de-Lauzon,PLACE_QC169004_1881,CSD,St. Etienne de Lauzon,QC,1881,1911,4,3
Q112912120,Saint-Étienne-de-Lauzon,PLACE_QC066003_1921,CSD,St. Etienne de Lauzon,QC,1921,1921,1,3
Q112912133,Saint-Évariste,PLACE_QC144008_1911,CSD,St. Évariste de Forsyth,QC,1891,1911,3,2
Q112912133,Saint-Évariste,PLACE_QC055009_1921,CSD,St. Evariste de Forsyth,QC,1921,1921,1,2
Q112912153,Saint-Flavien,PLACE_QC068026,CSD,"St. Flavien, VL",QC,1851,1921,8,2
Q112912153,Saint-Flavien,PLACE_QC068010,CSD,St. Flavien de Ste. Croix,QC,1921,1921,1,2
Q112912171,Saint-François-de-Sales,PLACE_QC149022,CSD,St. François de Sales,QC,1901,1901,1,3
Q112912171,Saint-François-de-Sales,PLACE_QC154026_1911,CSD,St. François de Sales,QC,1911,1911,1,3
Q112912171,Saint-François-de-Sales,PLACE_QC063017_1921,CSD,St. François de Sales,QC,1921,1921,1,3
Q112912189,Saint-Frédéric,PLACE_QC054015_1851,CSD,St. Frédéric,QC,1851,1851,1,3
Q112912189,Saint-Frédéric,PLACE_QC040011_1921,CSD,St. Frédéric,QC,1861,1921,7,3
Q112912189,Saint-Frédéric,PLACE_QC139012_1901,CSD,St. Frédéric,QC,1901,1901,1,3
Q112912200,Saint-Gabriel-de-Brandon,PLACE_QC142009,CSD,St. Gabriel de Brandon,QC,1881,1891,2,4
Q112912200,Saint-Gabriel-de-Brandon,PLACE_QC043016,CSD,"St. Gabriel de Brandon, VL",QC,1901,1921,3,4
Q112912200,Saint-Gabriel-de-Brandon,PLACE_QC142007,CSD,St. Gabriel de Brandon,QC,1901,1901,1,4
Q112912200,Saint-Gabriel-de-Brandon,PLACE_QC043009_1911,CSD,St. Gabriel de Brandon,QC,1911,1921,2,4
Q112912257,Saint-Gilles,PLACE_QC061003,CSD,St. Giles,QC,1851,1851,1,2
Q112912257,Saint-Gilles,PLACE_QC068011,CSD,St. Gilles,QC,1861,1921,7,2
Q112912263,Saint-Grégoire-le-Grand,PLACE_QC124004,CSD,St. Grégoire,QC,1861,1871,2,2
Q112912263,Saint-Grégoire-le-Grand,PLACE_QC078011_1911,CSD,St. Grégoire le Grand,QC,1911,1921,2,2
Q112912270,Saint-Henri-de-Mascouche,PLACE_QC001007_1861,CSD,St. Henri de Mascouche,QC,1861,1861,1,3
Q112912270,Saint-Henri-de-Mascouche,PLACE_QC162007_1891,CSD,St. Henri de Mascouche,QC,1891,1891,1,3
Q112912270,Saint-Henri-de-Mascouche,PLACE_QC065006_1901,CSD,St. Henri de Mascouche,QC,1901,1921,3,3
Q112912275,Saint-Hilaire,PLACE_QC063012,CSD,St. Hilaire,QC,1851,1881,4,4
Q112912275,Saint-Hilaire,PLACE_QC194005,CSD,St. Hilaire,QC,1891,1911,3,4
Q112912275,Saint-Hilaire,PLACE_QC085005_1921,CSD,St. Hilaire,QC,1921,1921,1,4
Q112912275,Saint-Hilaire,PLACE_QC085016,CSD,"St. Hilaire, VL",QC,1921,1921,1,4
Q112912288,Saint-Hugues,PLACE_QC039015_1911,CSD,"St. Hugues, VL",QC,1851,1921,5,3
Q112912288,Saint-Hugues,PLACE_QC143006_1911,CSD,St. Hugues de Ramsay,QC,1911,1911,1,3
Q112912288,Saint-Hugues,PLACE_QC039006_1921,CSD,St. Hugues de Ramsay,QC,1921,1921,1,3
Q112912301,Saint-Irénée,PLACE_QC074006_1851,CSD,St. Irénée,QC,1851,1851,1,2
Q112912301,Saint-Irénée,PLACE_QC048009,CSD,St. Irénée,QC,1861,1921,7,2
Q112912306,Saint-Isidore,PLACE_QC057005_1851,CSD,St. Isidore,QC,1851,1851,1,2
Q112912306,Saint-Isidore,PLACE_QC064003_1861,CSD,St. Isidore,QC,1861,1921,7,2
Q112912312,Saint-Jacques,PLACE_QC059009,CSD,St. Jacques,QC,1851,1851,1,5
Q112912312,Saint-Jacques,PLACE_QC034007,CSD,St. Jacques,QC,1861,1861,1,5
Q112912312,Saint-Jacques,PLACE_QC089001,CSD,St. Jacques,QC,1871,1881,2,5
Q112912312,Saint-Jacques,PLACE_QC176007,CSD,St. Jacques,QC,1891,1911,3,5
Q112912312,Saint-Jacques,PLACE_QC073015_1921,CSD,"St. Jacques, VL",QC,1921,1921,1,5
Q112912319,Saint-Jacques-le-Mineur,PLACE_QC027005_1861,CSD,St. Jacques le Mineur,QC,1861,1861,1,2
Q112912319,Saint-Jacques-le-Mineur,PLACE_QC064004_1881,CSD,St. Jacques le Mineur,QC,1881,1921,5,2
Q112912360,Saint-Jean-Chrysostome,PLACE_QC048014,CSD,St. Jean Chrysostôme,QC,1851,1851,1,6
Q112912360,Saint-Jean-Chrysostome,PLACE_QC014002,CSD,St. Jean Chrysostôme,QC,1861,1861,1,6
Q112912360,Saint-Jean-Chrysostome,PLACE_QC112005,CSD,St. Jean Chrysostôme,QC,1871,1871,1,6
Q112912360,Saint-Jean-Chrysostome,PLACE_QC071001_1881,CSD,St. Jean Chrysostome,QC,1881,1881,1,6
Q112912360,Saint-Jean-Chrysostome,PLACE_QC148004,CSD,St. Jean Chrysostôme,QC,1891,1901,2,6
Q112912360,Saint-Jean-Chrysostome,PLACE_QC049003_1911,CSD,St. Jean Chrysostôme,QC,1911,1921,2,6
Q112912399,Saint-Jérôme,PLACE_QC079004,CSD,St. Jérôme,QC,1851,1851,1,7
Q112912399,Saint-Jérôme,PLACE_QC002011,CSD,St. Jérôme,QC,1861,1861,1,7
Q112912399,Saint-Jérôme,PLACE_QC056010_1861,CSD,St. Jérôme,QC,1861,1861,1,7
Q112912399,Saint-Jérôme,PLACE_QC099009,CSD,St. Jérôme,QC,1871,1871,1,7
Q112912399,Saint-Jérôme,PLACE_QC096019,CSD,"St. Jérôme, Town—Ville",QC,1881,1921,5,7
Q112912399,Saint-Jérôme,PLACE_QC197009,CSD,St. Jérôme,QC,1881,1901,3,7
Q112912399,Saint-Jérôme,PLACE_QC096010,CSD,St. Jérôme,QC,1911,1921,2,7
Q112912401,Saint-Jérôme,PLACE_QC149027_1901,CSD,"St. Jérôme, Village",QC,1901,1901,1,3
Q112912401,Saint-Jérôme,PLACE_QC154050_1911,CSD,St. Jérôme vl,QC,1911,1911,1,3
Q112912401,Saint-Jérôme,PLACE_QC063034_1921,CSD,"St. Jérôme, VL",QC,1921,1921,1,3
Q112912402,Saint-Joachim,PLACE_QC014003_1861,CSD,St. Joachim de Chateauguay,QC,1861,1861,1,2
Q112912402,Saint-Joachim,PLACE_QC049004_1921,CSD,St. Joachim de Châteauguay,QC,1921,1921,1,2
Q112912403,Saint-Joachim,PLACE_QC157015,CSD,St. Joachim de la Pointe Claire,QC,1891,1901,2,4
Q112912403,Saint-Joachim,PLACE_QC157016,CSD,"St. Joachim de la Pointe Claire, Village",QC,1891,1901,2,4
Q112912403,Saint-Joachim,PLACE_QC162007,CSD,St. Joachim de la Pointe Claire,QC,1911,1911,1,4
Q112912403,Saint-Joachim,PLACE_QC076009_1921,CSD,St. Joachim de la Pointe Claire,QC,1921,1921,1,4
Q112912449,Saint-Joseph-de-la-Rivière-Bleue,PLACE_QC095018,CSD,St. Joseph de la Rivière Bleue,QC,1921,1921,1,2
Q112912449,Saint-Joseph-de-la-Rivière-Bleue,PLACE_QC095032,CSD,"St. Joseph de la Rivière Bleue, VL",QC,1921,1921,1,2
Q112912456,Saint-Joseph-de-Soulanges,PLACE_QC074007_1881,CSD,St. Joseph de Soulanges,QC,1881,1881,1,3
Q112912456,Saint-Joseph-de-Soulanges,PLACE_QC089003,CSD,St. Joseph de Soulanges,QC,1901,1921,3,3
Q112912456,Saint-Joseph-de-Soulanges,PLACE_QC089011,CSD,"St. Joseph de Soulanges N., VL",QC,1921,1921,1,3
Q112912472,Saint-Justin,PLACE_QC069010_1921,CSD,St. Justin,QC,1861,1921,6,2
Q112912472,Saint-Justin,PLACE_QC085004_1881,CSD,St. Justin,QC,1881,1881,1,2
Q112912474,Saint-Lambert,PLACE_QC011009,CSD,St. Lambert,QC,1861,1861,1,4
Q112912474,Saint-Lambert,PLACE_QC118001,CSD,St. Lambert,QC,1871,1871,1,4
Q112912474,Saint-Lambert,PLACE_QC150017,CSD,St. Lambert,QC,1881,1911,4,4
Q112912474,Saint-Lambert,PLACE_QC046010,CSD,"St. Lambert, T-V",QC,1921,1921,1,4
Q112912478,Saint-Laurent,PLACE_QC076010,CSD,"St. Laurent, par.",QC,1921,1921,1,2
Q112912478,Saint-Laurent,PLACE_QC076032_1921,CSD,"St. Laurent, T-V",QC,1921,1921,1,2
Q112912500,Saint-Louis,PLACE_QC181005_1891,CSD,St. Louis de Bonsecours,QC,1891,1891,1,4
Q112912500,Saint-Louis,PLACE_QC185010,CSD,St. Louis de Bonsecours,QC,1891,1891,1,4
