wikidata_qid,wikidata_label,place_id,place_type,name,province,year_min,year_max,num_years,num_chains_for_qid
Q24639,Vancouver,PLACE_BC012001,CSD,Vancouver c pt,BC,1911,1911,1,4
Q24639,Vancouver,PLACE_BC206005,CSD,"Vancouver (pt), C",BC,1921,1921,1,4
Q2470087,Orangeville,PLACE_ON152001,CSD,"Orangeville, Town—Ville",ON,1871,1881,2,3
Q2470087,Orangeville,PLACE_ON124008,CSD,"Orangeville, Town—Ville",ON,1891,1901,2,3
Q2470087,Orangeville,PLACE_ON106007_1911,CSD,"Orangeville, T-V",ON,1911,1921,2,3
Q2493627,Bruderheim,PLACE_NT202016,CSD,Bruderheim,NT,1901,1901,1,3
Q2493627,Bruderheim,PLACE_AB007007_1911,CSD,Bruederheim vl (T55 R20 MW4),AB,1911,1911,1,3
Q2493627,Bruderheim,PLACE_AB198023_1921,CSD,"Bruderheim, VL",AB,1921,1921,1,3
Q2514459,Verchères,PLACE_QC119006,CSD,Verchères,QC,1851,1871,3,4
Q2514459,Verchères,PLACE_QC150014,CSD,Verchères,QC,1881,1911,4,4
Q2514459,Verchères,PLACE_QC098008,CSD,Verchères,QC,1921,1921,1,4
Q2514459,Verchères,PLACE_QC098013_1921,CSD,"Verchères, VL",QC,1921,1921,1,4
Q25247456,Shoal Lake,PLACE_MB165012,CSD,Shoal Lake,MB,1901,1921,2,3
Q25247456,Shoal Lake,PLACE_MB019008,CSD,Shoal Lake vl (T17 R23 MW1),MB,1911,1911,1,3
Q25247456,Shoal Lake,PLACE_MB165020_1921,CSD,"Shoal Lake, VL",MB,1921,1921,1,3
Q252504,North Dumfries,PLACE_ON101002,CSD,"Dumfries, North",ON,1851,1861,2,3
Q252504,North Dumfries,PLACE_ON031003,CSD,"Dumfries, N",ON,1871,1871,1,3
Q252504,North Dumfries,PLACE_ON150001,CSD,Dumfries N,ON,1881,1921,4,3
Q25395102,Montmorency,PLACE_QC190017,CSD,Montmorency vl,QC,1911,1911,1,2
Q25395102,Montmorency,PLACE_QC081024,CSD,"Montmorency, VL",QC,1921,1921,1,2
Q2542396,Queens County,CD_NB_Queen's,CD,Queen's,NB,1871,1891,3,2
Q2542396,Queens County,CD_NB_Queens,CD,Queens,NB,1921,1921,1,2
Q2542731,St. Marys,PLACE_ON171002,CSD,"St. Mary's, Town—Ville",ON,1861,1881,3,3
Q2542731,St. Marys,PLACE_ON105006_1891,CSD,"St. Marys, Town—Ville",ON,1891,1901,2,3
Q2542731,St. Marys,PLACE_ON137015,CSD,"St Marys, T-V",ON,1911,1921,2,3
Q255856,Killaly,PLACE_SK215020,CSD,Killaly vl (T20 R6 MW2),SK,1911,1911,1,2
Q255856,Killaly,PLACE_SK175042_1921,CSD,"Killaly, VL",SK,1921,1921,1,2
Q2559651,Woodstock,PLACE_NB014012,CSD,"Woodstock, Town—Ville",NB,1881,1901,3,2
Q2559651,Woodstock,PLACE_NB023014,CSD,"Woodstock, T-V",NB,1911,1921,2,2
Q2568572,Cobalt,PLACE_ON099161_1911,CSD,Cobalt t-v,ON,1911,1911,1,2
Q2568572,Cobalt,PLACE_ON148193,CSD,"Cobalt, T-V",ON,1911,1921,2,2
Q2584775,Winnipegosis,PLACE_MB016007,CSD,Winnipegosis vl (T31 R18 MW1),MB,1911,1911,1,2
Q2584775,Winnipegosis,PLACE_MB167010_1921,CSD,"Winnipegosis, VL",MB,1921,1921,1,2
Q2642428,Saint-Charles-Borromée,PLACE_QC050008,CSD,St. Charles Borromée,QC,1851,1851,1,2
Q2642428,Saint-Charles-Borromée,PLACE_QC025007,CSD,St. Charles Borromée,QC,1861,1861,1,2
Q266929,Iberville,PLACE_QC124003,CSD,Iberville,QC,1861,1871,2,3
Q266929,Iberville,PLACE_QC191010,CSD,"Iberville, Town—Ville",QC,1881,1901,3,3
Q266929,Iberville,PLACE_QC059008_1911,CSD,"Iberville, T-V",QC,1911,1921,2,3
Q268103,Fort Erie,PLACE_ON142004,CSD,"Port Erie, Village",ON,1861,1881,3,2
Q268103,Fort Erie,PLACE_ON151016,CSD,"Fort Erie, Village",ON,1891,1921,4,2
Q270887,Lethbridge,PLACE_NT202067,CSD,"Lethbridge, North—Nord",NT,1901,1901,1,4
Q270887,Lethbridge,PLACE_NT202068,CSD,"Lethbridge, South—Sud",NT,1901,1901,1,4
Q270887,Lethbridge,PLACE_AB004003,CSD,Lethbridge c,AB,1911,1911,1,4
Q270887,Lethbridge,PLACE_AB190018_1921,CSD,"Lethbridge, C",AB,1921,1921,1,4
Q274120,Niagara Falls,PLACE_ON123007,CSD,"Niagara Falls, Town—Ville",ON,1891,1901,2,4
Q274120,Niagara Falls,PLACE_ON125006_1891,CSD,"Niagara Falls, Town—Ville",ON,1891,1891,1,4
Q274120,Niagara Falls,PLACE_ON123008_1901,CSD,"Niagara Falls, Village",ON,1901,1901,1,4
Q274120,Niagara Falls,PLACE_ON151009,CSD,"Niagara Falls, C",ON,1911,1921,2,4
Q2747793,Blackfalds,PLACE_AB005012,CSD,Blackfalds vl (T39 R27 MW4),AB,1911,1911,1,2
Q2747793,Blackfalds,PLACE_AB196035_1921,CSD,"Blackfalds, VL",AB,1921,1921,1,2
Q277543,Gretna,PLACE_MB007010,CSD,"Gretna, Village",MB,1901,1901,1,3
Q277543,Gretna,PLACE_MB017003_1911,CSD,Gretna vl (T1 R1 MW1),MB,1911,1911,1,3
Q277543,Gretna,PLACE_MB156013_1921,CSD,"Gretna, VL",MB,1921,1921,1,3
Q27858257,Lancaster,PLACE_ON099002,CSD,Lancaster,ON,1851,1881,4,2
Q27858257,Lancaster,PLACE_ON112006_1891,CSD,"Lancaster, Village",ON,1891,1921,4,2
Q2798556,Hardisty,PLACE_AB006013,CSD,Hardisty vl (T43 R9 MW4),AB,1911,1911,1,2
Q2798556,Hardisty,PLACE_AB195024_1921,CSD,"Hardisty, T-V",AB,1921,1921,1,2
Q28029292,Sicotte,PLACE_QC205017,CSD,Sicotte,QC,1911,1911,1,2
Q28029292,Sicotte,PLACE_QC057020_1921,CSD,Sicotte,QC,1921,1921,1,2
Q280702,Powassan,PLACE_ON108047_1911,CSD,Powassan t-v,ON,1911,1911,1,2
Q280702,Powassan,PLACE_ON135050,CSD,"Powassan, T-V",ON,1911,1921,2,2
Q281202,Russell,PLACE_MB019007,CSD,Russell vl (T21 R28 MW1),MB,1911,1911,1,2
Q281202,Russell,PLACE_MB168013_1921,CSD,"Russell, T-V",MB,1921,1921,1,2
Q281266,Rapid City,PLACE_MB019005,CSD,Rapid City vl,MB,1891,1911,3,2
Q281266,Rapid City,PLACE_MB165017_1921,CSD,"Rapid City, T-V",MB,1921,1921,1,2
Q281271,Hamiota,PLACE_MB019006,CSD,Hamiota vl (T14 R23 MW1),MB,1911,1911,1,2
Q281271,Hamiota,PLACE_MB165019_1921,CSD,"Hamiota, VL",MB,1921,1921,1,2
Q28160564,Cameron,PLACE_QC205005,CSD,Cameron,QC,1861,1911,6,2
Q28160564,Cameron,PLACE_QC057005_1921,CSD,Cameron,QC,1921,1921,1,2
Q28160587,Gore,PLACE_QC080017_1851,CSD,Gore,QC,1851,1851,1,2
Q28160587,Gore,PLACE_QC037003,CSD,Gore,QC,1861,1921,7,2
Q28161378,Brome,PLACE_QC075008_1851,CSD,Brome,QC,1851,1851,1,6
Q28161378,Brome,PLACE_QC144003,CSD,Brome,QC,1861,1891,4,6
Q28161378,Brome,PLACE_QC144003_1901,CSD,Brome,QC,1901,1901,1,6
Q28161378,Brome,PLACE_QC144004_1901,CSD,"Brome, Village",QC,1901,1901,1,6
Q28161378,Brome,PLACE_QC149003_1911,CSD,Brome,QC,1911,1911,1,6
Q28161378,Brome,PLACE_QC045003_1921,CSD,Brome,QC,1921,1921,1,6
Q28162574,Mann,PLACE_QC044007_1921,CSD,Mann,QC,1851,1921,4,2
Q28162574,Mann,PLACE_QC038013_1881,CSD,"Mann, Township",QC,1881,1881,1,2
Q281649,Minnedosa,PLACE_MB009017_1891,CSD,"Minnedosa, Town—Ville",MB,1891,1901,2,3
Q281649,Minnedosa,PLACE_MB019004,CSD,Minnedosa t-v,MB,1911,1911,1,3
Q281649,Minnedosa,PLACE_MB165016_1921,CSD,"Minnedosa, T-V",MB,1921,1921,1,3
Q28230477,Kensington,PLACE_QC205011,CSD,Kensington,QC,1861,1911,6,2
Q28230477,Kensington,PLACE_QC057013_1921,CSD,Kensington,QC,1921,1921,1,2
Q28230530,Low,PLACE_QC205012,CSD,Low,QC,1851,1911,7,2
Q28230530,Low,PLACE_QC057014_1921,CSD,Low,QC,1921,1921,1,2
Q28326460,Bury,PLACE_QC076010_1851,CSD,Bury,QC,1851,1851,1,2
Q28326460,Bury,PLACE_QC051003,CSD,Bury,QC,1861,1921,7,2
Q28345480,Durham,PLACE_QC055004_1851,CSD,"Durham, Township",QC,1851,1851,1,2
Q28345480,Durham,PLACE_QC054001_1891,CSD,Durham,QC,1861,1921,6,2
Q28469417,Labelle,PLACE_QC176021,CSD,Labelle,QC,1891,1891,1,2
Q28469417,Labelle,PLACE_QC062021,CSD,Labelle,QC,1901,1921,3,2
Q28469447,Philipsburg,PLACE_QC125004_1871,CSD,Philipsburg,QC,1871,1871,1,2
Q28469447,Philipsburg,PLACE_QC072019,CSD,"Philipsburg, Village",QC,1881,1921,5,2
Q2848209,Elkhorn,PLACE_MB015009,CSD,Elkhorn vl (T12 R28 MW1),MB,1911,1911,1,2
Q2848209,Elkhorn,PLACE_MB162013_1921,CSD,"Elkhorn, VL",MB,1921,1921,1,2
Q2849264,Ange-Gardien,PLACE_QC046001,CSD,Ange-Gardien,QC,1861,1861,1,3
Q2849264,Ange-Gardien,PLACE_QC189002,CSD,L’Ange Gardien,QC,1871,1901,4,3
Q2849264,Ange-Gardien,PLACE_QC085001_1911,CSD,L'Ange Gardien,QC,1911,1921,2,3
Q285257,Notre-Dame-de-Stanbridge,PLACE_QC191002_1901,CSD,"Notre-Dame de Stanbridge, Village",QC,1901,1901,1,2
Q285257,Notre-Dame-de-Stanbridge,PLACE_QC072003,CSD,Notre Dame de Stanbridge,QC,1911,1921,2,2
Q28535203,Whitton,PLACE_QC055017_1911,CSD,Whitton,QC,1861,1921,4,2
Q28535203,Whitton,PLACE_QC055018_1921,CSD,Whitton (Ste. Cécile),QC,1921,1921,1,2
Q286048,New Glasgow,PLACE_NS200015,CSD,New Glasgow,NS,1871,1871,1,4
Q286048,New Glasgow,PLACE_NS020017,CSD,New Glasgow,NS,1881,1881,1,4
Q286048,New Glasgow,PLACE_NS039020,CSD,"New Glasgow, Town—Ville",NS,1881,1891,2,4
Q286048,New Glasgow,PLACE_NS016036,CSD,"New Glasgow, T-V",NS,1901,1921,3,4
Q2861229,Arichat,PLACE_NS007011_1881,CSD,Arichat W-O,NS,1881,1881,1,2
Q2861229,Arichat,PLACE_NS051002,CSD,Arichat E.,NS,1911,1911,1,2
Q2861230,West Arichat,PLACE_NS041015_1891,CSD,West Arichat,NS,1891,1891,1,2
Q2861230,West Arichat,PLACE_NS018003_1911,CSD,Arichat W.-O.,NS,1911,1921,2,2
Q28660318,Eaton,PLACE_QC076008_1851,CSD,Eaton,QC,1851,1851,1,2
Q28660318,Eaton,PLACE_QC051007_1911,CSD,Eaton,QC,1861,1921,7,2
Q2866421,Ascot,PLACE_QC198005_1911,CSD,Ascot t-v,QC,1911,1911,1,2
Q2866421,Ascot,PLACE_QC088006_1921,CSD,"Ascot, T-V",QC,1921,1921,1,2
Q2874907,Aylmer,PLACE_ON057001_1881,CSD,"Aylmer, Town—Ville",ON,1881,1901,3,2
Q2874907,Aylmer,PLACE_ON109009,CSD,"Aylmer, T-V",ON,1911,1921,2,2
Q2879166,Bagotville,PLACE_QC076014_1881,CSD,"Bagotville, Village",QC,1871,1881,2,3
Q2879166,Bagotville,PLACE_QC154042,CSD,Bagotville vl,QC,1901,1911,2,3
Q2879166,Bagotville,PLACE_QC050017_1921,CSD,"Bagotville, T-V",QC,1921,1921,1,3
Q28836907,New Liskeard,PLACE_ON099168_1911,CSD,New Liskeard t-v,ON,1911,1911,1,2
Q28836907,New Liskeard,PLACE_ON148200,CSD,"New Liskeard, T-V",ON,1911,1921,2,2
Q2893240,Beaumont,PLACE_QC141002,CSD,Beaumont,QC,1851,1891,5,3
Q2893240,Beaumont,PLACE_QC146005_1901,CSD,St. Étienne de Beaumont,QC,1901,1911,2,3
Q2893240,Beaumont,PLACE_QC042001_1921,CSD,Beaumont (St. Etienne),QC,1921,1921,1,3
Q2899316,Berthier-sur-Mer,PLACE_QC049002_1851,CSD,Berthier,QC,1851,1851,1,3
Q2899316,Berthier-sur-Mer,PLACE_QC044005,CSD,Berthier,QC,1861,1881,3,3
Q2899316,Berthier-sur-Mer,PLACE_QC074003_1891,CSD,L'Assomption de Berthier,QC,1891,1921,4,3
Q2906399,Blenheim,PLACE_ON076001_1881,CSD,"Blenheim, Town—Ville",ON,1881,1901,3,3
Q2906399,Blenheim,PLACE_ON085008_1911,CSD,Blenheim t-v,ON,1911,1911,1,3
Q2906399,Blenheim,PLACE_ON121013_1911,CSD,"Blenheim, T-V",ON,1911,1921,2,3
Q2925383,Brighton,PLACE_ON024001,CSD,Brighton,ON,1851,1851,1,9
Q2925383,Brighton,PLACE_ON088002,CSD,"Brighton, Village",ON,1861,1861,1,9
Q2925383,Brighton,PLACE_ON088003,CSD,Brighton,ON,1861,1861,1,9
Q2925383,Brighton,PLACE_ON055003,CSD,"Brighton, Township",ON,1871,1871,1,9
Q2925383,Brighton,PLACE_ON055004,CSD,"Brighton, Village",ON,1871,1871,1,9
Q2925383,Brighton,PLACE_ON123003,CSD,Brighton,ON,1881,1881,1,9
Q2925383,Brighton,PLACE_ON123004,CSD,"Brighton, Village",ON,1881,1881,1,9
Q2925383,Brighton,PLACE_ON095002,CSD,"Brighton, Village",ON,1891,1901,2,9
Q2925383,Brighton,PLACE_ON132013,CSD,"Brighton, VL",ON,1911,1921,2,9
Q2927470,Buckingham,PLACE_QC097002,CSD,"Buckingham, Village",QC,1861,1881,3,4
Q2927470,Buckingham,PLACE_QC176009,CSD,"Buckingham, Town—Ville",QC,1891,1891,1,4
Q2927470,Buckingham,PLACE_QC160002_1901,CSD,"Buckingham, Town—Ville",QC,1901,1901,1,4
Q2927470,Buckingham,PLACE_QC062057,CSD,"Buckingham, T-V",QC,1911,1921,2,4
Q29305765,Chatham,PLACE_QC080013_1851,CSD,Chatham,QC,1851,1851,1,2
Q29305765,Chatham,PLACE_QC037002,CSD,Chatham,QC,1861,1921,7,2
Q29306327,Wright,PLACE_QC205020,CSD,Wright,QC,1871,1911,5,2
Q29306327,Wright,PLACE_QC057026_1921,CSD,Wright,QC,1921,1921,1,2
Q2932587,Cacouna,PLACE_QC071004_1851,CSD,St. George de Kacouna,QC,1851,1851,1,6
Q2932587,Cacouna,PLACE_QC054009,CSD,St. George de Kakouna,QC,1861,1861,1,6
Q2932587,Cacouna,PLACE_QC201002,CSD,Cacouna,QC,1871,1911,5,6
Q2932587,Cacouna,PLACE_QC201024,CSD,"Cacouna, Village",QC,1871,1911,5,6
Q2932587,Cacouna,PLACE_QC095002_1921,CSD,Cacouna (St. Georges),QC,1921,1921,1,6
Q2932587,Cacouna,PLACE_QC095031_1921,CSD,"Cacouna (St. Georges de), VL",QC,1921,1921,1,6
Q2933782,Caledonia,PLACE_NS194006,CSD,Caledonia,NS,1871,1871,1,3
Q2933782,Caledonia,PLACE_NS052004,CSD,Caledonia,NS,1891,1911,3,3
Q2933782,Caledonia,PLACE_NS017003_1921,CSD,Caledonia,NS,1921,1921,1,3
Q2936541,Canso,PLACE_NS008003,CSD,Cape Canso,NS,1871,1881,2,2
Q2936541,Canso,PLACE_NS010033,CSD,"Canso, T-V",NS,1891,1921,4,2
Q2936964,Cap-Saint-Ignace,PLACE_QC060008_1851,CSD,Cap St. Ignace,QC,1851,1851,1,2
Q2936964,Cap-Saint-Ignace,PLACE_QC074001_1911,CSD,Cap St. Ignace,QC,1891,1921,4,2
Q2936979,Cap-de-la-Madeleine,PLACE_QC047030,CSD,"Cap de la Madeleine, T-V",QC,1851,1921,2,2
Q2936979,Cap-de-la-Madeleine,PLACE_QC151001,CSD,Cap de la Magdeleine,QC,1861,1911,6,2
Q29386656,Sorel,PLACE_QC061001_1871,CSD,"Sorel, Town—Ville",QC,1871,1881,2,6
Q29386656,Sorel,PLACE_QC120005,CSD,Sorel,QC,1871,1871,1,6
Q29386656,Sorel,PLACE_QC061002_1881,CSD,Sorel,QC,1881,1881,1,6
Q29386656,Sorel,PLACE_QC186011,CSD,"Sorel, City—Cité",QC,1891,1901,2,6
Q29386656,Sorel,PLACE_QC191011_1911,CSD,Sorel t-v,QC,1911,1911,1,6
Q29386656,Sorel,PLACE_QC082011_1921,CSD,"Sorel, C",QC,1921,1921,1,6
Q2956992,Kaslo,PLACE_BC009004,CSD,Kaslo,BC,1911,1911,1,2
Q2956992,Kaslo,PLACE_BC211006,CSD,"Kaslo, C",BC,1911,1921,2,2
Q2975642,Clark's Harbour,PLACE_NS052008,CSD,Clark Harbour,NS,1901,1911,2,2
Q2975642,Clark's Harbour,PLACE_NS019016_1921,CSD,"Clarks Harbour, T-V",NS,1921,1921,1,2
Q2979345,Clinton,PLACE_ON173008,CSD,"Clinton, Village",ON,1861,1881,3,3
Q2979345,Clinton,PLACE_ON075002_1891,CSD,"Clinton, Town—Ville",ON,1891,1901,2,3
Q2979345,Clinton,PLACE_ON119017_1911,CSD,"Clinton, T-V",ON,1911,1921,2,3
Q2982406,Cole Harbour,PLACE_NS045004,CSD,Cole Harbour,NS,1901,1911,2,2
Q2982406,Cole Harbour,PLACE_NS011004_1921,CSD,Cole Harbour (Imperial),NS,1921,1921,1,2
Q2982694,Gore Bay,PLACE_ON044088,CSD,"Gore Bay, Town—Ville",ON,1891,1901,2,2
Q2982694,Gore Bay,PLACE_ON127023_1921,CSD,"Gore Bay, T-V",ON,1921,1921,1,2
Q2991091,Arthabaska County,CD_QC_Arthabaska,CD,Arthabaska,QC,1861,1871,2,2
Q2991091,Arthabaska County,CD_QC_Arthabaska_1921,CD,Arthabaska,QC,1921,1921,1,2
Q2991101,comté d'Iberville,CD_QC_Iberville,CD,Iberville,QC,1861,1891,4,2
Q2991101,comté d'Iberville,CD_QC_Iberville_1921,CD,Iberville,QC,1921,1921,1,2
Q2991115,comté de Bagot,CD_QC_Bagot,CD,Bagot,QC,1861,1891,4,3
Q2991115,comté de Bagot,CD_QC_Bagot_1891,CD,Bagot,QC,1891,1891,1,3
Q2991115,comté de Bagot,CD_QC_Bagot_1901,CD,Bagot,QC,1901,1921,3,3
Q2991170,"Chambly County, Quebec",CD_QC_Chambly,CD,Chambly,QC,1851,1891,5,2
Q2991170,"Chambly County, Quebec",CD_QC_Chambly_1921,CD,Chambly,QC,1921,1921,1,2
Q2991181,Chicoutimi County,CD_QC_Chicoutimi,CD,Chicoutimi,QC,1861,1871,2,2
Q2991181,Chicoutimi County,CD_QC_Chicoutimi_1921,CD,Chicoutimi,QC,1921,1921,1,2
Q2991186,comté de Châteauguay,CD_QC_Chateauguay,CD,Chateauguay,QC,1861,1921,7,3
Q2991186,comté de Châteauguay,CD_QC_Chateauguay_1911,CD,Chateauguay,QC,1911,1911,1,3
Q2991186,comté de Châteauguay,CD_QC_Chateauguay_1921,CD,Chateauguay,QC,1921,1921,1,3
Q2991213,comté de Deux-Montagnes,CD_QC_Deux-Montagnes,CD,Deux-Montagnes,QC,1851,1921,8,2
Q2991213,comté de Deux-Montagnes,CD_QC_Deux-Montagnes_1921,CD,Deux-Montagnes,QC,1921,1921,1,2
Q2991220,Drummond county,CD_QC_Drummond,CD,Drummond,QC,1851,1871,3,2
Q2991220,Drummond county,CD_QC_Drummond_1921,CD,Drummond,QC,1921,1921,1,2
Q2991266,comté de Hull,CD_QC_Outaouais,CD,Outaouais,QC,1851,1861,2,4
Q2991266,comté de Hull,CD_QC_Ottawa_County,CD,Ottawa County,QC,1881,1891,2,4
Q2991266,comté de Hull,CD_QC_Wright,CD,Wright,QC,1901,1911,2,4
Q2991266,Hull County,CD_QC_Hull,CD,Hull,QC,1921,1921,1,4
Q2991286,comté de L'Assomption,CD_QC_L'Assomption,CD,L'Assomption,QC,1861,1921,7,3
Q2991286,comté de L'Assomption,CD_QC_L'Assomption_1891,CD,L'Assomption,QC,1891,1891,1,3
Q2991286,comté de L'Assomption,CD_QC_L'Assomption_1901,CD,L'Assomption,QC,1901,1901,1,3
Q2991287,comté de L'Islet,CD_QC_L'Islet,CD,L'Islet,QC,1851,1921,8,4
Q2991287,comté de L'Islet,CD_QC_L'Islet_1851,CD,L'Islet,QC,1851,1851,1,4
Q2991287,comté de L'Islet,CD_QC_L'Islet_1891,CD,L'Islet,QC,1891,1891,1,4
Q2991287,comté de L'Islet,CD_QC_L'Islet_1901,CD,L'Islet,QC,1901,1901,1,4
Q2991296,comté de Laprairie,CD_QC_Laprairie,CD,Laprairie,QC,1861,1891,4,2
Q2991296,comté de Laprairie,CD_QC_Laprairie_1921,CD,Laprairie,QC,1921,1921,1,2
Q2991307,comté de Lotbinière,CD_QC_Lotbinière,CD,Lotbinière,QC,1851,1921,8,3
Q2991307,comté de Lotbinière,CD_QC_Lotbinière_1861,CD,Lotbinière,QC,1861,1861,1,3
Q2991307,comté de Lotbinière,CD_QC_Lotbinière_1871,CD,Lotbinière,QC,1871,1871,1,3
Q2991316,comté de Maskinongé,CD_QC_Maskinongé,CD,Maskinongé,QC,1861,1921,7,3
Q2991316,comté de Maskinongé,CD_QC_Maskinongé_1861,CD,Maskinongé,QC,1861,1861,1,3
Q2991316,comté de Maskinongé,CD_QC_Maskinongé_1871,CD,Maskinongé,QC,1871,1871,1,3
Q2991353,comté de Mégantic,CD_QC_Megantic,CD,Megantic,QC,1851,1851,1,5
Q2991353,comté de Mégantic,CD_QC_Mégantic,CD,Mégantic,QC,1861,1921,7,5
Q2991353,comté de Mégantic,CD_QC_Mégantic_1861,CD,Mégantic,QC,1861,1861,1,5
Q2991353,comté de Mégantic,CD_QC_Mégantic_1871,CD,Mégantic,QC,1871,1871,1,5
Q2991353,comté de Mégantic,CD_QC_Mégantic_1881,CD,Mégantic,QC,1881,1881,1,5
Q2991357,comté de Napierville,CD_QC_Napierville,CD,Napierville,QC,1861,1891,4,2
Q2991357,comté de Napierville,CD_QC_Napierville_1921,CD,Napierville,QC,1921,1921,1,2
Q2991392,comté de Richmond,CD_QC_Richmond,CD,Richmond,QC,1861,1871,2,2
Q2991392,comté de Richmond,CD_QC_Richmond_1921,CD,Richmond,QC,1921,1921,1,2
Q2991404,comté de Saguenay,CD_QC_Saguenay,CD,Saguenay,QC,1851,1871,3,2
Q2991404,comté de Saguenay,CD_QC_Saguenay_1921,CD,Saguenay,QC,1921,1921,1,2
Q2991407,comté de Saint-Maurice,CD_QC_St._Maurice,CD,St. Maurice,QC,1851,1861,2,3
Q2991407,comté de Saint-Maurice,CD_QC_Trois-Rivières_&_St._Maurice,CD,Trois-Rivières & St. Maurice,QC,1881,1911,4,3
Q2991407,comté de Saint-Maurice,CD_QC_St._Maurice_1921,CD,St. Maurice,QC,1921,1921,1,3
Q2991409,comté de Saint-Jean,CD_QC_St._Jean,CD,St. Jean,QC,1861,1891,4,2
Q2991409,comté de Saint-Jean,CD_QC_St._Jean_1921,CD,St. Jean,QC,1921,1921,1,2
Q2991427,comté de Sherbrooke,CD_QC_Sherbrooke,CD,Sherbrooke,QC,1851,1861,2,2
Q2991427,comté de Sherbrooke,CD_QC_Sherbrooke_1861,CD,Sherbrooke,QC,1861,1921,7,2
Q2991451,comté de Témiscouata,CD_QC_Temiscouata,CD,Temiscouata,QC,1861,1921,7,4
Q2991451,comté de Témiscouata,CD_QC_Temiscouata_1891,CD,Temiscouata,QC,1891,1891,1,4
Q2991451,comté de Témiscouata,CD_QC_Temiscouata_1911,CD,Temiscouata,QC,1911,1911,1,4
Q2991451,comté de Témiscouata,CD_QC_Temiscouata_1921,CD,Temiscouata,QC,1921,1921,1,4
Q2991456,comté de Verchères,CD_QC_Verchères,CD,Verchères,QC,1851,1891,5,4
Q2991456,comté de Verchères,CD_QC_Verchères_1861,CD,Verchères,QC,1861,1861,1,4
Q2991456,comté de Verchères,CD_QC_Verchères_1871,CD,Verchères,QC,1871,1871,1,4
Q2991456,comté de Verchères,CD_QC_Verchères_1921,CD,Verchères,QC,1921,1921,1,4
Q2991471,comté de Wolfe,CD_QC_Wolfe,CD,Wolfe,QC,1861,1871,2,2
Q2991471,comté de Wolfe,CD_QC_Wolfe_1921,CD,Wolfe,QC,1921,1921,1,2
Q2991475,comté de Yamaska,CD_QC_Yamaska,CD,Yamaska,QC,1851,1921,8,2
Q2991475,comté de Yamaska,CD_QC_Yamaska_1891,CD,Yamaska,QC,1891,1891,1,2
Q29921023,Elgin,PLACE_QC048003_1851,CSD,"Elgin, Township",QC,1851,1851,1,2
Q29921023,Elgin,PLACE_QC058002,CSD,Elgin,QC,1861,1921,7,2
Q2995979,Hull,PLACE_QC093002,CSD,Hull,QC,1851,1871,3,7
Q2995979,Hull,PLACE_QC097025,CSD,Hull,QC,1881,1881,1,7
Q2995979,Hull,PLACE_QC176018,CSD,"Hull, City—Cité",QC,1881,1891,2,7
Q2995979,Hull,PLACE_QC176019,CSD,Hull,QC,1891,1891,1,7
Q2995979,Hull,PLACE_QC200012_1901,CSD,"Hull, City—Cité",QC,1901,1901,1,7
Q2995979,Hull,PLACE_QC205010,CSD,Hull,QC,1901,1911,2,7
Q2995979,Hull,PLACE_QC057029_1921,CSD,"Hull, C",QC,1921,1921,1,7
Q30303812,Aumond,PLACE_QC205001,CSD,Aumond,QC,1861,1911,5,2
Q30303812,Aumond,PLACE_QC057001_1921,CSD,Aumond,QC,1921,1921,1,2
Q30303820,Cap-des-Rosiers,PLACE_QC056004_1921,CSD,Cap des Rosiers (Grande Grève),QC,1921,1921,1,2
Q30303820,Cap-des-Rosiers,PLACE_QC056005,CSD,Cap des Rosiers (St. Alban du),QC,1921,1921,1,2
Q30322644,Hinchinbrooke,PLACE_QC048007_1851,CSD,"Hinchinbrooke, Township",QC,1851,1851,1,2
Q30322644,Hinchinbrooke,PLACE_QC058007,CSD,Hinchinbrooke,QC,1861,1921,7,2
Q30322667,Lingwick,PLACE_QC076011_1851,CSD,Lingwick,QC,1851,1851,1,2
Q30322667,Lingwick,PLACE_QC051012,CSD,Lingwick,QC,1861,1921,7,2
Q3040214,Dryden,PLACE_ON123121_1911,CSD,Dryden t-v,ON,1911,1911,1,2
Q3040214,Dryden,PLACE_ON120043_1921,CSD,"Dryden, T-V",ON,1921,1921,1,2
Q3046501,East Farnham,PLACE_QC149004,CSD,Farnham E.,QC,1901,1911,2,2
Q3046501,East Farnham,PLACE_QC045004_1921,CSD,Farnham E.,QC,1921,1921,1,2
Q3054292,Englehart,PLACE_ON099164_1911,CSD,Englehart t-v,ON,1911,1911,1,2
Q3054292,Englehart,PLACE_ON148195,CSD,"Englehart, T-V",ON,1911,1921,2,2
Q3108251,Glace Bay,PLACE_NS006030,CSD,"Glace Bay, T-V",NS,1891,1921,4,2
Q3108251,Glace Bay,PLACE_NS040023_1911,CSD,Glace Bay t-v,NS,1911,1911,1,2
Q3110020,Sundridge,PLACE_ON135055,CSD,"Sundridge, VL",ON,1901,1921,3,2
Q3110020,Sundridge,PLACE_ON108052_1911,CSD,Sundridge vl,ON,1911,1911,1,2
Q3113418,Granby,PLACE_QC075004,CSD,Granby,QC,1851,1851,1,5
Q3113418,Granby,PLACE_QC048002,CSD,Granby,QC,1861,1861,1,5
Q3113418,Granby,PLACE_QC127001,CSD,Granby,QC,1871,1871,1,5
Q3113418,Granby,PLACE_QC188003,CSD,Granby,QC,1881,1891,2,5
