presence_id:ID,cd_id,census_year:int,area_sqm:float,num_csds:int,:LABEL
CD_BC_Cariboo_1891,CD_BC_Cariboo,1891,285407534401.69,11,E93_Presence
CD_BC_New_Westminster_1891,CD_BC_New_Westminster,1891,470270482101.22,3,E93_Presence
CD_BC_Vancouver_1891,CD_BC_Vancouver,1891,33219432808.35,14,E93_Presence
CD_BC_Victoria_1891,CD_BC_Victoria,1891,186369334.69,6,E93_Presence
CD_BC_Yale_1891,CD_BC_Yale,1891,131262371278.87,16,E93_Presence
CD_MB_Lisgar_1891,CD_MB_Lisgar,1891,83109163100.64,17,E93_Presence
CD_MB_Marquette_1891,CD_MB_Marquette,1891,66605887003.76,31,E93_Presence
CD_MB_Provencher_1891,CD_MB_Provencher,1891,14696515782.06,16,E93_Presence
CD_MB_Selkirk_1891,CD_MB_Selkirk,1891,23924641407.44,30,E93_Presence
CD_MB_Winnipeg_City_1891,CD_MB_Winnipeg_City,1891,57435857.85,6,E93_Presence
CD_NB_Albert_1891,CD_NB_Albert,1891,1875784373.85,6,E93_Presence
CD_NB_Carleton_1891,CD_NB_Carleton,1891,3427847680.77,12,E93_Presence
CD_NB_Charlotte_1891,CD_NB_Charlotte,1891,3676128982.86,18,E93_Presence
CD_NB_Gloucester_1891,CD_NB_Gloucester,1891,4649288068.04,8,E93_Presence
CD_NB_Kent_1891,CD_NB_Kent,1891,4720822750.22,11,E93_Presence
CD_NB_King's_1891,CD_NB_King's,1891,3618141557.22,15,E93_Presence
CD_NB_Northumberland_1891,CD_NB_Northumberland,1891,12450091202.59,13,E93_Presence
CD_NB_Queen's_1891,CD_NB_Queen's,1891,4027513316.5,10,E93_Presence
CD_NB_Restigouche_1891,CD_NB_Restigouche,1891,8843304894.91,5,E93_Presence
CD_NB_St._John_1891,CD_NB_St._John,1891,1605180788.72,18,E93_Presence
CD_NB_Sunbury_1891,CD_NB_Sunbury,1891,2811724644.02,7,E93_Presence
CD_NB_Victoria_1891,CD_NB_Victoria,1891,9204549984.46,13,E93_Presence
CD_NB_Westmorland_1891,CD_NB_Westmorland,1891,3820192248.3,8,E93_Presence
CD_NB_York_1891,CD_NB_York,1891,9387830223.36,19,E93_Presence
CD_NL_Labrador_1891,CD_NL_Labrador,1891,55329484160.63,1,E93_Presence
CD_NL_Newfoundland_1891,CD_NL_Newfoundland,1891,111661003634.19,1,E93_Presence
CD_NS_Annapolis_1891,CD_NS_Annapolis,1891,3516171729.92,29,E93_Presence
CD_NS_Antigonish_1891,CD_NS_Antigonish,1891,1561894002.12,16,E93_Presence
CD_NS_Cape_Breton_1891,CD_NS_Cape_Breton,1891,2736852654.65,25,E93_Presence
CD_NS_Colchester_1891,CD_NS_Colchester,1891,3786859186.89,25,E93_Presence
