dimension_id:ID,:LABEL,value:float,dimension_type
BORDER_DIM_ON046045_ON046062_1891,E54_Dimension,9447.37,length
BORDER_DIM_ON046045_ON046063_1891,E54_Dimension,3786.91,length
BORDER_DIM_ON046045_ON046060_1891,E54_Dimension,10284.63,length
BORDER_DIM_ON046045_ON046061_1891,E54_Dimension,9986.25,length
BORDER_DIM_ON046048_ON046051_1891,E54_Dimension,11983.84,length
BORDER_DIM_ON046048_ON046050_1891,E54_Dimension,6146.8,length
BORDER_DIM_ON046048_ON046060_1891,E54_Dimension,441.99,length
BORDER_DIM_ON046049_ON046058_1891,E54_Dimension,8169.17,length
BORDER_DIM_ON046049_ON046059_1891,E54_Dimension,5550.48,length
BORDER_DIM_ON046050_ON046051_1891,E54_Dimension,11294.58,length
BORDER_DIM_ON046050_ON046058_1891,E54_Dimension,14455.09,length
BORDER_DIM_ON046051_ON046062_1891,E54_Dimension,9382.89,length
BORDER_DIM_ON046051_ON046060_1891,E54_Dimension,10762.09,length
BORDER_DIM_ON046027_ON096012_1891,E54_Dimension,9916.17,length
BORDER_DIM_ON046027_ON096010_1891,E54_Dimension,29484.46,length
BORDER_DIM_ON046027_ON046064_1891,E54_Dimension,51063.73,length
BORDER_DIM_ON046003_ON046024_1891,E54_Dimension,7385.9,length
BORDER_DIM_ON046003_ON046011_1891,E54_Dimension,5942.51,length
BORDER_DIM_ON046003_ON046064_1891,E54_Dimension,25428.84,length
BORDER_DIM_ON046055_ON046058_1891,E54_Dimension,5823.89,length
BORDER_DIM_ON046055_ON046056_1891,E54_Dimension,5999.91,length
BORDER_DIM_ON046008_ON046021_1891,E54_Dimension,68304.66,length
BORDER_DIM_ON046008_ON046027_1891,E54_Dimension,35800.22,length
BORDER_DIM_ON046008_ON046064_1891,E54_Dimension,72675.19,length
BORDER_DIM_ON046057_ON046061_1891,E54_Dimension,4068.44,length
BORDER_DIM_ON046011_ON046024_1891,E54_Dimension,10176.71,length
BORDER_DIM_ON046011_ON046064_1891,E54_Dimension,14133.5,length
BORDER_DIM_ON046060_ON046062_1891,E54_Dimension,12606.98,length
BORDER_DIM_ON046024_ON046064_1891,E54_Dimension,10381.06,length
BORDER_DIM_ON046014_ON046064_1891,E54_Dimension,57751.28,length
BORDER_DIM_ON046006_ON046017_1891,E54_Dimension,27368.77,length
BORDER_DIM_ON046006_ON046064_1891,E54_Dimension,36103.39,length
BORDER_DIM_ON046013_ON046064_1891,E54_Dimension,30285.25,length
BORDER_DIM_ON046017_ON046020_1891,E54_Dimension,14793.14,length
BORDER_DIM_ON046017_ON046019_1891,E54_Dimension,10821.92,length
BORDER_DIM_ON046017_ON046064_1891,E54_Dimension,6079.41,length
BORDER_DIM_ON046022_ON046023_1891,E54_Dimension,6003.0,length
BORDER_DIM_ON046016_ON046064_1891,E54_Dimension,10598.95,length
BORDER_DIM_ON046018_ON046020_1891,E54_Dimension,4421.4,length
BORDER_DIM_ON046018_ON046019_1891,E54_Dimension,6406.81,length
BORDER_DIM_ON048003_ON049003_1891,E54_Dimension,13279.25,length
BORDER_DIM_ON048003_ON049001_1891,E54_Dimension,39593.4,length
BORDER_DIM_ON048003_ON048004_1891,E54_Dimension,14602.41,length
BORDER_DIM_ON106001_ON106003_1891,E54_Dimension,8306.7,length
BORDER_DIM_ON106001_ON106007_1891,E54_Dimension,11506.81,length
BORDER_DIM_ON106001_ON106006_1891,E54_Dimension,8894.14,length
BORDER_DIM_ON048004_ON049001_1891,E54_Dimension,5339.87,length
BORDER_DIM_ON048004_ON049004_1891,E54_Dimension,5999.89,length
BORDER_DIM_ON048004_ON124002_1891,E54_Dimension,19941.1,length
BORDER_DIM_ON048004_ON129001_1891,E54_Dimension,10462.91,length
BORDER_DIM_ON049003_ON070008_1891,E54_Dimension,4720.2,length
BORDER_DIM_ON049003_ON097004_1891,E54_Dimension,5406.93,length
BORDER_DIM_ON049003_ON049005_1891,E54_Dimension,9264.56,length
BORDER_DIM_ON049003_ON070005_1891,E54_Dimension,10554.14,length
BORDER_DIM_ON049003_ON070007_1891,E54_Dimension,5212.98,length
BORDER_DIM_ON049005_ON070008_1891,E54_Dimension,5056.78,length
BORDER_DIM_ON049005_ON070005_1891,E54_Dimension,4191.52,length
BORDER_DIM_ON049001_ON097004_1891,E54_Dimension,56.72,length
BORDER_DIM_ON049001_ON106006_1891,E54_Dimension,14542.51,length
BORDER_DIM_ON049001_ON106001_1891,E54_Dimension,10856.45,length
BORDER_DIM_ON049001_ON049003_1891,E54_Dimension,19127.57,length
BORDER_DIM_ON049001_ON049002_1891,E54_Dimension,5999.91,length
BORDER_DIM_ON050006_ON086009_1891,E54_Dimension,11126.92,length
BORDER_DIM_ON050006_ON086010_1891,E54_Dimension,13116.98,length
BORDER_DIM_ON050006_ON050007_1891,E54_Dimension,9935.94,length
BORDER_DIM_ON050006_ON066001_1891,E54_Dimension,23236.85,length
BORDER_DIM_ON050006_ON085007_1891,E54_Dimension,6028.75,length
BORDER_DIM_ON086009_ON086010_1891,E54_Dimension,16619.91,length
BORDER_DIM_ON050002_ON050003_1891,E54_Dimension,1049.9,length
BORDER_DIM_ON050002_ON050006_1891,E54_Dimension,1116.2,length
BORDER_DIM_ON086001_ON086010_1891,E54_Dimension,6001.0,length
BORDER_DIM_ON052001_ON052005_1891,E54_Dimension,15831.87,length
BORDER_DIM_ON052001_ON052002_1891,E54_Dimension,12496.39,length
BORDER_DIM_ON052002_ON052003_1891,E54_Dimension,17652.98,length
BORDER_DIM_ON052002_ON053007_1891,E54_Dimension,4048.12,length
BORDER_DIM_ON052002_ON068003_1891,E54_Dimension,24575.59,length
BORDER_DIM_ON052002_ON052013_1891,E54_Dimension,5999.91,length
BORDER_DIM_ON052003_ON052006_1891,E54_Dimension,17067.56,length
BORDER_DIM_ON052003_ON068006_1891,E54_Dimension,4433.99,length
BORDER_DIM_ON052003_ON052012_1891,E54_Dimension,5999.92,length
BORDER_DIM_ON052003_ON068001_1891,E54_Dimension,10559.45,length
BORDER_DIM_ON052003_ON053007_1891,E54_Dimension,16713.15,length
BORDER_DIM_ON053001_ON053003_1891,E54_Dimension,19536.09,length
BORDER_DIM_ON053001_ON053007_1891,E54_Dimension,20057.55,length
BORDER_DIM_ON052005_ON052007_1891,E54_Dimension,11156.74,length
BORDER_DIM_ON053003_ON053004_1891,E54_Dimension,5999.91,length
BORDER_DIM_ON053003_ON053008_1891,E54_Dimension,5999.92,length
BORDER_DIM_ON053003_ON053005_1891,E54_Dimension,7837.91,length
BORDER_DIM_ON052007_ON052010_1891,E54_Dimension,22725.61,length
BORDER_DIM_ON052009_ON053007_1891,E54_Dimension,5999.91,length
BORDER_DIM_ON052011_ON053007_1891,E54_Dimension,5999.91,length
BORDER_DIM_ON051001_ON069002_1891,E54_Dimension,19047.97,length
BORDER_DIM_ON051001_ON052006_1891,E54_Dimension,16404.97,length
BORDER_DIM_ON051001_ON051002_1891,E54_Dimension,16513.84,length
BORDER_DIM_ON051001_ON069007_1891,E54_Dimension,26.06,length
BORDER_DIM_ON051001_ON051006_1891,E54_Dimension,5999.94,length
BORDER_DIM_ON051001_ON051004_1891,E54_Dimension,18801.46,length
BORDER_DIM_ON051002_ON076004_1891,E54_Dimension,16181.25,length
BORDER_DIM_ON051002_ON127007_1891,E54_Dimension,221.57,length
BORDER_DIM_ON051002_ON051003_1891,E54_Dimension,15930.98,length
BORDER_DIM_ON051002_ON069007_1891,E54_Dimension,15824.03,length
BORDER_DIM_ON051003_ON076006_1891,E54_Dimension,15349.02,length
BORDER_DIM_ON051003_ON076004_1891,E54_Dimension,100.14,length
BORDER_DIM_ON051003_ON051005_1891,E54_Dimension,5999.94,length
BORDER_DIM_ON051003_ON053005_1891,E54_Dimension,16305.88,length
BORDER_DIM_ON051003_ON051004_1891,E54_Dimension,15564.32,length
BORDER_DIM_ON052006_ON052008_1891,E54_Dimension,5999.91,length
BORDER_DIM_ON052006_ON068006_1891,E54_Dimension,14465.76,length
BORDER_DIM_ON052006_ON053007_1891,E54_Dimension,7796.06,length
BORDER_DIM_ON051004_ON052006_1891,E54_Dimension,6882.0,length
BORDER_DIM_ON051004_ON053003_1891,E54_Dimension,7251.23,length
BORDER_DIM_ON051004_ON053001_1891,E54_Dimension,14590.94,length
BORDER_DIM_ON051004_ON053005_1891,E54_Dimension,9462.47,length
BORDER_DIM_ON051004_ON053007_1891,E54_Dimension,2095.89,length
BORDER_DIM_ON053002_ON078001_1891,E54_Dimension,17541.63,length
BORDER_DIM_ON053002_ON053003_1891,E54_Dimension,16816.68,length
BORDER_DIM_ON053002_ON053005_1891,E54_Dimension,14198.96,length
BORDER_DIM_ON053005_ON076006_1891,E54_Dimension,2536.63,length
BORDER_DIM_ON053005_ON078004_1891,E54_Dimension,3207.22,length
BORDER_DIM_ON053005_ON078007_1891,E54_Dimension,9384.19,length
BORDER_DIM_ON053005_ON078001_1891,E54_Dimension,4130.8,length
BORDER_DIM_ON053005_ON053006_1891,E54_Dimension,5999.91,length
BORDER_DIM_ON052004_ON052006_1891,E54_Dimension,5999.91,length
BORDER_DIM_ON083004_ON083010_1891,E54_Dimension,345.23,length
BORDER_DIM_ON083004_ON083009_1891,E54_Dimension,16658.5,length
BORDER_DIM_ON083004_ON083005_1891,E54_Dimension,16007.2,length
BORDER_DIM_ON083004_ON115013_1891,E54_Dimension,3092.18,length
BORDER_DIM_ON083004_ON115002_1891,E54_Dimension,1087.17,length
BORDER_DIM_ON083004_QC177017_1891,E54_Dimension,40.51,length
BORDER_DIM_ON055001_ON084002_1891,E54_Dimension,16568.04,length
BORDER_DIM_ON055001_ON055003_1891,E54_Dimension,15364.51,length
