identifier_id:ID,:LABEL,value,identifier_type,year:int
TCPUID_QC038004_1881,E42_Identifier,QC038004,TCP_UID,1881
TCPUID_QC143010_1891,E42_Identifier,QC143010,TCP_UID,1891
TCPUID_QC143007_1901,E42_Identifier,QC143007,TCP_UID,1901
TCPUID_QC148009_1911,E42_Identifier,QC148009,TCP_UID,1911
TCPUID_QC044011_1921,E42_Identifier,QC044011,TCP_UID,1921
TCPUID_QC038003_1881,E42_Identifier,QC038003,TCP_UID,1881
TCPUID_QC038007_1881,E42_Identifier,QC038007,TCP_UID,1881
TCPUID_QC038012_1881,E42_Identifier,QC038012,TCP_UID,1881
TCPUID_QC038010_1881,E42_Identifier,QC038010,TCP_UID,1881
TCPUID_QC038011_1881,E42_Identifier,QC038011,TCP_UID,1881
TCPUID_QC169001_1871,E42_Identifier,QC169001,TCP_UID,1871
TCPUID_QC038001_1881,E42_Identifier,QC038001,TCP_UID,1881
TCPUID_QC060005_1881,E42_Identifier,QC060005,TCP_UID,1881
TCPUID_QC144002_1891,E42_Identifier,QC144002,TCP_UID,1891
TCPUID_QC060004_1881,E42_Identifier,QC060004,TCP_UID,1881
TCPUID_QC144001_1891,E42_Identifier,QC144001,TCP_UID,1891
TCPUID_QC067008_1881,E42_Identifier,QC067008,TCP_UID,1881
TCPUID_QC145001_1891,E42_Identifier,QC145001,TCP_UID,1891
TCPUID_QC145001_1901,E42_Identifier,QC145001,TCP_UID,1901
TCPUID_QC150001_1911,E42_Identifier,QC150001,TCP_UID,1911
TCPUID_QC046001_1921,E42_Identifier,QC046001,TCP_UID,1921
TCPUID_QC067002_1881,E42_Identifier,QC067002,TCP_UID,1881
TCPUID_QC145006_1891,E42_Identifier,QC145006,TCP_UID,1891
TCPUID_QC145006_1901,E42_Identifier,QC145006,TCP_UID,1901
TCPUID_QC067009_1881,E42_Identifier,QC067009,TCP_UID,1881
TCPUID_QC145009_1891,E42_Identifier,QC145009,TCP_UID,1891
TCPUID_QC145009_1901,E42_Identifier,QC145009,TCP_UID,1901
TCPUID_QC067004_1881,E42_Identifier,QC067004,TCP_UID,1881
TCPUID_QC145010_1891,E42_Identifier,QC145010,TCP_UID,1891
TCPUID_QC145010_1901,E42_Identifier,QC145010,TCP_UID,1901
TCPUID_QC150006_1911,E42_Identifier,QC150006,TCP_UID,1911
TCPUID_QC046006_1921,E42_Identifier,QC046006,TCP_UID,1921
TCPUID_QC066003_1881,E42_Identifier,QC066003,TCP_UID,1881
TCPUID_QC196009_1891,E42_Identifier,QC196009,TCP_UID,1891
TCPUID_QC145020_1901,E42_Identifier,QC145020,TCP_UID,1901
TCPUID_QC150014_1911,E42_Identifier,QC150014,TCP_UID,1911
TCPUID_QC066009_1881,E42_Identifier,QC066009,TCP_UID,1881
TCPUID_QC196006_1891,E42_Identifier,QC196006,TCP_UID,1891
TCPUID_QC145017_1901,E42_Identifier,QC145017,TCP_UID,1901
TCPUID_QC150012_1911,E42_Identifier,QC150012,TCP_UID,1911
TCPUID_QC098006_1921,E42_Identifier,QC098006,TCP_UID,1921
TCPUID_QC067003_1881,E42_Identifier,QC067003,TCP_UID,1881
TCPUID_QC145011_1891,E42_Identifier,QC145011,TCP_UID,1891
TCPUID_QC145011_1901,E42_Identifier,QC145011,TCP_UID,1901
TCPUID_QC150017_1911,E42_Identifier,QC150017,TCP_UID,1911
TCPUID_QC067005_1881,E42_Identifier,QC067005,TCP_UID,1881
TCPUID_QC082001_1881,E42_Identifier,QC082001,TCP_UID,1881
TCPUID_QC146001_1891,E42_Identifier,QC146001,TCP_UID,1891
TCPUID_QC146001_1901,E42_Identifier,QC146001,TCP_UID,1901
TCPUID_QC151001_1911,E42_Identifier,QC151001,TCP_UID,1911
TCPUID_QC082009_1881,E42_Identifier,QC082009,TCP_UID,1881
TCPUID_QC132007_1871,E42_Identifier,QC132007,TCP_UID,1871
TCPUID_QC082014_1881,E42_Identifier,QC082014,TCP_UID,1881
TCPUID_QC146005_1891,E42_Identifier,QC146005,TCP_UID,1891
TCPUID_QC146007_1901,E42_Identifier,QC146007,TCP_UID,1901
TCPUID_QC151005_1911,E42_Identifier,QC151005,TCP_UID,1911
TCPUID_QC132005_1871,E42_Identifier,QC132005,TCP_UID,1871
TCPUID_QC082003_1881,E42_Identifier,QC082003,TCP_UID,1881
TCPUID_QC146007_1891,E42_Identifier,QC146007,TCP_UID,1891
TCPUID_QC146009_1901,E42_Identifier,QC146009,TCP_UID,1901
TCPUID_QC151006_1911,E42_Identifier,QC151006,TCP_UID,1911
TCPUID_QC047007_1921,E42_Identifier,QC047007,TCP_UID,1921
TCPUID_QC132006_1871,E42_Identifier,QC132006,TCP_UID,1871
TCPUID_QC082004_1881,E42_Identifier,QC082004,TCP_UID,1881
TCPUID_QC132004_1871,E42_Identifier,QC132004,TCP_UID,1871
TCPUID_QC082007_1881,E42_Identifier,QC082007,TCP_UID,1881
TCPUID_QC146010_1891,E42_Identifier,QC146010,TCP_UID,1891
TCPUID_QC146013_1901,E42_Identifier,QC146013,TCP_UID,1901
TCPUID_QC151011_1911,E42_Identifier,QC151011,TCP_UID,1911
TCPUID_QC047013_1921,E42_Identifier,QC047013,TCP_UID,1921
TCPUID_QC149009_1871,E42_Identifier,QC149009,TCP_UID,1871
TCPUID_QC077011_1881,E42_Identifier,QC077011,TCP_UID,1881
TCPUID_QC147006_1891,E42_Identifier,QC147006,TCP_UID,1891
TCPUID_QC147008_1901,E42_Identifier,QC147008,TCP_UID,1901
TCPUID_QC077010_1881,E42_Identifier,QC077010,TCP_UID,1881
TCPUID_QC147004_1891,E42_Identifier,QC147004,TCP_UID,1891
TCPUID_QC077002_1881,E42_Identifier,QC077002,TCP_UID,1881
TCPUID_QC147008_1891,E42_Identifier,QC147008,TCP_UID,1891
TCPUID_QC147010_1901,E42_Identifier,QC147010,TCP_UID,1901
TCPUID_QC152007_1911,E42_Identifier,QC152007,TCP_UID,1911
TCPUID_QC149011_1871,E42_Identifier,QC149011,TCP_UID,1871
TCPUID_QC077001_1881,E42_Identifier,QC077001,TCP_UID,1881
TCPUID_QC147011_1891,E42_Identifier,QC147011,TCP_UID,1891
TCPUID_QC071001_1881,E42_Identifier,QC071001,TCP_UID,1881
TCPUID_QC112001_1871,E42_Identifier,QC112001,TCP_UID,1871
TCPUID_QC071007_1881,E42_Identifier,QC071007,TCP_UID,1881
TCPUID_QC148004_1891,E42_Identifier,QC148004,TCP_UID,1891
TCPUID_QC148005_1901,E42_Identifier,QC148005,TCP_UID,1901
TCPUID_QC153004_1911,E42_Identifier,QC153004,TCP_UID,1911
TCPUID_QC071004_1881,E42_Identifier,QC071004,TCP_UID,1881
TCPUID_QC071002_1881,E42_Identifier,QC071002,TCP_UID,1881
TCPUID_QC076014_1881,E42_Identifier,QC076014,TCP_UID,1881
TCPUID_QC076021_1881,E42_Identifier,QC076021,TCP_UID,1881
TCPUID_QC076020_1881,E42_Identifier,QC076020,TCP_UID,1881
TCPUID_QC076023_1881,E42_Identifier,QC076023,TCP_UID,1881
TCPUID_QC149022_1891,E42_Identifier,QC149022,TCP_UID,1891
TCPUID_QC149024_1901,E42_Identifier,QC149024,TCP_UID,1901
TCPUID_QC154028_1911,E42_Identifier,QC154028,TCP_UID,1911
TCPUID_QC076018_1881,E42_Identifier,QC076018,TCP_UID,1881
TCPUID_QC076027_1881,E42_Identifier,QC076027,TCP_UID,1881
TCPUID_QC076026_1881,E42_Identifier,QC076026,TCP_UID,1881
TCPUID_QC076025_1881,E42_Identifier,QC076025,TCP_UID,1881
TCPUID_QC076030_1881,E42_Identifier,QC076030,TCP_UID,1881
TCPUID_QC149015_1891,E42_Identifier,QC149015,TCP_UID,1891
TCPUID_QC076031_1881,E42_Identifier,QC076031,TCP_UID,1881
TCPUID_QC076002_1881,E42_Identifier,QC076002,TCP_UID,1881
TCPUID_QC149030_1891,E42_Identifier,QC149030,TCP_UID,1891
TCPUID_QC076003_1881,E42_Identifier,QC076003,TCP_UID,1881
TCPUID_QC149033_1891,E42_Identifier,QC149033,TCP_UID,1891
TCPUID_QC054003_1881,E42_Identifier,QC054003,TCP_UID,1881
TCPUID_QC150008_1891,E42_Identifier,QC150008,TCP_UID,1891
TCPUID_QC150010_1901,E42_Identifier,QC150010,TCP_UID,1901
TCPUID_QC155007_1911,E42_Identifier,QC155007,TCP_UID,1911
TCPUID_QC051008_1921,E42_Identifier,QC051008,TCP_UID,1921
TCPUID_QC054021_1881,E42_Identifier,QC054021,TCP_UID,1881
TCPUID_QC150014_1891,E42_Identifier,QC150014,TCP_UID,1891
TCPUID_QC150016_1901,E42_Identifier,QC150016,TCP_UID,1901
TCPUID_QC155013_1911,E42_Identifier,QC155013,TCP_UID,1911
TCPUID_QC051013_1921,E42_Identifier,QC051013,TCP_UID,1921
TCPUID_QC054001_1881,E42_Identifier,QC054001,TCP_UID,1881
TCPUID_QC150006_1891,E42_Identifier,QC150006,TCP_UID,1891
TCPUID_QC150008_1901,E42_Identifier,QC150008,TCP_UID,1901
TCPUID_QC054002_1881,E42_Identifier,QC054002,TCP_UID,1881
TCPUID_QC150003_1891,E42_Identifier,QC150003,TCP_UID,1891
TCPUID_QC150003_1901,E42_Identifier,QC150003,TCP_UID,1901
TCPUID_QC054014_1881,E42_Identifier,QC054014,TCP_UID,1881
TCPUID_QC054015_1881,E42_Identifier,QC054015,TCP_UID,1881
TCPUID_QC054008_1881,E42_Identifier,QC054008,TCP_UID,1881
TCPUID_QC150009_1891,E42_Identifier,QC150009,TCP_UID,1891
TCPUID_QC054004_1881,E42_Identifier,QC054004,TCP_UID,1881
TCPUID_QC054005_1881,E42_Identifier,QC054005,TCP_UID,1881
TCPUID_QC054011_1881,E42_Identifier,QC054011,TCP_UID,1881
TCPUID_QC054012_1881,E42_Identifier,QC054012,TCP_UID,1881
TCPUID_QC054013_1881,E42_Identifier,QC054013,TCP_UID,1881
TCPUID_QC054020_1881,E42_Identifier,QC054020,TCP_UID,1881
TCPUID_QC097002_1871,E42_Identifier,QC097002,TCP_UID,1871
TCPUID_QC095008_1881,E42_Identifier,QC095008,TCP_UID,1881
TCPUID_QC151001_1891,E42_Identifier,QC151001,TCP_UID,1891
TCPUID_QC151001_1901,E42_Identifier,QC151001,TCP_UID,1901
TCPUID_QC156001_1911,E42_Identifier,QC156001,TCP_UID,1911
TCPUID_QC095004_1881,E42_Identifier,QC095004,TCP_UID,1881
TCPUID_QC151002_1891,E42_Identifier,QC151002,TCP_UID,1891
TCPUID_QC151002_1901,E42_Identifier,QC151002,TCP_UID,1901
TCPUID_QC156002_1911,E42_Identifier,QC156002,TCP_UID,1911
TCPUID_QC052002_1921,E42_Identifier,QC052002,TCP_UID,1921
TCPUID_QC095009_1881,E42_Identifier,QC095009,TCP_UID,1881
TCPUID_QC151003_1891,E42_Identifier,QC151003,TCP_UID,1891
TCPUID_QC151003_1901,E42_Identifier,QC151003,TCP_UID,1901
TCPUID_QC095013_1881,E42_Identifier,QC095013,TCP_UID,1881
TCPUID_QC151004_1891,E42_Identifier,QC151004,TCP_UID,1891
TCPUID_QC151004_1901,E42_Identifier,QC151004,TCP_UID,1901
TCPUID_QC156004_1911,E42_Identifier,QC156004,TCP_UID,1911
TCPUID_QC052004_1921,E42_Identifier,QC052004,TCP_UID,1921
TCPUID_QC097004_1871,E42_Identifier,QC097004,TCP_UID,1871
TCPUID_QC095005_1881,E42_Identifier,QC095005,TCP_UID,1881
TCPUID_QC151006_1891,E42_Identifier,QC151006,TCP_UID,1891
TCPUID_QC151006_1901,E42_Identifier,QC151006,TCP_UID,1901
TCPUID_QC097009_1871,E42_Identifier,QC097009,TCP_UID,1871
TCPUID_QC095001_1881,E42_Identifier,QC095001,TCP_UID,1881
TCPUID_QC151012_1891,E42_Identifier,QC151012,TCP_UID,1891
TCPUID_QC151012_1901,E42_Identifier,QC151012,TCP_UID,1901
TCPUID_QC156011_1911,E42_Identifier,QC156011,TCP_UID,1911
TCPUID_QC052011_1921,E42_Identifier,QC052011,TCP_UID,1921
TCPUID_QC097010_1871,E42_Identifier,QC097010,TCP_UID,1871
TCPUID_QC095002_1881,E42_Identifier,QC095002,TCP_UID,1881
TCPUID_QC151013_1891,E42_Identifier,QC151013,TCP_UID,1891
TCPUID_QC151013_1901,E42_Identifier,QC151013,TCP_UID,1901
TCPUID_QC156014_1911,E42_Identifier,QC156014,TCP_UID,1911
TCPUID_QC052015_1921,E42_Identifier,QC052015,TCP_UID,1921
TCPUID_QC047007_1881,E42_Identifier,QC047007,TCP_UID,1881
TCPUID_QC152001_1891,E42_Identifier,QC152001,TCP_UID,1891
TCPUID_QC047001_1881,E42_Identifier,QC047001,TCP_UID,1881
TCPUID_QC152002_1891,E42_Identifier,QC152002,TCP_UID,1891
TCPUID_QC047014_1881,E42_Identifier,QC047014,TCP_UID,1881
TCPUID_QC152007_1891,E42_Identifier,QC152007,TCP_UID,1891
TCPUID_QC047010_1881,E42_Identifier,QC047010,TCP_UID,1881
TCPUID_QC160003_1871,E42_Identifier,QC160003,TCP_UID,1871
TCPUID_QC047009_1881,E42_Identifier,QC047009,TCP_UID,1881
TCPUID_QC136008_1871,E42_Identifier,QC136008,TCP_UID,1871
TCPUID_QC052009_1881,E42_Identifier,QC052009,TCP_UID,1881
TCPUID_QC153005_1891,E42_Identifier,QC153005,TCP_UID,1891
TCPUID_QC052014_1881,E42_Identifier,QC052014,TCP_UID,1881
TCPUID_QC052006_1881,E42_Identifier,QC052006,TCP_UID,1881
TCPUID_QC052013_1881,E42_Identifier,QC052013,TCP_UID,1881
TCPUID_QC137013_1871,E42_Identifier,QC137013,TCP_UID,1871
TCPUID_QC052024_1881,E42_Identifier,QC052024,TCP_UID,1881
TCPUID_QC052028_1881,E42_Identifier,QC052028,TCP_UID,1881
TCPUID_QC052005_1881,E42_Identifier,QC052005,TCP_UID,1881
TCPUID_QC137011_1871,E42_Identifier,QC137011,TCP_UID,1871
TCPUID_QC052027_1881,E42_Identifier,QC052027,TCP_UID,1881
TCPUID_QC136005_1871,E42_Identifier,QC136005,TCP_UID,1871
TCPUID_QC052003_1881,E42_Identifier,QC052003,TCP_UID,1881
TCPUID_QC172004_1871,E42_Identifier,QC172004,TCP_UID,1871
TCPUID_QC039017_1881,E42_Identifier,QC039017,TCP_UID,1881
TCPUID_QC154014_1891,E42_Identifier,QC154014,TCP_UID,1891
TCPUID_QC154011_1901,E42_Identifier,QC154011,TCP_UID,1901
TCPUID_QC159011_1911,E42_Identifier,QC159011,TCP_UID,1911
TCPUID_QC056012_1921,E42_Identifier,QC056012,TCP_UID,1921
TCPUID_QC039019_1881,E42_Identifier,QC039019,TCP_UID,1881
TCPUID_QC154019_1891,E42_Identifier,QC154019,TCP_UID,1891
TCPUID_QC154016_1901,E42_Identifier,QC154016,TCP_UID,1901
TCPUID_QC159020_1911,E42_Identifier,QC159020,TCP_UID,1911
TCPUID_QC056023_1921,E42_Identifier,QC056023,TCP_UID,1921
TCPUID_QC039018_1881,E42_Identifier,QC039018,TCP_UID,1881
TCPUID_QC170002_1871,E42_Identifier,QC170002,TCP_UID,1871
TCPUID_QC039002_1881,E42_Identifier,QC039002,TCP_UID,1881
TCPUID_QC154022_1891,E42_Identifier,QC154022,TCP_UID,1891
TCPUID_QC154019_1901,E42_Identifier,QC154019,TCP_UID,1901
TCPUID_QC039999_1881,E42_Identifier,QC039999,TCP_UID,1881
TCPUID_QC091014_1881,E42_Identifier,QC091014,TCP_UID,1881
TCPUID_QC155004_1891,E42_Identifier,QC155004,TCP_UID,1891
TCPUID_QC091009_1881,E42_Identifier,QC091009,TCP_UID,1881
TCPUID_QC155022_1891,E42_Identifier,QC155022,TCP_UID,1891
TCPUID_QC091010_1881,E42_Identifier,QC091010,TCP_UID,1881
TCPUID_QC155005_1891,E42_Identifier,QC155005,TCP_UID,1891
TCPUID_QC091011_1881,E42_Identifier,QC091011,TCP_UID,1881
TCPUID_QC091006_1881,E42_Identifier,QC091006,TCP_UID,1881
TCPUID_QC155018_1891,E42_Identifier,QC155018,TCP_UID,1891
TCPUID_QC091012_1881,E42_Identifier,QC091012,TCP_UID,1881
TCPUID_QC155002_1891,E42_Identifier,QC155002,TCP_UID,1891
TCPUID_QC091008_1881,E42_Identifier,QC091008,TCP_UID,1881
TCPUID_QC091007_1881,E42_Identifier,QC091007,TCP_UID,1881
TCPUID_QC155016_1891,E42_Identifier,QC155016,TCP_UID,1891
TCPUID_QC155001_1901,E42_Identifier,QC155001,TCP_UID,1901
TCPUID_QC114004_1871,E42_Identifier,QC114004,TCP_UID,1871
TCPUID_QC072009_1881,E42_Identifier,QC072009,TCP_UID,1881
TCPUID_QC156001_1891,E42_Identifier,QC156001,TCP_UID,1891
TCPUID_QC156001_1901,E42_Identifier,QC156001,TCP_UID,1901
TCPUID_QC161001_1911,E42_Identifier,QC161001,TCP_UID,1911
TCPUID_QC114001_1871,E42_Identifier,QC114001,TCP_UID,1871
TCPUID_QC072006_1881,E42_Identifier,QC072006,TCP_UID,1881
TCPUID_QC156004_1891,E42_Identifier,QC156004,TCP_UID,1891
TCPUID_QC156004_1901,E42_Identifier,QC156004,TCP_UID,1901
TCPUID_QC161004_1911,E42_Identifier,QC161004,TCP_UID,1911
TCPUID_QC058004_1921,E42_Identifier,QC058004,TCP_UID,1921
TCPUID_QC108001_1871,E42_Identifier,QC108001,TCP_UID,1871
TCPUID_QC092002_1881,E42_Identifier,QC092002,TCP_UID,1881
TCPUID_QC158001_1891,E42_Identifier,QC158001,TCP_UID,1891
TCPUID_QC092006_1881,E42_Identifier,QC092006,TCP_UID,1881
TCPUID_QC158004_1891,E42_Identifier,QC158004,TCP_UID,1891
TCPUID_QC157011_1901,E42_Identifier,QC157011,TCP_UID,1901
TCPUID_QC162018_1911,E42_Identifier,QC162018,TCP_UID,1911
TCPUID_QC108004_1871,E42_Identifier,QC108004,TCP_UID,1871
TCPUID_QC092004_1881,E42_Identifier,QC092004,TCP_UID,1881
TCPUID_QC108009_1871,E42_Identifier,QC108009,TCP_UID,1871
TCPUID_QC092009_1881,E42_Identifier,QC092009,TCP_UID,1881
TCPUID_QC092010_1881,E42_Identifier,QC092010,TCP_UID,1881
TCPUID_QC102012_1871,E42_Identifier,QC102012,TCP_UID,1871
TCPUID_QC087011_1881,E42_Identifier,QC087011,TCP_UID,1881
TCPUID_QC159004_1891,E42_Identifier,QC159004,TCP_UID,1891
TCPUID_QC102006_1871,E42_Identifier,QC102006,TCP_UID,1871
TCPUID_QC087013_1881,E42_Identifier,QC087013,TCP_UID,1881
TCPUID_QC159006_1891,E42_Identifier,QC159006,TCP_UID,1891
TCPUID_QC158007_1901,E42_Identifier,QC158007,TCP_UID,1901
TCPUID_QC163006_1911,E42_Identifier,QC163006,TCP_UID,1911
TCPUID_QC060007_1921,E42_Identifier,QC060007,TCP_UID,1921
TCPUID_QC042013_1881,E42_Identifier,QC042013,TCP_UID,1881
TCPUID_QC165005_1871,E42_Identifier,QC165005,TCP_UID,1871
TCPUID_QC042005_1881,E42_Identifier,QC042005,TCP_UID,1881
TCPUID_QC160007_1891,E42_Identifier,QC160007,TCP_UID,1891
TCPUID_QC159008_1901,E42_Identifier,QC159008,TCP_UID,1901
TCPUID_QC164007_1911,E42_Identifier,QC164007,TCP_UID,1911
TCPUID_QC165008_1871,E42_Identifier,QC165008,TCP_UID,1871
TCPUID_QC042009_1881,E42_Identifier,QC042009,TCP_UID,1881
TCPUID_QC042010_1881,E42_Identifier,QC042010,TCP_UID,1881
TCPUID_QC165006_1871,E42_Identifier,QC165006,TCP_UID,1871
TCPUID_QC042006_1881,E42_Identifier,QC042006,TCP_UID,1881
TCPUID_QC160014_1891,E42_Identifier,QC160014,TCP_UID,1891
TCPUID_QC159016_1901,E42_Identifier,QC159016,TCP_UID,1901
TCPUID_QC164015_1911,E42_Identifier,QC164015,TCP_UID,1911
TCPUID_QC061015_1921,E42_Identifier,QC061015,TCP_UID,1921
TCPUID_QC097005_1881,E42_Identifier,QC097005,TCP_UID,1881
TCPUID_QC097023_1881,E42_Identifier,QC097023,TCP_UID,1881
TCPUID_QC097022_1881,E42_Identifier,QC097022,TCP_UID,1881
TCPUID_QC097007_1881,E42_Identifier,QC097007,TCP_UID,1881
TCPUID_QC097019_1881,E42_Identifier,QC097019,TCP_UID,1881
TCPUID_QC176016_1891,E42_Identifier,QC176016,TCP_UID,1891
TCPUID_QC097020_1881,E42_Identifier,QC097020,TCP_UID,1881
TCPUID_QC176043_1891,E42_Identifier,QC176043,TCP_UID,1891
TCPUID_QC097013_1881,E42_Identifier,QC097013,TCP_UID,1881
TCPUID_QC097016_1881,E42_Identifier,QC097016,TCP_UID,1881
TCPUID_QC176029_1891,E42_Identifier,QC176029,TCP_UID,1891
TCPUID_QC097033_1881,E42_Identifier,QC097033,TCP_UID,1881
TCPUID_QC176036_1891,E42_Identifier,QC176036,TCP_UID,1891
TCPUID_QC097004_1881,E42_Identifier,QC097004,TCP_UID,1881
TCPUID_QC176035_1891,E42_Identifier,QC176035,TCP_UID,1891
TCPUID_QC115001_1871,E42_Identifier,QC115001,TCP_UID,1871
TCPUID_QC069002_1881,E42_Identifier,QC069002,TCP_UID,1881
TCPUID_QC161001_1891,E42_Identifier,QC161001,TCP_UID,1891
TCPUID_QC161001_1901,E42_Identifier,QC161001,TCP_UID,1901
TCPUID_QC166001_1911,E42_Identifier,QC166001,TCP_UID,1911
TCPUID_QC064001_1921,E42_Identifier,QC064001,TCP_UID,1921
TCPUID_QC116006_1871,E42_Identifier,QC116006,TCP_UID,1871
TCPUID_QC070007_1881,E42_Identifier,QC070007,TCP_UID,1881
TCPUID_QC174001_1891,E42_Identifier,QC174001,TCP_UID,1891
TCPUID_QC161007_1901,E42_Identifier,QC161007,TCP_UID,1901
TCPUID_QC166013_1911,E42_Identifier,QC166013,TCP_UID,1911
TCPUID_QC077006_1921,E42_Identifier,QC077006,TCP_UID,1921
TCPUID_QC070004_1881,E42_Identifier,QC070004,TCP_UID,1881
TCPUID_QC174003_1891,E42_Identifier,QC174003,TCP_UID,1891
TCPUID_QC161009_1901,E42_Identifier,QC161009,TCP_UID,1901
TCPUID_QC088010_1881,E42_Identifier,QC088010,TCP_UID,1881
TCPUID_QC162005_1891,E42_Identifier,QC162005,TCP_UID,1891
TCPUID_QC162006_1901,E42_Identifier,QC162006,TCP_UID,1901
TCPUID_QC167003_1911,E42_Identifier,QC167003,TCP_UID,1911
TCPUID_QC065003_1921,E42_Identifier,QC065003,TCP_UID,1921
TCPUID_QC088006_1881,E42_Identifier,QC088006,TCP_UID,1881
TCPUID_QC088004_1881,E42_Identifier,QC088004,TCP_UID,1881
TCPUID_QC098002_1871,E42_Identifier,QC098002,TCP_UID,1871
TCPUID_QC093002_1881,E42_Identifier,QC093002,TCP_UID,1881
TCPUID_QC163004_1891,E42_Identifier,QC163004,TCP_UID,1891
TCPUID_QC163012_1901,E42_Identifier,QC163012,TCP_UID,1901
TCPUID_QC093003_1881,E42_Identifier,QC093003,TCP_UID,1881
TCPUID_QC163005_1891,E42_Identifier,QC163005,TCP_UID,1891
TCPUID_QC163013_1901,E42_Identifier,QC163013,TCP_UID,1901
TCPUID_QC168019_1911,E42_Identifier,QC168019,TCP_UID,1911
TCPUID_QC164001_1871,E42_Identifier,QC164001,TCP_UID,1871
TCPUID_QC043002_1881,E42_Identifier,QC043002,TCP_UID,1881
TCPUID_QC165006_1891,E42_Identifier,QC165006,TCP_UID,1891
TCPUID_QC043001_1881,E42_Identifier,QC043001,TCP_UID,1881
TCPUID_QC165003_1891,E42_Identifier,QC165003,TCP_UID,1891
TCPUID_QC164002_1871,E42_Identifier,QC164002,TCP_UID,1871
TCPUID_QC043003_1881,E42_Identifier,QC043003,TCP_UID,1881
TCPUID_QC165007_1891,E42_Identifier,QC165007,TCP_UID,1891
TCPUID_QC165006_1901,E42_Identifier,QC165006,TCP_UID,1901
TCPUID_QC170006_1911,E42_Identifier,QC170006,TCP_UID,1911
TCPUID_QC067008_1921,E42_Identifier,QC067008,TCP_UID,1921
TCPUID_QC043005_1881,E42_Identifier,QC043005,TCP_UID,1881
TCPUID_QC155009_1871,E42_Identifier,QC155009,TCP_UID,1871
TCPUID_QC049010_1881,E42_Identifier,QC049010,TCP_UID,1881
TCPUID_QC166001_1891,E42_Identifier,QC166001,TCP_UID,1891
TCPUID_QC166003_1901,E42_Identifier,QC166003,TCP_UID,1901
TCPUID_QC155005_1871,E42_Identifier,QC155005,TCP_UID,1871
TCPUID_QC049005_1881,E42_Identifier,QC049005,TCP_UID,1881
TCPUID_QC155006_1871,E42_Identifier,QC155006,TCP_UID,1871
TCPUID_QC049006_1881,E42_Identifier,QC049006,TCP_UID,1881
TCPUID_QC166008_1891,E42_Identifier,QC166008,TCP_UID,1891
TCPUID_QC166010_1901,E42_Identifier,QC166010,TCP_UID,1901
TCPUID_QC049011_1881,E42_Identifier,QC049011,TCP_UID,1881
TCPUID_QC166009_1891,E42_Identifier,QC166009,TCP_UID,1891
TCPUID_QC049014_1881,E42_Identifier,QC049014,TCP_UID,1881
TCPUID_QC166015_1891,E42_Identifier,QC166015,TCP_UID,1891
TCPUID_QC166017_1901,E42_Identifier,QC166017,TCP_UID,1901
TCPUID_QC091004_1881,E42_Identifier,QC091004,TCP_UID,1881
TCPUID_QC155006_1891,E42_Identifier,QC155006,TCP_UID,1891
TCPUID_QC085008_1881,E42_Identifier,QC085008,TCP_UID,1881
TCPUID_QC085001_1881,E42_Identifier,QC085001,TCP_UID,1881
TCPUID_QC085002_1881,E42_Identifier,QC085002,TCP_UID,1881
TCPUID_QC167002_1891,E42_Identifier,QC167002,TCP_UID,1891
TCPUID_QC168002_1901,E42_Identifier,QC168002,TCP_UID,1901
TCPUID_QC173012_1911,E42_Identifier,QC173012,TCP_UID,1911
TCPUID_QC069014_1921,E42_Identifier,QC069014,TCP_UID,1921
TCPUID_QC085006_1881,E42_Identifier,QC085006,TCP_UID,1881
TCPUID_QC167009_1891,E42_Identifier,QC167009,TCP_UID,1891
TCPUID_QC168009_1901,E42_Identifier,QC168009,TCP_UID,1901
TCPUID_QC173008_1911,E42_Identifier,QC173008,TCP_UID,1911
TCPUID_QC085007_1881,E42_Identifier,QC085007,TCP_UID,1881
TCPUID_QC167010_1891,E42_Identifier,QC167010,TCP_UID,1891
TCPUID_QC050005_1881,E42_Identifier,QC050005,TCP_UID,1881
TCPUID_QC050006_1881,E42_Identifier,QC050006,TCP_UID,1881
TCPUID_QC156007_1871,E42_Identifier,QC156007,TCP_UID,1871
TCPUID_QC050009_1881,E42_Identifier,QC050009,TCP_UID,1881
TCPUID_QC050007_1881,E42_Identifier,QC050007,TCP_UID,1881
TCPUID_QC168008_1891,E42_Identifier,QC168008,TCP_UID,1891
TCPUID_QC169010_1901,E42_Identifier,QC169010,TCP_UID,1901
TCPUID_QC050008_1881,E42_Identifier,QC050008,TCP_UID,1881
TCPUID_QC050003_1881,E42_Identifier,QC050003,TCP_UID,1881
TCPUID_QC168010_1891,E42_Identifier,QC168010,TCP_UID,1891
TCPUID_QC156004_1871,E42_Identifier,QC156004,TCP_UID,1871
TCPUID_QC050004_1881,E42_Identifier,QC050004,TCP_UID,1881
TCPUID_QC050011_1881,E42_Identifier,QC050011,TCP_UID,1881
TCPUID_QC050012_1881,E42_Identifier,QC050012,TCP_UID,1881
TCPUID_QC101002_1871,E42_Identifier,QC101002,TCP_UID,1871
TCPUID_QC089002_1881,E42_Identifier,QC089002,TCP_UID,1881
TCPUID_QC170008_1891,E42_Identifier,QC170008,TCP_UID,1891
TCPUID_QC171008_1901,E42_Identifier,QC171008,TCP_UID,1901
TCPUID_QC176009_1911,E42_Identifier,QC176009,TCP_UID,1911
