identifier_id:ID,:LABEL,value,identifier_type,year:int
TCPUID_QC049003_1861,E42_Identifier,QC049003,TCP_UID,1861
TCPUID_QC110003_1871,E42_Identifier,QC110003,TCP_UID,1871
TCPUID_QC049004_1861,E42_Identifier,QC049004,TCP_UID,1861
TCPUID_QC110004_1871,E42_Identifier,QC110004,TCP_UID,1871
TCPUID_QC110002_1871,E42_Identifier,QC110002,TCP_UID,1871
TCPUID_QC049008_1861,E42_Identifier,QC049008,TCP_UID,1861
TCPUID_QC110001_1871,E42_Identifier,QC110001,TCP_UID,1871
TCPUID_QC074003_1881,E42_Identifier,QC074003,TCP_UID,1881
TCPUID_QC141006_1871,E42_Identifier,QC141006,TCP_UID,1871
TCPUID_QC056007_1881,E42_Identifier,QC056007,TCP_UID,1881
TCPUID_QC191004_1891,E42_Identifier,QC191004,TCP_UID,1891
TCPUID_QC195004_1901,E42_Identifier,QC195004,TCP_UID,1901
TCPUID_QC141004_1871,E42_Identifier,QC141004,TCP_UID,1871
TCPUID_QC056005_1881,E42_Identifier,QC056005,TCP_UID,1881
TCPUID_QC191006_1891,E42_Identifier,QC191006,TCP_UID,1891
TCPUID_QC141003_1871,E42_Identifier,QC141003,TCP_UID,1871
TCPUID_QC056004_1881,E42_Identifier,QC056004,TCP_UID,1881
TCPUID_QC141002_1871,E42_Identifier,QC141002,TCP_UID,1871
TCPUID_QC056002_1881,E42_Identifier,QC056002,TCP_UID,1881
TCPUID_QC191010_1891,E42_Identifier,QC191010,TCP_UID,1891
TCPUID_QC195012_1901,E42_Identifier,QC195012,TCP_UID,1901
TCPUID_QC200015_1911,E42_Identifier,QC200015,TCP_UID,1911
TCPUID_QC090018_1921,E42_Identifier,QC090018,TCP_UID,1921
TCPUID_QC054009_1861,E42_Identifier,QC054009,TCP_UID,1861
TCPUID_QC166005_1871,E42_Identifier,QC166005,TCP_UID,1871
TCPUID_QC041006_1881,E42_Identifier,QC041006,TCP_UID,1881
TCPUID_QC192003_1891,E42_Identifier,QC192003,TCP_UID,1891
TCPUID_QC196003_1901,E42_Identifier,QC196003,TCP_UID,1901
TCPUID_QC201024_1911,E42_Identifier,QC201024,TCP_UID,1911
TCPUID_QC166004_1871,E42_Identifier,QC166004,TCP_UID,1871
TCPUID_QC041007_1881,E42_Identifier,QC041007,TCP_UID,1881
TCPUID_QC192002_1891,E42_Identifier,QC192002,TCP_UID,1891
TCPUID_QC196002_1901,E42_Identifier,QC196002,TCP_UID,1901
TCPUID_QC201002_1911,E42_Identifier,QC201002,TCP_UID,1911
TCPUID_QC054004_1861,E42_Identifier,QC054004,TCP_UID,1861
TCPUID_QC166006_1871,E42_Identifier,QC166006,TCP_UID,1871
TCPUID_QC041008_1881,E42_Identifier,QC041008,TCP_UID,1881
TCPUID_QC054005_1861,E42_Identifier,QC054005,TCP_UID,1861
TCPUID_QC166001_1871,E42_Identifier,QC166001,TCP_UID,1871
TCPUID_QC041003_1881,E42_Identifier,QC041003,TCP_UID,1881
TCPUID_QC192008_1891,E42_Identifier,QC192008,TCP_UID,1891
TCPUID_QC196008_1901,E42_Identifier,QC196008,TCP_UID,1901
TCPUID_QC201006_1911,E42_Identifier,QC201006,TCP_UID,1911
TCPUID_QC095006_1921,E42_Identifier,QC095006,TCP_UID,1921
TCPUID_QC054006_1861,E42_Identifier,QC054006,TCP_UID,1861
TCPUID_QC166009_1871,E42_Identifier,QC166009,TCP_UID,1871
TCPUID_QC041004_1881,E42_Identifier,QC041004,TCP_UID,1881
TCPUID_QC192011_1891,E42_Identifier,QC192011,TCP_UID,1891
TCPUID_QC196010_1901,E42_Identifier,QC196010,TCP_UID,1901
TCPUID_QC201008_1911,E42_Identifier,QC201008,TCP_UID,1911
TCPUID_QC095007_1921,E42_Identifier,QC095007,TCP_UID,1921
TCPUID_QC054008_1861,E42_Identifier,QC054008,TCP_UID,1861
TCPUID_QC166007_1871,E42_Identifier,QC166007,TCP_UID,1871
TCPUID_QC054014_1861,E42_Identifier,QC054014,TCP_UID,1861
TCPUID_QC166012_1871,E42_Identifier,QC166012,TCP_UID,1871
TCPUID_QC166013_1871,E42_Identifier,QC166013,TCP_UID,1871
TCPUID_QC099014_1871,E42_Identifier,QC099014,TCP_UID,1871
TCPUID_QC099015_1871,E42_Identifier,QC099015,TCP_UID,1871
TCPUID_QC055008_1861,E42_Identifier,QC055008,TCP_UID,1861
TCPUID_QC099007_1871,E42_Identifier,QC099007,TCP_UID,1871
TCPUID_QC094007_1881,E42_Identifier,QC094007,TCP_UID,1881
TCPUID_QC193015_1891,E42_Identifier,QC193015,TCP_UID,1891
TCPUID_QC197016_1901,E42_Identifier,QC197016,TCP_UID,1901
TCPUID_QC202014_1911,E42_Identifier,QC202014,TCP_UID,1911
TCPUID_QC099008_1871,E42_Identifier,QC099008,TCP_UID,1871
TCPUID_QC129001_1871,E42_Identifier,QC129001,TCP_UID,1871
TCPUID_QC084002_1881,E42_Identifier,QC084002,TCP_UID,1881
TCPUID_QC187001_1891,E42_Identifier,QC187001,TCP_UID,1891
TCPUID_QC198006_1901,E42_Identifier,QC198006,TCP_UID,1901
TCPUID_QC203002_1911,E42_Identifier,QC203002,TCP_UID,1911
TCPUID_QC129004_1871,E42_Identifier,QC129004,TCP_UID,1871
TCPUID_QC084008_1881,E42_Identifier,QC084008,TCP_UID,1881
TCPUID_QC129007_1871,E42_Identifier,QC129007,TCP_UID,1871
TCPUID_QC084005_1881,E42_Identifier,QC084005,TCP_UID,1881
TCPUID_QC052003_1861,E42_Identifier,QC052003,TCP_UID,1861
TCPUID_QC129006_1871,E42_Identifier,QC129006,TCP_UID,1871
TCPUID_QC129005_1871,E42_Identifier,QC129005,TCP_UID,1871
TCPUID_QC129002_1871,E42_Identifier,QC129002,TCP_UID,1871
TCPUID_QC084001_1881,E42_Identifier,QC084001,TCP_UID,1881
TCPUID_QC093006_1871,E42_Identifier,QC093006,TCP_UID,1871
TCPUID_QC093012_1871,E42_Identifier,QC093012,TCP_UID,1871
TCPUID_QC097037_1881,E42_Identifier,QC097037,TCP_UID,1881
TCPUID_QC176049_1891,E42_Identifier,QC176049,TCP_UID,1891
TCPUID_QC039003_1861,E42_Identifier,QC039003,TCP_UID,1861
TCPUID_QC093003_1871,E42_Identifier,QC093003,TCP_UID,1871
TCPUID_QC097026_1881,E42_Identifier,QC097026,TCP_UID,1881
TCPUID_QC134008_1871,E42_Identifier,QC134008,TCP_UID,1871
TCPUID_QC057008_1881,E42_Identifier,QC057008,TCP_UID,1881
TCPUID_QC197003_1891,E42_Identifier,QC197003,TCP_UID,1891
TCPUID_QC134007_1871,E42_Identifier,QC134007,TCP_UID,1871
TCPUID_QC136002_1871,E42_Identifier,QC136002,TCP_UID,1871
TCPUID_QC052004_1881,E42_Identifier,QC052004,TCP_UID,1881
TCPUID_QC153015_1891,E42_Identifier,QC153015,TCP_UID,1891
TCPUID_QC153009_1901,E42_Identifier,QC153009,TCP_UID,1901
TCPUID_QC136001_1871,E42_Identifier,QC136001,TCP_UID,1871
TCPUID_QC052002_1881,E42_Identifier,QC052002,TCP_UID,1881
TCPUID_QC153021_1891,E42_Identifier,QC153021,TCP_UID,1891
TCPUID_QC134006_1871,E42_Identifier,QC134006,TCP_UID,1871
TCPUID_QC057007_1881,E42_Identifier,QC057007,TCP_UID,1881
TCPUID_QC134002_1871,E42_Identifier,QC134002,TCP_UID,1871
TCPUID_QC103009_1871,E42_Identifier,QC103009,TCP_UID,1871
TCPUID_QC019008_1861,E42_Identifier,QC019008,TCP_UID,1861
TCPUID_QC170004_1871,E42_Identifier,QC170004,TCP_UID,1871
TCPUID_QC171001_1871,E42_Identifier,QC171001,TCP_UID,1871
TCPUID_QC004004_1861,E42_Identifier,QC004004,TCP_UID,1861
TCPUID_QC122005_1871,E42_Identifier,QC122005,TCP_UID,1871
TCPUID_QC168009_1871,E42_Identifier,QC168009,TCP_UID,1871
TCPUID_QC140003_1871,E42_Identifier,QC140003,TCP_UID,1871
TCPUID_QC166010_1871,E42_Identifier,QC166010,TCP_UID,1871
TCPUID_QC131003_1871,E42_Identifier,QC131003,TCP_UID,1871
TCPUID_QC083003_1881,E42_Identifier,QC083003,TCP_UID,1881
TCPUID_QC194004_1891,E42_Identifier,QC194004,TCP_UID,1891
TCPUID_QC198005_1901,E42_Identifier,QC198005,TCP_UID,1901
TCPUID_QC144006_1871,E42_Identifier,QC144006,TCP_UID,1871
TCPUID_QC080001_1881,E42_Identifier,QC080001,TCP_UID,1881
TCPUID_QC180002_1891,E42_Identifier,QC180002,TCP_UID,1891
TCPUID_QC185002_1901,E42_Identifier,QC185002,TCP_UID,1901
TCPUID_QC005999_1861,E42_Identifier,QC005999,TCP_UID,1861
TCPUID_QC157008_1871,E42_Identifier,QC157008,TCP_UID,1871
TCPUID_QC158999_1871,E42_Identifier,QC158999,TCP_UID,1871
TCPUID_QC048999_1881,E42_Identifier,QC048999,TCP_UID,1881
TCPUID_QC139999_1891,E42_Identifier,QC139999,TCP_UID,1891
TCPUID_QC028002_1861,E42_Identifier,QC028002,TCP_UID,1861
TCPUID_QC098001_1871,E42_Identifier,QC098001,TCP_UID,1871
TCPUID_QC093005_1881,E42_Identifier,QC093005,TCP_UID,1881
TCPUID_QC163001_1891,E42_Identifier,QC163001,TCP_UID,1891
TCPUID_QC163006_1901,E42_Identifier,QC163006,TCP_UID,1901
TCPUID_QC168004_1911,E42_Identifier,QC168004,TCP_UID,1911
TCPUID_QC098004_1871,E42_Identifier,QC098004,TCP_UID,1871
TCPUID_QC093004_1881,E42_Identifier,QC093004,TCP_UID,1881
TCPUID_QC163003_1891,E42_Identifier,QC163003,TCP_UID,1891
TCPUID_QC143999_1871,E42_Identifier,QC143999,TCP_UID,1871
TCPUID_QC138001_1871,E42_Identifier,QC138001,TCP_UID,1871
TCPUID_QC053010_1881,E42_Identifier,QC053010,TCP_UID,1881
TCPUID_QC127007_1871,E42_Identifier,QC127007,TCP_UID,1871
TCPUID_QC127008_1871,E42_Identifier,QC127008,TCP_UID,1871
TCPUID_QC059008_1881,E42_Identifier,QC059008,TCP_UID,1881
TCPUID_QC188006_1891,E42_Identifier,QC188006,TCP_UID,1891
TCPUID_QC192006_1901,E42_Identifier,QC192006,TCP_UID,1901
TCPUID_QC197016_1911,E42_Identifier,QC197016,TCP_UID,1911
TCPUID_QC087016_1921,E42_Identifier,QC087016,TCP_UID,1921
TCPUID_QC119001_1871,E42_Identifier,QC119001,TCP_UID,1871
TCPUID_QC066002_1881,E42_Identifier,QC066002,TCP_UID,1881
TCPUID_QC152999_1871,E42_Identifier,QC152999,TCP_UID,1871
TCPUID_QC151999_1871,E42_Identifier,QC151999,TCP_UID,1871
TCPUID_QC015018_1861,E42_Identifier,QC015018,TCP_UID,1861
TCPUID_QC150001_1871,E42_Identifier,QC150001,TCP_UID,1871
TCPUID_QC076012_1881,E42_Identifier,QC076012,TCP_UID,1881
TCPUID_QC158007_1871,E42_Identifier,QC158007,TCP_UID,1871
TCPUID_QC160005_1871,E42_Identifier,QC160005,TCP_UID,1871
TCPUID_QC047011_1881,E42_Identifier,QC047011,TCP_UID,1881
TCPUID_QC018003_1861,E42_Identifier,QC018003,TCP_UID,1861
TCPUID_QC136011_1871,E42_Identifier,QC136011,TCP_UID,1871
TCPUID_QC136012_1871,E42_Identifier,QC136012,TCP_UID,1871
TCPUID_QC095001_1871,E42_Identifier,QC095001,TCP_UID,1871
TCPUID_QC095002_1871,E42_Identifier,QC095002,TCP_UID,1871
TCPUID_QC097012_1881,E42_Identifier,QC097012,TCP_UID,1881
TCPUID_QC176041_1891,E42_Identifier,QC176041,TCP_UID,1891
TCPUID_QC095009_1871,E42_Identifier,QC095009,TCP_UID,1871
TCPUID_QC166999_1871,E42_Identifier,QC166999,TCP_UID,1871
TCPUID_QC147004_1871,E42_Identifier,QC147004,TCP_UID,1871
TCPUID_QC147003_1871,E42_Identifier,QC147003,TCP_UID,1871
TCPUID_QC118006_1871,E42_Identifier,QC118006,TCP_UID,1871
TCPUID_QC118007_1871,E42_Identifier,QC118007,TCP_UID,1871
TCPUID_QC133999_1871,E42_Identifier,QC133999,TCP_UID,1871
TCPUID_QC133009_1871,E42_Identifier,QC133009,TCP_UID,1871
TCPUID_QC130001_1871,E42_Identifier,QC130001,TCP_UID,1871
TCPUID_QC130003_1871,E42_Identifier,QC130003,TCP_UID,1871
TCPUID_QC130004_1871,E42_Identifier,QC130004,TCP_UID,1871
TCPUID_QC130005_1871,E42_Identifier,QC130005,TCP_UID,1871
TCPUID_QC130006_1871,E42_Identifier,QC130006,TCP_UID,1871
TCPUID_QC130999_1871,E42_Identifier,QC130999,TCP_UID,1871
TCPUID_QC130002_1871,E42_Identifier,QC130002,TCP_UID,1871
TCPUID_QC152010_1871,E42_Identifier,QC152010,TCP_UID,1871
TCPUID_QC133003_1871,E42_Identifier,QC133003,TCP_UID,1871
TCPUID_QC024002_1861,E42_Identifier,QC024002,TCP_UID,1861
TCPUID_QC108002_1871,E42_Identifier,QC108002,TCP_UID,1871
TCPUID_QC165015_1871,E42_Identifier,QC165015,TCP_UID,1871
TCPUID_QC039015_1861,E42_Identifier,QC039015,TCP_UID,1861
TCPUID_QC094005_1871,E42_Identifier,QC094005,TCP_UID,1871
TCPUID_QC095003_1871,E42_Identifier,QC095003,TCP_UID,1871
TCPUID_QC094006_1871,E42_Identifier,QC094006,TCP_UID,1871
TCPUID_QC029001_1861,E42_Identifier,QC029001,TCP_UID,1861
TCPUID_QC153003_1871,E42_Identifier,QC153003,TCP_UID,1871
TCPUID_QC153002_1871,E42_Identifier,QC153002,TCP_UID,1871
TCPUID_QC153004_1871,E42_Identifier,QC153004,TCP_UID,1871
TCPUID_QC046002_1881,E42_Identifier,QC046002,TCP_UID,1881
TCPUID_QC164001_1891,E42_Identifier,QC164001,TCP_UID,1891
TCPUID_QC164001_1901,E42_Identifier,QC164001,TCP_UID,1901
TCPUID_QC169016_1911,E42_Identifier,QC169016,TCP_UID,1911
TCPUID_QC066016_1921,E42_Identifier,QC066016,TCP_UID,1921
TCPUID_QC153006_1871,E42_Identifier,QC153006,TCP_UID,1871
TCPUID_QC153001_1871,E42_Identifier,QC153001,TCP_UID,1871
TCPUID_QC125012_1871,E42_Identifier,QC125012,TCP_UID,1871
TCPUID_QC065009_1881,E42_Identifier,QC065009,TCP_UID,1881
TCPUID_QC169005_1891,E42_Identifier,QC169005,TCP_UID,1891
TCPUID_QC170005_1901,E42_Identifier,QC170005,TCP_UID,1901
TCPUID_QC144008_1871,E42_Identifier,QC144008,TCP_UID,1871
TCPUID_QC144009_1871,E42_Identifier,QC144009,TCP_UID,1871
TCPUID_QC093017_1871,E42_Identifier,QC093017,TCP_UID,1871
TCPUID_QC002012_1861,E42_Identifier,QC002012,TCP_UID,1861
TCPUID_QC096004_1871,E42_Identifier,QC096004,TCP_UID,1871
TCPUID_QC002006_1861,E42_Identifier,QC002006,TCP_UID,1861
TCPUID_QC096009_1871,E42_Identifier,QC096009,TCP_UID,1871
TCPUID_QC137007_1871,E42_Identifier,QC137007,TCP_UID,1871
TCPUID_QC052018_1881,E42_Identifier,QC052018,TCP_UID,1881
TCPUID_QC005006_1861,E42_Identifier,QC005006,TCP_UID,1861
TCPUID_QC005008_1861,E42_Identifier,QC005008,TCP_UID,1861
TCPUID_QC015001_1861,E42_Identifier,QC015001,TCP_UID,1861
TCPUID_QC150003_1871,E42_Identifier,QC150003,TCP_UID,1871
TCPUID_QC015007_1861,E42_Identifier,QC015007,TCP_UID,1861
TCPUID_QC150011_1871,E42_Identifier,QC150011,TCP_UID,1871
TCPUID_QC015022_1861,E42_Identifier,QC015022,TCP_UID,1861
TCPUID_QC150999_1871,E42_Identifier,QC150999,TCP_UID,1871
TCPUID_QC015016_1861,E42_Identifier,QC015016,TCP_UID,1861
TCPUID_QC015009_1861,E42_Identifier,QC015009,TCP_UID,1861
TCPUID_QC150010_1871,E42_Identifier,QC150010,TCP_UID,1871
TCPUID_QC015010_1861,E42_Identifier,QC015010,TCP_UID,1861
TCPUID_QC015013_1861,E42_Identifier,QC015013,TCP_UID,1861
TCPUID_QC164005_1871,E42_Identifier,QC164005,TCP_UID,1871
TCPUID_QC043006_1881,E42_Identifier,QC043006,TCP_UID,1881
TCPUID_QC102005_1871,E42_Identifier,QC102005,TCP_UID,1871
TCPUID_QC087012_1881,E42_Identifier,QC087012,TCP_UID,1881
TCPUID_QC102013_1871,E42_Identifier,QC102013,TCP_UID,1871
TCPUID_QC165014_1871,E42_Identifier,QC165014,TCP_UID,1871
TCPUID_QC165013_1871,E42_Identifier,QC165013,TCP_UID,1871
TCPUID_QC042012_1881,E42_Identifier,QC042012,TCP_UID,1881
TCPUID_QC026013_1861,E42_Identifier,QC026013,TCP_UID,1861
TCPUID_QC165011_1871,E42_Identifier,QC165011,TCP_UID,1871
TCPUID_QC026001_1861,E42_Identifier,QC026001,TCP_UID,1861
TCPUID_QC165002_1871,E42_Identifier,QC165002,TCP_UID,1871
TCPUID_QC042002_1881,E42_Identifier,QC042002,TCP_UID,1881
TCPUID_QC035002_1861,E42_Identifier,QC035002,TCP_UID,1861
TCPUID_QC163008_1871,E42_Identifier,QC163008,TCP_UID,1871
TCPUID_QC044006_1881,E42_Identifier,QC044006,TCP_UID,1881
TCPUID_QC035004_1861,E42_Identifier,QC035004,TCP_UID,1861
TCPUID_QC035003_1861,E42_Identifier,QC035003,TCP_UID,1861
TCPUID_QC163007_1871,E42_Identifier,QC163007,TCP_UID,1871
TCPUID_QC035010_1861,E42_Identifier,QC035010,TCP_UID,1861
TCPUID_QC163004_1871,E42_Identifier,QC163004,TCP_UID,1871
TCPUID_QC095999_1871,E42_Identifier,QC095999,TCP_UID,1871
TCPUID_QC093016_1871,E42_Identifier,QC093016,TCP_UID,1871
TCPUID_QC094008_1871,E42_Identifier,QC094008,TCP_UID,1871
TCPUID_QC094009_1871,E42_Identifier,QC094009,TCP_UID,1871
TCPUID_QC092007_1871,E42_Identifier,QC092007,TCP_UID,1871
TCPUID_QC092008_1871,E42_Identifier,QC092008,TCP_UID,1871
TCPUID_QC091009_1871,E42_Identifier,QC091009,TCP_UID,1871
TCPUID_QC117002_1871,E42_Identifier,QC117002,TCP_UID,1871
TCPUID_QC068002_1881,E42_Identifier,QC068002,TCP_UID,1881
TCPUID_QC186006_1891,E42_Identifier,QC186006,TCP_UID,1891
TCPUID_QC054001_1861,E42_Identifier,QC054001,TCP_UID,1861
TCPUID_QC166014_1871,E42_Identifier,QC166014,TCP_UID,1871
TCPUID_QC131005_1871,E42_Identifier,QC131005,TCP_UID,1871
TCPUID_QC099009_1871,E42_Identifier,QC099009,TCP_UID,1871
TCPUID_QC059002_1861,E42_Identifier,QC059002,TCP_UID,1861
TCPUID_QC140001_1871,E42_Identifier,QC140001,TCP_UID,1871
TCPUID_QC152001_1871,E42_Identifier,QC152001,TCP_UID,1871
TCPUID_QC152002_1871,E42_Identifier,QC152002,TCP_UID,1871
TCPUID_QC152009_1871,E42_Identifier,QC152009,TCP_UID,1871
TCPUID_QC152011_1871,E42_Identifier,QC152011,TCP_UID,1871
TCPUID_QC152007_1871,E42_Identifier,QC152007,TCP_UID,1871
TCPUID_QC152008_1871,E42_Identifier,QC152008,TCP_UID,1871
TCPUID_QC170003_1871,E42_Identifier,QC170003,TCP_UID,1871
TCPUID_QC039003_1881,E42_Identifier,QC039003,TCP_UID,1881
TCPUID_QC154018_1891,E42_Identifier,QC154018,TCP_UID,1891
TCPUID_QC040002_1861,E42_Identifier,QC040002,TCP_UID,1861
TCPUID_QC151001_1871,E42_Identifier,QC151001,TCP_UID,1871
TCPUID_QC076001_1881,E42_Identifier,QC076001,TCP_UID,1881
TCPUID_QC149038_1891,E42_Identifier,QC149038,TCP_UID,1891
TCPUID_QC020999_1861,E42_Identifier,QC020999,TCP_UID,1861
TCPUID_QC107999_1871,E42_Identifier,QC107999,TCP_UID,1871
TCPUID_QC012012_1861,E42_Identifier,QC012012,TCP_UID,1861
TCPUID_QC133004_1871,E42_Identifier,QC133004,TCP_UID,1871
TCPUID_QC133008_1871,E42_Identifier,QC133008,TCP_UID,1871
TCPUID_NT193017_1881,E42_Identifier,NT193017,TCP_UID,1881
TCPUID_MB187001_1881,E42_Identifier,MB187001,TCP_UID,1881
TCPUID_QC084009_1881,E42_Identifier,QC084009,TCP_UID,1881
TCPUID_NT193016_1881,E42_Identifier,NT193016,TCP_UID,1881
TCPUID_NT193002_1881,E42_Identifier,NT193002,TCP_UID,1881
TCPUID_NT193003_1881,E42_Identifier,NT193003,TCP_UID,1881
TCPUID_NT193007_1881,E42_Identifier,NT193007,TCP_UID,1881
TCPUID_NT193001_1881,E42_Identifier,NT193001,TCP_UID,1881
TCPUID_NT193004_1881,E42_Identifier,NT193004,TCP_UID,1881
TCPUID_NT193011_1881,E42_Identifier,NT193011,TCP_UID,1881
TCPUID_NT193010_1881,E42_Identifier,NT193010,TCP_UID,1881
TCPUID_NT193005_1881,E42_Identifier,NT193005,TCP_UID,1881
TCPUID_NT193009_1881,E42_Identifier,NT193009,TCP_UID,1881
TCPUID_NT193006_1881,E42_Identifier,NT193006,TCP_UID,1881
TCPUID_NT193012_1881,E42_Identifier,NT193012,TCP_UID,1881
TCPUID_NT193008_1881,E42_Identifier,NT193008,TCP_UID,1881
TCPUID_NT193013_1881,E42_Identifier,NT193013,TCP_UID,1881
TCPUID_NT193014_1881,E42_Identifier,NT193014,TCP_UID,1881
TCPUID_NT193999_1881,E42_Identifier,NT193999,TCP_UID,1881
TCPUID_NT193015_1881,E42_Identifier,NT193015,TCP_UID,1881
TCPUID_NT193018_1881,E42_Identifier,NT193018,TCP_UID,1881
TCPUID_BC190004_1881,E42_Identifier,BC190004,TCP_UID,1881
TCPUID_BC190005_1881,E42_Identifier,BC190005,TCP_UID,1881
TCPUID_BC191001_1881,E42_Identifier,BC191001,TCP_UID,1881
TCPUID_BC004003_1891,E42_Identifier,BC004003,TCP_UID,1891
TCPUID_BC191003_1881,E42_Identifier,BC191003,TCP_UID,1881
TCPUID_BC004001_1891,E42_Identifier,BC004001,TCP_UID,1891
TCPUID_BC191004_1881,E42_Identifier,BC191004,TCP_UID,1881
TCPUID_BC004006_1891,E42_Identifier,BC004006,TCP_UID,1891
TCPUID_BC004003_1901,E42_Identifier,BC004003,TCP_UID,1901
TCPUID_BC191002_1881,E42_Identifier,BC191002,TCP_UID,1881
TCPUID_BC004002_1891,E42_Identifier,BC004002,TCP_UID,1891
TCPUID_BC191005_1881,E42_Identifier,BC191005,TCP_UID,1881
TCPUID_BC192004_1881,E42_Identifier,BC192004,TCP_UID,1881
TCPUID_BC003012_1891,E42_Identifier,BC003012,TCP_UID,1891
TCPUID_BC192005_1881,E42_Identifier,BC192005,TCP_UID,1881
TCPUID_BC188001_1881,E42_Identifier,BC188001,TCP_UID,1881
TCPUID_BC190003_1881,E42_Identifier,BC190003,TCP_UID,1881
TCPUID_BC190001_1881,E42_Identifier,BC190001,TCP_UID,1881
TCPUID_BC192003_1881,E42_Identifier,BC192003,TCP_UID,1881
TCPUID_BC192001_1881,E42_Identifier,BC192001,TCP_UID,1881
TCPUID_BC188002_1881,E42_Identifier,BC188002,TCP_UID,1881
TCPUID_BC190002_1881,E42_Identifier,BC190002,TCP_UID,1881
TCPUID_BC192006_1881,E42_Identifier,BC192006,TCP_UID,1881
TCPUID_BC189005_1881,E42_Identifier,BC189005,TCP_UID,1881
TCPUID_BC192002_1881,E42_Identifier,BC192002,TCP_UID,1881
TCPUID_BC189003_1881,E42_Identifier,BC189003,TCP_UID,1881
TCPUID_BC189004_1881,E42_Identifier,BC189004,TCP_UID,1881
TCPUID_BC001005_1891,E42_Identifier,BC001005,TCP_UID,1891
TCPUID_BC189002_1881,E42_Identifier,BC189002,TCP_UID,1881
TCPUID_BC188004_1881,E42_Identifier,BC188004,TCP_UID,1881
TCPUID_BC189001_1881,E42_Identifier,BC189001,TCP_UID,1881
TCPUID_BC189006_1881,E42_Identifier,BC189006,TCP_UID,1881
TCPUID_BC188003_1881,E42_Identifier,BC188003,TCP_UID,1881
TCPUID_MB184002_1881,E42_Identifier,MB184002,TCP_UID,1881
TCPUID_MB008003_1891,E42_Identifier,MB008003,TCP_UID,1891
TCPUID_MB010002_1901,E42_Identifier,MB010002,TCP_UID,1901
TCPUID_MB184003_1881,E42_Identifier,MB184003,TCP_UID,1881
TCPUID_MB186008_1881,E42_Identifier,MB186008,TCP_UID,1881
TCPUID_MB184999_1881,E42_Identifier,MB184999,TCP_UID,1881
TCPUID_MB184001_1881,E42_Identifier,MB184001,TCP_UID,1881
TCPUID_MB186009_1881,E42_Identifier,MB186009,TCP_UID,1881
TCPUID_MB184004_1881,E42_Identifier,MB184004,TCP_UID,1881
TCPUID_MB186007_1881,E42_Identifier,MB186007,TCP_UID,1881
TCPUID_MB184005_1881,E42_Identifier,MB184005,TCP_UID,1881
TCPUID_MB184006_1881,E42_Identifier,MB184006,TCP_UID,1881
TCPUID_MB187005_1881,E42_Identifier,MB187005,TCP_UID,1881
TCPUID_MB183004_1881,E42_Identifier,MB183004,TCP_UID,1881
TCPUID_MB186010_1881,E42_Identifier,MB186010,TCP_UID,1881
TCPUID_MB186011_1881,E42_Identifier,MB186011,TCP_UID,1881
TCPUID_MB183005_1881,E42_Identifier,MB183005,TCP_UID,1881
TCPUID_MB183001_1881,E42_Identifier,MB183001,TCP_UID,1881
TCPUID_MB183003_1881,E42_Identifier,MB183003,TCP_UID,1881
TCPUID_MB183002_1881,E42_Identifier,MB183002,TCP_UID,1881
TCPUID_MB186005_1881,E42_Identifier,MB186005,TCP_UID,1881
TCPUID_MB185001_1881,E42_Identifier,MB185001,TCP_UID,1881
TCPUID_MB006016_1891,E42_Identifier,MB006016,TCP_UID,1891
TCPUID_MB186004_1881,E42_Identifier,MB186004,TCP_UID,1881
TCPUID_MB186006_1881,E42_Identifier,MB186006,TCP_UID,1881
TCPUID_MB185002_1881,E42_Identifier,MB185002,TCP_UID,1881
TCPUID_MB185003_1881,E42_Identifier,MB185003,TCP_UID,1881
TCPUID_MB186012_1881,E42_Identifier,MB186012,TCP_UID,1881
TCPUID_MB186001_1881,E42_Identifier,MB186001,TCP_UID,1881
TCPUID_MB185004_1881,E42_Identifier,MB185004,TCP_UID,1881
TCPUID_MB006009_1891,E42_Identifier,MB006009,TCP_UID,1891
TCPUID_MB011009_1901,E42_Identifier,MB011009,TCP_UID,1901
TCPUID_MB186002_1881,E42_Identifier,MB186002,TCP_UID,1881
TCPUID_MB187004_1881,E42_Identifier,MB187004,TCP_UID,1881
TCPUID_MB186003_1881,E42_Identifier,MB186003,TCP_UID,1881
TCPUID_ON182005_1881,E42_Identifier,ON182005,TCP_UID,1881
TCPUID_ON046062_1891,E42_Identifier,ON046062,TCP_UID,1891
TCPUID_ON044096_1901,E42_Identifier,ON044096,TCP_UID,1901
TCPUID_ON054050_1911,E42_Identifier,ON054050,TCP_UID,1911
TCPUID_ON182006_1881,E42_Identifier,ON182006,TCP_UID,1881
TCPUID_ON046051_1891,E42_Identifier,ON046051,TCP_UID,1891
TCPUID_ON044085_1901,E42_Identifier,ON044085,TCP_UID,1901
TCPUID_ON054012_1911,E42_Identifier,ON054012,TCP_UID,1911
TCPUID_ON182003_1881,E42_Identifier,ON182003,TCP_UID,1881
TCPUID_ON046045_1891,E42_Identifier,ON046045,TCP_UID,1891
TCPUID_ON044080_1901,E42_Identifier,ON044080,TCP_UID,1901
TCPUID_ON054003_1911,E42_Identifier,ON054003,TCP_UID,1911
TCPUID_ON182004_1881,E42_Identifier,ON182004,TCP_UID,1881
TCPUID_ON046060_1891,E42_Identifier,ON046060,TCP_UID,1891
