presence_id:ID,cd_id,census_year:int,area_sqm:float,num_csds:int,:LABEL
CD_ON_Algoma_E_1911,CD_ON_Algoma_E,1911,185598515465.14,67,E93_Presence
CD_ON_Algoma_W-O_1911,CD_ON_Algoma_W-O,1911,47353382317.39,37,E93_Presence
CD_NS_Annapolis_1911,CD_NS_Annapolis,1911,3516176118.91,30,E93_Presence
CD_NS_Antigonish_1911,CD_NS_Antigonish,1911,1561894003.41,17,E93_Presence
CD_QC_Argenteuil_1911,CD_QC_Argenteuil,1911,2041411461.73,15,E93_Presence
CD_SK_Assiniboia_1911,CD_SK_Assiniboia,1911,19283679405.64,35,E93_Presence
CD_QC_Bagot_1911,CD_QC_Bagot,1911,912576986.61,16,E93_Presence
CD_SK_Battleford_1911,CD_SK_Battleford,1911,138655553210.4,53,E93_Presence
CD_QC_Beauce_1911,CD_QC_Beauce,1911,5158334933.08,39,E93_Presence
CD_QC_Beauharnois_1911,CD_QC_Beauharnois,1911,393990597.71,8,E93_Presence
CD_QC_Bellechasse_1911,CD_QC_Bellechasse,1911,1768292876.14,16,E93_Presence
CD_QC_Berthier_1911,CD_QC_Berthier,1911,5636492931.51,15,E93_Presence
CD_QC_Bonaventure_1911,CD_QC_Bonaventure,1911,9013421926.09,22,E93_Presence
CD_MB_Brandon_1911,CD_MB_Brandon,1911,7516695552.8,11,E93_Presence
CD_ON_Brant_1911,CD_ON_Brant,1911,933102348.81,6,E93_Presence
CD_ON_Brantford_1911,CD_ON_Brantford,1911,233791544.2,3,E93_Presence
CD_ON_Brockville_1911,CD_ON_Brockville,1911,775557882.45,5,E93_Presence
CD_QC_Brome_1911,CD_QC_Brome,1911,1312195385.53,9,E93_Presence
CD_ON_Bruce_N_1911,CD_ON_Bruce_N,1911,2531588880.37,16,E93_Presence
CD_ON_Bruce_S_1911,CD_ON_Bruce_S,1911,1812201802.61,12,E93_Presence
CD_AB_Calgary_1911,CD_AB_Calgary,1911,14554475670.27,19,E93_Presence
CD_NS_Cape_Breton_N._&_Victoria_1911,CD_NS_Cape_Breton_N._&_Victoria,1911,3723890383.17,28,E93_Presence
CD_NS_Cape_Breton_S._1911,CD_NS_Cape_Breton_S.,1911,2027216870.58,21,E93_Presence
CD_NB_Carleton_1911,CD_NB_Carleton,1911,3427847678.67,12,E93_Presence
CD_ON_Carleton_1911,CD_ON_Carleton,1911,1780678059.39,14,E93_Presence
CD_QC_Chambly_&_Verchères_1911,CD_QC_Chambly_&_Verchères,1911,923573225.33,24,E93_Presence
CD_QC_Champlain_1911,CD_QC_Champlain,1911,23163259517.23,26,E93_Presence
CD_QC_Charlevoix_1911,CD_QC_Charlevoix,1911,5878218965.56,16,E93_Presence
CD_NB_Charlotte_1911,CD_NB_Charlotte,1911,3676128975.22,19,E93_Presence
CD_QC_Chicoutimi_&_Saguenay_1911,CD_QC_Chicoutimi_&_Saguenay,1911,427105860771.22,70,E93_Presence
CD_QC_Châteauguay_1911,CD_QC_Châteauguay,1911,693171104.33,11,E93_Presence
CD_NS_Colchester_1911,CD_NS_Colchester,1911,3786859191.45,25,E93_Presence
CD_BC_Comox-Atlin_1911,CD_BC_Comox-Atlin,1911,383904078786.98,7,E93_Presence
CD_QC_Compton_1911,CD_QC_Compton,1911,3648297104.98,27,E93_Presence
CD_NS_Cumberland_1911,CD_NS_Cumberland,1911,4521900425.02,33,E93_Presence
CD_MB_Dauphin_1911,CD_MB_Dauphin,1911,67296950536.96,8,E93_Presence
CD_QC_Deux-Montagnes_1911,CD_QC_Deux-Montagnes,1911,737582427.44,14,E93_Presence
CD_NS_Digby_1911,CD_NS_Digby,1911,2801570120.55,25,E93_Presence
CD_QC_Dorchester_1911,CD_QC_Dorchester,1911,2464266489.98,19,E93_Presence
CD_QC_Drummond_&_Arthabaska_1911,CD_QC_Drummond_&_Arthabaska,1911,3217220458.65,41,E93_Presence
CD_ON_Dufferin_1911,CD_ON_Dufferin,1911,1562483669.93,9,E93_Presence
CD_ON_Dundas_1911,CD_ON_Dundas,1911,1062423685.01,8,E93_Presence
CD_ON_Durham_1911,CD_ON_Durham,1911,1709702022.99,10,E93_Presence
CD_AB_Edmonton_1911,CD_AB_Edmonton,1911,307169758191.24,19,E93_Presence
CD_ON_Elgin_E_1911,CD_ON_Elgin_E,1911,1004855114.97,8,E93_Presence
CD_ON_Elgin_W-O_1911,CD_ON_Elgin_W-O,1911,988736832.58,7,E93_Presence
CD_ON_Essex_N_1911,CD_ON_Essex_N,1911,674007074.81,9,E93_Presence
CD_ON_Essex_S_1911,CD_ON_Essex_S,1911,1320180064.62,15,E93_Presence
CD_ON_Frontenac_1911,CD_ON_Frontenac,1911,4377112628.12,18,E93_Presence
CD_QC_Gaspé_1911,CD_QC_Gaspé,1911,12137509928.49,28,E93_Presence
CD_ON_Glengarry_1911,CD_ON_Glengarry,1911,1300967157.2,7,E93_Presence
CD_NB_Gloucester_1911,CD_NB_Gloucester,1911,4843078256.83,10,E93_Presence
CD_ON_Grenville_1911,CD_ON_Grenville,1911,1267313675.91,9,E93_Presence
CD_ON_Grey_E_1911,CD_ON_Grey_E,1911,1891240246.32,9,E93_Presence
CD_ON_Grey_N_1911,CD_ON_Grey_N,1911,1277828172.23,8,E93_Presence
CD_ON_Grey_S_1911,CD_ON_Grey_S,1911,1573044928.19,9,E93_Presence
CD_NS_Guysborough_1911,CD_NS_Guysborough,1911,4385253579.81,29,E93_Presence
CD_ON_Haldimand_1911,CD_ON_Haldimand,1911,1346964344.07,15,E93_Presence
CD_NS_Halifax_City_&_County_1911,CD_NS_Halifax_City_&_County,1911,6218083302.45,48,E93_Presence
CD_ON_Halton_1911,CD_ON_Halton,1911,1022520352.75,9,E93_Presence
CD_ON_Hamilton_E_1911,CD_ON_Hamilton_E,1911,11179127.31,1,E93_Presence
CD_ON_Hamilton_W-O_1911,CD_ON_Hamilton_W-O,1911,9513344.39,1,E93_Presence
CD_NS_Hants_1911,CD_NS_Hants,1911,3253315281.09,20,E93_Presence
CD_ON_Hastings_E_1911,CD_ON_Hastings_E,1911,3551008304.75,16,E93_Presence
CD_ON_Hastings_W-O_1911,CD_ON_Hastings_W-O,1911,2838084422.52,13,E93_Presence
CD_QC_Hochelaga_1911,CD_QC_Hochelaga,1911,8813881.76,4,E93_Presence
CD_SK_Humboldt_1911,CD_SK_Humboldt,1911,30325104037.37,40,E93_Presence
CD_QC_Huntingdon_1911,CD_QC_Huntingdon,1911,987466924.51,11,E93_Presence
CD_ON_Huron_E_1911,CD_ON_Huron_E,1911,1174930607.77,9,E93_Presence
CD_ON_Huron_S_1911,CD_ON_Huron_S,1911,1309932373.75,10,E93_Presence
CD_ON_Huron_W-O_1911,CD_ON_Huron_W-O,1911,1115528114.1,7,E93_Presence
CD_NS_Inverness_1911,CD_NS_Inverness,1911,4241431972.67,28,E93_Presence
