:START_ID,:END_ID,during_period,:TYPE
ON182003_1881,CD_ON_Algoma_1881,CENSUS_1881,P10_falls_within
ON182010_1881,CD_ON_Algoma_1881,CENSUS_1881,P10_falls_within
ON182007_1881,CD_ON_Algoma_1881,CENSUS_1881,P10_falls_within
ON182006_1881,CD_ON_Algoma_1881,CENSUS_1881,P10_falls_within
ON182999_1881,CD_ON_Algoma_1881,CENSUS_1881,P10_falls_within
ON182011_1881,CD_ON_Algoma_1881,CENSUS_1881,P10_falls_within
ON182009_1881,CD_ON_Algoma_1881,CENSUS_1881,P10_falls_within
ON182001_1881,CD_ON_Algoma_1881,CENSUS_1881,P10_falls_within
ON182004_1881,CD_ON_Algoma_1881,CENSUS_1881,P10_falls_within
ON182005_1881,CD_ON_Algoma_1881,CENSUS_1881,P10_falls_within
ON182016_1881,CD_ON_Algoma_1881,CENSUS_1881,P10_falls_within
ON182015_1881,CD_ON_Algoma_1881,CENSUS_1881,P10_falls_within
ON182026_1881,CD_ON_Algoma_1881,CENSUS_1881,P10_falls_within
ON182033_1881,CD_ON_Algoma_1881,CENSUS_1881,P10_falls_within
ON182022_1881,CD_ON_Algoma_1881,CENSUS_1881,P10_falls_within
ON160001_1881,"CD_ON_Brant,_North—Nord_1881",CENSUS_1881,P10_falls_within
ON159002_1881,"CD_ON_Brant,_South—Sud_1881",CENSUS_1881,P10_falls_within
ON160003_1881,"CD_ON_Brant,_North—Nord_1881",CENSUS_1881,P10_falls_within
ON159005_1881,"CD_ON_Brant,_South—Sud_1881",CENSUS_1881,P10_falls_within
ON159003_1881,"CD_ON_Brant,_South—Sud_1881",CENSUS_1881,P10_falls_within
ON159004_1881,"CD_ON_Brant,_South—Sud_1881",CENSUS_1881,P10_falls_within
ON159001_1881,"CD_ON_Brant,_South—Sud_1881",CENSUS_1881,P10_falls_within
ON109006_1881,CD_ON_Brockville_1881,CENSUS_1881,P10_falls_within
ON109005_1881,CD_ON_Brockville_1881,CENSUS_1881,P10_falls_within
ON177006_1881,"CD_ON_Bruce,_North—Nord_1881",CENSUS_1881,P10_falls_within
ON177005_1881,"CD_ON_Bruce,_North—Nord_1881",CENSUS_1881,P10_falls_within
ON177002_1881,"CD_ON_Bruce,_North—Nord_1881",CENSUS_1881,P10_falls_within
ON177001_1881,"CD_ON_Bruce,_North—Nord_1881",CENSUS_1881,P10_falls_within
ON177007_1881,"CD_ON_Bruce,_North—Nord_1881",CENSUS_1881,P10_falls_within
ON176005_1881,"CD_ON_Bruce,_South—Sud_1881",CENSUS_1881,P10_falls_within
ON177003_1881,"CD_ON_Bruce,_North—Nord_1881",CENSUS_1881,P10_falls_within
ON176006_1881,"CD_ON_Bruce,_South—Sud_1881",CENSUS_1881,P10_falls_within
ON177009_1881,"CD_ON_Bruce,_North—Nord_1881",CENSUS_1881,P10_falls_within
ON177008_1881,"CD_ON_Bruce,_North—Nord_1881",CENSUS_1881,P10_falls_within
ON177004_1881,"CD_ON_Bruce,_North—Nord_1881",CENSUS_1881,P10_falls_within
ON177011_1881,"CD_ON_Bruce,_North—Nord_1881",CENSUS_1881,P10_falls_within
ON176011_1881,"CD_ON_Bruce,_South—Sud_1881",CENSUS_1881,P10_falls_within
ON176008_1881,"CD_ON_Bruce,_South—Sud_1881",CENSUS_1881,P10_falls_within
ON176004_1881,"CD_ON_Bruce,_South—Sud_1881",CENSUS_1881,P10_falls_within
ON176003_1881,"CD_ON_Bruce,_South—Sud_1881",CENSUS_1881,P10_falls_within
ON177013_1881,"CD_ON_Bruce,_North—Nord_1881",CENSUS_1881,P10_falls_within
ON176007_1881,"CD_ON_Bruce,_South—Sud_1881",CENSUS_1881,P10_falls_within
ON176001_1881,"CD_ON_Bruce,_South—Sud_1881",CENSUS_1881,P10_falls_within
ON176002_1881,"CD_ON_Bruce,_South—Sud_1881",CENSUS_1881,P10_falls_within
ON177010_1881,"CD_ON_Bruce,_North—Nord_1881",CENSUS_1881,P10_falls_within
ON176009_1881,"CD_ON_Bruce,_South—Sud_1881",CENSUS_1881,P10_falls_within
ON176012_1881,"CD_ON_Bruce,_South—Sud_1881",CENSUS_1881,P10_falls_within
ON177012_1881,"CD_ON_Bruce,_North—Nord_1881",CENSUS_1881,P10_falls_within
ON176010_1881,"CD_ON_Bruce,_South—Sud_1881",CENSUS_1881,P10_falls_within
ON108009_1881,CD_ON_Carleton_1881,CENSUS_1881,P10_falls_within
ON108004_1881,CD_ON_Carleton_1881,CENSUS_1881,P10_falls_within
ON108002_1881,CD_ON_Carleton_1881,CENSUS_1881,P10_falls_within
ON108007_1881,CD_ON_Carleton_1881,CENSUS_1881,P10_falls_within
ON108006_1881,CD_ON_Carleton_1881,CENSUS_1881,P10_falls_within
ON108003_1881,CD_ON_Carleton_1881,CENSUS_1881,P10_falls_within
ON108001_1881,CD_ON_Carleton_1881,CENSUS_1881,P10_falls_within
ON108008_1881,CD_ON_Carleton_1881,CENSUS_1881,P10_falls_within
ON108005_1881,CD_ON_Carleton_1881,CENSUS_1881,P10_falls_within
ON153009_1881,"CD_ON_Wellington,_North—Nord_1881",CENSUS_1881,P10_falls_within
ON152009_1881,"CD_ON_Wellington,_Centre_1881",CENSUS_1881,P10_falls_within
ON153008_1881,"CD_ON_Wellington,_North—Nord_1881",CENSUS_1881,P10_falls_within
ON155005_1881,"CD_ON_Grey,_East—Est_1881",CENSUS_1881,P10_falls_within
ON141005_1881,CD_ON_Cardwell_1881,CENSUS_1881,P10_falls_within
ON138004_1881,"CD_ON_Simcoe,_South—Sud_1881",CENSUS_1881,P10_falls_within
ON152001_1881,"CD_ON_Wellington,_Centre_1881",CENSUS_1881,P10_falls_within
ON155006_1881,"CD_ON_Grey,_East—Est_1881",CENSUS_1881,P10_falls_within
ON102001_1881,CD_ON_Dundas_1881,CENSUS_1881,P10_falls_within
ON102005_1881,CD_ON_Dundas_1881,CENSUS_1881,P10_falls_within
