:START_ID,:END_ID,during_period,:TYPE
ON002001_1851,CD_ON_Brant_1851,CENSUS_1851,P10_falls_within
ON002003_1851,CD_ON_Brant_1851,CENSUS_1851,P10_falls_within
ON002005_1851,CD_ON_Brant_1851,CENSUS_1851,P10_falls_within
ON002002_1851,CD_ON_Brant_1851,CENSUS_1851,P10_falls_within
ON020005_1851,CD_ON_Leeds_1851,CENSUS_1851,P10_falls_within
ON003001_1851,CD_ON_Bruce_1851,CENSUS_1851,P10_falls_within
ON003003_1851,CD_ON_Bruce_1851,CENSUS_1851,P10_falls_within
ON003009_1851,CD_ON_Bruce_1851,CENSUS_1851,P10_falls_within
ON003011_1851,CD_ON_Bruce_1851,CENSUS_1851,P10_falls_within
ON003002_1851,CD_ON_Bruce_1851,CENSUS_1851,P10_falls_within
ON003004_1851,CD_ON_Bruce_1851,CENSUS_1851,P10_falls_within
ON003005_1851,CD_ON_Bruce_1851,CENSUS_1851,P10_falls_within
ON003006_1851,CD_ON_Bruce_1851,CENSUS_1851,P10_falls_within
ON003007_1851,CD_ON_Bruce_1851,CENSUS_1851,P10_falls_within
ON003008_1851,CD_ON_Bruce_1851,CENSUS_1851,P10_falls_within
ON003010_1851,CD_ON_Bruce_1851,CENSUS_1851,P10_falls_within
ON004001_1851,CD_ON_Carleton_1851,CENSUS_1851,P10_falls_within
ON004003_1851,CD_ON_Carleton_1851,CENSUS_1851,P10_falls_within
ON004005_1851,CD_ON_Carleton_1851,CENSUS_1851,P10_falls_within
ON004006_1851,CD_ON_Carleton_1851,CENSUS_1851,P10_falls_within
ON004007_1851,CD_ON_Carleton_1851,CENSUS_1851,P10_falls_within
ON004008_1851,CD_ON_Carleton_1851,CENSUS_1851,P10_falls_within
ON004011_1851,CD_ON_Carleton_1851,CENSUS_1851,P10_falls_within
ON004010_1851,CD_ON_Carleton_1851,CENSUS_1851,P10_falls_within
ON039011_1851,CD_ON_Wellington_1851,CENSUS_1851,P10_falls_within
ON039006_1851,CD_ON_Wellington_1851,CENSUS_1851,P10_falls_within
ON039010_1851,CD_ON_Wellington_1851,CENSUS_1851,P10_falls_within
ON035016_1851,CD_ON_Simcoe_1851,CENSUS_1851,P10_falls_within
ON035015_1851,CD_ON_Simcoe_1851,CENSUS_1851,P10_falls_within
ON005001_1851,CD_ON_Dundas_1851,CENSUS_1851,P10_falls_within
ON005002_1851,CD_ON_Dundas_1851,CENSUS_1851,P10_falls_within
ON005003_1851,CD_ON_Dundas_1851,CENSUS_1851,P10_falls_within
ON005004_1851,CD_ON_Dundas_1851,CENSUS_1851,P10_falls_within
ON006001_1851,CD_ON_Durham_1851,CENSUS_1851,P10_falls_within
ON006002_1851,CD_ON_Durham_1851,CENSUS_1851,P10_falls_within
ON006003_1851,CD_ON_Durham_1851,CENSUS_1851,P10_falls_within
ON006004_1851,CD_ON_Durham_1851,CENSUS_1851,P10_falls_within
ON006005_1851,CD_ON_Durham_1851,CENSUS_1851,P10_falls_within
ON006006_1851,CD_ON_Durham_1851,CENSUS_1851,P10_falls_within
ON007002_1851,CD_ON_Elgin_1851,CENSUS_1851,P10_falls_within
ON007005_1851,CD_ON_Elgin_1851,CENSUS_1851,P10_falls_within
ON007007_1851,CD_ON_Elgin_1851,CENSUS_1851,P10_falls_within
ON007001_1851,CD_ON_Elgin_1851,CENSUS_1851,P10_falls_within
ON007003_1851,CD_ON_Elgin_1851,CENSUS_1851,P10_falls_within
ON007006_1851,CD_ON_Elgin_1851,CENSUS_1851,P10_falls_within
ON008009_1851,CD_ON_Essex_1851,CENSUS_1851,P10_falls_within
