:START_ID,:END_ID,during_period,:TYPE
PLACE_ON065002,CD_ON_Brant,CENSUS_1861,P89_falls_within
PLACE_ON065003,CD_ON_Brant_,CENSUS_1861,P89_falls_within
PLACE_ON065004,CD_ON_Brant_,CENSUS_1861,P89_falls_within
PLACE_ON065008,CD_ON_Brant_,CENSUS_1861,P89_falls_within
PLACE_ON065005,CD_ON_Brant_,CENSUS_1861,P89_falls_within
PLACE_ON065001,CD_ON_Brant,CENSUS_1861,P89_falls_within
PLACE_ON083007,CD_ON_Leeds,CENSUS_1861,P89_falls_within
PLACE_ON066001,CD_ON_Bruce,CENSUS_1861,P89_falls_within
PLACE_ON028006,CD_ON_Bruce,CENSUS_1861,P89_falls_within
PLACE_ON028005,CD_ON_Bruce,CENSUS_1861,P89_falls_within
PLACE_ON066005_1861,CD_ON_Bruce,CENSUS_1861,P89_falls_within
PLACE_ON066011,CD_ON_Bruce,CENSUS_1861,P89_falls_within
PLACE_ON028002,CD_ON_Bruce,CENSUS_1861,P89_falls_within
PLACE_ON050004,CD_ON_Bruce,CENSUS_1861,P89_falls_within
PLACE_ON177004,CD_ON_Bruce,CENSUS_1861,P89_falls_within
PLACE_ON027008,CD_ON_Bruce,CENSUS_1861,P89_falls_within
PLACE_ON060002,CD_ON_Bruce,CENSUS_1861,P89_falls_within
PLACE_ON027003,CD_ON_Bruce,CENSUS_1861,P89_falls_within
PLACE_ON028004,CD_ON_Bruce,CENSUS_1861,P89_falls_within
PLACE_ON066009,CD_ON_Bruce,CENSUS_1861,P89_falls_within
PLACE_ON104011,CD_ON_Bruce,CENSUS_1861,P89_falls_within
PLACE_ON066013,CD_ON_Bruce,CENSUS_1861,P89_falls_within
PLACE_ON108009,CD_ON_Carleton,CENSUS_1861,P89_falls_within
PLACE_ON105003,CD_ON_Carleton,CENSUS_1861,P89_falls_within
PLACE_ON108002,CD_ON_Carleton,CENSUS_1861,P89_falls_within
PLACE_ON108007,CD_ON_Carleton,CENSUS_1861,P89_falls_within
PLACE_ON105006,CD_ON_Carleton,CENSUS_1861,P89_falls_within
PLACE_ON105007,CD_ON_Carleton,CENSUS_1861,P89_falls_within
PLACE_ON067008,CD_ON_Carleton,CENSUS_1861,P89_falls_within
PLACE_ON105010,CD_ON_Carleton,CENSUS_1861,P89_falls_within
PLACE_ON105013,CD_ON_Carleton,CENSUS_1861,P89_falls_within
PLACE_ON035007,CD_ON_Wellington,CENSUS_1861,P89_falls_within
PLACE_ON103007,CD_ON_Wellington,CENSUS_1861,P89_falls_within
PLACE_ON035006,CD_ON_Wellington,CENSUS_1861,P89_falls_within
PLACE_ON075010,CD_ON_Grey,CENSUS_1861,P89_falls_within
PLACE_ON098010,CD_ON_Simcoe,CENSUS_1861,P89_falls_within
PLACE_ON098012,CD_ON_Simcoe,CENSUS_1861,P89_falls_within
PLACE_ON107001,CD_ON_Dundas,CENSUS_1861,P89_falls_within
PLACE_ON107002,CD_ON_Dundas,CENSUS_1861,P89_falls_within
PLACE_ON107003,CD_ON_Dundas,CENSUS_1861,P89_falls_within
PLACE_ON102006,CD_ON_Dundas,CENSUS_1861,P89_falls_within
PLACE_ON071002,CD_ON_Dundas,CENSUS_1861,P89_falls_within
PLACE_ON107007,CD_ON_Dundas,CENSUS_1861,P89_falls_within
PLACE_ON069003,CD_ON_Durham_,CENSUS_1861,P89_falls_within
PLACE_ON051003,CD_ON_Durham_,CENSUS_1861,P89_falls_within
PLACE_ON128003,CD_ON_Durham_,CENSUS_1861,P89_falls_within
PLACE_ON050001,CD_ON_Durham_,CENSUS_1861,P89_falls_within
PLACE_ON127001,CD_ON_Durham_,CENSUS_1861,P89_falls_within
PLACE_ON108006,CD_ON_Durham_,CENSUS_1861,P89_falls_within
PLACE_ON069001,CD_ON_Durham_,CENSUS_1861,P89_falls_within
PLACE_ON069009_1861,CD_ON_Durham_,CENSUS_1861,P89_falls_within
PLACE_ON069008,CD_ON_Durham_,CENSUS_1861,P89_falls_within
PLACE_ON109002,CD_ON_Elgin,CENSUS_1861,P89_falls_within
PLACE_ON070003,CD_ON_Elgin,CENSUS_1861,P89_falls_within
PLACE_ON006003_1851,CD_ON_Elgin,CENSUS_1861,P89_falls_within
PLACE_ON006001,CD_ON_Elgin,CENSUS_1861,P89_falls_within
PLACE_ON057006,CD_ON_Elgin,CENSUS_1861,P89_falls_within
PLACE_ON070001,CD_ON_Elgin,CENSUS_1861,P89_falls_within
PLACE_ON164002,CD_ON_Elgin,CENSUS_1861,P89_falls_within
PLACE_ON005003_1851,CD_ON_Elgin,CENSUS_1861,P89_falls_within
PLACE_ON070007_1861,CD_ON_Elgin,CENSUS_1861,P89_falls_within
PLACE_ON110006,CD_ON_Essex,CENSUS_1861,P89_falls_within
PLACE_ON001013,CD_ON_Essex,CENSUS_1861,P89_falls_within
PLACE_ON181012,CD_ON_Essex,CENSUS_1861,P89_falls_within
PLACE_ON181010,CD_ON_Essex,CENSUS_1861,P89_falls_within
PLACE_ON181011,CD_ON_Essex,CENSUS_1861,P89_falls_within
PLACE_ON110001,CD_ON_Essex,CENSUS_1861,P89_falls_within
PLACE_ON001004,CD_ON_Essex,CENSUS_1861,P89_falls_within
PLACE_ON071004_1861,CD_ON_Essex,CENSUS_1861,P89_falls_within
PLACE_ON001001,CD_ON_Essex,CENSUS_1861,P89_falls_within
PLACE_ON001006,CD_ON_Essex,CENSUS_1861,P89_falls_within
PLACE_ON071999,CD_ON_Essex,CENSUS_1861,P89_falls_within
PLACE_ON181017,CD_ON_Essex,CENSUS_1861,P89_falls_within
PLACE_ON001002,CD_ON_Essex,CENSUS_1861,P89_falls_within
PLACE_ON072001,CD_ON_Frontenac,CENSUS_1861,P89_falls_within
PLACE_ON111002,CD_ON_Frontenac,CENSUS_1861,P89_falls_within
PLACE_ON072003_1861,CD_ON_Frontenac,CENSUS_1861,P89_falls_within
PLACE_ON072004,CD_ON_Frontenac,CENSUS_1861,P89_falls_within
PLACE_ON072005,CD_ON_Frontenac,CENSUS_1861,P89_falls_within
PLACE_ON111009,CD_ON_Frontenac,CENSUS_1861,P89_falls_within
PLACE_ON111010,CD_ON_Frontenac,CENSUS_1861,P89_falls_within
PLACE_ON111011,CD_ON_Frontenac,CENSUS_1861,P89_falls_within
PLACE_ON072011,CD_ON_Frontenac,CENSUS_1861,P89_falls_within
PLACE_ON111014,CD_ON_Frontenac,CENSUS_1861,P89_falls_within
PLACE_ON069016,CD_ON_Frontenac,CENSUS_1861,P89_falls_within
PLACE_ON072015,CD_ON_Frontenac,CENSUS_1861,P89_falls_within
PLACE_ON112001,CD_ON_Glengary_,CENSUS_1861,P89_falls_within
PLACE_ON065003_1851,CD_ON_Glengary_,CENSUS_1861,P89_falls_within
PLACE_ON099002,CD_ON_Glengary_,CENSUS_1861,P89_falls_within
PLACE_ON099004,CD_ON_Glengary_,CENSUS_1861,P89_falls_within
PLACE_ON069001_1851,CD_ON_Grenville_,CENSUS_1861,P89_falls_within
PLACE_ON106003,CD_ON_Grenville_,CENSUS_1861,P89_falls_within
PLACE_ON074003,CD_ON_Grenville_,CENSUS_1861,P89_falls_within
PLACE_ON113004,CD_ON_Grenville_,CENSUS_1861,P89_falls_within
PLACE_ON107003_1861,CD_ON_Grenville_,CENSUS_1861,P89_falls_within
PLACE_ON074007,CD_ON_Grenville_,CENSUS_1861,P89_falls_within
PLACE_ON107006,CD_ON_Grenville_,CENSUS_1861,P89_falls_within
PLACE_ON074005,CD_ON_Grenville_,CENSUS_1861,P89_falls_within
PLACE_ON075001,CD_ON_Grey,CENSUS_1861,P89_falls_within
PLACE_ON155002,CD_ON_Grey,CENSUS_1861,P89_falls_within
PLACE_ON114006,CD_ON_Grey,CENSUS_1861,P89_falls_within
PLACE_ON114008,CD_ON_Grey,CENSUS_1861,P89_falls_within
PLACE_ON075012,CD_ON_Grey,CENSUS_1861,P89_falls_within
PLACE_ON075014,CD_ON_Grey,CENSUS_1861,P89_falls_within
PLACE_ON114004,CD_ON_Grey,CENSUS_1861,P89_falls_within
PLACE_ON075009,CD_ON_Grey,CENSUS_1861,P89_falls_within
PLACE_ON037008,CD_ON_Grey,CENSUS_1861,P89_falls_within
PLACE_ON114016,CD_ON_Grey,CENSUS_1861,P89_falls_within
PLACE_ON075013_1861,CD_ON_Grey,CENSUS_1861,P89_falls_within
PLACE_ON036005,CD_ON_Grey,CENSUS_1861,P89_falls_within
