space_id:ID,latitude:float,longitude:float,crs,:LABEL
CD_ON_Addington_1901_SPACE,44.775918,-76.943606,EPSG:4326,E94_Space_Primitive
CD_NB_Albert_1901_SPACE,45.811379,-64.895607,EPSG:4326,E94_Space_Primitive
CD_NT_Alberta_1901_SPACE,52.656767,-114.703152,EPSG:4326,E94_Space_Primitive
CD_ON_Algoma_1901_SPACE,49.497176,-87.904282,EPSG:4326,E94_Space_Primitive
CD_NS_Annapolis_1901_SPACE,44.689055,-65.231051,EPSG:4326,E94_Space_Primitive
CD_NS_Antigonish_1901_SPACE,45.614449,-61.932566,EPSG:4326,E94_Space_Primitive
CD_QC_Argenteuil_1901_SPACE,45.798788,-74.468886,EPSG:4326,E94_Space_Primitive
"CD_NT_Assiniboia,_East—Est_1901_SPACE",50.475117,-102.779949,EPSG:4326,E94_Space_Primitive
"CD_NT_Assiniboia,_West—Ouest_1901_SPACE",50.482683,-107.730232,EPSG:4326,E94_Space_Primitive
CD_QC_Bagot_1901_SPACE,45.68979,-72.710047,EPSG:4326,E94_Space_Primitive
CD_QC_Beauce_1901_SPACE,45.953175,-70.804308,EPSG:4326,E94_Space_Primitive
CD_QC_Beauharnois_1901_SPACE,45.239177,-74.002135,EPSG:4326,E94_Space_Primitive
CD_QC_Bellechasse_1901_SPACE,46.664514,-70.574733,EPSG:4326,E94_Space_Primitive
CD_QC_Berthier_1901_SPACE,47.121321,-74.603989,EPSG:4326,E94_Space_Primitive
CD_QC_Bonaventure_1901_SPACE,48.247236,-66.149968,EPSG:4326,E94_Space_Primitive
CD_ON_Bothwell_1901_SPACE,42.615337,-82.236591,EPSG:4326,E94_Space_Primitive
CD_MB_Brandon_1901_SPACE,49.556151,-100.584785,EPSG:4326,E94_Space_Primitive
"CD_ON_Brant,_South—Sud_1901_SPACE",43.08956,-80.196053,EPSG:4326,E94_Space_Primitive
CD_ON_Brockville_1901_SPACE,44.698704,-75.861515,EPSG:4326,E94_Space_Primitive
CD_QC_Brome_1901_SPACE,45.173949,-72.506739,EPSG:4326,E94_Space_Primitive
"CD_ON_Bruce,_East—Est_1901_SPACE",44.110457,-81.215484,EPSG:4326,E94_Space_Primitive
"CD_ON_Bruce,_North—Nord_1901_SPACE",44.804698,-81.281906,EPSG:4326,E94_Space_Primitive
"CD_ON_Bruce,_West—Ouest_1901_SPACE",44.194748,-81.491832,EPSG:4326,E94_Space_Primitive
CD_BC_Burrard_1901_SPACE,56.092796,-128.082889,EPSG:4326,E94_Space_Primitive
CD_NS_Cape_Breton_1901_SPACE,46.012019,-60.268068,EPSG:4326,E94_Space_Primitive
CD_ON_Cardwell_1901_SPACE,43.949203,-79.95579,EPSG:4326,E94_Space_Primitive
CD_NB_Carleton_1901_SPACE,46.386192,-67.455335,EPSG:4326,E94_Space_Primitive
CD_ON_Carleton_1901_SPACE,45.22747,-75.856808,EPSG:4326,E94_Space_Primitive
CD_QC_Chambly_&_Verchères_1901_SPACE,45.630166,-73.32136,EPSG:4326,E94_Space_Primitive
CD_QC_Champlain_1901_SPACE,47.795122,-73.745772,EPSG:4326,E94_Space_Primitive
CD_QC_Charlevoix_1901_SPACE,47.733837,-70.59781,EPSG:4326,E94_Space_Primitive
CD_NB_Charlotte_1901_SPACE,45.272906,-66.933353,EPSG:4326,E94_Space_Primitive
CD_QC_Chateauguay_1901_SPACE,45.188309,-73.810464,EPSG:4326,E94_Space_Primitive
CD_QC_Chicoutimi_&_Saguenay_1901_SPACE,50.768456,-66.778288,EPSG:4326,E94_Space_Primitive
CD_NS_Colchester_1901_SPACE,45.409319,-63.33877,EPSG:4326,E94_Space_Primitive
CD_QC_Compton_1901_SPACE,45.428717,-71.351674,EPSG:4326,E94_Space_Primitive
CD_ON_Cornwall_&_Stormont_1901_SPACE,45.137011,-74.962358,EPSG:4326,E94_Space_Primitive
CD_NS_Cumberland_1901_SPACE,45.653966,-64.0963,EPSG:4326,E94_Space_Primitive
CD_QC_Deux-Montagnes_1901_SPACE,45.61535,-74.072732,EPSG:4326,E94_Space_Primitive
CD_NS_Digby_1901_SPACE,44.338931,-65.819901,EPSG:4326,E94_Space_Primitive
CD_QC_Dorchester_1901_SPACE,46.395157,-70.610417,EPSG:4326,E94_Space_Primitive
CD_QC_Drummond_&_Arthabaska_1901_SPACE,45.960424,-72.18388,EPSG:4326,E94_Space_Primitive
CD_ON_Dundas_1901_SPACE,45.017347,-75.321321,EPSG:4326,E94_Space_Primitive
"CD_ON_Durham,_East—Est_1901_SPACE",44.122189,-78.503817,EPSG:4326,E94_Space_Primitive
"CD_ON_Durham,_West—Ouest_1901_SPACE",44.01036,-78.687576,EPSG:4326,E94_Space_Primitive
"CD_ON_Elgin,_East—Est_1901_SPACE",42.746109,-80.964553,EPSG:4326,E94_Space_Primitive
"CD_ON_Elgin,_West—Ouest_1901_SPACE",42.603784,-81.618889,EPSG:4326,E94_Space_Primitive
"CD_ON_Essex,_North—Nord_1901_SPACE",42.245671,-82.771161,EPSG:4326,E94_Space_Primitive
"CD_ON_Essex,_South—Sud_1901_SPACE",42.079754,-82.785535,EPSG:4326,E94_Space_Primitive
CD_ON_Frontenac_1901_SPACE,44.331357,-76.419476,EPSG:4326,E94_Space_Primitive
CD_QC_Gaspé_1901_SPACE,48.815198,-65.225531,EPSG:4326,E94_Space_Primitive
CD_ON_Glengarry_1901_SPACE,45.269767,-74.629325,EPSG:4326,E94_Space_Primitive
CD_NB_Gloucester_1901_SPACE,47.572862,-65.414316,EPSG:4326,E94_Space_Primitive
"CD_ON_Grenville,_South—Sud_1901_SPACE",44.793324,-75.574319,EPSG:4326,E94_Space_Primitive
"CD_ON_Grey,_East—Est_1901_SPACE",44.336343,-80.457234,EPSG:4326,E94_Space_Primitive
"CD_ON_Grey,_North—Nord_1901_SPACE",44.530864,-80.924238,EPSG:4326,E94_Space_Primitive
"CD_ON_Grey,_South—Sud_1901_SPACE",44.173925,-80.763494,EPSG:4326,E94_Space_Primitive
CD_NS_Guysborough_1901_SPACE,45.280938,-61.833744,EPSG:4326,E94_Space_Primitive
CD_ON_Haldimand_&_Monok_1901_SPACE,42.950672,-79.71513,EPSG:4326,E94_Space_Primitive
"CD_NS_Halifax,_City_&_Co—Cité_et_comté_1901_SPACE",44.863484,-63.147379,EPSG:4326,E94_Space_Primitive
CD_ON_Halton_1901_SPACE,43.520378,-79.890048,EPSG:4326,E94_Space_Primitive
"CD_ON_Hamilton,_City—Cité_1901_SPACE",43.25953,-79.867511,EPSG:4326,E94_Space_Primitive
CD_NS_Hants_1901_SPACE,45.044906,-63.872361,EPSG:4326,E94_Space_Primitive
"CD_ON_Hastings,_East—Est_1901_SPACE",44.34335,-77.247793,EPSG:4326,E94_Space_Primitive
"CD_ON_Hastings,_North—Nord_1901_SPACE",44.873776,-77.680939,EPSG:4326,E94_Space_Primitive
"CD_ON_Hastings,_West—Ouest_1901_SPACE",44.206249,-77.517014,EPSG:4326,E94_Space_Primitive
CD_QC_Hochelaga_1901_SPACE,45.481295,-73.587384,EPSG:4326,E94_Space_Primitive
CD_QC_Huntingdon_1901_SPACE,45.059783,-74.076039,EPSG:4326,E94_Space_Primitive
"CD_ON_Huron,_East—Est_1901_SPACE",43.815495,-81.18449,EPSG:4326,E94_Space_Primitive
"CD_ON_Huron,_South—Sud_1901_SPACE",43.543073,-81.488178,EPSG:4326,E94_Space_Primitive
"CD_ON_Huron,_West—Ouest_1901_SPACE",43.809773,-81.584838,EPSG:4326,E94_Space_Primitive
CD_NS_Inverness_1901_SPACE,46.229442,-61.102536,EPSG:4326,E94_Space_Primitive
CD_QC_Jacques-Cartier_1901_SPACE,45.472686,-73.756397,EPSG:4326,E94_Space_Primitive
CD_QC_Joliette_1901_SPACE,47.066691,-74.895996,EPSG:4326,E94_Space_Primitive
CD_QC_Kamouraska_1901_SPACE,47.42863,-69.633471,EPSG:4326,E94_Space_Primitive
CD_NB_Kent_1901_SPACE,46.530282,-65.153323,EPSG:4326,E94_Space_Primitive
CD_ON_Kent_1901_SPACE,42.331503,-82.212452,EPSG:4326,E94_Space_Primitive
CD_NB_Kings_1901_SPACE,45.640239,-65.679155,EPSG:4326,E94_Space_Primitive
CD_NS_Kings_1901_SPACE,45.006514,-64.624063,EPSG:4326,E94_Space_Primitive
CD_PE_Kings_1901_SPACE,46.337754,-62.506747,EPSG:4326,E94_Space_Primitive
"CD_ON_Kingston,_City—Cite_1901_SPACE",44.244062,-76.48114,EPSG:4326,E94_Space_Primitive
"CD_ON_Kingston,_City—Cité_1901_SPACE",44.234087,-76.496381,EPSG:4326,E94_Space_Primitive
CD_QC_Labelle_1901_SPACE,46.099766,-75.17551,EPSG:4326,E94_Space_Primitive
CD_NL_Labrador_1901_SPACE,55.247126,-59.549403,EPSG:4326,E94_Space_Primitive
"CD_ON_Lambton,_East—Est_1901_SPACE",42.965998,-81.962426,EPSG:4326,E94_Space_Primitive
"CD_ON_Lambton,_West—Ouest_1901_SPACE",42.936499,-82.248771,EPSG:4326,E94_Space_Primitive
"CD_ON_Lanark,_North—Nord_1901_SPACE",45.194619,-76.370456,EPSG:4326,E94_Space_Primitive
"CD_ON_Lanark,_South—Sud_1901_SPACE",44.935878,-76.211324,EPSG:4326,E94_Space_Primitive
CD_QC_Laprairie_&_Napierville_1901_SPACE,45.273387,-73.514799,EPSG:4326,E94_Space_Primitive
CD_QC_Laval_1901_SPACE,45.606457,-73.669554,EPSG:4326,E94_Space_Primitive
"CD_ON_Leeds_&_Grenville,_North—Nord_1901_SPACE",44.90979,-75.782813,EPSG:4326,E94_Space_Primitive
"CD_ON_Leeds,_South—Sud_1901_SPACE",44.566476,-76.130336,EPSG:4326,E94_Space_Primitive
CD_ON_Lennox_1901_SPACE,44.234886,-76.889733,EPSG:4326,E94_Space_Primitive
CD_ON_Lincoln_&_Niagara_1901_SPACE,43.114573,-79.340098,EPSG:4326,E94_Space_Primitive
CD_MB_Lisgar_1901_SPACE,49.309139,-98.645563,EPSG:4326,E94_Space_Primitive
"CD_ON_London,_City—Cité_1901_SPACE",42.991612,-81.246611,EPSG:4326,E94_Space_Primitive
CD_QC_Lotbinière_1901_SPACE,46.493068,-71.621728,EPSG:4326,E94_Space_Primitive
CD_NS_Lunenburg_1901_SPACE,44.525446,-64.496288,EPSG:4326,E94_Space_Primitive
CD_QC_Lévis_1901_SPACE,46.684504,-71.201884,EPSG:4326,E94_Space_Primitive
CD_QC_L’Assomption_1901_SPACE,45.826115,-73.556,EPSG:4326,E94_Space_Primitive
CD_QC_L’Islet_1901_SPACE,47.055506,-70.023546,EPSG:4326,E94_Space_Primitive
CD_MB_Macdonald_1901_SPACE,50.639237,-99.075462,EPSG:4326,E94_Space_Primitive
CD_QC_Maisonneuve_1901_SPACE,45.545465,-73.573152,EPSG:4326,E94_Space_Primitive
CD_MB_Marquette_1901_SPACE,51.467466,-100.638398,EPSG:4326,E94_Space_Primitive
CD_QC_Maskinongé_1901_SPACE,47.168913,-74.272829,EPSG:4326,E94_Space_Primitive
"CD_ON_Middlesex,_East—Est_1901_SPACE",43.029862,-81.162266,EPSG:4326,E94_Space_Primitive
"CD_ON_Middlesex,_North—Nord_1901_SPACE",43.201061,-81.587191,EPSG:4326,E94_Space_Primitive
"CD_ON_Middlesex,_South—Sud_1901_SPACE",42.92185,-81.405023,EPSG:4326,E94_Space_Primitive
"CD_ON_Middlesex,_West—Ouest_1901_SPACE",42.81358,-81.74064,EPSG:4326,E94_Space_Primitive
CD_QC_Missisquoi_1901_SPACE,45.113546,-73.013218,EPSG:4326,E94_Space_Primitive
CD_QC_Montcalm_1901_SPACE,47.011263,-75.334113,EPSG:4326,E94_Space_Primitive
CD_QC_Montmagny_1901_SPACE,46.808997,-70.32219,EPSG:4326,E94_Space_Primitive
CD_QC_Montmorency_1901_SPACE,47.484913,-71.304038,EPSG:4326,E94_Space_Primitive
