dimension_id:ID,:LABEL,value:float,dimension_type
BORDER_DIM_MB008010_MB008013_1901,E54_Dimension,19604.84,length
BORDER_DIM_MB008010_MB009018_1901,E54_Dimension,30411.7,length
BORDER_DIM_MB008010_MB008015_1901,E54_Dimension,95057.51,length
BORDER_DIM_MB008010_MB009028_1901,E54_Dimension,36031.77,length
BORDER_DIM_MB006011_MB007011_1901,E54_Dimension,18612.85,length
BORDER_DIM_MB006011_MB008003_1901,E54_Dimension,19555.37,length
BORDER_DIM_MB006011_MB006016_1901,E54_Dimension,118.36,length
BORDER_DIM_MB006005_MB006011_1901,E54_Dimension,29481.57,length
BORDER_DIM_MB006005_MB008003_1901,E54_Dimension,9828.53,length
BORDER_DIM_MB006005_MB006016_1901,E54_Dimension,9830.7,length
BORDER_DIM_MB006005_MB008002_1901,E54_Dimension,10940.27,length
BORDER_DIM_MB006005_MB006007_1901,E54_Dimension,18364.5,length
BORDER_DIM_MB006007_MB006016_1901,E54_Dimension,1400.26,length
BORDER_DIM_MB006007_MB008002_1901,E54_Dimension,19596.47,length
BORDER_DIM_MB006007_MB009019_1901,E54_Dimension,19610.52,length
BORDER_DIM_MB006007_MB009006_1901,E54_Dimension,9826.58,length
BORDER_DIM_MB006008_MB006009_1901,E54_Dimension,18410.63,length
BORDER_DIM_MB006008_MB006011_1901,E54_Dimension,19518.1,length
BORDER_DIM_MB006008_MB006013_1901,E54_Dimension,19730.83,length
BORDER_DIM_MB006008_MB006016_1901,E54_Dimension,29466.84,length
BORDER_DIM_MB006016_MB006019_1901,E54_Dimension,9814.25,length
BORDER_DIM_MB006006_MB006016_1901,E54_Dimension,27889.63,length
BORDER_DIM_MB006006_MB006007_1901,E54_Dimension,19599.97,length
BORDER_DIM_MB006006_MB006019_1901,E54_Dimension,21228.34,length
BORDER_DIM_MB006006_MB009006_1901,E54_Dimension,9799.1,length
BORDER_DIM_MB006006_MB009005_1901,E54_Dimension,19635.18,length
BORDER_DIM_MB006013_MB006016_1901,E54_Dimension,9779.81,length
BORDER_DIM_MB006013_MB006019_1901,E54_Dimension,31399.52,length
BORDER_DIM_MB006019_MB009005_1901,E54_Dimension,10.99,length
BORDER_DIM_MB006019_MB009014_1901,E54_Dimension,19642.41,length
BORDER_DIM_MB006019_MB009016_1901,E54_Dimension,9802.2,length
BORDER_DIM_MB006012_NT203005_1901,E54_Dimension,11685.52,length
BORDER_DIM_MB006012_MB006013_1901,E54_Dimension,29385.35,length
BORDER_DIM_MB006012_NT203048_1901,E54_Dimension,19621.49,length
BORDER_DIM_MB006012_MB006014_1901,E54_Dimension,39198.53,length
BORDER_DIM_MB006014_MB006015_1901,E54_Dimension,6633.3,length
BORDER_DIM_MB006014_MB006019_1901,E54_Dimension,31269.99,length
BORDER_DIM_MB006014_NT203064_1901,E54_Dimension,16763.06,length
BORDER_DIM_MB006014_NT203036_1901,E54_Dimension,14788.89,length
BORDER_DIM_MB006014_MB009016_1901,E54_Dimension,19597.56,length
BORDER_DIM_MB006014_MB009001_1901,E54_Dimension,19492.76,length
BORDER_DIM_MB006002_MB006005_1901,E54_Dimension,19710.17,length
BORDER_DIM_MB006002_MB006016_1901,E54_Dimension,9792.95,length
BORDER_DIM_MB006002_MB006007_1901,E54_Dimension,9815.18,length
BORDER_DIM_MB011016_MB011017_1901,E54_Dimension,50398.79,length
BORDER_DIM_MB008014_MB011008_1901,E54_Dimension,39125.47,length
BORDER_DIM_MB008014_MB011018_1901,E54_Dimension,9818.96,length
BORDER_DIM_MB008014_MB008015_1901,E54_Dimension,58824.09,length
BORDER_DIM_MB008015_MB011016_1901,E54_Dimension,24020.33,length
BORDER_DIM_MB008015_MB011008_1901,E54_Dimension,12084.49,length
BORDER_DIM_MB008015_MB011018_1901,E54_Dimension,291278.85,length
BORDER_DIM_MB008015_MB009028_1901,E54_Dimension,156015.12,length
BORDER_DIM_MB008015_NT205024_1901,E54_Dimension,13262.38,length
BORDER_DIM_MB008015_NT205064_1901,E54_Dimension,3824.43,length
BORDER_DIM_MB008006_MB008014_1901,E54_Dimension,80168.72,length
BORDER_DIM_MB008006_MB008013_1901,E54_Dimension,69701.57,length
BORDER_DIM_MB008006_MB008010_1901,E54_Dimension,9882.96,length
BORDER_DIM_MB008006_MB008015_1901,E54_Dimension,19359.53,length
BORDER_DIM_MB008013_MB009019_1901,E54_Dimension,11028.65,length
BORDER_DIM_MB008013_MB009009_1901,E54_Dimension,30549.51,length
BORDER_DIM_MB008013_MB009028_1901,E54_Dimension,29429.11,length
BORDER_DIM_MB009018_MB009028_1901,E54_Dimension,31395.14,length
BORDER_DIM_MB009028_NT203057_1901,E54_Dimension,9718.85,length
BORDER_DIM_MB009028_NT203076_1901,E54_Dimension,15871.97,length
BORDER_DIM_MB009028_NT205040_1901,E54_Dimension,11592.36,length
BORDER_DIM_MB009028_NT205002_1901,E54_Dimension,31044.9,length
BORDER_DIM_MB009028_NT205049_1901,E54_Dimension,66559.35,length
BORDER_DIM_MB009028_NT205064_1901,E54_Dimension,80109.45,length
BORDER_DIM_MB009010_MB009018_1901,E54_Dimension,23005.4,length
BORDER_DIM_MB009010_MB009011_1901,E54_Dimension,5999.91,length
BORDER_DIM_MB009010_MB009012_1901,E54_Dimension,45742.46,length
BORDER_DIM_MB009010_MB009028_1901,E54_Dimension,98735.12,length
BORDER_DIM_MB009027_MB009028_1901,E54_Dimension,99650.73,length
BORDER_DIM_MB009012_MB009013_1901,E54_Dimension,45644.57,length
BORDER_DIM_MB009012_MB009028_1901,E54_Dimension,45489.72,length
BORDER_DIM_MB007008_MB007010_1901,E54_Dimension,5999.91,length
BORDER_DIM_MB007008_MB010003_1901,E54_Dimension,9940.36,length
BORDER_DIM_MB007008_MB007009_1901,E54_Dimension,6335.99,length
BORDER_DIM_MB007008_MB010006_1901,E54_Dimension,29451.47,length
BORDER_DIM_MB007008_MB007012_1901,E54_Dimension,49403.13,length
BORDER_DIM_MB007008_MB010007_1901,E54_Dimension,19762.4,length
BORDER_DIM_MB007012_MB007013_1901,E54_Dimension,5999.91,length
BORDER_DIM_MB007012_MB010007_1901,E54_Dimension,9876.06,length
BORDER_DIM_MB007006_MB007012_1901,E54_Dimension,39742.01,length
BORDER_DIM_MB007006_MB007007_1901,E54_Dimension,6922.67,length
BORDER_DIM_MB007005_MB007006_1901,E54_Dimension,39898.75,length
BORDER_DIM_MB007005_MB007014_1901,E54_Dimension,19745.02,length
BORDER_DIM_MB011007_MB011015_1901,E54_Dimension,19623.18,length
BORDER_DIM_MB011001_MB011007_1901,E54_Dimension,22565.54,length
BORDER_DIM_MB011001_MB012001_1901,E54_Dimension,6535.31,length
BORDER_DIM_MB011001_MB012003_1901,E54_Dimension,4610.31,length
BORDER_DIM_MB011001_MB012004_1901,E54_Dimension,203.99,length
BORDER_DIM_MB011001_MB011015_1901,E54_Dimension,14223.08,length
BORDER_DIM_MB011001_MB011010_1901,E54_Dimension,21557.97,length
BORDER_DIM_MB007002_MB007012_1901,E54_Dimension,39358.08,length
BORDER_DIM_MB007002_MB007006_1901,E54_Dimension,9865.51,length
BORDER_DIM_MB007002_MB010007_1901,E54_Dimension,19753.83,length
BORDER_DIM_MB007002_MB007004_1901,E54_Dimension,20036.42,length
