appellation_id:ID,:LABEL,name,type,tcpuid,notes,year
APP_PE001005_1921_VARIANT,E41_Appellation,Township 42,variant,PE001005,"OCR variant of ""Township No. 5""",1921.0
APP_PE001006_CANONICAL,E41_Appellation,Township No. 6,canonical,PE001006,Canonical name for PE001006 (OCR corrected),
APP_PE001006_1921_VARIANT,E41_Appellation,Township 43,variant,PE001006,"OCR variant of ""Township No. 6""",1921.0
APP_PE001007_CANONICAL,E41_Appellation,Township No. 7,canonical,PE001007,Canonical name for PE001007 (OCR corrected),
APP_PE001007_1921_VARIANT,E41_Appellation,Township 44,variant,PE001007,"OCR variant of ""Township No. 7""",1921.0
APP_PE001008_CANONICAL,E41_Appellation,Township No. 8,canonical,PE001008,Canonical name for PE001008 (OCR corrected),
APP_PE001008_1921_VARIANT,E41_Appellation,Township 45,variant,PE001008,"OCR variant of ""Township No. 8""",1921.0
APP_PE001009_CANONICAL,E41_Appellation,Township No. 9,canonical,PE001009,Canonical name for PE001009 (OCR corrected),
APP_PE001009_1921_VARIANT,E41_Appellation,Township 46,variant,PE001009,"OCR variant of ""Township No. 9""",1921.0
APP_PE001011_CANONICAL,E41_Appellation,Township No. 11,canonical,PE001011,Canonical name for PE001011 (OCR corrected),
APP_PE001011_1921_VARIANT,E41_Appellation,Township 51,variant,PE001011,"OCR variant of ""Township No. 11""",1921.0
APP_PE001012_CANONICAL,E41_Appellation,Township No. 12,canonical,PE001012,Canonical name for PE001012 (OCR corrected),
APP_PE001012_1921_VARIANT,E41_Appellation,Township 52,variant,PE001012,"OCR variant of ""Township No. 12""",1921.0
APP_PE001013_CANONICAL,E41_Appellation,Township No. 13,canonical,PE001013,Canonical name for PE001013 (OCR corrected),
APP_PE001014_CANONICAL,E41_Appellation,Township No. 14,canonical,PE001014,Canonical name for PE001014 (OCR corrected),
APP_PE001014_1921_VARIANT,E41_Appellation,Township 54,variant,PE001014,"OCR variant of ""Township No. 14""",1921.0
APP_PE001015_CANONICAL,E41_Appellation,Township No. 15,canonical,PE001015,Canonical name for PE001015 (OCR corrected),
APP_PE001015_1921_VARIANT,E41_Appellation,Township 55,variant,PE001015,"OCR variant of ""Township No. 15""",1921.0
APP_PE001016_CANONICAL,E41_Appellation,Township No. 16,canonical,PE001016,Canonical name for PE001016 (OCR corrected),
APP_PE001016_1921_VARIANT,E41_Appellation,Township 56,variant,PE001016,"OCR variant of ""Township No. 16""",1921.0
APP_PE001018_CANONICAL,E41_Appellation,Township No. 17,canonical,PE001018,Canonical name for PE001018 (OCR corrected),
APP_PE001018_1921_VARIANT,E41_Appellation,Township 61,variant,PE001018,"OCR variant of ""Township No. 17""",1921.0
APP_PE001019_CANONICAL,E41_Appellation,Township No. 19,canonical,PE001019,Canonical name for PE001019 (OCR corrected),
APP_PE001019_1881_VARIANT,E41_Appellation,Township No. 18,variant,PE001019,"OCR variant of ""Township No. 19""",1881.0
APP_PE001019_1921_VARIANT,E41_Appellation,Township 63,variant,PE001019,"OCR variant of ""Township No. 19""",1921.0
APP_PE001020_CANONICAL,E41_Appellation,Township No. 25,canonical,PE001020,Canonical name for PE001020 (OCR corrected),
APP_PE001020_1881_VARIANT,E41_Appellation,Township No. 19,variant,PE001020,"OCR variant of ""Township No. 25""",1881.0
APP_PE001020_1921_VARIANT,E41_Appellation,Township 64,variant,PE001020,"OCR variant of ""Township No. 25""",1921.0
APP_PE001021_CANONICAL,E41_Appellation,Township No. 26,canonical,PE001021,Canonical name for PE001021 (OCR corrected),
APP_PE001021_1881_VARIANT,E41_Appellation,Township No. 25,variant,PE001021,"OCR variant of ""Township No. 26""",1881.0
APP_PE001021_1921_VARIANT,E41_Appellation,Township 66,variant,PE001021,"OCR variant of ""Township No. 26""",1921.0
APP_PE001022_CANONICAL,E41_Appellation,Township No. 27,canonical,PE001022,Canonical name for PE001022 (OCR corrected),
APP_PE001022_1881_VARIANT,E41_Appellation,Township No. 26,variant,PE001022,"OCR variant of ""Township No. 27""",1881.0
APP_PE001024_CANONICAL,E41_Appellation,Township No. 17,canonical,PE001024,Canonical name for PE001024 (OCR corrected),
APP_PE001024_1881_VARIANT,E41_Appellation,Township No. 28,variant,PE001024,"OCR variant of ""Township No. 17""",1881.0
APP_PE002002_CANONICAL,E41_Appellation,Township No. 21,canonical,PE002002,Canonical name for PE002002 (OCR corrected),
APP_PE002002_1881_VARIANT,E41_Appellation,Township No. 20,variant,PE002002,"OCR variant of ""Township No. 21""",1881.0
APP_PE002002_1921_VARIANT,E41_Appellation,Township 2,variant,PE002002,"OCR variant of ""Township No. 21""",1921.0
APP_PE002003_CANONICAL,E41_Appellation,Township No. 22,canonical,PE002003,Canonical name for PE002003 (OCR corrected),
APP_PE002003_1881_VARIANT,E41_Appellation,Township No. 21,variant,PE002003,"OCR variant of ""Township No. 22""",1881.0
APP_PE002003_1921_VARIANT,E41_Appellation,Township 3,variant,PE002003,"OCR variant of ""Township No. 22""",1921.0
APP_PE002004_CANONICAL,E41_Appellation,Township No. 29,canonical,PE002004,Canonical name for PE002004 (OCR corrected),
APP_PE002004_1881_VARIANT,E41_Appellation,Township No. 22,variant,PE002004,"OCR variant of ""Township No. 29""",1881.0
APP_PE002005_CANONICAL,E41_Appellation,Township No. 30,canonical,PE002005,Canonical name for PE002005 (OCR corrected),
APP_PE002005_1881_VARIANT,E41_Appellation,Township No. 23,variant,PE002005,"OCR variant of ""Township No. 30""",1881.0
APP_PE002005_1921_VARIANT,E41_Appellation,Township 5,variant,PE002005,"OCR variant of ""Township No. 30""",1921.0
APP_PE002006_CANONICAL,E41_Appellation,Township No. 67,canonical,PE002006,Canonical name for PE002006 (OCR corrected),
APP_PE002006_1881_VARIANT,E41_Appellation,Township No. 24,variant,PE002006,"OCR variant of ""Township No. 67""",1881.0
APP_PE002006_1921_VARIANT,E41_Appellation,Township 6,variant,PE002006,"OCR variant of ""Township No. 67""",1921.0
APP_PE002007_CANONICAL,E41_Appellation,Township No. 23,canonical,PE002007,Canonical name for PE002007 (OCR corrected),
APP_PE002007_1881_VARIANT,E41_Appellation,Township No. 29,variant,PE002007,"OCR variant of ""Township No. 23""",1881.0
APP_PE002007_1921_VARIANT,E41_Appellation,Township 7,variant,PE002007,"OCR variant of ""Township No. 23""",1921.0
APP_PE002008_CANONICAL,E41_Appellation,Township No. 24,canonical,PE002008,Canonical name for PE002008 (OCR corrected),
APP_PE002008_1881_VARIANT,E41_Appellation,Township No. 30,variant,PE002008,"OCR variant of ""Township No. 24""",1881.0
APP_PE002008_1921_VARIANT,E41_Appellation,Township 8,variant,PE002008,"OCR variant of ""Township No. 24""",1921.0
APP_PE002009_CANONICAL,E41_Appellation,Township No. 31,canonical,PE002009,Canonical name for PE002009 (OCR corrected),
APP_PE002009_1921_VARIANT,E41_Appellation,Township 9,variant,PE002009,"OCR variant of ""Township No. 31""",1921.0
APP_PE002011_CANONICAL,E41_Appellation,Township No. 65,canonical,PE002011,Canonical name for PE002011 (OCR corrected),
APP_PE002011_1881_VARIANT,E41_Appellation,Township No. 33,variant,PE002011,"OCR variant of ""Township No. 65""",1881.0
APP_PE002011_1921_VARIANT,E41_Appellation,Township 11,variant,PE002011,"OCR variant of ""Township No. 65""",1921.0
APP_PE002012_CANONICAL,E41_Appellation,Township No. 33,canonical,PE002012,Canonical name for PE002012 (OCR corrected),
APP_PE002012_1881_VARIANT,E41_Appellation,Township No. 34,variant,PE002012,"OCR variant of ""Township No. 33""",1881.0
APP_PE002013_CANONICAL,E41_Appellation,Township No. 34,canonical,PE002013,Canonical name for PE002013 (OCR corrected),
APP_PE002013_1881_VARIANT,E41_Appellation,Township No. 35,variant,PE002013,"OCR variant of ""Township No. 34""",1881.0
APP_PE002013_1921_VARIANT,E41_Appellation,Township 13,variant,PE002013,"OCR variant of ""Township No. 34""",1921.0
APP_PE002014_CANONICAL,E41_Appellation,Township No. 35,canonical,PE002014,Canonical name for PE002014 (OCR corrected),
APP_PE002014_1881_VARIANT,E41_Appellation,Township No. 36,variant,PE002014,"OCR variant of ""Township No. 35""",1881.0
APP_PE002014_1921_VARIANT,E41_Appellation,Township 14,variant,PE002014,"OCR variant of ""Township No. 35""",1921.0
APP_PE002015_CANONICAL,E41_Appellation,Township No. 36,canonical,PE002015,Canonical name for PE002015 (OCR corrected),
APP_PE002015_1881_VARIANT,E41_Appellation,Township No. 37,variant,PE002015,"OCR variant of ""Township No. 36""",1881.0
APP_PE002015_1921_VARIANT,E41_Appellation,Township 15,variant,PE002015,"OCR variant of ""Township No. 36""",1921.0
APP_PE002016_CANONICAL,E41_Appellation,Township No. 37,canonical,PE002016,Canonical name for PE002016 (OCR corrected),
APP_PE002016_1881_VARIANT,E41_Appellation,Township No. 48,variant,PE002016,"OCR variant of ""Township No. 37""",1881.0
APP_PE002016_1921_VARIANT,E41_Appellation,Township 16,variant,PE002016,"OCR variant of ""Township No. 37""",1921.0
APP_PE002017_CANONICAL,E41_Appellation,Township No. 48,canonical,PE002017,Canonical name for PE002017 (OCR corrected),
APP_PE002017_1881_VARIANT,E41_Appellation,Township No. 49,variant,PE002017,"OCR variant of ""Township No. 48""",1881.0
APP_PE002017_1921_VARIANT,E41_Appellation,Township 17,variant,PE002017,"OCR variant of ""Township No. 48""",1921.0
APP_PE002018_CANONICAL,E41_Appellation,Township No. 49,canonical,PE002018,Canonical name for PE002018 (OCR corrected),
APP_PE002018_1881_VARIANT,E41_Appellation,Township No. 50,variant,PE002018,"OCR variant of ""Township No. 49""",1881.0
APP_PE002018_1921_VARIANT,E41_Appellation,Township 18,variant,PE002018,"OCR variant of ""Township No. 49""",1921.0
APP_PE002019_CANONICAL,E41_Appellation,Township No. 50,canonical,PE002019,Canonical name for PE002019 (OCR corrected),
APP_PE002019_1881_VARIANT,E41_Appellation,Township No. 57,variant,PE002019,"OCR variant of ""Township No. 50""",1881.0
APP_PE002020_CANONICAL,E41_Appellation,Township No. 57,canonical,PE002020,Canonical name for PE002020 (OCR corrected),
APP_PE002020_1881_VARIANT,E41_Appellation,Township No. 58,variant,PE002020,"OCR variant of ""Township No. 57""",1881.0
APP_PE002020_1921_VARIANT,E41_Appellation,Township 25,variant,PE002020,"OCR variant of ""Township No. 57""",1921.0
APP_PE002021_CANONICAL,E41_Appellation,Township No. 58,canonical,PE002021,Canonical name for PE002021 (OCR corrected),
APP_PE002021_1881_VARIANT,E41_Appellation,Township No. 60,variant,PE002021,"OCR variant of ""Township No. 58""",1881.0
APP_PE002021_1921_VARIANT,E41_Appellation,Township 26,variant,PE002021,"OCR variant of ""Township No. 58""",1921.0
APP_PE002022_CANONICAL,E41_Appellation,Township No. 60,canonical,PE002022,Canonical name for PE002022 (OCR corrected),
APP_PE002022_1881_VARIANT,E41_Appellation,Township No. 62,variant,PE002022,"OCR variant of ""Township No. 60""",1881.0
APP_PE002022_1921_VARIANT,E41_Appellation,Township 27,variant,PE002022,"OCR variant of ""Township No. 60""",1921.0
APP_PE002023_CANONICAL,E41_Appellation,Township No. 62,canonical,PE002023,Canonical name for PE002023 (OCR corrected),
APP_PE002023_1881_VARIANT,E41_Appellation,Township No. 65,variant,PE002023,"OCR variant of ""Township No. 62""",1881.0
APP_PE002023_1921_VARIANT,E41_Appellation,Township 28,variant,PE002023,"OCR variant of ""Township No. 62""",1921.0
APP_PE003001_CANONICAL,E41_Appellation,Township No. 43,canonical,PE003001,Canonical name for PE003001 (OCR corrected),
APP_PE003001_1881_VARIANT,E41_Appellation,Township No. 47,variant,PE003001,"OCR variant of ""Township No. 43""",1881.0
APP_PE003001_1921_VARIANT,E41_Appellation,Township 20,variant,PE003001,"OCR variant of ""Township No. 43""",1921.0
APP_PE003002_CANONICAL,E41_Appellation,Township No. 44,canonical,PE003002,Canonical name for PE003002 (OCR corrected),
APP_PE003002_1881_VARIANT,E41_Appellation,Township No. 46,variant,PE003002,"OCR variant of ""Township No. 44""",1881.0
APP_PE003002_1921_VARIANT,E41_Appellation,Township 21,variant,PE003002,"OCR variant of ""Township No. 44""",1921.0
APP_PE003004_CANONICAL,E41_Appellation,Township No. 46,canonical,PE003004,Canonical name for PE003004 (OCR corrected),
APP_PE003004_1881_VARIANT,E41_Appellation,Township No. 44,variant,PE003004,"OCR variant of ""Township No. 46""",1881.0
APP_PE003004_1921_VARIANT,E41_Appellation,Township 23,variant,PE003004,"OCR variant of ""Township No. 46""",1921.0
APP_PE003005_CANONICAL,E41_Appellation,Township No. 47,canonical,PE003005,Canonical name for PE003005 (OCR corrected),
APP_PE003005_1881_VARIANT,E41_Appellation,Township No. 43,variant,PE003005,"OCR variant of ""Township No. 47""",1881.0
APP_PE003005_1921_VARIANT,E41_Appellation,Township 24,variant,PE003005,"OCR variant of ""Township No. 47""",1921.0
APP_PE003006_CANONICAL,E41_Appellation,Township No. 38,canonical,PE003006,Canonical name for PE003006 (OCR corrected),
APP_PE003006_1881_VARIANT,E41_Appellation,Township No. 42,variant,PE003006,"OCR variant of ""Township No. 38""",1881.0
APP_PE003006_1921_VARIANT,E41_Appellation,Township 29,variant,PE003006,"OCR variant of ""Township No. 38""",1921.0
APP_PE003007_CANONICAL,E41_Appellation,Township No. 39,canonical,PE003007,Canonical name for PE003007 (OCR corrected),
APP_PE003007_1881_VARIANT,E41_Appellation,Township No. 41,variant,PE003007,"OCR variant of ""Township No. 39""",1881.0
APP_PE003007_1921_VARIANT,E41_Appellation,Township 30,variant,PE003007,"OCR variant of ""Township No. 39""",1921.0
APP_PE003009_CANONICAL,E41_Appellation,Township No. 41,canonical,PE003009,Canonical name for PE003009 (OCR corrected),
APP_PE003009_1881_VARIANT,E41_Appellation,Township No. 39,variant,PE003009,"OCR variant of ""Township No. 41""",1881.0
APP_PE003009_1921_VARIANT,E41_Appellation,Township 32,variant,PE003009,"OCR variant of ""Township No. 41""",1921.0
APP_PE003010_CANONICAL,E41_Appellation,Township No. 42,canonical,PE003010,Canonical name for PE003010 (OCR corrected),
APP_PE003010_1881_VARIANT,E41_Appellation,Township No. 38,variant,PE003010,"OCR variant of ""Township No. 42""",1881.0
APP_PE003010_1921_VARIANT,E41_Appellation,Township 33,variant,PE003010,"OCR variant of ""Township No. 42""",1921.0
APP_PE003012_CANONICAL,E41_Appellation,Township No. 51,canonical,PE003012,Canonical name for PE003012 (OCR corrected),
APP_PE003012_1881_VARIANT,E41_Appellation,Township No. 55,variant,PE003012,"OCR variant of ""Township No. 51""",1881.0
APP_PE003012_1921_VARIANT,E41_Appellation,Township 35,variant,PE003012,"OCR variant of ""Township No. 51""",1921.0
APP_PE003013_CANONICAL,E41_Appellation,Township No. 52,canonical,PE003013,Canonical name for PE003013 (OCR corrected),
APP_PE003013_1881_VARIANT,E41_Appellation,Township No. 54,variant,PE003013,"OCR variant of ""Township No. 52""",1881.0
APP_PE003014_CANONICAL,E41_Appellation,Township No. 53,canonical,PE003014,Canonical name for PE003014 (OCR corrected),
APP_PE003014_1921_VARIANT,E41_Appellation,Township 37,variant,PE003014,"OCR variant of ""Township No. 53""",1921.0
APP_PE003015_CANONICAL,E41_Appellation,Township No. 54,canonical,PE003015,Canonical name for PE003015 (OCR corrected),
APP_PE003015_1881_VARIANT,E41_Appellation,Township No. 52,variant,PE003015,"OCR variant of ""Township No. 54""",1881.0
APP_PE003015_1921_VARIANT,E41_Appellation,Township 48,variant,PE003015,"OCR variant of ""Township No. 54""",1921.0
APP_PE003016_CANONICAL,E41_Appellation,Township No. 55,canonical,PE003016,Canonical name for PE003016 (OCR corrected),
APP_PE003016_1881_VARIANT,E41_Appellation,Township No. 51,variant,PE003016,"OCR variant of ""Township No. 55""",1881.0
APP_PE003016_1921_VARIANT,E41_Appellation,Township 49,variant,PE003016,"OCR variant of ""Township No. 55""",1921.0
APP_PE003017_CANONICAL,E41_Appellation,Township No. 59,canonical,PE003017,Canonical name for PE003017 (OCR corrected),
APP_PE003017_1881_VARIANT,E41_Appellation,Township No. 66,variant,PE003017,"OCR variant of ""Township No. 59""",1881.0
APP_PE003017_1921_VARIANT,E41_Appellation,Township 50,variant,PE003017,"OCR variant of ""Township No. 59""",1921.0
